Description_lang,SourceText_lang,ID,CreatureID,SummonSpellID,IconFileDataID,PetTypeEnum,Flags,SourceTypeEnum,CardUIModelSceneID,LoadoutUIModelSceneID,CovenantID
"Not to worry; the combat mechanisms and homing logic have been disabled on this unit, I think. --Oglethorpe Obnoticus",|cFFFFD200Quest:|r An OOX of Your Own|n|cFFFFD200Zone:|r Booty Bay|n,83,8376,12243,656513,9,18,1,6,7,0
Don't call this bird chicken unless you want egg on your face.,|cFFFFD200Quest: |rCLUCK!|n|cFFFFD200Zone: |rWestfall,84,30379,13548,135996,2,18,1,6,7,0
"Possibly explosive, definitely adorable. Keep away from open flame.",|cFFFFD200Profession: |rEngineering,85,9656,15048,133712,9,2,3,6,7,0
This tiny peacekeeper security bot is often outfitted with the latest arcane nullifiers and crowd pummelers. Not for the environmentally minded.,|cFFFFD200Profession: |rEngineering,86,9657,15049,294476,9,2,3,35,7,0
"These adorable critters love snuggling with their owners after a long day of brutal, bloody battle.",|cFFFFD200Drop: |rWorld Drop|n|cFFFFD200Zone: |rFeralas,87,9662,15067,657499,1,2,0,6,7,0
Worgs are the favored companions of orcs and are fiercely loyal on the battlefield.,|cFFFFD200Drop: |rQuartermaster Zigris|n|cFFFFD200Zone: |rLower Blackrock Spire,89,10259,15999,132599,7,2050,0,6,7,0
"Although born in the warm heights of Blackrock Spire, the smolderweb hatchling can survive most environments.",|cFFFFD200Drop: |rMother Smolderweb|n|cFFFFD200Zone: |rLower Blackrock Spire,90,10598,16450,132598,7,2,0,6,7,0
This pint-sized panda cub is highly sought after by adventurers around Azeroth - despite its narcoleptic nature.,|cFFFFD200Promotion:|r World of Warcraft Collector's Edition,92,11325,17707,132494,7,82,7,6,7,0
"AND THE HEAVENS SHALL TREMBLE, AND MAN SHALL WEEP, AND THE END OF DAYS SHALL--wait, why are you so tall?",|cFFFFD200Promotion:|r World of Warcraft Collectors Edition,93,11326,17708,132787,5,82,7,6,7,0
"A small, fierce member of the Zerg swarm, the zergling is not to be trifled with. Very dangerous in high numbers.",|cFFFFD200Promotion:|r World of Warcraft Collectors Edition,94,11327,17709,136217,4,82,7,6,7,0
"Talented engineers have crafted an exact replica of a wood frog, at only ten times the cost of buying the real thing.",|cFFFFD200Profession: |rEngineering,95,12419,19772,237579,9,2,3,6,7,0
The legendary ale frog was believed to be extinct until the strange brews at the Darkmoon Faire brought them out of hiding.,|cFFFFD200World Event:|r Darkmoon Faire,106,14878,23811,237579,8,18,6,6,7,0
Appearances of this beloved and ultra-reclusive murloc are sure to draw a crowd.,|cFFFFD200Promotion:|r BlizzCon 2005,107,15186,24696,656556,0,82,7,6,7,0
Lurky's charming disposition and lively antics are guaranteed to soothe frustration and lighten even the darkest moods.,|cFFFFD200Promotion:|r Burning Crusade Collector's Edition (EU only)|n,111,15358,24988,656558,0,16466,7,6,7,0
Warning: Wear gloves and goggles while handling disgusting oozeling. DO NOT WASH. Will stain most armor.,"|cFFFFD200Drop:|r World Drop|n|cFFFFD200Creature:|r Oozes, Slimes and Worms",114,15429,25162,132107,5,2,0,6,7,0
"After birth, newborn sharks quickly flee their hungry mothers. Their early independence makes them dangerous, even while young.","|cFFFFD200Profession:|r Fishing|n|cFFFFD200Vendor:|r Nat Pagle|n|cFFFFD200Zone:|r Garrison, Fishing Shack|n|cFFFFD200Cost:|r 50|Tinterface\icons\inv_misc_coin_19.blp:0|t",115,86445,172695,294472,8,2,3,6,7,0
"This clever toy is equipped with a secret switch to disable its 'tranquil' mode. Luckily, even the engineers who built it don't know how to find it.",|cFFFFD200Profession: |rEngineering,116,15699,26010,132189,9,2,3,36,7,0
"He loves to dance and wave and play with you! He melts after Winter Veil, but don't worry; he'll be back again someday!",|cFFFFD200World Event:|r Feast of Winter Veil|n,117,15710,26045,655957,6,2,6,6,7,0
Would rather not spend any more time inside a wrapped holiday gift box.,|cFFFFD200World Event:|r Feast of Winter Veil,118,15706,26529,133706,4,2,6,6,7,0
"These off-season allies work tirelessly to prepare for the Feast of Winter Veil, and would appreciate not being disturbed the rest of the year.",|cFFFFD200World Event:|r Feast of Winter Veil,119,15698,26533,133204,0,2,6,39,7,0
"During the majestic Winter Veil celebration, these faithful companions spread joy throughout the land. The rest of the year, they are busy.",|cFFFFD200World Event:|r Feast of Winter Veil,120,15705,26541,133202,0,2,6,39,7,0
"Gurky is a born performer, though she remains elusive, making public appearances only on the rarest of occasions.",|cFFFFD200Promotion:|r EU Fansite Promotion|n,121,16069,27241,656557,0,16466,7,6,7,0
"The power of love can be a dangerous thing, especially when wielded by an airborne, ill-tempered goblin.",|cFFFFD200World Event:|r Love is in the Air|n|cFFFFD200Vendor: |rLovely Merchant|n|cFFFFD200Cost: |r40|TINTERFACE\ICONS\INV_ValentinesCard01:0|t|n,122,16085,27570,132382,0,2,6,6,7,0
"This cub shares many traits with its relatives, but it's in a league of its own with its singing ability.",|cFFFFD200Promotion:|r iCoke,124,16456,28505,132498,7,16466,7,6,7,0
Slow and steady wins the race.,|cFFFFD200World Event:|r Children's Week,125,16547,28738,656341,8,2,6,6,7,0
Many assume 'Wiggles' refers to the motion of this pig's posterior. They discover the true meaning when they see their own entrails.,|cFFFFD200World Event:|r Children's Week,126,16548,28739,132514,4,2,6,6,7,0
"A clever tactician, Whiskers will feign death to fool predators and bill collectors.",|cFFFFD200World Event:|r Children's Week,127,16549,28740,294480,4,2,6,6,7,0
"This little piece of summer smells of warm evenings and lightning storms. If you look closely, you might be able to make out a face.",|cFFFFD200World Event:|r Midsummer Fire Festival|n|cFFFFD200Vendor: |rMidsummer Merchant|n|cFFFFD200Cost: |r350|TINTERFACE\ICONS\INV_SummerFest_FireFlower:0|t,128,16701,28871,134813,6,2,6,6,7,0
"After a harpy incursion in Feralas, several hippogryph nesting grounds were attacked. Hundreds of hatchlings were orphaned, and they have been entrusted to the care of the druids on Sardor Isle.",|cFFFFD200Trading Card Game:|r Heroes of Azeroth,130,17255,30156,132833,2,2,8,6,7,0
"Offspring of the nether drakes of Outland, this young dragon is still growing into its role as hunter, protector, and adorable terror of the skies.",|cFFFFD200Promotion:|r Burning Crusade Collector's Edition,131,18381,32298,134539,1,82,7,6,7,0
"Only magical wishes make magical crawdads. If you wish for a fish, fish for a wish.",|cFFFFD200Fishing:|r Fishing (430)|n|cFFFFD200Zone:|r Terokkar Forest (Fishing Nodes),132,18839,33050,133900,8,2,3,6,7,0
The ethereal Rashaad began breeding these enigmatic creatures after learning of their ability to feed on arcane energies.,|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,136,20408,35156,136006,5,2,2,6,7,0
This bunny is the cutest thing its opponent will ever see. It'll also be the last.,|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,137,20472,35239,132762,4,2,2,6,7,0
"Delicate denizen of Azuremyst Isle, this magical insect has been rumored to possess healing abilities.",|cFFFFD200Vendor: |rSixx|n|cFFFFD200Zone: |rThe Exodar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,138,21010,35907,236193,2,2,2,6,7,0
"A product of exposure to wild magical energies, this insect is the unexpectedly colorful result of Azerothian moth species being released into the eco-domes of the Netherstorm.",|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,139,21009,35909,236193,2,2,2,6,7,0
"Prefers flying during thunderstorms, which are common in Azuremyst Isle.",|cFFFFD200Vendor: |rSixx|n|cFFFFD200Zone: |rThe Exodar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,140,21008,35910,236193,2,2,2,6,7,0
"Prefers flying during foggy nights, which are common in Azuremyst Isle.",|cFFFFD200Vendor: |rSixx|n|cFFFFD200Zone: |rThe Exodar|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,141,21018,35911,236193,2,2,2,6,7,0
"Once prized by dragonhawk breeders in Silvermoon. Stands out at night to predators, making it necessary to gain awareness at an early age.",|cFFFFD200Vendor: |rJilanne|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,142,21055,36027,132188,1,2,2,6,7,0
Mortal enemies with silver dragonhawks; on pretty good terms with golden dragonhawks.,|cFFFFD200Vendor: |rJilanne|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,143,21064,36028,132188,1,2,2,6,7,0
"Ferocious species of dragonhawk, often seen diving down on prey from high in the sky.",|cFFFFD200Vendor: |rJilanne|n|cFFFFD200Zone: |rEversong Woods|n|cFFFFD200Cost: |r50|TINTERFACE\MONEYFRAME\UI-SILVERICON.BLP:0|t,144,21063,36029,132188,1,2,2,6,7,0
Raised by the few dealers still willing to trade in Netherstorm.,|cFFFFD200Vendor: |rDealer Rashaad|n|cFFFFD200Zone: |rNetherstorm|n|cFFFFD200Cost: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,145,21056,36031,132188,1,2,2,6,7,0
"Commonly used by sporelings as a light source as they navigate the waterways of Zangarmarsh, this luminescent insect helps them avoid the dangerous bogflare needlers.",|cFFFFD200Drop: |rBogflare Needler|n|cFFFFD200Zone: |rZangarmarsh,146,21076,36034,236196,2,2,0,6,7,0
"The magical energies released during Skywing's transformation back into his true arakkoa form liberated this poor creature, a fledgling bird imprisoned by Luanga in order to power his fowl curse.",|cFFFFD200Quest:|r Skywing|n|cFFFFD200Zone:|r Terokkar Forest|n|n,149,22445,39181,132598,2,18,1,6,7,0
"Many a drunken Brewfest goer has told the tale of this mysterious creature, but few remember that tale in the morning.",|cFFFFD200World Event:|r Brewfest,153,22943,39709,132800,4,2,6,6,7,0
"Lucky squeals when he's angry or when he's eating. Either way, you don't want to bother him.",|cFFFFD200Promotion:|r World Wide Invitational 2007|n,155,23198,40405,133858,4,16466,7,6,7,0
"Although loath to part with Bananas, Landro realized it would be safer if the pet was far from Booty Bay when his father, King Mukla, discovered he was missing.",|cFFFFD200Trading Card Game:|r Through the Dark Portal,156,23234,40549,133980,7,2,8,6,7,0
He's slightly evil but extremely narcoleptic. Keep him away from critters!,|cFFFFD200World Event:|r Children's Week,157,23231,40613,294482,5,2,6,6,7,0
"The sin'dorei use hawkstriders as mounts, but this little one was deemed unfit after being diagnosed with numerous anxiety disorders.",|cFFFFD200World Event:|r Children's Week,158,23258,40614,294475,4,2,6,6,7,0
Domesticated elekks are trained as mounts by the draenei people. In the wild they are hunted for their ivory tusks.,|cFFFFD200World Event:|r Children's Week,159,23266,40634,656598,4,2,6,6,7,0
Stinker uses his aroma to repel predators and attract cats. He's much more successful with the former than the latter.,"|cFFFFD200Achievement: |rShop Smart, Shop Pet...Smart|n|cFFFFD200Category: |rPet Battles",160,23274,40990,132599,4,82,5,6,7,0
This mischievous gourd likes to pop out of the ground and scare you right out of your pants. Hail to the pumpkin song!,|cFFFFD200World Event:|r Hallow's End,162,23909,42609,134015,6,2,6,6,7,0
"The crocolisk's hide and meat are prized by hunters, but the beast is ferocious and seldom taken by surprise.",|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rShattrath,163,24388,43697,656555,8,2,3,6,7,0
"Muckbreath is just like other crocolisks, except he has an excellent sense of humor.",|cFFFFD200Profession:|r Fishing|n|cFFFFD200Zone:|r Shattrath,164,24389,43698,656553,8,2,3,6,7,0
Amani witch doctors have turned many victims into frogs. Some never recover.,|cFFFFD200Drop:|r Forest Frog|n|cFFFFD200Zone:|r Zul'Aman,165,24480,43918,237579,8,2,0,6,7,0
"A shy creature, the pink elekk will only make its presence known to those that have befriended it, or to anyone too intoxicated to harm it.",|cFFFFD200World Event:|r Brewfest|n|cFFFFD200Vendor: |rBelbi Quikswitch|n|cFFFFD200Zone: |rDun Morogh|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t|n|n|cFFFFD200Vendor: |rBliz Fixwidget|n|cFFFFD200Zone: |rDurotar|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\INV_Misc_Coin_01:0|t,166,24753,44369,656600,4,2,6,6,7,0
"Wild sporebats are vicious creatures, but if tamed at a young age, they can be loyal companions.",|cFFFFD200Vendor: |rMycah|n|cFFFFD200Zone: |rZangarmarsh|n|cFFFFD200Faction: |rSporeggar - Exalted|n|cFFFFD200Cost: |r30|TINTERFACE\ICONS\INV_Mushroom_02:0|t,167,25062,45082,132197,2,2,2,6,7,0
"When the Burning Legion invaded Outland, Landro Longshot contributed this design to the war effort. Both the Alliance and Horde passed on production.",|cFFFFD200Trading Card Game:|r March of the Legion,168,25109,45125,133883,9,2,8,6,7,0
Much quieter than a real dragon.,|cFFFFD200Trading Card Game:|r March of the Legion,169,25110,45127,133838,2,2050,8,33,7,0
This golden pig honors its ancestors by giving its allies good fortune.,|cFFFFD200Promotion:|r Recruit-A-Friend|n,170,25146,45174,133784,4,82,7,6,7,0
"Druids think silver pigs have a special bond with golden pigs, as both breeds appeared on Azeroth at the same time.",|cFFFFD200Promotion:|r Recruit-A-Friend,171,25147,45175,133786,4,82,7,6,7,0
"Elder shaman have warned that wisps of Ragnaros, loyal servants of the Firelord, have taken to the Molten Front.  Vigilance is advised.",|cFFFFD200Vendor:|r Zen'Vorka|n|cFFFFD200Zone:|r Molten Front|n|cFFFFD200Cost: |r30|TINTERFACE\ICONS\INV_MISC_MARKOFTHEWORLDTREE.BLP:0|t,172,25706,45890,294481,6,2,2,6,7,0
Crocolisks are six-legged amphibian predators found in coastal waters. Archaeologists believe they may be descended from the diemetradons of Un'Goro Crater.,|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rShattrath,173,26050,46425,656554,8,2,3,6,7,0
"After studying the crocolisk species for several years, the famed angler Nat Pagle determined that baby crocolisks are mostly harmless.",|cFFFFD200Profession: |rFishing|n|cFFFFD200Zone: |rShattrath,174,26056,46426,656552,8,2,3,6,7,0
"A child of phoenix god Al'ar, the hatchling takes flight immediately after birth.",|cFFFFD200Drop: |rKael'thas Sunstrider|n|cFFFFD200Zone: |rMagisters' Terrace,175,26119,46599,134373,6,2,0,6,7,0
"These stunning creatures, awarded to heroes for victory in battle, represent bravery and strength.",|cFFFFD200Promotion:|r Battleground Event,179,27217,48406,133278,1,16402,7,6,7,0
Only heroes who have proven their valor through great acts are gifted one of these mystical serpentine creatures.,|cFFFFD200Promotion:|r China PVP Event,180,27346,48408,133443,1,16402,7,6,7,0
Ethereal soul-traders will travel with those who can free the essences they need from unruly hosts.,|cFFFFD200Trading Card Game:|r The Hunt for Illidan,183,27914,49964,136039,5,2,8,38,7,0
"Native to the Terokkar Forest, nether rays spawn during the rainy season. Out of the hundreds of offspring resulting from one hatching, very few survive to adulthood.",|cFFFFD200Vendor: |rGrella|n|cFFFFD200Zone: |rTerokkar Forest|n|cFFFFD200Faction: |rSha'tari Skyguard - Exalted|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,186,28470,51716,132191,2,2,2,6,7,0
Vampire bats have been trained as scouts and mounts by the Forsaken of the Undercity and the Amani trolls of Zul'Aman.,|cFFFFD200Drop: |rPrince Tenris Mirkblood|n|cFFFFD200Zone: |rKarazhan,187,28513,51851,132182,3,16402,0,6,7,0
Accidentally created when the Lich King's deathly powers raised Rimefang from undeath.,|cFFFFD200Promotion:|r Wrath of the Lich King Collector's Edition,188,28883,52615,237441,3,82,7,6,7,0
'I am Justice itself!',|cFFFFD200Promotion:|r World Wide Invitational 2008,189,29089,53082,135277,0,16466,7,6,7,0
"When it senses the impending death of a nearby creature, the skull will emit an ear-piercing cackle.",|cFFFFD200Vendor: |rDarahir|n|cFFFFD200Zone: |rCrystalsong Forest|n|cFFFFD200Cost: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,190,29147,53316,133730,3,2,2,37,7,0
"This mechanical warrior is a favorite gift during Winter Veil. Batteries not included, but rockets definitely are!",|cFFFFD200World Event:|r Feast of Winter Veil,191,24968,54187,133000,9,2,6,6,7,0
"Mr. Chilly's appearance evokes a more civilized era, when duelists battled in tuxedos.",|cFFFFD200Promotion:|r WoW/Blizzard Account Merger,192,29726,55068,327502,8,16466,7,34,7,0
"You wouldn't want to meet this rat in a dark alley. Or anywhere else, for that matter.",|cFFFFD200Profession:|r Fishing|n|cFFFFD200Zone:|r Dalaran,193,31575,59250,134324,4,2,3,6,7,0
"Unlike most of Geen the gorloc's 'mysterious eggs,' this one actually contained a living thing.",|cFFFFD200Drop: |rMysterious Egg,194,32589,61348,132192,2,2,0,6,7,0
"The rare albino tickbird is revered amongst the Oracles. It is seen as a sign of heavy rainstorms, good grub harvests, and hibernating wolvar.",|cFFFFD200Drop: |rMysterious Egg,195,32590,61349,132192,2,2,0,6,7,0
These voracious whelps grow at an incredible rate and can devour nearly twice their weight in raw meat per day.,|cFFFFD200Drop: |rMysterious Egg,196,32592,61350,236233,1,2,0,34,7,0
The cobras of Azeroth are renowned for their fast-acting venom and swift strikes.,|cFFFFD200Drop: |rMysterious Egg,197,32591,61351,236177,7,2,0,6,7,0
Notable for its wide eyes and sassy slide.,|cFFFFD200Vendor: |rSairuk|n|cFFFFD200Zone: |rDragonblight|n|cFFFFD200Faction: |rThe Kalu'ak - Exalted|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t|n|n|cFFFFD200Vendor: |rTanaika|n|cFFFFD200Zone: |rHowling Fjord|n|cFFFFD200Faction: |rThe Kalu'ak - Exalted|n|cFFFFD200Cost: |r12|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,198,32595,61357,655866,8,2,2,34,7,0
"To prevent apprentices from secretly using the familiar to complete their chores, the archmagi placed the ritual required to summon the creature across the pages of several spellbooks hidden throughout Dalaran.",|cFFFFD200Achievement:|r Higher Learning|n|cFFFFD200Category: |rGeneral,199,32643,61472,132102,6,82,5,6,7,0
"Spring rabbits symbolize fertility, and they love to demonstrate why.",|cFFFFD200World Event:|r Noblegarden|n|cFFFFD200Vendor: |rNoblegarden Merchant|n|cFFFFD200Cost: |r100|TINTERFACE\ICONS\Achievement_Noblegarden_Chocolate_Egg:0|t,200,32791,61725,134010,4,2,6,6,7,0
