RaceMask,AbilityVerb_lang,AbilityAllVerb_lang,ID,SkillLine,Spell,MinSkillLineRank,ClassMask,SupercedesSpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Flags,NumSkillUps,UniqueBit,TradeSkillCategoryID,SkillupSkillLineID
0,,,1937,171,3454,1,0,0,0,260,220,0,1,28,643,2485
0,,,1938,171,3464,1,0,3101,0,1,1,0,1,29,0,0
0,,,1984,164,3491,1,0,0,0,165,135,0,1,45,227,2477
0,,,1985,164,3492,1,0,0,0,210,185,0,1,46,227,2477
0,,,1986,164,3493,1,0,0,0,225,200,0,1,47,227,2477
0,,,1987,164,3494,1,0,0,0,205,180,0,1,48,227,2477
0,,,1988,164,3495,1,0,0,0,220,195,0,1,49,227,2477
0,,,1989,164,3496,1,0,0,0,230,205,0,1,50,227,2477
0,,,1990,164,3497,1,0,0,0,250,225,0,1,51,227,2477
0,,,1991,164,3498,1,0,0,0,235,210,0,1,52,227,2477
0,,,1992,164,3500,1,0,0,0,250,225,0,1,53,227,2477
0,,,1993,164,3501,1,0,0,0,215,190,0,1,54,222,2477
0,,,1994,164,3502,1,0,0,0,220,195,0,1,55,218,2477
0,,,1995,164,3503,1,0,0,0,240,215,0,1,56,218,2477
0,,,1996,164,3504,1,0,0,0,210,185,0,1,57,219,2477
0,,,1997,164,3505,1,0,0,0,225,200,0,1,58,219,2477
0,,,1998,164,3506,1,0,0,0,205,180,0,1,59,224,2477
0,,,1999,164,3507,1,0,0,0,220,195,0,1,60,224,2477
0,,,2000,164,3508,1,0,0,0,230,205,0,1,61,220,2477
0,,,2001,164,3511,1,0,0,0,245,220,0,1,62,220,2477
0,,,2002,164,3513,1,0,0,0,235,210,0,1,63,225,2477
0,,,2003,164,3515,1,0,0,0,250,225,0,1,64,225,2477
0,,,2005,164,3538,1,0,3100,0,1,1,0,1,65,0,0
0,,,2036,186,3564,1,0,2576,0,1,1,0,1,10,0,0
0,,,2037,186,3569,1,0,0,0,135,125,0,1,11,264,2572
0,,,2041,182,3570,1,0,2368,0,1,1,0,1,4,0,0
0,,,2161,165,3811,1,0,3104,0,1,1,0,1,19,0,0
0,,,2162,165,3753,1,0,0,0,85,55,0,1,20,256,2532
0,,,2164,165,3756,1,0,0,0,115,85,0,1,21,255,2532
0,,,2167,165,3759,1,0,0,0,135,105,0,1,22,257,2532
0,,,2168,165,3760,1,0,0,0,190,170,0,1,23,259,2532
0,,,2170,165,3761,1,0,0,0,145,115,0,1,24,253,2532
0,,,2171,165,3762,1,0,0,0,150,125,0,1,25,253,2532
0,,,2172,165,3763,1,0,0,0,140,110,0,1,26,256,2532
0,,,2173,165,3764,1,0,0,0,195,170,0,1,27,255,2532
0,,,2174,165,3765,1,0,0,0,180,155,0,1,28,255,2532
0,,,2175,165,3766,1,0,0,0,175,150,0,1,29,256,2532
0,,,2176,165,3767,1,0,0,0,170,145,0,1,30,256,2532
0,,,2177,165,3768,1,0,0,0,180,155,0,1,31,252,2532
0,,,2178,165,3769,1,0,0,0,190,165,0,1,32,252,2532
0,,,2179,165,3770,1,0,0,0,185,160,0,1,33,255,2532
0,,,2180,165,3771,1,0,0,0,190,170,0,1,34,255,2532
0,,,2181,165,3772,1,0,0,0,195,175,0,1,35,253,2532
0,,,2182,165,3773,1,0,0,0,215,195,0,1,36,253,2532
0,,,2183,165,3774,1,0,0,0,200,180,0,1,37,256,2532
0,,,2184,165,3775,1,0,0,0,210,190,0,1,38,256,2532
0,,,2185,165,3776,1,0,0,0,220,200,0,1,39,254,2532
0,,,2186,165,3777,1,0,0,0,235,215,0,1,40,254,2532
0,,,2187,165,3778,1,0,0,0,225,205,0,1,41,256,2532
0,,,2188,165,3779,1,0,0,0,240,220,0,1,42,256,2532
0,,,2195,165,3816,1,0,0,0,75,55,0,1,43,247,2532
0,,,2196,165,3817,1,0,0,0,130,115,0,1,44,247,2532
0,,,2197,165,3818,1,0,0,0,170,160,0,1,45,247,2532
0,,,2199,165,3780,1,0,0,0,190,170,0,1,46,249,2532
0,,,2200,95,107,1,67,0,2,0,0,0,1,0,0,0
0,,,2356,197,3908,1,0,0,0,1,1,0,1,1,84,0
0,,,2357,197,3909,1,0,3908,0,1,1,0,1,2,84,0
0,,,2358,197,3910,1,0,3909,0,1,1,0,1,3,84,0
0,,,2359,197,2963,1,0,0,1,50,25,0,1,4,230,2540
0,,,2360,197,2387,1,0,0,1,60,35,0,1,5,242,2540
0,,,2361,197,2385,1,0,0,0,70,45,0,1,6,236,2540
0,,,2362,197,2389,1,0,0,0,100,65,0,1,7,236,2540
0,,,2363,197,2386,1,0,0,0,125,90,0,1,8,241,2540
0,,,2364,197,2392,1,0,0,0,100,65,0,1,9,243,2540
0,,,2365,197,2393,1,0,0,0,60,35,0,1,10,243,2540
0,,,2366,197,2394,1,0,0,0,100,65,0,1,11,243,2540
0,,,2367,197,2397,1,0,0,0,120,85,0,1,12,242,2540
0,,,2368,197,2395,1,0,0,0,130,95,0,1,13,236,2540
0,,,2369,197,2396,1,0,0,0,130,95,0,1,14,243,2540
0,,,2370,197,2964,1,0,0,0,105,90,0,1,15,230,2540
0,,,2371,197,2402,1,0,0,0,135,100,0,1,16,242,2540
0,,,2372,197,2399,1,0,0,0,145,110,0,1,17,236,2540
0,,,2373,197,2401,1,0,0,0,155,120,0,1,18,241,2540
0,,,2374,197,2403,1,0,0,0,165,130,0,1,19,236,2540
0,,,2375,197,2406,1,0,0,0,130,110,0,1,20,243,2540
0,,,2376,197,3839,1,0,0,0,145,135,0,1,21,230,2540
0,,,2377,197,3865,1,0,0,0,185,180,0,1,22,230,2540
0,,,2378,197,3840,1,0,0,0,95,60,0,1,23,239,2540
0,,,2379,197,3841,1,0,0,0,120,85,0,1,24,237,2540
0,,,2380,197,3842,1,0,0,0,130,95,0,1,25,240,2540
0,,,2381,197,3843,1,0,0,0,145,110,0,1,26,239,2540
0,,,2382,197,3844,1,0,0,0,160,125,0,1,27,242,2540
0,,,2383,197,3845,1,0,0,0,140,105,0,1,28,241,2540
0,,,2384,197,3847,1,0,0,0,155,120,0,1,29,241,2540
0,,,2385,197,3848,1,0,0,0,170,135,0,1,30,235,2540
0,,,2386,197,3849,1,0,0,0,180,145,0,1,31,235,2540
0,,,2387,197,3850,1,0,0,0,170,135,0,1,32,240,2540
0,,,2388,197,3851,1,0,0,0,185,150,0,1,33,240,2540
0,,,2389,197,3852,1,0,0,0,180,150,0,1,34,239,2540
0,,,2390,197,3854,1,0,0,0,195,165,0,1,35,239,2540
0,,,2391,197,3855,1,0,0,0,185,150,0,1,36,241,2540
0,,,2392,197,3856,1,0,0,0,190,160,0,1,37,241,2540
0,,,2393,197,3857,1,0,0,0,215,185,0,1,38,234,2540
0,,,2394,197,3858,1,0,0,0,220,190,0,1,39,234,2540
0,,,2395,197,3859,1,0,0,0,200,170,0,1,40,236,2540
0,,,2396,197,3860,1,0,0,0,225,195,0,1,41,241,2540
0,,,2397,197,3861,1,0,0,0,235,205,0,1,42,242,2540
0,,,2398,197,3862,1,0,0,0,250,220,0,1,43,242,2540
0,,,2399,197,3863,1,0,0,0,230,200,0,1,44,238,2540
0,,,2400,197,3864,1,0,0,0,250,220,0,1,45,238,2540
0,,,2401,197,3866,1,0,0,0,170,135,0,1,46,243,2540
0,,,2402,197,3868,1,0,0,0,185,150,0,1,47,239,2540
0,,,2403,197,3869,1,0,0,0,155,145,0,1,48,243,2540
0,,,2404,197,3870,1,0,0,0,175,165,0,1,49,243,2540
0,,,2405,197,3871,1,0,0,0,190,180,0,1,50,243,2540
0,,,2406,197,3872,1,0,0,0,205,195,0,1,51,243,2540
0,,,2407,197,3873,1,0,0,0,220,210,0,1,52,243,2540
0,,,2408,197,3914,1,0,0,0,90,55,0,1,53,240,2540
0,,,2409,197,3915,1,0,0,1,60,35,0,1,54,243,2540
0,,,2410,202,4036,1,0,0,0,1,1,0,1,1,0,0
0,,,2411,202,4037,1,0,4036,0,1,1,0,1,2,0,0
0,,,2412,202,4038,1,0,4037,0,1,1,0,1,3,0,0
0,,,2413,202,3918,1,0,0,1,40,20,0,1,4,183,2506
0,,,2414,202,3919,1,0,0,1,60,30,0,1,5,184,2506
0,,,2417,202,3922,1,0,0,0,60,45,0,1,7,183,2506
0,,,2418,202,3923,1,0,0,0,90,60,0,1,8,184,2506
0,,,2420,202,3925,1,0,0,0,110,80,0,4,10,189,2506
0,,,2421,202,3977,1,0,0,0,120,90,0,3,11,190,2506
0,,,2422,202,3973,1,0,0,0,140,110,0,1,12,183,2506
0,,,2424,202,3928,1,0,0,0,135,105,0,1,14,188,2506
0,,,2425,202,3929,1,0,0,0,95,85,0,1,15,183,2506
0,,,2427,202,3931,1,0,0,0,105,95,0,1,17,184,2506
0,,,2428,202,3932,1,0,0,0,145,115,0,2,18,188,2506
0,,,2429,202,3933,1,0,0,0,160,130,0,1,19,184,2506
0,,,2430,202,3934,1,0,0,0,160,130,0,5,20,185,2506
0,,,2431,202,3936,1,0,0,0,155,130,0,5,21,189,2506
0,,,2432,202,3937,1,0,0,0,155,125,0,1,22,184,2506
0,,,2433,202,3938,1,0,0,0,155,115,0,1,23,183,2506
0,,,2435,202,3978,1,0,0,0,160,135,0,3,24,190,2506
0,,,2436,202,3939,1,0,0,0,170,145,0,1,25,189,2506
0,,,2437,202,3940,1,0,0,0,170,145,0,1,26,185,2506
0,,,2438,202,3941,1,0,0,0,170,120,0,1,27,184,2506
0,,,2439,202,3942,1,0,0,0,175,125,0,1,28,183,2506
0,,,2440,202,3944,1,0,0,0,175,125,0,1,29,188,2506
0,,,2441,202,3945,1,0,0,0,145,125,0,1,30,183,2506
0,,,2442,202,3946,1,0,0,0,145,125,0,1,31,184,2506
0,,,2444,202,3949,1,0,0,0,180,155,0,1,33,189,2506
0,,,2445,202,3950,1,0,0,0,190,140,0,1,34,184,2506
0,,,2446,202,3952,1,0,0,0,190,165,0,1,35,183,2506
0,,,2447,202,3953,1,0,0,0,195,145,0,1,36,183,2506
0,,,2448,202,3954,1,0,0,0,195,170,0,1,37,189,2506
0,,,2449,202,3955,1,0,0,0,200,175,0,1,38,184,2506
0,,,2450,202,3956,1,0,0,0,200,175,0,1,39,185,2506
0,,,2451,202,3957,1,0,0,0,195,175,0,1,40,188,2506
0,,,2452,202,3958,1,0,0,0,180,160,0,1,41,183,2506
0,,,2453,202,3959,1,0,0,0,200,180,0,1,42,188,2506
0,,,2454,202,3960,1,0,0,0,205,185,0,1,43,184,2506
0,,,2455,202,3961,1,0,0,0,210,170,0,1,44,183,2506
0,,,2456,202,3962,1,0,0,0,215,175,0,1,45,184,2506
0,,,2457,202,3963,1,0,0,0,215,175,0,1,46,188,2506
0,,,2459,202,3979,1,0,0,0,220,200,0,1,47,190,2506
0,,,2460,202,3965,1,0,0,0,225,185,0,1,48,188,2506
0,,,2461,202,3966,1,0,0,0,225,205,0,1,49,185,2506
0,,,2462,202,3967,1,0,0,0,230,190,0,1,50,184,2506
0,,,2463,202,3968,1,0,0,0,235,215,0,1,51,184,2506
0,,,2464,202,3969,1,0,0,0,240,220,0,1,52,188,2506
0,,,2465,202,3971,1,0,0,0,240,220,0,1,53,188,2506
0,,,2466,202,3972,1,0,0,0,240,200,0,1,54,184,2506
0,,,2487,188,3110,1,0,0,2,0,0,0,1,0,0,0
0,,,2499,185,4094,1,0,0,0,255,215,0,1,27,1023,2548
0,,,2500,165,4097,1,0,0,0,205,185,0,1,47,256,2532
0,,,2502,165,4096,1,0,0,0,205,185,0,1,48,253,2532
0,,,2907,171,4508,1,0,0,0,120,80,0,1,30,638,2485
0,,,2909,171,4942,1,0,0,0,270,230,0,1,31,638,2485
0,,,2927,228,5009,1,400,0,2,0,0,0,1,0,0,0
0,,,2928,229,200,1,5671,0,2,0,0,0,1,0,0,0
0,,,2929,226,5011,1,13,0,2,0,0,0,1,0,0,0
0,,,2935,228,5019,1,400,0,2,0,0,0,1,0,0,0
0,,,3213,172,197,1,4199,0,2,0,0,0,1,0,0,0
0,,,3214,160,199,1,5219,0,2,0,0,0,1,0,0,0
0,,,3324,186,2657,1,0,0,1,60,20,0,1,12,264,2572
0,,,3343,165,5244,1,0,0,0,100,70,0,1,49,250,2532
0,,,3869,183,6233,1,0,0,2,0,0,0,1,0,0,0
0,,,3870,183,6246,1,0,0,2,0,0,0,1,0,0,0
0,,,3871,183,6247,1,0,0,2,0,0,0,1,0,0,0
0,,,3909,205,6360,1,0,0,2,0,0,0,1,0,0,0
0,,,3926,185,6412,1,0,0,0,90,50,0,1,28,1023,2548
0,,,3927,185,6413,1,0,0,0,100,60,0,1,29,1023,2548
0,,,3928,185,6414,1,0,0,0,115,75,0,1,30,1023,2548
0,,,3929,185,6415,1,0,0,0,130,90,0,1,31,1023,2548
0,,,3930,185,6416,1,0,0,0,130,90,0,1,32,1023,2548
0,,,3931,185,6417,1,0,0,0,170,130,0,1,33,1023,2548
0,,,3932,185,6418,1,0,0,0,180,140,0,1,34,1023,2548
0,,,3933,185,6419,1,0,0,0,190,150,0,1,35,1023,2548
0,,,3945,202,6458,1,0,0,0,185,160,0,1,55,188,2506
0,,,3953,183,6477,1,0,0,2,0,0,0,1,0,0,0
0,,,3954,183,6478,1,0,0,2,0,0,0,1,0,0,0
0,,,3962,185,6501,1,0,0,0,170,130,0,1,36,1023,2548
0,,,3963,185,6500,1,0,0,0,205,165,0,1,37,1023,2548
0,,,3964,185,6499,1,0,0,0,130,90,0,1,38,1023,2548
0,,,3971,164,6518,1,0,0,0,200,170,0,1,66,227,2477
0,,,3972,164,6517,1,0,0,0,170,140,0,1,67,227,2477
0,,,3973,197,6521,1,0,0,0,150,115,0,1,55,242,2540
0,,,3974,164,2671,1,0,0,0,175,145,0,1,68,222,2477
0,,,3975,164,2673,1,0,0,0,190,160,0,1,69,220,2477
0,,,3999,183,6603,1,0,0,2,0,0,0,1,0,0,0
0,,,4000,197,3758,1,0,0,0,155,120,0,1,56,233,2540
0,,,4001,197,3755,1,0,0,0,105,70,0,1,57,233,2540
0,,,4002,197,3757,1,0,0,0,140,105,0,1,58,233,2540
0,,,4003,197,3813,1,0,0,0,200,170,0,1,59,233,2540
0,,,4004,171,6624,1,0,0,0,215,175,0,1,32,638,2485
0,,,4006,171,6618,1,0,0,0,235,195,0,1,33,638,2485
0,,,4007,171,6617,1,0,0,0,130,90,0,1,34,638,2485
0,,,4010,165,6661,1,0,0,0,230,210,0,1,50,253,2532
0,,,4019,197,6686,1,0,0,0,130,95,0,1,60,233,2540
0,,,4020,197,6688,1,0,0,0,175,140,0,1,61,233,2540
0,,,4021,197,6690,1,0,0,0,185,155,0,1,62,236,2540
0,,,4022,197,6692,1,0,0,0,200,170,0,1,63,236,2540
0,,,4023,197,6693,1,0,0,0,225,195,0,1,64,233,2540
0,,,4024,197,6695,1,0,0,0,235,205,0,1,65,233,2540
0,,,4026,165,6702,1,0,0,0,150,120,0,1,51,256,2532
0,,,4027,165,6705,1,0,0,0,230,210,0,1,52,254,2532
0,,,4028,165,6703,1,0,0,0,155,125,0,1,53,253,2532
0,,,4029,165,6704,1,0,0,0,210,190,0,1,54,253,2532
0,,,4044,148,824,1,0,0,0,0,0,0,1,0,0,0
0,,,4141,293,750,1,35,0,2,0,0,0,1,0,0,0
0,,,4156,165,7126,1,0,0,1,70,40,0,1,55,253,2532
0,,,4158,165,7133,1,0,0,0,155,130,0,1,56,257,2532
0,,,4159,165,7135,1,0,0,0,165,140,0,1,57,257,2532
0,,,4160,165,7147,1,0,0,0,200,180,0,1,58,257,2532
0,,,4161,165,7149,1,0,0,0,210,190,0,1,59,257,2532
0,,,4163,165,7151,1,0,0,0,215,195,0,1,60,252,2532
0,,,4164,165,7153,1,0,0,0,225,205,0,1,61,259,2532
0,,,4165,165,7156,1,0,0,0,230,210,0,1,62,255,2532
0,,,4176,171,7179,1,0,0,0,160,120,0,1,35,639,2485
0,,,4177,171,7181,1,0,0,0,215,175,0,1,36,638,2485
0,,,4178,171,7183,1,0,0,1,95,55,0,1,37,639,2485
0,,,4204,185,7213,1,0,0,0,255,215,0,1,39,1023,2548
0,,,4205,164,7224,1,0,0,0,240,215,0,1,70,216,2477
0,,,4206,164,7223,1,0,0,0,235,210,0,1,71,222,2477
0,,,4207,164,7221,1,0,0,0,210,180,0,1,72,217,2477
0,,,4208,164,7222,1,0,0,0,215,190,0,1,73,216,2477
0,,,4209,171,7257,1,0,0,0,250,210,0,1,38,638,2485
0,,,4210,171,7258,1,0,0,0,245,205,0,1,39,638,2485
0,,,4211,171,7255,1,0,0,0,170,130,0,1,40,638,2485
0,,,4212,171,7259,1,0,0,0,250,210,0,1,41,638,2485
0,,,4213,171,7256,1,0,0,0,200,160,0,1,42,638,2485
0,,,4214,183,7266,1,0,0,2,0,0,0,1,0,0,0
