RaceMask,ID,SkillLine,Spell,MinSkillLineRank,ClassMask,SupercedesSpell,AcquireMethod,TrivialSkillLineRankHigh,TrivialSkillLineRankLow,Flags,NumSkillUps,UniqueBit,TradeSkillCategoryID,SkillupSkillLineID,CharacterPoints[0],CharacterPoints[1]
0,1365,165,2163,70,0,0,0,120,90,0,1,0,0,0,0,0
0,1366,165,2164,70,0,0,0,135,105,0,1,0,0,0,0,0
0,1367,165,2165,75,0,0,0,130,115,0,1,0,0,0,0,0
0,1368,165,2166,125,0,0,0,170,145,0,1,0,0,0,0,0
0,1369,165,2167,100,0,0,0,150,125,0,1,0,0,0,0,0
0,1370,165,2168,110,0,0,0,160,135,0,1,0,0,0,0,0
0,1371,165,2169,100,0,0,0,150,125,0,1,0,0,0,0,0
0,1374,171,2259,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1377,171,2330,1,0,0,1,95,55,0,1,0,0,0,0,0
0,1378,171,2329,1,0,0,1,95,55,0,1,0,0,0,0,0
0,1379,171,2331,30,0,0,0,105,65,0,1,0,0,0,0,0
0,1380,171,2332,40,0,0,0,110,70,0,1,0,0,0,0,0
0,1382,171,2334,50,0,0,0,120,80,0,1,0,0,0,0,0
0,1383,171,2335,60,0,0,0,130,90,0,1,0,0,0,0,0
0,1384,171,2336,70,0,0,0,140,100,0,1,0,0,0,0,0
0,1385,171,2337,80,0,0,0,125,85,0,1,0,0,0,0,0
0,1387,173,1180,1,1501,0,2,0,0,0,1,0,0,0,0,0
0,1401,26,78,1,1,0,2,0,0,0,1,0,0,0,0,0
0,1402,26,284,1,1,78,0,0,0,0,1,0,0,0,0,0
0,1403,26,285,1,1,284,0,0,0,0,1,0,0,0,0,0
0,1404,26,1608,1,1,285,0,0,0,0,1,0,0,0,0,0
0,1418,182,2366,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1419,182,2368,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1424,95,522,1,0,0,2,0,0,0,1,0,0,0,0,0
0,1441,183,2382,1,0,0,2,0,0,0,1,0,0,0,0,0
0,1442,182,2383,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1532,185,2550,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1535,185,2538,1,0,0,1,85,45,0,1,0,0,0,0,0
0,1536,185,2539,30,0,0,0,90,50,0,1,0,0,0,0,0
0,1537,185,2540,1,0,0,1,85,45,0,1,0,0,0,0,0
0,1538,185,2541,65,0,0,0,130,90,0,1,0,0,0,0,0
0,1539,185,2542,65,0,0,0,130,90,0,1,0,0,0,0,0
0,1540,185,2543,75,0,0,0,155,115,0,1,0,0,0,0,0
0,1543,185,2544,75,0,0,0,155,115,0,1,0,0,0,0,0
0,1544,185,2545,85,0,0,0,165,125,0,1,0,0,0,0,0
0,1545,185,2546,110,0,0,0,160,120,0,1,0,0,0,0,0
0,1546,185,2547,125,0,0,0,175,135,0,1,0,0,0,0,0
0,1547,185,2548,135,0,0,0,170,130,0,1,0,0,0,0,0
0,1548,185,2549,135,0,0,0,180,140,0,1,0,0,0,0,0
0,1550,176,2567,1,13,0,2,0,0,0,1,0,0,0,0,0
0,1568,186,2580,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1569,186,2575,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1570,186,2576,1,0,2575,0,0,0,0,1,0,0,0,0,0
0,1571,186,2577,1,0,0,0,125,100,0,1,0,0,0,0,0
0,1572,186,2578,1,0,2577,0,150,125,0,1,0,0,0,0,0
0,1573,186,2579,1,0,2578,0,175,150,0,1,0,0,0,0,0
0,1597,186,2656,1,0,0,1,0,0,0,1,0,0,0,0,0
0,1599,186,2658,1,0,0,0,125,100,0,1,0,0,0,0,0
0,1600,186,2659,1,0,0,0,115,65,0,1,0,0,0,0,0
0,1631,164,2660,1,0,0,1,55,15,0,1,0,0,0,0,0
0,1632,164,2661,55,0,0,0,115,75,0,1,0,0,0,0,0
0,1633,164,2662,40,0,0,0,90,50,0,1,0,0,0,0,0
0,1634,164,2663,1,0,0,1,60,20,0,1,0,0,0,0,0
0,1635,164,2664,65,0,0,0,140,115,0,1,0,0,0,0,0
0,1636,164,2665,75,0,0,0,80,65,0,1,0,0,0,0,0
0,1637,164,2666,80,0,0,0,150,110,0,1,0,0,0,0,0
0,1638,164,2667,90,0,0,0,160,120,0,1,0,0,0,0,0
0,1639,164,2668,95,0,0,0,175,145,0,1,0,0,0,0,0
0,1640,164,2670,105,0,0,0,175,145,0,1,0,0,0,0,0
0,1642,164,2672,120,0,0,0,180,150,0,1,0,0,0,0,0
0,1644,164,2674,125,0,0,0,140,125,0,1,0,0,0,0,0
0,1645,164,2675,135,0,0,0,205,175,0,1,0,0,0,0,0
0,1646,164,2737,30,0,0,0,95,55,0,1,0,0,0,0,0
0,1649,164,2740,75,0,0,0,170,140,0,1,0,0,0,0,0
0,1650,164,2741,85,0,0,0,175,145,0,1,0,0,0,0,0
0,1651,164,2738,35,0,0,0,100,60,0,1,0,0,0,0,0
0,1652,164,2739,40,0,0,0,105,65,0,1,0,0,0,0,0
0,1653,164,2742,95,0,0,0,180,150,0,1,0,0,0,0,0
0,1655,176,2764,1,13,0,1,0,0,0,1,0,0,0,0,0
0,1674,185,2795,40,0,0,0,100,60,0,1,0,0,0,0,0
0,1687,40,2842,1,8,0,0,0,0,0,1,0,0,0,0,0
0,1688,40,2835,1,8,0,0,225,175,0,1,0,0,0,0,0
0,1689,40,2837,1,8,0,0,265,215,0,1,0,0,0,0,0
0,1708,165,2881,1,0,0,1,40,20,0,1,0,0,0,0,0
0,1790,50,883,1,4,0,0,0,0,0,1,0,0,0,0,0
0,1792,164,3100,1,0,2018,0,0,0,0,1,0,0,0,0,0
0,1793,171,3101,1,0,2259,0,0,0,0,1,0,0,0,0,0
0,1794,185,3102,1,0,2550,0,0,0,0,1,0,0,0,0,0
0,1795,165,3104,1,0,2108,0,0,0,0,1,0,0,0,0,0
0,1798,164,3115,1,0,0,1,55,15,0,1,0,0,0,0,0
0,1799,164,3117,1,0,0,0,140,125,0,1,0,0,0,0,0
0,1800,164,3116,1,0,0,0,80,65,0,1,0,0,0,0,0
0,1812,8,3140,1,128,0,0,0,0,0,1,0,0,0,0,0
0,1813,6,837,1,128,0,0,0,0,0,1,0,0,0,0,0
0,1814,171,3171,1,0,0,0,160,120,0,1,0,0,0,0,0
0,1815,171,3172,1,0,0,0,175,135,0,1,0,0,0,0,0
0,1816,171,3173,1,0,0,0,185,145,0,1,0,0,0,0,0
0,1817,171,3174,1,0,0,0,185,145,0,1,0,0,0,0,0
0,1819,171,3176,1,0,0,0,190,150,0,1,0,0,0,0,0
0,1820,171,3177,1,0,0,0,195,155,0,1,0,0,0,0,0
0,1821,171,2333,1,0,0,0,205,165,0,1,0,0,0,0,0
0,1822,171,3188,1,0,0,0,215,175,0,1,0,0,0,0,0
0,1832,171,3170,1,0,0,0,100,60,0,1,0,0,0,0,0
0,1833,171,3230,1,0,0,0,120,80,0,1,0,0,0,0,0
0,1836,129,3273,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1837,129,3274,1,0,3273,0,0,0,0,1,0,0,0,0,0
0,1838,129,3275,1,0,0,1,60,30,0,1,0,0,0,0,0
0,1839,129,3276,1,0,0,0,100,50,0,1,0,0,0,0,0
0,1840,129,3277,1,0,0,0,150,80,0,1,0,0,0,0,0
0,1841,129,3278,1,0,0,0,185,115,0,1,0,0,0,0,0
0,1843,182,2369,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1844,182,2371,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1846,186,3308,1,0,0,0,185,170,0,1,0,0,0,0,0
0,1847,186,3307,1,0,0,0,140,130,0,1,0,0,0,0,0
0,1848,186,3304,1,0,0,0,75,50,0,1,0,0,0,0,0
0,1849,164,3292,1,0,0,0,175,135,0,1,0,0,0,0,0
0,1850,164,3293,1,0,0,0,115,75,0,1,0,0,0,0,0
0,1851,164,3294,1,0,0,0,150,110,0,1,0,0,0,0,0
0,1852,164,3295,1,0,0,0,185,155,0,1,0,0,0,0,0
0,1853,164,3296,1,0,0,0,190,160,0,1,0,0,0,0,0
0,1854,164,3297,1,0,0,0,205,175,0,1,0,0,0,0,0
0,1855,164,3319,1,0,0,0,100,60,0,1,0,0,0,0,0
0,1856,164,3320,1,0,0,0,85,45,0,1,0,0,0,0,0
0,1857,164,3321,1,0,0,0,115,75,0,1,0,0,0,0,0
0,1858,164,3323,1,0,0,0,120,80,0,1,0,0,0,0,0
0,1859,164,3324,1,0,0,0,125,85,0,1,0,0,0,0,0
0,1860,164,3325,1,0,0,0,140,100,0,1,0,0,0,0,0
0,1861,164,3326,1,0,0,0,100,75,0,1,0,0,0,0,0
0,1862,164,3328,1,0,0,0,170,140,0,1,0,0,0,0,0
0,1863,164,3330,1,0,0,0,185,155,0,1,0,0,0,0,0
0,1864,164,3331,1,0,0,0,190,160,0,1,0,0,0,0,0
0,1865,164,3333,1,0,0,0,195,165,0,1,0,0,0,0,0
0,1866,164,3334,1,0,0,0,205,175,0,1,0,0,0,0,0
0,1867,164,3336,1,0,0,0,210,180,0,1,0,0,0,0,0
0,1868,164,3337,1,0,0,0,150,125,0,1,0,0,0,0,0
0,1869,183,3365,1,0,0,2,0,0,0,1,0,0,0,0,0
0,1870,183,3050,1,0,0,2,0,0,0,1,0,0,0,0,0
0,1871,185,3370,1,0,0,0,160,120,0,1,0,0,0,0,0
0,1872,185,3371,1,0,0,0,140,100,0,1,0,0,0,0,0
0,1873,185,3372,1,0,0,0,170,130,0,1,0,0,0,0,0
0,1874,185,3373,1,0,0,0,200,160,0,1,0,0,0,0,0
0,1875,185,3376,1,0,0,0,210,170,0,1,0,0,0,0,0
0,1876,185,3377,1,0,0,0,190,150,0,1,0,0,0,0,0
0,1901,185,3397,1,0,0,0,190,150,0,1,0,0,0,0,0
0,1902,185,3398,1,0,0,0,215,175,0,1,0,0,0,0,0
0,1903,185,3399,1,0,0,0,230,190,0,1,0,0,0,0,0
0,1904,185,3400,1,0,0,0,255,215,0,1,0,0,0,0,0
0,1906,185,3413,1,0,3102,0,0,0,0,1,0,0,0,0,0
0,1930,171,3447,1,0,0,0,175,135,0,1,0,0,0,0,0
0,1931,171,3448,1,0,0,0,225,185,0,1,0,0,0,0,0
0,1932,171,3449,1,0,0,0,230,190,0,1,0,0,0,0,0
0,1933,171,3450,1,0,0,0,235,195,0,1,0,0,0,0,0
0,1934,171,3451,1,0,0,0,240,200,0,1,0,0,0,0,0
0,1935,171,3452,1,0,0,0,220,180,0,1,0,0,0,0,0
0,1936,171,3453,1,0,0,0,255,215,0,1,0,0,0,0,0
0,1937,171,3454,1,0,0,0,260,220,0,1,0,0,0,0,0
0,1938,171,3464,1,0,3101,0,0,0,0,1,0,0,0,0,0
0,1959,40,3420,1,8,0,0,175,125,0,1,0,0,0,0,0
0,1984,164,3491,1,0,0,0,165,135,0,1,0,0,0,0,0
0,1985,164,3492,1,0,0,0,210,185,0,1,0,0,0,0,0
0,1986,164,3493,1,0,0,0,225,200,0,1,0,0,0,0,0
0,1987,164,3494,1,0,0,0,205,180,0,1,0,0,0,0,0
0,1988,164,3495,1,0,0,0,220,195,0,1,0,0,0,0,0
0,1989,164,3496,1,0,0,0,230,205,0,1,0,0,0,0,0
0,1990,164,3497,1,0,0,0,250,225,0,1,0,0,0,0,0
0,1991,164,3498,1,0,0,0,235,210,0,1,0,0,0,0,0
0,1992,164,3500,1,0,0,0,250,225,0,1,0,0,0,0,0
0,1993,164,3501,1,0,0,0,215,190,0,1,0,0,0,0,0
0,1994,164,3502,1,0,0,0,220,195,0,1,0,0,0,0,0
0,1995,164,3503,1,0,0,0,240,215,0,1,0,0,0,0,0
0,1996,164,3504,1,0,0,0,210,185,0,1,0,0,0,0,0
0,1997,164,3505,1,0,0,0,225,200,0,1,0,0,0,0,0
0,1998,164,3506,1,0,0,0,205,180,0,1,0,0,0,0,0
0,1999,164,3507,1,0,0,0,220,195,0,1,0,0,0,0,0
0,2000,164,3508,1,0,0,0,230,205,0,1,0,0,0,0,0
0,2001,164,3511,1,0,0,0,245,220,0,1,0,0,0,0,0
0,2002,164,3513,1,0,0,0,235,210,0,1,0,0,0,0,0
0,2003,164,3515,1,0,0,0,250,225,0,1,0,0,0,0,0
0,2005,164,3538,1,0,3100,0,0,0,0,1,0,0,0,0,0
0,2036,186,3564,1,0,2576,0,0,0,0,1,0,0,0,0,0
0,2037,186,3569,1,0,0,0,165,165,0,1,0,0,0,0,0
0,2041,182,3570,1,0,2368,0,0,0,0,1,0,0,0,0,0
0,2075,134,1066,1,1024,0,0,0,0,0,1,0,0,0,0,0
0,2077,134,3029,1,1024,1082,0,0,0,0,1,0,0,0,0,0
0,2161,165,3811,1,0,3104,0,0,0,0,1,0,0,0,0,0
0,2162,165,3753,1,0,0,0,85,55,0,1,0,0,0,0,0
0,2164,165,3756,1,0,0,0,115,85,0,1,0,0,0,0,0
0,2167,165,3759,1,0,0,0,135,105,0,1,0,0,0,0,0
0,2168,165,3760,1,0,0,0,190,170,0,1,0,0,0,0,0
0,2170,165,3761,1,0,0,0,145,115,0,1,0,0,0,0,0
0,2171,165,3762,1,0,0,0,150,125,0,1,0,0,0,0,0
0,2172,165,3763,1,0,0,0,140,110,0,1,0,0,0,0,0
0,2173,165,3764,1,0,0,0,195,170,0,1,0,0,0,0,0
0,2174,165,3765,1,0,0,0,180,155,0,1,0,0,0,0,0
0,2175,165,3766,1,0,0,0,175,150,0,1,0,0,0,0,0
0,2176,165,3767,1,0,0,0,170,145,0,1,0,0,0,0,0
0,2177,165,3768,1,0,0,0,180,155,0,1,0,0,0,0,0
0,2178,165,3769,1,0,0,0,190,165,0,1,0,0,0,0,0
0,2179,165,3770,1,0,0,0,185,160,0,1,0,0,0,0,0
0,2180,165,3771,1,0,0,0,190,170,0,1,0,0,0,0,0
0,2181,165,3772,1,0,0,0,195,175,0,1,0,0,0,0,0
0,2182,165,3773,1,0,0,0,215,195,0,1,0,0,0,0,0
0,2183,165,3774,1,0,0,0,200,180,0,1,0,0,0,0,0
0,2184,165,3775,1,0,0,0,210,190,0,1,0,0,0,0,0
0,2185,165,3776,1,0,0,0,220,200,0,1,0,0,0,0,0
0,2186,165,3777,1,0,0,0,235,215,0,1,0,0,0,0,0
0,2187,165,3778,1,0,0,0,225,205,0,1,0,0,0,0,0
0,2188,165,3779,1,0,0,0,240,220,0,1,0,0,0,0,0
0,2195,165,3816,1,0,0,0,75,55,0,1,0,0,0,0,0
0,2196,165,3817,1,0,0,0,130,115,0,1,0,0,0,0,0
0,2197,165,3818,1,0,0,0,170,160,0,1,0,0,0,0,0
0,2199,165,3780,1,0,0,0,190,170,0,1,0,0,0,0,0
0,2200,95,107,1,67,0,2,0,0,0,1,0,0,0,0,0
0,2201,95,3127,1,15,0,0,0,0,0,1,0,0,0,0,0
0,2313,56,2050,1,16,0,2,0,0,0,1,0,0,0,0,0
0,2314,56,2052,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2315,56,2053,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2316,56,2054,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2317,56,2055,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2319,56,585,1,16,0,2,0,0,0,1,0,0,0,0,0
0,2320,56,591,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2321,56,598,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2322,56,984,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2323,56,1004,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2325,56,596,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2326,56,528,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2327,56,552,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2331,56,2006,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2332,56,2010,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2337,78,976,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2340,78,605,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2346,78,589,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2347,78,594,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2348,78,970,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2349,78,992,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2350,78,2767,1,16,0,0,0,0,0,1,0,0,0,0,0
0,2356,197,3908,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2357,197,3909,1,0,3908,0,0,0,0,1,0,0,0,0,0
0,2358,197,3910,1,0,3909,0,0,0,0,1,0,0,0,0,0
0,2359,197,2963,1,0,0,1,50,25,0,1,0,0,0,0,0
0,2360,197,2387,1,0,0,1,60,35,0,1,0,0,0,0,0
0,2361,197,2385,1,0,0,0,70,45,0,1,0,0,0,0,0
0,2362,197,2389,1,0,0,0,100,65,0,1,0,0,0,0,0
0,2363,197,2386,1,0,0,0,125,90,0,1,0,0,0,0,0
0,2364,197,2392,1,0,0,0,100,65,0,1,0,0,0,0,0
0,2365,197,2393,1,0,0,0,60,35,0,1,0,0,0,0,0
0,2366,197,2394,1,0,0,0,100,65,0,1,0,0,0,0,0
0,2367,197,2397,1,0,0,0,120,85,0,1,0,0,0,0,0
0,2368,197,2395,1,0,0,0,130,95,0,1,0,0,0,0,0
0,2369,197,2396,1,0,0,0,130,95,0,1,0,0,0,0,0
0,2370,197,2964,1,0,0,0,105,90,0,1,0,0,0,0,0
0,2371,197,2402,1,0,0,0,135,100,0,1,0,0,0,0,0
0,2372,197,2399,1,0,0,0,145,110,0,1,0,0,0,0,0
0,2373,197,2401,1,0,0,0,155,120,0,1,0,0,0,0,0
0,2374,197,2403,1,0,0,0,165,130,0,1,0,0,0,0,0
0,2375,197,2406,1,0,0,0,130,110,0,1,0,0,0,0,0
0,2376,197,3839,1,0,0,0,145,135,0,1,0,0,0,0,0
0,2377,197,3865,1,0,0,0,185,180,0,1,0,0,0,0,0
0,2378,197,3840,1,0,0,0,95,60,0,1,0,0,0,0,0
0,2379,197,3841,1,0,0,0,120,85,0,1,0,0,0,0,0
0,2380,197,3842,1,0,0,0,130,95,0,1,0,0,0,0,0
0,2381,197,3843,1,0,0,0,145,110,0,1,0,0,0,0,0
0,2382,197,3844,1,0,0,0,160,125,0,1,0,0,0,0,0
0,2383,197,3845,1,0,0,0,140,105,0,1,0,0,0,0,0
0,2384,197,3847,1,0,0,0,155,120,0,1,0,0,0,0,0
0,2385,197,3848,1,0,0,0,170,135,0,1,0,0,0,0,0
0,2386,197,3849,1,0,0,0,180,145,0,1,0,0,0,0,0
0,2387,197,3850,1,0,0,0,170,135,0,1,0,0,0,0,0
0,2388,197,3851,1,0,0,0,185,150,0,1,0,0,0,0,0
0,2389,197,3852,1,0,0,0,180,150,0,1,0,0,0,0,0
0,2390,197,3854,1,0,0,0,195,165,0,1,0,0,0,0,0
0,2391,197,3855,1,0,0,0,185,150,0,1,0,0,0,0,0
0,2392,197,3856,1,0,0,0,190,160,0,1,0,0,0,0,0
0,2393,197,3857,1,0,0,0,215,185,0,1,0,0,0,0,0
0,2394,197,3858,1,0,0,0,220,190,0,1,0,0,0,0,0
0,2395,197,3859,1,0,0,0,200,170,0,1,0,0,0,0,0
0,2396,197,3860,1,0,0,0,225,195,0,1,0,0,0,0,0
0,2397,197,3861,1,0,0,0,235,205,0,1,0,0,0,0,0
0,2398,197,3862,1,0,0,0,250,220,0,1,0,0,0,0,0
0,2399,197,3863,1,0,0,0,230,200,0,1,0,0,0,0,0
0,2400,197,3864,1,0,0,0,250,220,0,1,0,0,0,0,0
0,2401,197,3866,1,0,0,0,170,135,0,1,0,0,0,0,0
0,2402,197,3868,1,0,0,0,185,150,0,1,0,0,0,0,0
0,2403,197,3869,1,0,0,0,155,145,0,1,0,0,0,0,0
0,2404,197,3870,1,0,0,0,175,165,0,1,0,0,0,0,0
0,2405,197,3871,1,0,0,0,190,180,0,1,0,0,0,0,0
0,2406,197,3872,1,0,0,0,205,195,0,1,0,0,0,0,0
0,2407,197,3873,1,0,0,0,220,210,0,1,0,0,0,0,0
0,2408,197,3914,1,0,0,0,90,55,0,1,0,0,0,0,0
0,2409,197,3915,1,0,0,1,60,35,0,1,0,0,0,0,0
0,2410,202,4036,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2411,202,4037,1,0,4036,0,0,0,0,1,0,0,0,0,0
0,2412,202,4038,1,0,4037,0,0,0,0,1,0,0,0,0,0
0,2413,202,3918,1,0,0,1,40,20,0,1,0,0,0,0,0
0,2414,202,3919,1,0,0,1,60,30,0,1,0,0,0,0,0
0,2415,202,3920,1,0,0,1,60,30,0,1,0,0,0,0,0
0,2417,202,3922,1,0,0,0,60,45,0,1,0,0,0,0,0
0,2418,202,3923,1,0,0,0,90,60,0,1,0,0,0,0,0
0,2419,202,3924,1,0,0,0,110,80,0,1,0,0,0,0,0
0,2420,202,3925,1,0,0,0,110,80,0,1,0,0,0,0,0
0,2421,202,3977,1,0,0,0,120,90,0,1,0,0,0,0,0
0,2422,202,3973,1,0,0,0,140,110,0,1,0,0,0,0,0
0,2423,202,3926,1,0,0,0,125,95,0,1,0,0,0,0,0
0,2424,202,3928,1,0,0,0,135,105,0,1,0,0,0,0,0
0,2425,202,3929,1,0,0,0,95,85,0,1,0,0,0,0,0
0,2426,202,3930,1,0,0,0,95,85,0,1,0,0,0,0,0
0,2427,202,3931,1,0,0,0,105,90,0,1,0,0,0,0,0
0,2428,202,3932,1,0,0,0,145,115,0,1,0,0,0,0,0
0,2429,202,3933,1,0,0,0,160,130,0,1,0,0,0,0,0
0,2430,202,3934,1,0,0,0,160,130,0,1,0,0,0,0,0
0,2431,202,3936,1,0,0,0,155,130,0,1,0,0,0,0,0
0,2432,202,3937,1,0,0,0,155,105,0,1,0,0,0,0,0
0,2433,202,3938,1,0,0,0,155,105,0,1,0,0,0,0,0
0,2435,202,3978,1,0,0,0,160,135,0,1,0,0,0,0,0
0,2436,202,3939,1,0,0,0,170,145,0,1,0,0,0,0,0
0,2437,202,3940,1,0,0,0,170,145,0,1,0,0,0,0,0
0,2438,202,3941,1,0,0,0,170,120,0,1,0,0,0,0,0
0,2439,202,3942,1,0,0,0,175,125,0,1,0,0,0,0,0
0,2440,202,3944,1,0,0,0,175,125,0,1,0,0,0,0,0
0,2441,202,3945,1,0,0,0,145,125,0,1,0,0,0,0,0
0,2442,202,3946,1,0,0,0,145,125,0,1,0,0,0,0,0
0,2443,202,3947,1,0,0,0,145,125,0,1,0,0,0,0,0
0,2444,202,3949,1,0,0,0,180,155,0,1,0,0,0,0,0
0,2445,202,3950,1,0,0,0,190,140,0,1,0,0,0,0,0
0,2446,202,3952,1,0,0,0,190,165,0,1,0,0,0,0,0
0,2447,202,3953,1,0,0,0,195,145,0,1,0,0,0,0,0
0,2448,202,3954,1,0,0,0,195,170,0,1,0,0,0,0,0
0,2449,202,3955,1,0,0,0,200,175,0,1,0,0,0,0,0
0,2450,202,3956,1,0,0,0,200,175,0,1,0,0,0,0,0
0,2451,202,3957,1,0,0,0,195,175,0,1,0,0,0,0,0
0,2452,202,3958,1,0,0,0,180,160,0,1,0,0,0,0,0
0,2453,202,3959,1,0,0,0,200,180,0,1,0,0,0,0,0
0,2454,202,3960,1,0,0,0,205,185,0,1,0,0,0,0,0
0,2455,202,3961,1,0,0,0,210,170,0,1,0,0,0,0,0
0,2456,202,3962,1,0,0,0,215,175,0,1,0,0,0,0,0
0,2457,202,3963,1,0,0,0,215,175,0,1,0,0,0,0,0
0,2459,202,3979,1,0,0,0,220,200,0,1,0,0,0,0,0
0,2460,202,3965,1,0,0,0,225,185,0,1,0,0,0,0,0
0,2461,202,3966,1,0,0,0,225,205,0,1,0,0,0,0,0
0,2462,202,3967,1,0,0,0,230,190,0,1,0,0,0,0,0
0,2463,202,3968,1,0,0,0,235,215,0,1,0,0,0,0,0
0,2464,202,3969,1,0,0,0,240,220,0,1,0,0,0,0,0
0,2465,202,3971,1,0,0,0,240,220,0,1,0,0,0,0,0
