ID,UniqueBitFlag,UiQuestDetailsThemeID
764,726,0
765,9390,0
766,728,0
767,729,0
768,730,0
769,731,0
770,11867,0
771,733,0
772,734,0
773,735,0
775,737,0
776,738,0
777,739,0
778,740,0
780,741,0
781,742,0
782,743,0
783,744,0
784,745,0
785,746,0
786,747,0
787,748,0
788,749,0
789,750,0
790,751,0
791,752,0
792,753,0
793,754,0
794,755,0
804,756,0
805,757,0
806,758,0
807,759,0
808,760,0
809,761,0
810,762,0
811,763,0
812,764,0
814,766,0
815,767,0
816,768,0
817,769,0
818,770,0
819,771,0
820,772,0
821,773,0
823,775,0
824,779,0
825,776,0
826,777,0
827,778,0
828,780,0
829,781,0
830,782,0
831,783,0
832,784,0
833,785,0
834,11736,0
835,11737,0
836,787,0
837,774,0
838,788,0
839,789,0
840,11735,0
842,792,0
843,793,0
844,11823,0
845,11824,0
846,796,0
847,797,0
848,11849,0
849,799,0
850,11821,0
851,11820,0
852,11851,0
853,803,0
854,804,0
855,11850,0
856,806,0
857,807,0
858,11832,0
860,809,0
861,810,0
862,811,0
863,11828,0
864,813,0
865,11844,0
866,11845,0
867,11833,0
868,817,0
869,11819,0
870,11846,0
871,11835,0
872,11836,0
873,822,0
874,823,0
875,11834,0
876,11829,0
877,11847,0
878,827,0
879,828,0
880,11848,0
881,11854,0
882,831,0
883,832,0
884,833,0
885,834,0
886,835,0
887,11843,0
888,837,0
890,839,0
891,11827,0
892,841,0
893,842,0
894,11838,0
895,11831,0
896,11842,0
897,846,0
898,847,0
899,11830,0
900,11839,0
901,11840,0
902,11841,0
903,11825,0
905,11826,0
906,854,0
907,855,0
908,856,0
909,857,0
910,1351,0
911,2444,0
912,860,0
913,861,0
914,862,0
915,2782,0
916,864,0
917,865,0
918,11807,0
919,11811,0
920,868,0
921,869,0
922,11808,0
923,11809,0
924,872,0
925,2783,0
927,11812,0
928,875,0
929,11796,0
930,11814,0
931,11815,0
932,11801,0
933,11798,0
934,881,0
935,11799,0
936,883,0
937,11802,0
938,11793,0
939,1953,0
940,886,0
941,11813,0
942,888,0
943,889,0
944,892,0
945,890,0
946,891,0
947,893,0
948,894,0
949,895,0
950,896,0
951,897,0
952,898,0
953,899,0
954,900,0
955,901,0
956,902,0
957,903,0
958,904,0
959,905,0
962,907,0
963,908,0
964,909,0
965,910,0
966,911,0
967,912,0
968,913,0
969,914,0
970,915,0
971,916,0
973,918,0
974,3460,0
975,920,0
976,921,0
977,922,0
978,923,0
979,924,0
980,3461,0
981,926,0
982,927,0
983,928,0
984,929,0
985,930,0
986,931,0
988,933,0
989,934,0
990,935,0
991,936,0
992,937,0
993,938,0
994,939,0
995,940,0
997,11806,0
1000,942,0
1001,943,0
1002,944,0
1003,945,0
1004,942,0
1007,947,0
1008,948,0
1009,949,0
1010,950,0
1011,951,0
1012,952,0
1013,953,0
1014,954,0
1015,983,0
1016,956,0
1017,957,0
1018,942,0
1019,983,0
1020,958,0
1021,959,0
1022,960,0
1023,961,0
1024,962,0
1025,963,0
1026,964,0
1027,965,0
1028,966,0
1029,967,0
1030,968,0
1031,969,0
1032,2638,0
1033,970,0
1034,971,0
1035,972,0
1036,2122,0
1037,973,0
1038,974,0
1039,975,0
1040,976,0
1041,977,0
1042,978,0
1043,979,0
1044,980,0
1045,981,0
1046,982,0
1047,983,0
1048,984,0
1049,985,0
1050,986,0
1051,987,0
1052,988,0
1053,989,0
1054,990,0
1055,992,0
1056,993,0
1057,994,0
1058,995,0
1059,996,0
1060,997,0
1061,998,0
1062,999,0
1063,1000,0
1064,1001,0
1065,1002,0
1066,1003,0
1067,1004,0
1068,1005,0
1069,1006,0
1070,1007,0
1071,1008,0
1072,1009,0
1073,1010,0
1074,1011,0
1075,1012,0
1076,1013,0
1077,1014,0
1078,1015,0
1079,1016,0
1080,1017,0
1081,1018,0
1082,2074,0
1083,1020,0
1084,1021,0
1085,1022,0
1086,1023,0
1087,1024,0
1088,1025,0
1089,1026,0
1090,1027,0
1091,1028,0
1092,1029,0
1093,1030,0
1094,1031,0
1095,1032,0
1096,1033,0
1097,1034,0
1098,1035,0
1100,1036,0
1101,1037,0
1102,1038,0
1104,736,0
1105,1040,0
1106,1041,0
1107,1042,0
1108,1043,0
1109,1044,0
1110,1045,0
1111,1046,0
1112,1047,0
1113,1048,0
1114,1049,0
1115,1050,0
1116,1051,0
1117,1052,0
1118,1053,0
1119,1054,0
1120,1055,0
1121,1056,0
1122,1057,0
1123,2706,0
1124,2707,0
1125,2703,0
1126,955,0
1130,1060,0
1131,1061,0
1132,1062,0
1133,1063,0
1134,1064,0
1135,1065,0
1136,1066,0
1137,1067,0
1138,1068,0
1139,1069,0
1140,1070,0
1141,1071,0
1142,1072,0
1143,1073,0
1144,1074,0
1145,1075,0
1146,1076,0
1147,1077,0
1148,1078,0
1149,1079,0
1150,1080,0
1151,1081,0
1152,1082,0
1153,1083,0
1154,1084,0
1155,1085,0
1156,1086,0
1157,1087,0
1158,1088,0
1159,1089,0
1160,1090,0
1161,1091,0
1162,1092,0
1163,1093,0
1164,1094,0
1166,1096,0
1167,1097,0
1168,1098,0
1169,1099,0
1170,1100,0
1171,1101,0
1172,1102,0
1173,1058,0
1175,1059,0
1176,1095,0
1177,1103,0
1178,1104,0
1179,1105,0
1180,1106,0
1181,1107,0
1182,1108,0
1183,1109,0
1184,1110,0
1185,1111,0
1186,1112,0
1187,1113,0
1188,1114,0
1189,1115,0
1190,1116,0
1194,1119,0
1195,1120,0
1196,1121,0
1197,1122,0
1198,1117,0
1199,1123,0
1200,1124,0
1201,1125,0
1202,1126,0
1203,1127,0
1204,1128,0
1205,1129,0
1206,1130,0
1218,1131,0
1219,1132,0
1220,1133,0
1221,1134,0
1222,1135,0
1238,1136,0
1239,1137,0
1240,1138,0
1241,1139,0
1242,1140,0
1243,1141,0
1244,1142,0
1245,1143,0
1246,1144,0
1247,1145,0
1248,1146,0
1249,1147,0
1250,1148,0
1251,1149,0
1252,1150,0
1253,1151,0
1258,1152,0
1259,1153,0
1260,1154,0
1261,1155,0
1262,1156,0
1264,1157,0
1265,1158,0
1266,1159,0
1267,1160,0
1268,1161,0
1269,1162,0
1270,1163,0
1271,1164,0
1273,1165,0
1274,1166,0
1275,1167,0
1276,1168,0
1277,1169,0
1278,1170,0
1279,1171,0
1280,1172,0
1282,1174,0
1284,1176,0
1285,1177,0
1286,1178,0
1287,1179,0
1288,1180,0
1289,1181,0
1290,1182,0
1291,1183,0
1292,1184,0
1293,1185,0
1294,1186,0
1295,1187,0
1296,1188,0
1297,1189,0
1298,1190,0
1299,1191,0
1300,1192,0
1301,1193,0
1302,1194,0
1318,2383,0
1319,1175,0
1320,1195,0
1321,1196,0
1322,1197,0
1323,1198,0
1324,1199,0
1338,1173,0
1339,1200,0
1358,1201,0
1359,1202,0
1360,1203,0
1361,1204,0
1362,1205,0
1363,1206,0
1364,1207,0
1365,1208,0
1366,1209,0
1367,1210,0
1368,1211,0
1369,1212,0
1370,1213,0
1371,1214,0
1372,1215,0
1373,1216,0
1374,1217,0
1375,1218,0
1380,1219,0
1381,1220,0
1382,1221,0
1383,1222,0
1384,1223,0
1385,1224,0
1386,1225,0
1387,4,0
1388,1226,0
1389,1227,0
1390,1228,0
1391,1229,0
1392,1230,0
1393,1231,0
1394,1232,0
1395,1233,0
1396,1234,0
1397,1235,0
1398,1237,0
1418,1238,0
1419,1239,0
1420,1240,0
1421,1241,0
1422,1242,0
1424,1243,0
1425,1244,0
1426,1245,0
1427,1246,0
1428,1350,0
1429,1247,0
1430,1248,0
1431,1249,0
1432,1250,0
1433,1251,0
1434,1252,0
1435,1253,0
1436,1254,0
1437,1255,0
1438,1256,0
1439,1257,0
1440,1258,0
1441,1259,0
1443,1261,0
1444,1262,0
1445,1263,0
1446,1264,0
1447,1265,0
1448,1266,0
1449,1267,0
1450,1268,0
1451,1269,0
1452,1270,0
1453,1271,0
1454,1272,0
1455,1273,0
1456,1274,0
1457,1275,0
1458,1276,0
1459,1277,0
1460,1278,0
1461,1279,0
1465,1283,0
1466,1284,0
1467,1285,0
1468,1286,0
1469,1287,0
1470,3326,0
1471,1289,0
1472,5987,0
1473,1291,0
1474,1292,0
1475,1293,0
1476,1294,0
1477,1295,0
1478,1296,0
1479,1297,0
1480,1298,0
1481,1299,0
1482,1300,0
1483,1301,0
1484,1302,0
1485,3326,0
1486,1304,0
1487,1305,0
1488,1306,0
1489,1307,0
1490,1308,0
1491,1309,0
1492,1310,0
1498,234,0
1499,1311,0
1501,1312,0
1502,1313,0
1503,1314,0
1504,1315,0
1505,1316,0
1506,1317,0
1507,1421,0
1508,1319,0
1509,1320,0
1510,1321,0
1511,1322,0
1512,1323,0
1513,1324,0
1515,1326,0
1516,1330,0
1517,1331,0
1518,1332,0
1519,1330,0
1520,1331,0
1521,1332,0
1522,1327,0
1523,1327,0
1524,1335,0
1525,1336,0
1526,1337,0
1527,1338,0
1528,1339,0
1529,1339,0
1530,1341,0
1531,1342,0
1532,1342,0
1533,1344,0
1534,1345,0
1535,1346,0
1536,1347,0
1537,1348,0
1538,1349,0
1558,858,0
1559,1352,0
1560,1353,0
1578,1280,0
1579,1281,0
1580,1282,0
1581,11781,0
1582,1355,0
1598,1356,0
1599,1356,0
1618,1358,0
1638,1359,0
1639,1389,0
1640,1361,0
1642,1363,0
1643,1364,0
1644,1365,0
1646,1367,0
1647,1368,0
1648,1369,0
1649,1370,0
1650,1371,0
1651,1372,0
1652,1373,0
1653,1374,0
1654,1375,0
1656,1377,0
1657,3095,0
1658,3094,0
1659,1380,0
1660,1381,0
1661,1382,0
1662,1383,0
1663,1384,0
1664,1385,0
1665,1386,0
1666,1387,0
1667,1388,0
1678,1389,0
1679,1390,0
1680,1391,0
1681,1392,0
1682,1393,0
1683,1389,0
1684,1395,0
1685,1396,0
1686,1397,0
1687,873,0
1688,1399,0
1689,1400,0
1690,1401,0
1691,1402,0
1692,1403,0
1693,1404,0
1698,1405,0
1699,1406,0
1700,1407,0
1701,1408,0
1702,1409,0
1703,1410,0
1704,1411,0
1705,1423,0
1706,1412,0
1707,1413,0
1708,1414,0
1709,1415,0
1710,1416,0
1711,1417,0
1712,1418,0
1713,1419,0
1715,1420,0
1716,1318,0
1717,1422,0
1718,1424,0
1719,1425,0
1738,1398,0
1739,1426,0
1740,1427,0
1758,1362,0
1778,1366,0
1779,1438,0
1780,1429,0
1781,1430,0
1782,1431,0
1783,1428,0
1784,1432,0
1785,1433,0
1786,1434,0
1787,1435,0
1788,1436,0
1791,1437,0
1792,1439,0
1795,1440,0
1796,1441,0
1798,1442,0
1799,1443,0
1800,524,0
1801,1445,0
1802,1446,0
1803,1447,0
1804,1448,0
1805,1449,0
1806,1450,0
1818,1444,0
1819,234,0
1820,1452,0
1821,1453,0
1822,1454,0
1823,1455,0
1824,1456,0
1825,1457,0
1838,1458,0
1839,1459,0
1840,1460,0
1841,1461,0
1842,1462,0
1843,1463,0
1844,1464,0
1845,1465,0
1846,1466,0
1847,1467,0
1848,1468,0
1858,1260,0
1859,1376,0
1860,1469,0
1861,1473,0
1879,1472,0
1880,1473,0
1881,1474,0
1882,1477,0
1883,1476,0
1884,1477,0
1885,1478,0
1886,1479,0
1898,1480,0
1899,1481,0
1918,1482,0
1919,1483,0
1920,1484,0
1921,1485,0
1938,1486,0
1939,1487,0
1940,1488,0
1941,1489,0
1942,1490,0
1943,1491,0
1944,1492,0
1945,1493,0
1946,1494,0
1947,1495,0
1948,1496,0
1949,1497,0
1950,1498,0
1951,1499,0
1952,1500,0
1953,1501,0
1954,1502,0
1955,1503,0
1956,1504,0
1957,1505,0
1958,1506,0
1959,1507,0
1960,1508,0
1961,1509,0
1962,1510,0
1963,1511,0
1978,1512,0
1998,1513,0
1999,1514,0
2000,1515,0
2018,1516,0
2019,1517,0
2020,1518,0
2038,1519,0
2039,1520,0
2040,1521,0
2041,1522,0
2058,1523,0
2059,1524,0
2078,1525,0
2098,1526,0
2118,1527,0
2138,1528,0
2139,1529,0
2158,1530,0
2159,11794,0
2160,1532,0
2161,1534,0
2178,1535,0
2198,1536,0
2199,1537,0
2200,1538,0
2201,1539,0
2202,1540,0
2203,1541,0
2204,1542,0
2205,1543,0
2206,1544,0
2218,1545,0
2238,1546,0
2239,1547,0
2240,917,0
2241,932,0
2242,1548,0
2258,66,0
2259,1550,0
2260,1551,0
2278,1552,0
2279,1553,0
2280,1554,0
2281,1555,0
2282,1556,0
2283,1557,0
2284,1558,0
2298,1559,0
2299,1560,0
2300,1561,0
2318,1549,0
2338,1563,0
2339,1565,0
2340,1566,0
2341,1567,0
2342,1568,0
2358,1569,0
2359,1570,0
2360,1571,0
2361,1572,0
2378,1573,0
2379,1574,0
2380,1575,0
2381,1576,0
2382,1577,0
2383,11746,0
2398,1579,0
2399,11816,0
2418,1581,0
2438,11803,0
2439,1583,0
2440,1584,0
2458,1585,0
2459,11804,0
2460,1587,0
2478,1588,0
2479,1589,0
2480,1590,0
2498,1591,0
2499,11810,0
2500,1593,0
2501,1594,0
2518,11795,0
2519,867,0
2520,1598,0
2521,1601,0
2541,11785,0
2561,11786,0
2581,1603,0
2583,1604,0
2585,1605,0
2601,1606,0
2603,1607,0
2605,1608,0
2606,1609,0
2607,1610,0
2608,1611,0
2609,1612,0
2621,1471,0
2622,1596,0
2623,1597,0
2641,619,0
2661,791,0
2662,1613,0
2681,1617,0
2701,1618,0
2702,1619,0
2721,1621,0
2741,3264,0
2742,1622,0
2743,1623,0
2744,1624,0
2745,1625,0
2746,1626,0
2751,1631,0
2752,1632,0
2753,1633,0
2754,1634,0
2755,1635,0
2756,1636,0
2757,1637,0
2758,1638,0
2759,1639,0
2760,1640,0
2761,1641,0
2762,1642,0
2763,1643,0
2764,1644,0
2765,1645,0
2766,1629,0
2767,1630,0
2768,1646,0
2769,1647,0
2770,1648,0
2771,1649,0
2772,1650,0
2773,1651,0
2781,1652,0
2782,1653,0
2783,1654,0
2784,1655,0
2801,1656,0
2821,1657,0
2822,1658,0
2841,1659,0
2842,1660,0
2843,1661,0
2844,1662,0
2845,1663,0
2846,1664,0
2847,1665,0
2848,1666,0
2849,1667,0
2850,1668,0
2851,1669,0
2852,1670,0
2853,1671,0
2854,1672,0
2855,1673,0
2856,1674,0
2857,1675,0
2858,1676,0
2859,1677,0
2860,1678,0
2861,1679,0
2862,1680,0
2863,1681,0
2864,2071,0
2865,2070,0
2866,1684,0
2867,1685,0
2868,1686,0
2869,1687,0
2870,1688,0
2871,1689,0
2872,1690,0
2873,1691,0
2874,1692,0
2875,1693,0
2876,1694,0
2877,1695,0
2879,1697,0
2880,1698,0
2902,1700,0
2903,1701,0
2904,1702,0
2922,1699,0
2923,1703,0
2924,1704,0
2925,1705,0
2926,1706,0
2927,1707,0
2928,1708,0
2929,1709,0
2930,1710,0
2931,1711,0
2932,1712,0
2933,1713,0
2934,1714,0
2935,1715,0
2936,1716,0
2937,1717,0
2938,1718,0
2939,1719,0
2940,1720,0
2941,1721,0
2942,1722,0
2943,1723,0
2944,1724,0
2945,1725,0
2946,1726,0
2947,1727,0
2948,1728,0
2949,1729,0
2950,1730,0
2951,1731,0
2952,1732,0
2954,1734,0
2962,1682,0
2963,1683,0
2964,1733,0
2965,1735,0
2966,1736,0
2967,1737,0
2968,1738,0
2969,1739,0
2970,1740,0
2971,1741,0
2972,1742,0
2973,1743,0
2974,1744,0
2975,1745,0
2976,1746,0
2977,1747,0
2978,1748,0
2979,1749,0
2980,1750,0
2981,1751,0
2982,1752,0
2983,1327,0
2984,1327,0
2985,1339,0
2986,1339,0
2987,1757,0
2988,1758,0
2989,1759,0
2990,1760,0
2991,1761,0
2992,1762,0
2993,1763,0
2994,1764,0
2995,1765,0
2996,1766,0
2997,1767,0
2998,1325,0
2999,1767,0
3000,1767,0
3001,1771,0
3002,1772,0
3022,1773,0
3023,1774,0
3042,1775,0
3062,1777,0
3063,1778,0
3064,1779,0
3065,1627,0
3082,1780,0
3083,1781,0
3084,1782,0
3085,1783,0
3086,1784,0
3087,11742,0
3088,11743,0
3089,11744,0
3090,11745,0
3091,1789,0
3092,1790,0
3093,1791,0
3094,1792,0
3095,11761,0
3096,11759,0
3097,11758,0
3098,11757,0
3099,11760,0
3100,1798,0
3101,1799,0
3102,1800,0
3103,1801,0
3104,1802,0
3105,1803,0
3106,11733,0
3107,11729,0
3108,11734,0
3109,11731,0
3110,11730,0
3111,1809,0
3112,1810,0
3113,1811,0
3114,1812,0
3115,11727,0
3116,11767,0
3117,11763,0
3118,11766,0
3119,11765,0
3120,11762,0
3121,1819,0
3122,1820,0
3123,1821,0
3124,8721,0
3125,1823,0
3126,1824,0
3127,1825,0
3128,1826,0
3129,1827,0
3130,1828,0
3141,1829,0
3161,1830,0
3181,1831,0
3182,1832,0
3201,1833,0
3221,1834,0
3241,1835,0
3261,1836,0
3281,1837,0
3301,1838,0
3321,1839,0
3341,1840,0
3361,11726,0
3362,1842,0
3364,1844,0
3365,1845,0
3366,1846,0
3367,1847,0
3368,1848,0
3369,1849,0
3370,1850,0
3371,1851,0
3372,1852,0
3373,1853,0
3374,1854,0
3376,1855,0
3377,1856,0
3378,1857,0
3379,1858,0
3380,1859,0
3381,1893,0
3383,1861,0
3384,1862,0
3385,1863,0
3401,1864,0
3402,1865,0
3403,1866,0
3404,1867,0
3405,1868,0
3422,1869,0
3423,1870,0
3424,1871,0
3425,1872,0
3441,1873,0
3442,1874,0
3443,1875,0
3444,1876,0
3445,1877,0
3446,1878,0
3447,1879,0
3448,1880,0
3449,1881,0
3450,1882,0
3451,1891,0
3452,1883,0
3453,1884,0
3454,1885,0
3461,1886,0
3462,1887,0
3463,1888,0
3481,1889,0
3482,1890,0
3501,1892,0
3504,1894,0
3505,1895,0
3506,1896,0
3507,1897,0
3508,1898,0
3509,1899,0
3510,1900,0
3511,1901,0
3512,1902,0
3513,1903,0
3514,1904,0
3515,1905,0
3516,1906,0
3517,1907,0
3518,1908,0
3519,1909,0
3520,1910,0
3521,1911,0
3522,1912,0
3523,1913,0
3524,1914,0
3525,1915,0
3526,1949,0
3527,1917,0
3528,1918,0
3529,1919,0
3530,1920,0
3531,1921,0
3541,1922,0
3542,1923,0
3561,1924,0
3562,1925,0
3563,1926,0
3564,1927,0
3565,1928,0
3566,1929,0
3568,1930,0
3569,1931,0
3570,1932,0
3601,1934,0
3602,1935,0
3621,1936,0
3622,1937,0
3623,1938,0
3624,1939,0
3625,1940,0
3626,1941,0
3627,1942,0
3628,1943,0
3629,1949,0
3630,1947,0
3631,1770,0
3632,7862,0
3633,1949,0
3634,1947,0
3635,1947,0
3636,1951,0
3637,1947,0
3638,1973,0
3639,1974,0
3641,1974,0
3642,2072,0
3643,1974,0
3661,1959,0
3681,1325,0
3701,1955,0
3702,1957,0
3721,1960,0
3741,1961,0
3761,1962,0
3762,883,0
