ID,HordeSourceText_lang,AllianceSourceText_lang,TitleName_lang,GarrTypeID,GarrFollowerTypeID,HordeCreatureID,AllianceCreatureID,HordeGarrFollRaceID,AllianceGarrFollRaceID,HordeGarrClassSpecID,AllianceGarrClassSpecID,Quality,FollowerLevel,ItemLevelWeapon,ItemLevelArmor,HordeSourceTypeEnum,AllianceSourceTypeEnum,HordeIconFileDataID,AllianceIconFileDataID,HordeGarrFollItemSetID,AllianceGarrFollItemSetID,HordeUITextureKitID,AllianceUITextureKitID,Vitality,HordeFlavorGarrStringID,AllianceFlavorGarrStringID,HordeSlottingBroadcastTextID,AllySlottingBroadcastTextID,ChrClassID,Flags,Gender,AutoCombatantID,CovenantID
89,,,,2,1,82736,82737,7,5,37,37,2,90,600,600,-1,-1,1066171,1066163,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,,,,2,1,82696,82743,3,6,15,15,2,90,600,600,-1,-1,1066158,1066166,0,0,0,0,0,0,0,0,0,0,0,1,0,0
91,,,,2,1,82642,82652,13,4,16,16,2,90,600,600,-1,-1,1066142,1066143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,,,,2,1,82703,82710,9,2,14,14,2,90,600,600,-1,-1,1066159,1066160,0,0,0,0,0,0,0,0,0,0,0,1,0,0
93,,,,2,1,82793,82794,12,6,28,28,2,90,600,600,-1,-1,1066181,1066182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,,,2,1,81475,82490,13,2,26,26,2,90,600,600,-1,-1,1066131,1066128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,,,,2,1,81477,82577,7,8,27,27,2,90,600,600,-1,-1,1066132,1066133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,,,,2,1,81465,82634,12,8,24,24,2,90,600,600,-1,-1,1066137,1066138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,,,,2,1,82637,82639,13,5,23,23,2,90,600,600,-1,-1,1066190,1066140,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,,,,2,1,82672,82674,11,8,8,8,2,90,600,600,-1,-1,1066152,1066153,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,,,,2,1,82661,82663,12,14,7,7,2,90,600,600,-1,-1,1066148,1066149,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,,,,2,1,82679,82689,11,14,5,5,2,90,600,600,-1,-1,1066155,1066157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,,,,2,1,82665,82666,12,8,9,9,2,90,600,600,-1,-1,1066150,1066151,0,0,0,0,0,0,0,0,0,0,0,1,0,0
102,,,,2,1,82859,82863,13,2,33,33,2,90,600,600,-1,-1,1066194,1066197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,,,,2,1,82835,82855,13,2,34,34,2,90,600,600,-1,-1,1066191,1066192,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,,,,2,1,81482,82868,3,14,32,32,2,90,600,600,-1,-1,1066200,1066202,0,0,0,0,0,0,0,0,0,0,0,1,0,0
105,,,,2,1,82761,82752,3,2,21,21,2,90,600,600,-1,-1,1066173,1066170,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,,,,2,1,82653,82678,3,2,22,22,2,90,600,600,-1,-1,1066144,1066154,0,0,0,0,0,0,0,0,0,0,0,1,0,0
107,,,,2,1,82747,82751,3,4,20,20,2,90,600,600,-1,-1,1066168,1066169,0,0,0,0,0,0,0,0,0,0,0,1,0,0
108,,,,2,1,82657,82659,12,14,25,25,2,90,600,600,-1,-1,1066146,1066147,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,,,,2,1,81478,82830,9,4,29,29,2,90,600,600,-1,-1,1066187,1066189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,,,,2,1,82693,82773,11,5,30,30,2,90,600,600,-1,-1,1066156,1066177,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,,,,2,1,82633,82641,9,5,31,31,2,90,600,600,-1,-1,1066139,1066141,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,,,,2,1,81451,82824,3,8,12,12,2,90,600,600,-1,-1,1066125,1066188,0,0,0,0,0,0,0,0,0,0,0,1,0,0
113,,,,2,1,82807,82810,7,5,13,13,2,90,600,600,-1,-1,1066184,1066186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,,,2,1,81450,82853,13,4,10,10,2,90,600,600,-1,-1,1066124,1066193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,,,2,1,82796,82808,3,5,2,2,2,90,600,600,-1,-1,1066183,1066185,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,,,,2,1,82595,82630,3,8,3,3,2,90,600,600,-1,-1,1066134,1066136,0,0,0,0,0,0,0,0,0,0,0,1,0,0
117,,,,2,1,82784,82787,13,2,4,4,2,90,600,600,-1,-1,1066179,1066180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,,,2,1,82760,82760,10,10,17,17,2,90,600,600,-1,-1,1066172,1066172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,,,2,1,82781,82781,10,10,19,19,2,90,600,600,-1,-1,1066178,1066178,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120,,,,2,1,82765,82765,10,10,18,18,2,90,600,600,-1,-1,1066175,1066175,0,0,0,0,0,0,0,0,0,0,0,1,0,0
122,,,,2,1,79358,79358,4,4,13,13,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
123,,,,2,1,79368,79368,5,5,14,14,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
124,,,,2,1,79367,79367,5,5,15,15,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
125,,,,2,1,79363,79363,6,6,16,16,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
126,,,,2,1,79364,79364,6,6,17,17,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
127,,,,2,1,79360,79360,10,10,18,18,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
128,,,,2,1,78013,78013,10,10,19,19,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
129,,,,2,1,78012,78012,2,2,20,20,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
130,,,,2,1,81334,81334,2,2,21,21,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
131,,,,2,1,79371,79371,11,11,22,22,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
132,,,,2,1,79365,79365,8,8,23,23,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
133,,,,2,1,79366,79366,8,8,24,24,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
134,,,,2,1,79361,79361,13,13,25,25,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
135,,,,2,1,78009,78009,9,9,26,26,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
136,,,,2,1,79364,79364,6,6,27,27,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
137,,,,2,1,79362,79362,13,13,28,28,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0
138,,,,2,1,79368,79368,5,5,29,29,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
139,,,,2,1,79358,79358,4,4,30,30,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
140,,,,2,1,79373,79373,12,12,31,31,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
141,,,,2,1,79357,79357,7,7,32,32,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
142,,,,2,1,78010,78010,7,7,33,33,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
143,,,,2,1,79369,79369,14,14,34,34,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
144,,,,2,1,79370,79370,14,14,35,35,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
145,,,,2,1,79375,79375,3,3,37,37,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
146,,,,2,1,78010,78010,7,7,38,38,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
147,,,,2,1,79378,79378,15,15,2,2,1,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
148,,,,2,1,79378,79378,15,15,5,5,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
149,,,,2,1,79378,79378,15,15,10,10,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
150,,,,2,1,79378,79378,15,15,17,17,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
151,,,,2,1,79378,79378,15,15,14,14,5,90,600,600,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
153,|cFFFFD200Mission:|r Gronnlings Abound|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Mission:|r Killing The Corrupted|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,81494,82865,9,5,28,28,2,90,600,600,-1,-1,1066122,1066199,0,0,0,0,0,0,0,0,0,0,1,1,0,0
154,|cFFFFD200Quest:|r Due Cause to Celebrate|n|cFFFFD200Zone:|r Talador,|cFFFFD200Quest:|r Due Cause to Celebrate|n|cFFFFD200Zone:|r Talador,,2,1,80732,80733,3,2,15,16,2,94,600,600,-1,1,1066115,1066114,87,88,0,0,0,0,0,0,0,0,1,0,0,0
155,|cFFFFD200Quest:|r The Only Way to Travel|n|cFFFFD200Zone:|r Talador,|cFFFFD200Quest:|r The Only Way to Travel|n|cFFFFD200Zone:|r Talador,,2,1,81073,81070,9,4,37,37,2,94,600,600,-1,1,1066109,1066108,89,90,0,0,0,0,0,0,0,0,1,0,0,0
157,|cFFFFD200Quest:|r Challenge of the Masters|n|cFFFFD200Zone:|r Nagrand,|cFFFFD200Quest:|r Challenge of the Masters|n|cFFFFD200Zone:|r Nagrand,,2,1,81792,81792,9,9,35,35,2,99,600,600,-1,-1,1066127,1066127,62,62,0,0,0,0,0,0,0,0,1,0,0,0
159,|cFFFFD200Quest:|r Iyu|n|cFFFFD200Zone:|r Gorgrond,|cFFFFD200Quest:|r Iyu|n|cFFFFD200Zone:|r Gorgrond,,2,1,81857,78052,9,4,29,12,2,93,600,600,-1,-1,1066095,1066104,99,42,0,0,0,0,0,0,0,0,1,1,0,0
168,|cFFFFD200Outpost Choice:|r Smuggler's Den|n|cFFFFD200Zone:|r Spires of Arak|n,|cFFFFD200Outpost Choice:|r Smuggler's Den|n|cFFFFD200Zone:|r Spires of Arak,,2,1,82122,82122,41,41,35,35,2,99,600,600,2,-1,1066317,1066317,69,69,0,0,0,0,0,0,0,0,1,0,0,0
170,|cFFFFD200Zone:|r Nagrand,|cFFFFD200Zone:|r Nagrand,,2,1,82453,82453,29,29,26,26,2,100,600,600,-1,-1,1066118,1066118,63,63,0,0,0,0,0,0,0,0,1,0,0,0
171,|cFFFFD200Quest:|r Clear!|n|cFFFFD200Zone:|r Talador|n,|cFFFFD200Quest:|r Clear!|n|cFFFFD200Zone:|r Talador|n,,2,1,81758,81758,28,28,37,37,2,94,600,600,1,-1,1066130,1066130,71,71,0,0,0,0,0,0,0,0,1,0,0,0
172,,,,2,1,82717,82717,2,2,21,21,2,90,600,600,-1,-1,1066161,1066161,106,106,0,0,0,0,0,0,0,0,0,0,0,0
176,|cFFFFD200Quest:|r The Axe of Kor'gall|n|cFFFFD200Zone:|r Gorgrond|n|n,|cFFFFD200Quest:|r The Axe of Kor'gall|n|cFFFFD200Zone:|r Gorgrond,,2,1,81372,81265,9,4,19,19,2,93,600,600,0,0,1066096,1066113,81,82,0,0,0,0,0,0,0,0,1,0,0,0
177,|cFFFFD200Achievement:|r Come With Me If You Want To Live|n|cFFFFD200Zone:|r Bloodmaul Slag Mines (Heroic),|cFFFFD200Achievement:|r Come With Me If You Want To Live|n|cFFFFD200Zone:|r Bloodmaul Slag Mines (Heroic),,2,1,81042,81042,2,2,22,22,4,100,600,600,-1,-1,1087482,1087482,65,65,0,0,0,0,0,0,0,0,1,0,0,0
178,|cFFFFD200Achievement:|r Leeeeeeeeeeeeeroy...?|n|cFFFFD200Dungeon:|r Upper Blackrock Spire|n,|cFFFFD200Achievement:|r Leeeeeeeeeeeeeroy...?|n|cFFFFD200Dungeon:|r Upper Blackrock Spire|n,,2,1,82756,82756,2,2,22,22,4,100,600,600,5,-1,1066162,1066162,74,74,0,0,0,0,0,0,0,0,1,0,0,0
179,|cFFFFD200Quest:|r Smeltcraft|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Zone:|r Shadowmoon Valley|n,,2,1,79601,82479,9,4,35,20,2,92,600,600,-1,1,1066097,1066098,93,45,0,0,0,0,0,0,0,0,1,1,0,0
180,|cFFFFD200Quest:|r The Real Prey|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Quest:|r Gestating Genesaur|n|cFFFFD200Zone:|r Shadowmoon Valley|n,,2,1,79602,82481,12,14,12,24,2,90,600,600,-1,1,1066105,1066059,98,52,0,0,0,0,0,0,0,0,1,1,0,0
181,,|cFFFFD200Quest:|r A Matter of Life and Death|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,82481,82485,13,4,14,14,2,90,600,600,-1,-1,1066059,1066107,0,44,0,0,0,0,0,0,0,0,5,1,0,0
182,|cFFFFD200Quest:|r Mulverick's Plight|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Quest:|r Game of Thorns|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,79265,82487,9,2,13,28,2,90,600,600,-1,-1,1066106,1066399,95,48,0,0,0,0,0,0,0,0,1,1,0,0
183,|cFFFFD200Quest:|r Only the Winner|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Quest:|r Ancestor's Memory|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,79230,82495,9,9,12,30,2,92,600,600,-1,1,1066110,1066100,94,51,0,0,0,0,0,0,0,0,1,1,0,0
184,|cFFFFD200Quest:|r The Battle for Thunder Pass|n|cFFFFD200Zone:|r Frostfire Ridge|n,|cFFFFD200Quest:|r Friend of the Exarchs|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,77321,82489,9,4,29,35,2,90,600,600,-1,-1,1084769,1066121,108,47,0,0,0,0,0,0,0,0,1,1,0,0
185,|cFFFFD200Quest:|r The Battle for Thunder Pass|n|cFFFFD200Zone:|r Frostfire Ridge|n,|cFFFFD200Quest:|r Friend of the Exarchs|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,79233,82491,9,4,30,12,2,90,600,600,-1,-1,1066101,1066129,92,43,0,0,0,0,0,0,0,0,1,1,0,0
186,|cFFFFD200Quest:|r The Battle for Thunder Pass|n|cFFFFD200Zone:|r Frostfire Ridge|n,|cFFFFD200Quest:|r Friend of the Exarchs|n|cFFFFD200Zone:|r Shadowmoon Valley,,2,1,89092,82492,9,4,31,21,2,90,600,600,-1,-1,1084770,1066225,107,46,0,0,0,0,0,0,0,0,1,1,0,0
189,|cFFFFD200Zone:|r Gorgrond,|cFFFFD200Zone:|r Gorgrond,,2,1,78031,78031,30,30,37,37,2,92,600,600,-1,-1,1066119,1066119,61,61,0,0,0,0,0,0,0,0,1,0,0,0
190,|cFFFFD200Quest:|r Temporal Juxtaposition|n|cFFFFD200Zone:|r Draenor,|cFFFFD200Quest:|r Temporal Juxtaposition|n|cFFFFD200Zone:|r Draenor,,2,1,78638,78638,2,2,14,14,2,100,600,600,-1,-1,1066016,1066016,57,57,0,0,0,0,0,0,0,0,1,0,0,0
192,|cFFFFD200Quest:|r Flame On|n|cFFFFD200Zone:|r Spires of Arak,|cFFFFD200Quest:|r Flame On|n|cFFFFD200Zone:|r Spires of Arak,,2,1,83947,83947,7,7,27,27,2,97,600,600,1,-1,1066120,1066120,66,66,0,0,0,0,0,0,0,0,1,0,0,0
193,|cFFFFD200Quest:|r A Centurion Without a Cause|n|cFFFFD200Zone:|r Gorgrond,|cFFFFD200Quest:|r A Centurion Without a Cause|n|cFFFFD200Zone:|r Gorgrond,,2,1,82656,82656,15,15,35,35,3,93,600,600,-1,-1,1066145,1066145,60,60,0,0,0,0,0,0,0,0,1,0,0,0
194,|cFFFFD200Garrison Building:|r Lumber Mill|n|cFFFFD200Zone:|r Draenor,|cFFFFD200Garrison Building:|r Lumber Mill|n|cFFFFD200Zone:|r Draenor,,2,1,84889,84889,31,31,9,9,3,100,600,600,-1,-1,1066276,1066276,58,58,0,0,0,0,0,0,0,0,3,0,0,0
195,|cFFFFD200Quest:|r The Rise and Fall of Barov Industries: Alexi Barov|n|cFFFFD200Garrison Building:|r Lumber Mill|n,|cFFFFD200Quest:|r The Rise and Fall of Barov Industries: Weldon Barov|n|cFFFFD200Garrison Building:|r Lumber Mill,,2,1,85414,85413,13,2,26,26,2,95,600,600,1,-1,1066003,1066004,77,78,0,0,0,0,0,0,0,0,1,0,0,0
202,"|cFFFFD200Profession:|r Fishing - 700 Skill|n|cFFFFD200Quest:|r An Angler On Our Team|n|cFFFFD200Zone:|r Garrison, Fishing Shack","|cFFFFD200Profession:|r Fishing - 700 Skill|n|cFFFFD200Quest:|r An Angler On Our Team|n|cFFFFD200Zone:|r Garrison, Fishing Shack",,2,1,85989,85989,2,2,13,13,3,100,600,600,3,-1,1066006,1066006,56,56,0,0,0,0,0,0,0,0,3,0,0,0
203,|cFFFFD200Brawler's Guild:|r Rank 5|n,|cFFFFD200Brawler's Guild:|r Rank 5,,2,1,86152,86152,33,33,37,37,4,100,600,600,1,-1,1066078,1066078,0,0,0,0,0,0,0,0,0,0,1,0,0,0
204,|cFFFFD200Quest:|r Three Feet Under|n|cFFFFD200Zone:|r Spires of Arak,|cFFFFD200Quest:|r Admiral Taylor|n|cFFFFD200Zone:|r Spires of Arak,,2,1,86588,85081,13,2,4,35,2,96,600,600,-1,-1,1066344,1066531,100,53,0,0,0,0,0,0,0,0,1,1,0,0
205,|cFFFFD200Quest:|r Destination: Unknown|n|cFFFFD200Zone:|r Talador|n,|cFFFFD200Quest:|r Destination: Unknown|n|cFFFFD200Zone:|r Talador|n,,2,1,85759,85759,4,4,25,25,2,96,600,600,-1,-1,1066103,1066103,72,72,0,0,0,0,0,0,0,0,1,0,0,0
207,|cFFFFD200Quest:|r Gatekeepers of Auchindoun|n|cFFFFD200Zone:|r Talador,|cFFFFD200Quest:|r Gatekeepers of Auchindoun|n|cFFFFD200Zone:|r Talador,,2,1,85768,85772,3,4,33,21,3,95,600,600,-1,-1,1066346,1066345,101,54,0,0,0,0,0,0,0,0,1,1,0,0
208,|cFFFFD200Quest:|r Dying Wish|n|cFFFFD200Zone:|r Talador|n,|cFFFFD200Quest:|r Dying Wish|n|cFFFFD200Zone:|r Talador|n,,2,1,85776,85776,4,4,35,35,2,95,600,600,-1,-1,1066532,1066532,73,73,0,0,0,0,0,0,0,0,1,1,0,0
209,|cFFFFD200Zone:|r Nagrand,|cFFFFD200Zone:|r Nagrand,,2,1,86293,86293,12,12,2,2,2,98,600,600,-1,-1,1066167,1066167,64,64,0,0,0,0,0,0,0,0,1,0,0,0
211,|cFFFFD200Quest:|r Penny For Your Thoughts|n|cFFFFD200Zone:|r Gorgrond,"|cFFFFD200Quest:|r Lumber, I Hardly Knew 'Er|n|cFFFFD200Zone:|r Gorgrond|n",,2,1,86459,86484,7,5,13,10,2,93,600,600,-1,1,1066293,1066296,79,80,0,0,0,0,0,0,0,0,1,0,0,0
212,|cFFFFD200Quest:|r Zero Xuk's Given|n|cFFFFD200Zone:|r Gorgond|n,|cFFFFD200Quest:|r Chains of Iron|n|cFFFFD200Zone:|r Gorgond|n,,2,1,86510,86514,9,4,28,28,2,94,600,600,1,-1,1066335,1066135,83,84,0,0,0,0,0,0,0,0,1,0,0,0
216,|cFFFFD200Quest:|r Establish Your Garrison|n|cFFFFD200Zone:|r Frostfire Ridge,|cFFFFD200Quest:|r A Surly Dwarf|n|cFFFFD200Zone:|r Ashran,,2,1,89133,89075,13,5,15,2,3,91,600,600,-1,-1,1066126,1066337,91,41,0,0,0,0,0,0,0,0,1,1,0,0
217,|cFFFFD200Quest:|r The Sleepers|n|cFFFFD200Zone:|r The Garrison Campaign|n,|cFFFFD200Quest:|r The Sleepers|n|cFFFFD200Zone:|r The Garrison Campaign,,2,1,86711,86709,11,8,7,7,2,100,600,600,1,-1,1066047,1066048,75,76,0,0,0,0,0,0,0,0,1,0,0,0
218,|cFFFFD200Achievement:|r Between Arak and a Hard Place|n,|cFFFFD200Achievement:|r Between Arak and a Hard Place,,2,1,86760,86760,36,36,25,25,3,97,600,600,5,-1,1066341,1066341,68,68,0,0,0,0,0,0,0,0,1,0,0,0
219,|cFFFFD200Zone:|r Spires of Arak|n,|cFFFFD200Zone:|r Spires of Arak,,2,1,86887,86887,29,29,31,31,3,97,600,600,1,-1,1086429,1086429,70,70,0,0,0,0,0,0,0,0,1,0,0,0
220,,,,2,1,79378,79378,15,15,17,17,4,100,700,700,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
224,|cFFFFD200Achievement:|r Mantle of the Talon King,|cFFFFD200Achievement:|r Mantle of the Talon King|n,,2,1,87531,87531,36,36,35,35,3,100,600,600,-1,5,1066342,1066342,67,67,0,0,0,0,0,0,0,0,1,0,0,0
225,|cFFFFD200Achievement:|r The Steel Has Been Brought,|cFFFFD200Achievement:|r The Steel Has Been Brought|n,,2,1,80590,80590,9,9,35,35,4,100,600,600,-1,5,1087481,1087481,59,59,0,0,0,0,0,0,0,0,1,0,0,0
227,,,,2,1,86782,86784,9,2,2,2,2,90,600,600,-1,-1,1066347,1066348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,,,,2,1,86786,86787,7,14,2,2,2,90,600,600,-1,-1,1066349,1066350,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,,,,2,1,86788,86790,13,33,2,2,2,90,600,600,-1,-1,1066351,1066352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,,,,2,1,86805,86812,9,14,2,2,2,90,600,600,-1,-1,1066353,1066354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,,,,2,1,87596,87598,3,2,2,2,3,90,600,600,-1,-1,1066032,1066033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,,,,2,1,82955,82956,11,8,2,2,3,90,600,600,-1,-1,1066210,1066211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,,,,2,1,87603,87605,11,6,3,3,2,90,600,600,-1,-1,1066028,1066403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,,,,2,1,87606,87607,12,6,3,3,2,90,600,600,-1,-1,1086368,1086369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,,,,2,1,87608,87609,3,4,3,3,2,90,600,600,-1,-1,1086433,1086434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,,,,2,1,87611,87612,11,5,3,3,2,90,600,600,-1,-1,1066409,1086367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,,,,2,1,87613,87614,9,8,3,3,3,90,600,600,-1,-1,1086365,1086366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,,,,2,1,86814,86816,7,14,3,3,3,90,600,600,-1,-1,1066355,1066356,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,,,,2,1,87616,87674,10,4,4,4,2,90,600,600,-1,-1,1086372,1086432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,,,,2,1,87675,87676,9,2,4,4,2,90,600,600,-1,-1,1086370,1086371,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,,,,2,1,87677,87678,13,5,4,4,2,90,600,600,-1,-1,1086375,1086376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,,,,2,1,82961,82965,13,2,4,4,2,90,600,600,-1,-1,1066212,1066213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,,,,2,1,87679,87680,12,5,4,4,3,90,600,600,-1,-1,1087480,1066426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,,,,2,1,87681,87682,11,8,4,4,3,90,600,600,-1,-1,1086373,1086374,0,0,0,0,0,0,0,0,0,0,0,0,0,0
