ID,ClassID,SubclassID,Material,InventoryType,SheatheType,Sound_override_subclassID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,ModifiedCraftingReagentItemID,Field_12_0_0_63534_010,CraftingQualityID,ItemSquishEraID,RecraftReagentCountPercentage,OrderSource
79,4,1,7,7,0,-1,443400,7,0,0,0,0,0,0,0
85,4,2,8,5,0,-1,135011,7,0,0,0,0,0,0,0
87,4,0,7,8,0,-1,132535,7,0,0,0,0,0,0,0
89,4,0,7,4,0,-1,135011,7,0,0,0,0,0,0,0
97,4,1,7,20,0,-1,132662,7,0,0,0,0,0,0,0
117,0,5,0,0,0,-1,133972,15,0,0,0,0,0,0,0
118,0,1,3,0,0,-1,134829,17,0,0,0,0,0,0,0
129,4,3,5,8,0,-1,132540,10,0,0,0,0,0,0,0
131,4,0,7,6,0,-1,133693,7,0,0,0,0,0,0,0
132,4,0,7,8,0,-1,132536,7,0,0,0,0,0,0,0
138,4,0,7,4,0,-1,132719,7,0,0,0,0,0,0,0
140,4,4,6,8,0,-1,132538,8,0,0,0,0,0,0,0
141,4,0,7,6,0,-1,132491,7,0,0,0,0,0,0,0
143,4,6,1,14,4,-1,134951,9,0,0,0,0,0,0,0
147,4,3,5,7,0,-1,134582,10,0,0,0,0,0,0,0
153,4,2,8,7,0,-1,134582,7,0,0,0,0,0,0,0
154,4,0,7,4,0,-1,133766,7,0,0,0,0,0,0,0
159,0,5,0,0,0,-1,132794,17,0,0,0,0,0,0,0
182,12,0,0,0,0,-1,134166,15,0,0,0,0,0,0,0
184,1,0,8,18,0,-1,133622,18,0,0,0,0,0,0,0
192,2,14,6,21,3,-1,133476,8,0,0,0,0,0,0,0
193,4,1,7,5,0,-1,135022,7,0,0,0,0,0,0,0
194,4,1,7,7,0,-1,134592,7,0,0,0,0,0,0,0
195,4,1,7,8,0,-1,132539,7,0,0,0,0,0,0,0
203,4,1,7,10,0,-1,132955,7,0,0,0,0,0,0,0
209,4,2,8,7,0,-1,134706,7,0,0,0,0,0,0,0
210,4,2,8,8,0,-1,132540,7,0,0,0,0,0,0,0
236,4,2,8,5,0,-1,132725,7,0,0,0,0,0,0,0
237,4,2,8,7,0,-1,134586,7,0,0,0,0,0,0,0
238,4,2,8,8,0,-1,132537,7,0,0,0,0,0,0,0
239,4,2,8,10,0,-1,132955,7,0,0,0,0,0,0,0
285,4,3,5,5,0,-1,132631,10,0,0,0,0,0,0,0
286,4,3,5,7,0,-1,134583,10,0,0,0,0,0,0,0
287,4,3,5,8,0,-1,132535,10,0,0,0,0,0,0,0
414,0,5,0,0,0,-1,133995,16,0,0,0,0,0,0,0
422,0,5,0,0,0,-1,133949,16,0,0,0,0,0,0,0
527,12,0,2,0,0,-1,133280,16,0,0,0,0,0,0,0
537,15,0,2,0,0,-1,134304,16,0,0,0,0,0,0,0
555,15,0,7,0,0,-1,135992,16,0,0,0,0,0,0,0
556,15,0,2,0,0,-1,133707,16,0,0,0,0,0,0,0
647,2,8,1,17,1,-1,135317,9,0,0,0,0,0,0,0
710,4,1,7,9,0,-1,132610,7,0,0,0,0,0,0,0
711,4,1,7,10,0,-1,132961,7,0,0,0,0,0,0,0
714,4,2,8,10,0,-1,132952,7,0,0,0,0,0,0,0
718,4,3,5,10,0,-1,132938,10,0,0,0,0,0,0,0
719,4,1,7,10,0,-1,445518,7,0,0,0,0,0,0,0
720,4,2,8,10,0,-1,132939,7,0,0,0,0,0,0,0
723,7,8,8,0,0,-1,134341,15,0,0,0,0,0,0,0
724,0,5,0,0,0,-1,133952,16,0,0,0,0,0,0,0
725,12,0,8,0,0,-1,134297,15,0,0,0,0,0,0,0
727,2,7,1,13,3,-1,135274,8,0,0,0,0,0,0,0
728,9,5,2,0,0,-1,134939,20,0,0,0,0,0,0,0
729,7,8,4,0,0,-1,133972,15,0,0,0,0,0,0,0
730,7,8,4,0,0,-1,133884,15,0,0,0,0,0,0,0
731,7,8,4,0,0,-1,135997,15,0,0,0,0,0,0,0
732,7,0,4,0,0,-1,134189,23,0,0,0,0,0,0,0
733,0,5,7,0,0,-1,133748,17,0,0,0,0,0,0,0
734,12,0,0,0,0,-1,133278,14,0,0,0,0,0,0,0
737,12,0,0,0,0,-1,134712,17,0,0,0,0,0,0,0
738,12,0,0,0,0,-1,134058,23,0,0,0,0,0,0,0
739,12,0,0,0,0,-1,134059,23,0,0,0,0,0,0,0
741,7,7,1,0,0,-1,133216,8,0,0,0,0,0,0,0
742,12,0,2,0,0,-1,133749,12,0,0,0,0,0,0,0
743,12,0,2,0,0,-1,135437,13,0,0,0,0,0,0,0
744,4,0,4,12,0,-1,132788,17,0,0,0,0,0,0,0
745,12,0,0,0,0,-1,134939,20,0,0,0,0,0,0,0
746,4,1,1,5,0,-1,132483,7,0,0,0,0,0,0,0
750,12,0,0,0,0,-1,133972,15,0,0,0,0,0,0,0
751,2,4,2,21,3,-1,133718,8,0,0,0,0,0,0,0
752,12,0,7,0,0,-1,133694,7,0,0,0,0,0,0,0
753,2,7,1,13,3,-1,135346,8,0,0,0,0,0,0,0
754,2,7,1,13,3,-1,135312,8,0,0,0,0,0,0,0
755,15,0,4,0,0,-1,133750,16,0,0,0,0,0,0,0
756,2,1,1,17,1,-1,134708,9,0,0,0,0,0,0,0
761,0,8,8,0,0,-1,133888,15,0,0,0,0,0,0,0
763,4,2,8,9,0,-1,132607,7,0,0,0,0,0,0,0
765,7,9,2,0,0,-1,134190,23,0,0,0,0,0,0,0
766,2,4,2,21,3,-1,133482,8,0,0,0,0,0,0,0
768,2,0,1,21,3,-1,132392,8,0,0,0,0,0,0,0
769,7,8,4,0,0,-1,133970,15,0,0,0,0,0,0,0
770,15,0,4,0,0,-1,133725,16,0,0,0,0,0,0,0
771,15,0,4,0,0,-1,133721,16,0,0,0,0,0,0,0
772,12,0,0,0,0,-1,133750,16,0,0,0,0,0,0,0
773,12,0,0,0,0,-1,133848,23,0,0,0,0,0,0,0
774,7,4,3,0,0,-1,134106,24,0,0,0,0,0,0,0
776,2,15,1,13,3,-1,135638,8,0,0,0,0,0,0,0
777,15,0,4,0,0,-1,134298,16,0,0,0,0,0,0,0
778,19,5,1,29,3,-1,134708,8,0,0,0,0,0,0,0
779,15,0,4,0,0,-1,134431,16,0,0,0,0,0,0,0
780,12,0,0,0,0,-1,134304,16,0,0,0,0,0,0,0
781,2,4,2,13,3,-1,133046,8,0,0,0,0,0,0,0
782,12,0,7,0,0,-1,133693,7,0,0,0,0,0,0,0
783,7,6,8,0,0,-1,134369,7,0,0,0,0,0,0,0
784,7,11,0,0,0,-1,134343,15,0,0,0,0,0,0,0
785,7,9,2,0,0,-1,133436,23,0,0,0,0,0,0,0
787,0,5,8,0,0,-1,133910,15,0,0,0,0,0,0,0
788,2,7,1,21,5,-1,135323,8,0,0,0,0,0,0,0
789,2,4,2,13,3,-1,133045,8,0,0,0,0,0,0,0
790,2,0,1,13,3,-1,132405,8,0,0,0,0,0,0,0
791,2,10,2,17,2,-1,135139,13,0,0,0,0,0,0,0
792,4,1,7,8,0,-1,132579,7,0,0,0,0,0,0,0
793,4,1,7,10,0,-1,132952,7,0,0,0,0,0,0,0
794,4,1,7,7,0,-1,134591,7,0,0,0,0,0,0,0
795,4,1,7,5,0,-1,135014,7,0,0,0,0,0,0,0
796,4,2,8,8,0,-1,132543,7,0,0,0,0,0,0,0
798,4,2,8,7,0,-1,134589,7,0,0,0,0,0,0,0
799,4,2,8,5,0,-1,132760,7,0,0,0,0,0,0,0
804,1,0,8,18,0,-1,133641,18,0,0,0,0,0,0,0
805,1,0,8,18,0,-1,133638,18,0,0,0,0,0,0,0
806,1,0,8,18,0,-1,133634,18,0,0,0,0,0,0,0
807,7,7,1,0,0,-1,133218,8,0,0,0,0,0,0,0
808,7,11,0,0,0,-1,134106,24,0,0,0,0,0,0,0
809,2,7,1,13,3,-1,135329,8,0,0,0,0,0,0,0
810,2,4,2,13,3,-1,133048,8,0,0,0,0,0,0,0
811,2,0,1,13,3,-1,132398,8,0,0,0,0,0,0,0
812,2,10,2,17,2,-1,135166,13,0,0,0,0,0,0,0
813,15,0,4,0,0,-1,134063,22,0,0,0,0,0,0,0
814,7,1,0,0,0,-1,132794,17,0,0,0,0,0,0,0
816,2,15,1,13,3,-1,135637,8,0,0,0,0,0,0,0
818,7,4,3,0,0,-1,134118,24,0,0,0,0,0,0,0
826,2,0,1,13,3,-1,132392,8,0,0,0,0,0,0,0
827,2,4,2,13,3,-1,133476,8,0,0,0,0,0,0,0
828,1,0,8,18,0,-1,133636,18,0,0,0,0,0,0,0
829,12,0,8,0,0,-1,133694,7,0,0,0,0,0,0,0
832,4,3,5,6,0,-1,132492,8,0,0,0,0,0,0,0
833,4,0,4,12,0,-1,134580,24,0,0,0,0,0,0,0
835,0,8,8,0,0,-1,134325,16,0,0,0,0,0,0,0
836,0,8,8,0,3,-1,134325,16,0,0,0,0,0,0,0
837,4,1,7,5,0,-1,135010,7,0,0,0,0,0,0,0
838,4,1,7,7,0,-1,134594,7,0,0,0,0,0,0,0
841,12,0,0,0,0,-1,134377,14,0,0,0,0,0,0,0
842,15,0,0,0,0,-1,134938,20,0,0,0,0,0,0,0
843,4,2,8,8,0,-1,132592,7,0,0,0,0,0,0,0
847,4,3,5,5,0,-1,132624,10,0,0,0,0,0,0,0
852,2,4,2,13,3,-1,133490,8,0,0,0,0,0,0,0
854,2,10,2,17,2,-1,135154,13,0,0,0,0,0,0,0
855,1,0,8,18,0,-1,133635,18,0,0,0,0,0,0,0
856,1,0,8,18,0,-1,133626,18,0,0,0,0,0,0,0
857,1,0,8,18,0,-1,133643,18,0,0,0,0,0,0,0
858,0,1,3,0,0,-1,134830,17,0,0,0,0,0,0,0
859,4,0,7,4,0,-1,135006,7,0,0,0,0,0,0,0
862,4,0,4,11,0,-1,132523,14,0,0,0,0,0,0,0
863,2,0,1,13,3,-1,132399,8,0,0,0,0,0,0,0
864,2,7,1,13,3,-1,135328,8,0,0,0,0,0,0,0
865,2,4,2,13,3,-1,133478,8,0,0,0,0,0,0,0
867,4,2,8,10,0,-1,132940,7,0,0,0,0,0,0,0
868,2,4,2,13,3,-1,133488,8,0,0,0,0,0,0,0
869,2,7,1,13,3,-1,135326,8,0,0,0,0,0,0,0
870,2,1,1,17,1,-1,132393,9,0,0,0,0,0,0,0
871,2,0,1,13,3,-1,132408,8,0,0,0,0,0,0,0
872,2,1,1,17,1,-1,135419,9,0,0,0,0,0,0,0
873,2,10,2,17,2,-1,135150,13,0,0,0,0,0,0,0
875,15,0,0,0,0,-1,134944,20,0,0,0,0,0,0,0
876,4,6,1,14,4,-1,134955,9,0,0,0,0,0,0,0
878,15,0,4,0,0,-1,134321,15,0,0,0,0,0,0,0
880,2,10,2,17,2,-1,135162,13,0,0,0,0,0,0,0
883,12,0,0,0,0,-1,133565,16,0,0,0,0,0,0,0
884,12,0,0,0,0,-1,134232,16,0,0,0,0,0,0,0
886,2,7,1,13,3,-1,135327,8,0,0,0,0,0,0,0
887,15,0,4,0,0,-1,133970,15,0,0,0,0,0,0,0
888,4,2,8,10,0,-1,132947,7,0,0,0,0,0,0,0
889,12,0,0,0,0,-1,133471,20,0,0,0,0,0,0,0
890,2,10,2,17,2,-1,135141,13,0,0,0,0,0,0,0
892,4,1,7,10,0,-1,132938,7,0,0,0,0,0,0,0
894,15,0,0,0,0,-1,134297,16,0,0,0,0,0,0,0
895,12,0,0,0,0,-1,133731,16,0,0,0,0,0,0,0
896,12,0,0,0,0,-1,134298,16,0,0,0,0,0,0,0
897,4,2,8,9,0,-1,132604,7,0,0,0,0,0,0,0
899,2,15,1,13,3,-1,134298,8,0,0,0,0,0,0,0
900,15,0,0,0,0,-1,134937,20,0,0,0,0,0,0,0
906,4,1,7,3,0,-1,135039,7,0,0,0,0,0,0,0
907,4,3,7,3,0,-1,135033,10,0,0,0,0,0,0,0
908,4,1,7,3,0,-1,135033,7,0,0,0,0,0,0,0
910,12,0,0,0,0,-1,133464,20,0,0,0,0,0,0,0
911,2,5,2,17,1,-1,133476,9,0,0,0,0,0,0,0
913,2,8,1,17,1,-1,135311,9,0,0,0,0,0,0,0
914,4,3,5,5,0,-1,132624,8,0,0,0,0,0,0,0
916,12,0,0,0,0,-1,133688,20,0,0,0,0,0,0,0
917,4,2,8,5,0,-1,132715,7,0,0,0,0,0,0,0
918,1,0,8,18,0,-1,133629,18,0,0,0,0,0,0,0
920,2,4,2,13,3,-1,133486,8,0,0,0,0,0,0,0
922,2,8,1,17,1,-1,135280,9,0,0,0,0,0,0,0
923,2,7,1,21,3,-1,135324,8,0,0,0,0,0,0,0
924,2,5,2,17,1,-1,133044,9,0,0,0,0,0,0,0
925,2,4,2,21,3,-1,133476,8,0,0,0,0,0,0,0
926,2,1,1,17,1,-1,135423,9,0,0,0,0,0,0,0
927,2,0,1,13,3,-1,132415,8,0,0,0,0,0,0,0
928,2,10,2,17,2,-1,135157,13,0,0,0,0,0,0,0
929,0,1,3,0,0,-1,134831,17,0,0,0,0,0,0,0
930,1,0,7,18,0,-1,133629,18,0,0,0,0,0,0,0
931,1,0,8,18,0,-1,133639,18,0,0,0,0,0,0,0
932,1,0,8,18,0,-1,133633,18,0,0,0,0,0,0,0
933,1,0,8,18,0,-1,133640,18,0,0,0,0,0,0,0
936,2,4,2,13,3,-1,133729,8,0,0,0,0,0,0,0
938,12,0,0,0,0,-1,133680,20,0,0,0,0,0,0,0
940,4,1,7,20,0,-1,132667,7,0,0,0,0,0,0,0
941,4,0,4,12,0,-1,135229,24,0,0,0,0,0,0,0
942,4,0,3,11,0,-1,133349,14,0,0,0,0,0,0,0
944,2,10,2,17,2,-1,135144,13,0,0,0,0,0,0,0
951,0,8,0,0,0,-1,134943,20,0,0,0,0,0,0,0
954,0,8,7,0,0,-1,134938,20,0,0,0,0,0,0,0
955,0,8,7,0,0,-1,134937,20,0,0,0,0,0,0,0
956,12,0,0,0,0,-1,135005,7,0,0,0,0,0,0,0
957,12,0,0,0,0,-1,133751,16,0,0,0,0,0,0,0
961,0,5,7,0,0,-1,134181,23,0,0,0,0,0,0,0
962,12,0,0,0,0,-1,133952,16,0,0,0,0,0,0,0
964,4,0,7,4,0,-1,135029,7,0,0,0,0,0,0,0
965,1,0,7,18,0,-1,133623,18,0,0,0,0,0,0,0
966,9,0,0,0,0,-1,133739,19,0,0,0,0,0,0,0
981,12,0,0,0,0,-1,133280,14,0,0,0,0,0,0,0
983,4,1,7,6,0,-1,236921,7,0,0,0,0,0,0,0
996,4,0,4,11,0,-1,133345,14,0,0,0,0,0,0,0
1006,12,0,0,0,0,-1,133345,14,0,0,0,0,0,0,0
1011,2,0,1,13,3,-1,132395,8,0,0,0,0,0,0,0
1013,12,0,1,0,0,-1,134068,8,0,0,0,0,0,0,0
1014,12,0,1,0,0,-1,133639,18,0,0,0,0,0,0,0
1016,15,0,0,0,0,-1,134321,16,0,0,0,0,0,0,0
1018,2,7,1,22,3,-1,135274,8,0,0,0,0,0,0,0
1019,12,0,7,0,0,-1,134266,7,0,0,0,0,0,0,0
1020,4,2,8,1,0,-1,133072,7,0,0,0,0,0,0,0
1022,4,2,8,1,0,-1,133071,7,0,0,0,0,0,0,0
1026,4,4,8,1,0,-1,133071,7,0,0,0,0,0,0,0
1028,4,3,5,1,0,-1,133070,10,0,0,0,0,0,0,0
1029,9,0,0,0,0,-1,134459,19,0,0,0,0,0,0,0
1046,2,3,1,26,1,-1,134537,8,0,0,3,0,0,0,0
1072,0,5,0,0,0,-1,132798,17,0,0,0,0,0,0,0
1074,15,0,4,0,0,-1,134321,16,0,0,0,0,0,0,0
1075,12,0,0,0,0,-1,133437,14,0,0,0,0,0,0,0
1076,4,0,5,11,0,-1,133344,14,0,0,0,0,0,0,0
1077,4,0,5,11,0,-1,133356,14,0,0,0,0,0,0,0
1080,7,8,4,0,0,-1,134343,15,0,0,0,0,0,0,0
1082,0,5,0,0,0,-1,133748,17,0,0,0,0,0,0,0
1083,12,0,4,0,0,-1,133277,14,0,0,0,0,0,0,0
1084,9,0,0,0,0,-1,133741,19,0,0,0,0,0,0,0
1100,1,0,8,18,0,-1,133647,18,0,0,0,0,0,0,0
1113,0,5,0,0,0,-1,133951,16,0,0,0,0,0,0,0
1114,0,5,0,0,0,-1,133968,16,0,0,0,0,0,0,0
1115,12,0,0,0,0,-1,133622,16,0,0,0,0,0,0,0
1116,4,0,3,11,0,-1,133343,14,0,0,0,0,0,0,0
1117,2,4,2,17,2,-1,133942,8,0,0,0,0,0,0,0
1119,0,5,0,0,0,-1,132793,24,0,0,0,0,0,0,0
1122,4,0,2,2,0,-1,133279,14,0,0,0,0,0,0,0
1125,12,0,1,0,0,-1,133279,14,0,0,0,0,0,0,0
1127,0,8,0,0,0,-1,133581,18,0,0,0,0,0,0,0
1128,0,8,0,0,0,-1,134719,17,0,0,0,0,0,0,0
1130,12,0,3,0,0,-1,134799,17,0,0,0,0,0,0,0
1131,4,0,1,23,7,-1,133729,12,0,0,0,0,0,0,0
1132,15,5,4,0,0,-1,132224,12,872,0,0,0,0,0,0
1133,15,5,0,0,0,-1,132266,12,872,0,0,0,0,0,0
1136,9,0,0,0,0,-1,133740,19,0,0,0,0,0,0,0
1154,4,3,5,6,0,-1,132493,10,0,0,0,0,0,0,0
1155,2,10,2,17,2,-1,135143,13,0,0,0,0,0,0,0
1156,4,0,1,11,0,-1,133351,14,0,0,0,0,0,0,0
1162,4,1,7,1,0,-1,134955,7,0,0,0,0,0,0,0
1163,4,1,7,1,0,-1,134442,7,0,0,0,0,0,0,0
1164,9,0,0,0,0,-1,134940,19,0,0,0,0,0,0,0
1165,0,5,0,0,0,-1,133943,16,0,0,0,0,0,0,0
1168,4,6,1,14,4,-1,134947,9,0,0,0,0,0,0,0
1169,4,6,1,14,4,-1,136162,9,0,0,0,0,0,0,0
1171,4,1,7,20,0,-1,349115,7,0,0,0,0,0,0,0
1172,4,0,2,23,7,-1,135432,12,0,0,0,0,0,0,0
1173,4,2,8,8,0,-1,350647,7,0,0,0,0,0,0,0
1175,15,0,1,0,0,-1,134566,24,0,0,0,0,0,0,0
1176,0,0,0,0,0,-1,133588,23,0,0,0,0,0,0,0
1177,0,8,0,0,0,-1,134743,17,0,0,0,0,0,0,0
1178,0,8,0,0,0,-1,132383,12,0,0,0,0,0,0,0
1179,0,5,7,0,0,-1,132815,17,0,0,0,0,0,0,0
1180,0,8,7,0,0,-1,134943,20,0,0,0,0,0,0,0
1182,4,4,6,9,0,-1,367072,8,0,0,0,0,0,0,0
1183,4,1,7,9,0,-1,366058,7,0,0,0,0,0,0,0
1184,4,0,1,12,0,-1,133281,14,0,0,0,0,0,0,0
1186,4,0,7,12,0,-1,134325,16,0,0,0,0,0,0,0
1187,0,8,2,0,0,-1,133075,16,0,0,0,0,0,0,0
1189,4,0,1,11,0,-1,133345,14,0,0,0,0,0,0,0
1190,4,1,7,16,0,-1,133760,7,0,0,0,0,0,0,0
1193,4,6,1,14,4,-1,134949,9,0,0,0,0,0,0,0
1194,2,8,1,17,1,-1,135276,9,0,0,0,0,0,0,0
1195,2,5,2,17,1,-1,134435,9,0,0,0,0,0,0,0
1196,2,1,1,17,1,-1,132395,9,0,0,0,0,0,0,0
1197,2,5,2,17,1,-1,133477,9,0,0,0,0,0,0,0
1198,2,8,1,17,1,-1,135350,9,0,0,0,0,0,0,0
1199,0,0,3,0,0,-1,134335,24,0,0,0,0,0,0,0
1201,4,6,1,14,4,-1,134950,9,0,0,0,0,0,0,0
1203,4,6,1,14,4,-1,134952,9,0,0,0,0,0,0,0
1205,0,5,7,0,0,-1,132796,17,0,0,0,0,0,0,0
1206,7,4,3,0,0,-1,134105,24,0,0,0,0,0,0,0
1208,12,0,0,0,0,-1,134937,20,0,0,0,0,0,0,0
1210,7,4,3,0,0,-1,134074,24,0,0,0,0,0,0,0
1211,4,2,8,5,0,-1,132719,7,0,0,0,0,0,0,0
1212,15,0,4,0,0,-1,134437,17,0,0,0,0,0,0,0
1213,4,2,8,9,0,-1,132603,7,0,0,0,0,0,0,0
1215,4,2,8,6,0,-1,132498,7,0,0,0,0,0,0,0
1216,4,1,7,9,0,-1,132606,7,0,0,0,0,0,0,0
1217,12,0,0,0,0,-1,134400,16,0,0,0,0,0,0,0
1218,2,5,2,17,1,-1,133489,9,0,0,0,0,0,0,0
1219,2,7,1,13,3,-1,135314,8,0,0,0,0,0,0,0
1220,2,1,1,17,1,-1,132405,9,0,0,0,0,0,0,0
1221,12,0,8,0,0,-1,134305,16,0,0,0,0,0,0,0
1222,15,0,8,0,0,-1,133725,16,0,0,0,0,0,0,0
1224,9,0,0,0,0,-1,133738,19,0,0,0,0,0,0,0
1251,0,7,0,0,0,-1,133685,7,0,0,0,0,0,0,0
1253,13,1,1,0,0,-1,134065,14,0,0,0,0,0,0,0
1255,15,0,1,0,0,-1,134134,24,0,0,0,0,0,0,0
1256,12,0,0,0,0,-1,134184,23,0,0,0,0,0,0,0
1257,12,0,0,0,0,-1,134776,17,0,0,0,0,0,0,0
1258,4,0,1,12,0,-1,135279,8,0,0,0,0,0,0,0
1260,12,0,0,0,0,-1,134170,15,0,0,0,0,0,0,0
1261,12,0,0,0,0,-1,134336,24,0,0,0,0,0,0,0
1262,0,8,0,0,0,-1,132621,17,0,0,0,0,0,0,0
1263,2,1,1,17,1,-1,135580,9,0,0,0,0,0,0,0
1264,2,5,2,17,1,-1,133482,9,0,0,0,0,0,0,0
1265,2,7,1,13,3,-1,135302,8,0,0,0,0,0,0,0
1267,0,8,0,0,0,-1,134514,17,0,0,0,0,0,0,0
1269,0,8,0,0,0,-1,133622,17,0,0,0,0,0,0,0
1270,4,1,7,16,0,-1,133767,7,0,0,0,0,0,0,0
1272,4,1,7,3,0,-1,135040,7,0,0,0,0,0,0,0
1273,4,3,5,5,0,-1,132742,10,0,0,0,0,0,0,0
1274,12,0,0,0,0,-1,134188,23,0,0,0,0,0,0,0
1280,4,2,8,1,0,-1,133132,7,0,0,0,0,0,0,0
1281,11,2,2,18,0,-1,133628,18,0,0,0,0,0,0,0
1282,4,4,6,1,0,-1,133070,8,0,0,0,0,0,0,0
1284,12,0,0,0,0,-1,132761,18,0,0,0,0,0,0,0
1288,7,11,3,0,0,-1,134338,15,0,0,0,0,0,0,0
1292,2,0,1,13,3,-1,132417,8,0,0,0,0,0,0,0
1293,12,0,0,0,0,-1,133460,20,0,0,0,0,0,0,0
1294,12,0,0,0,0,-1,133461,20,0,0,0,0,0,0,0
1296,2,4,2,13,3,-1,133481,8,0,0,0,0,0,0,0
1297,4,1,7,20,0,-1,132658,7,0,0,0,0,0,0,0
1299,4,1,7,6,0,-1,132518,7,0,0,0,0,0,0,0
1300,2,10,2,17,2,-1,135469,13,0,0,0,0,0,0,0
1302,4,2,8,10,0,-1,132951,7,0,0,0,0,0,0,0
1303,4,4,6,10,0,-1,132938,8,0,0,0,0,0,0,0
1304,4,1,7,10,0,-1,132939,7,0,0,0,0,0,0,0
1309,12,0,0,0,0,-1,132596,18,0,0,0,0,0,0,0
1311,2,1,1,17,1,-1,132402,9,0,0,0,0,0,0,0
1312,2,4,2,21,3,-1,133057,8,0,0,0,0,0,0,0
1313,2,15,1,13,3,-1,135128,8,0,0,0,0,0,0,0
1315,4,0,3,2,0,-1,133938,23,0,0,0,0,0,0,0
1317,2,10,2,17,2,-1,135153,13,0,0,0,0,0,0,0
1318,2,1,1,17,1,-1,135424,9,0,0,0,0,0,0,0
1319,4,0,4,11,0,-1,132520,14,0,0,0,0,0,0,0
1321,0,8,0,0,0,-1,133888,15,0,0,0,0,0,0,0
1323,9,0,0,0,0,-1,134939,20,0,0,0,0,0,0,0
1324,12,0,2,21,0,-1,133974,15,0,0,0,0,0,0,0
1325,12,0,0,0,0,-1,133938,23,0,0,0,0,0,0,0
1326,0,5,0,0,0,-1,133888,15,0,0,0,0,0,0,0
1328,9,0,0,0,0,-1,133743,19,0,0,0,0,0,0,0
1349,12,0,0,0,0,-1,132766,13,0,0,0,0,0,0,0
1350,4,0,2,12,0,-1,134231,16,0,0,0,0,0,0,0
1351,4,1,7,9,0,-1,132615,7,0,0,0,0,0,0,0
1352,12,0,0,0,0,-1,133728,12,0,0,0,0,0,0,0
1354,4,1,7,16,0,-1,133765,7,0,0,0,0,0,0,0
1355,4,1,7,16,0,-1,134354,7,0,0,0,0,0,0,0
1357,12,0,4,0,0,-1,134269,20,0,0,0,0,0,0,0
1358,12,0,0,0,0,-1,134251,20,0,0,0,0,0,0,0
1360,4,4,6,10,0,-1,367074,8,0,0,0,0,0,0,0
1361,12,0,0,0,0,-1,134257,20,0,0,0,0,0,0,0
1362,12,0,0,0,0,-1,134252,20,0,0,0,0,0,0,0
1363,4,1,7,1,0,-1,133148,7,0,0,0,0,0,0,0
1364,4,2,8,5,0,-1,135009,7,0,0,0,0,0,0,0
1369,4,2,8,6,0,-1,132513,7,0,0,0,0,0,0,0
1370,4,2,8,9,0,-1,132609,7,0,0,0,0,0,0,0
1371,4,2,8,3,0,-1,135039,7,0,0,0,0,0,0,0
1372,4,1,7,16,0,-1,133762,7,0,0,0,0,0,0,0
1378,4,1,7,7,0,-1,134589,7,0,0,0,0,0,0,0
1379,4,1,7,3,0,-1,135037,7,0,0,0,0,0,0,0
1381,12,0,0,0,0,-1,133468,20,0,0,0,0,0,0,0
1383,2,0,1,21,3,-1,135421,8,0,0,0,0,0,0,0
1385,2,5,2,17,1,-1,133046,9,0,0,0,0,0,0,0
1386,2,1,1,17,1,-1,132392,9,0,0,0,0,0,0,0
1387,2,8,1,17,1,-1,135277,9,0,0,0,0,0,0,0
1388,2,10,2,17,2,-1,135159,13,0,0,0,0,0,0,0
1391,2,10,2,17,2,-1,135473,13,0,0,0,0,0,0,0
