ID,Region,Looping,HolidayNameID,HolidayDescriptionID,Priority,CalendarFilterType,Flags,Duration_0,Duration_1,Duration_2,Duration_3,Duration_4,Duration_5,Duration_6,Duration_7,Duration_8,Duration_9,Date_0,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Date_12,Date_13,Date_14,Date_15,Date_16,Date_17,Date_18,Date_19,Date_20,Date_21,Date_22,Date_23,Date_24,Date_25,CalendarFlags_0,CalendarFlags_1,CalendarFlags_2,CalendarFlags_3,CalendarFlags_4,CalendarFlags_5,CalendarFlags_6,CalendarFlags_7,CalendarFlags_8,CalendarFlags_9,TextureFileDataID_0,TextureFileDataID_1,TextureFileDataID_2
610,4,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,412580160,414595392,420673856,422721920,424081792,425752960,426867072,428882304,430225728,436435264,439597440,441612672,442972544,444971392,446871872,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
611,24,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,412596672,414611904,420690368,422738368,424098240,425769408,426883520,428898752,430242240,436451776,439613888,441629120,442988992,444987840,446888384,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
612,2,0,238,221,0,0,13,167,0,0,0,0,0,0,0,0,0,412596736,414611968,420690432,422738432,424098304,425769472,426883584,428898816,430242304,436451840,438385152,439613952,441629184,442989056,444987904,446888448,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129680,1129679,1129678
613,4,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,411220352,413350208,419445056,420903232,422836608,424081792,425867648,427096448,428996992,431012160,436549952,439826816,441727360,443742592,445086080,447101248,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
614,24,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,411236800,413366720,419461568,420919744,422853056,424098240,425884096,427112896,429013440,431028672,436566464,439843264,441743808,443759040,445659584,447117760,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
615,2,0,244,226,0,0,13,167,0,0,0,0,0,0,0,0,0,411236864,413366784,419461632,420919808,422853120,424098304,425884160,427112960,429013504,431028672,436566528,439843328,441743872,443759104,445659648,447117824,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1467050,1467049,1467048
616,4,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,412236160,413579584,420673856,0,426981760,436664640,443971968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
617,24,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,412252608,413596096,420690368,0,426998208,436681152,443988416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
618,2,0,237,220,0,0,13,167,0,0,0,0,0,0,0,0,0,412252672,413596160,420690432,0,426998272,436681216,443988480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129686,1129685,1129684
622,4,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,411335040,413235520,420559168,424737152,425752960,436320576,442972544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
623,24,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,411351488,413252032,420575680,424753600,425769408,436337088,442988992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
624,2,0,239,222,0,0,13,167,0,0,0,0,0,0,0,0,0,411351552,413252096,420575744,424753664,425769472,436337152,442989056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1129674,1129673,1129672
628,4,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,414480704,420788544,0,427866496,431470912,0,439368064,444856704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
629,24,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,414497216,420805056,0,427882944,436222400,0,439384512,444873152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
630,2,0,239,224,0,0,13,167,0,0,0,0,0,0,0,0,0,414497280,420805120,0,427883008,436222464,0,439384576,444873216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1304688,1304687,1304686
634,0,0,245,230,10,255,1,24,0,0,0,0,0,0,0,0,0,521517056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574966,0,0
635,0,0,246,227,10,255,1,24,0,0,0,0,0,0,0,0,0,523696128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572479,0,0
638,0,0,248,229,1,255,1,72,0,0,0,0,0,0,0,0,0,520435712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574965,1574964,1574963
642,0,0,249,231,10,255,1,72,0,0,0,0,0,0,0,0,0,525432832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572478,1572477,1572476
643,961,0,239,237,0,0,13,167,0,0,0,0,0,0,0,0,0,419543488,421706240,425064960,428194304,431110592,439695872,445741568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1530590,1530589,1530588
644,0,0,250,232,10,255,1,72,0,0,0,0,0,0,0,0,0,522467328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574970,1574969,1580529
645,0,0,251,233,10,255,1,72,0,0,0,0,0,0,0,0,0,524449792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1572475,1572474,1572473
646,0,0,252,234,10,255,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1574967,0,0
