Name_lang,ID,ArtifactAppearanceSetID,DisplayIndex,UnlockPlayerConditionID,ItemAppearanceModifierID,UiSwatchColor,UiModelSaturation,UiModelOpacity,OverrideShapeshiftFormID,OverrideShapeshiftDisplayID,UiItemAppearanceID,UiAltItemAppearanceID,Flags,UiCameraID,UsablePlayerConditionID
"Maw of the Damned",107,32,1,88090,9,16723502,0.60000002384,0.40000000596,0,0,0,0,1,0,0
Apocalypse,110,33,1,88091,9,3138349,0.5,0.5,0,0,0,0,1,62,0
"Blades of the Fallen Prince",111,39,1,88085,9,3256556,0.69999998808,0.40000000596,0,0,0,0,1,62,0
Apocalypse,112,33,2,37718,10,2941171,0.5,0.5,0,0,0,0,0,62,0
"The Fist of Ra-den",113,40,1,88100,9,5682687,0.5,0.5,0,0,0,0,1,0,0
"Thas'dorah, Legacy of the Windrunners",114,41,1,88110,9,4186327,0.5,0.5,0,0,0,0,1,0,0
"The Kingslayers",115,42,2,37718,9,7280536,0.5,0.5,0,0,0,0,0,0,0
"Sharas'dal, Scepter of Tides",116,43,1,88099,9,-14700624,0.5,0.5,0,0,0,0,1,0,0
Doomhammer,117,44,1,88098,9,11190488,0.5,0.5,0,0,0,0,1,0,0
"T'uure, Beacon of the Naaru",118,45,1,88104,9,2267886,0.5,0.5,0,0,0,0,1,0,0
"Xal'atath, Blade of the Black Empire",119,46,1,88106,9,6004187,0.5,0.5,0,0,0,0,1,0,0
"The Silver Hand",120,47,1,88093,9,16120349,0.5,0.5,0,0,0,0,1,0,0
"Claws of Ursoc",121,48,1,37266,9,7878111,0.5,0.5,5,66686,0,0,3,0,38250
"Sheilun, Staff of the Mists",123,50,1,88113,9,1493233,0.5,0.5,0,0,0,0,1,0,0
Felo'melorn,124,51,1,88096,9,15950399,0.5,0.5,0,0,0,0,1,0,0
"Talonclaw, Spear of the Wild Gods",125,52,1,88112,9,15876397,0.5,0.5,0,0,0,0,1,0,0
"Aluneth, Greatstaff of the Magna",126,53,1,88082,9,10432187,0.5,0.5,0,0,0,0,1,0,0
"Aluneth, Greatstaff of the Magna",127,53,3,37719,10,16645629,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",128,53,4,37720,11,4711769,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",129,53,2,37718,12,4439023,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",130,54,2,37722,13,4439023,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",131,54,4,37724,14,3207005,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",132,54,1,37721,15,10564273,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",133,54,3,37723,16,16777215,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",134,55,1,37725,17,2320618,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",135,55,4,37733,18,3666734,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",136,55,2,37731,19,10692572,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",137,55,3,37732,20,16777215,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",138,56,2,37728,21,5143016,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",139,56,4,37730,22,5630030,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",140,56,3,37729,23,15767278,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",141,56,1,37726,24,11680943,0.5,0.5,0,0,0,0,0,0,0
"Aluneth, Greatstaff of the Magna",142,57,4,52660,25,5143016,0.5,0.5,0,0,0,0,16,0,0
"Aluneth, Greatstaff of the Magna",143,57,2,52495,26,11948839,0.5,0.5,0,0,0,0,16,0,0
"Aluneth, Greatstaff of the Magna",144,57,1,44158,27,15267596,0.5,0.5,0,0,0,0,8,0,0
"Aluneth, Greatstaff of the Magna",145,57,3,52627,28,6382171,0.5,0.5,0,0,0,0,16,0,0
"Scale of the Earthwarder",146,20,4,37720,11,9056925,0.60000002384,0.44999998808,0,0,0,0,0,71,0
"Scale of the Earthwarder",147,20,2,37718,10,6542710,0.5,0.40000000596,0,0,0,0,0,71,0
"Scale of the Earthwarder",148,20,3,37719,9,3635402,0.60000002384,0.40000000596,0,0,0,0,0,71,0
"Scale of the Earthwarder",149,61,3,37723,13,2588395,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",150,61,2,37722,14,13153068,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",151,61,4,37724,15,12330987,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",152,61,1,37721,16,10822946,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",153,58,2,37728,17,5011930,0.5,0.34999999404,0,0,0,0,0,71,0
"Scale of the Earthwarder",154,58,1,37726,18,4577901,0.40000000596,0.34999999404,0,0,0,0,0,71,0
"Scale of the Earthwarder",155,58,3,37729,19,10629571,0.5,0.34999999404,0,0,0,0,0,71,0
"Scale of the Earthwarder",156,58,4,37730,20,15410986,0.5,0.34999999404,0,0,0,0,0,71,0
"Scale of the Earthwarder",157,59,2,39784,21,4626147,0.30000001192,0.60000002384,0,0,0,0,0,71,0
"Scale of the Earthwarder",158,59,3,39785,22,8975941,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",159,59,1,42304,23,15378707,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",160,59,4,39786,24,11216875,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",161,60,3,37732,25,2588395,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",162,60,2,37731,26,2616127,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",163,60,4,37733,27,8265410,0.5,0.5,0,0,0,0,0,71,0
"Scale of the Earthwarder",164,60,1,37725,28,16314894,0.5,0.5,0,0,0,0,0,71,0
"Ebonchill, Greatstaff of Alodi",168,64,1,88097,9,2697697,0.5,0.5,0,0,0,0,1,0,0
"Ebonchill, Greatstaff of Alodi",169,64,2,37718,10,5099863,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",170,64,3,37719,11,10174674,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",171,64,4,37720,12,16711685,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",172,65,1,37721,13,3881451,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",173,65,2,37722,14,5099863,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",174,65,3,37723,15,10174674,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",175,65,4,37724,16,16711685,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",176,66,2,37728,17,2697697,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",177,66,1,37726,18,2487336,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",178,66,3,37729,19,10174674,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",179,66,4,37730,20,16711685,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",180,67,1,42283,21,14517529,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",181,67,2,39784,22,11999467,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",182,67,3,39785,23,11006016,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",183,67,4,39786,24,2663653,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",184,68,1,37725,25,2744738,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",185,68,2,37731,26,3187001,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",186,68,3,37732,27,10174674,0.5,0.5,0,0,0,0,0,0,0
"Ebonchill, Greatstaff of Alodi",187,68,4,37733,28,15584394,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",188,49,1,88107,9,7614128,0.5,0.5,0,0,0,0,1,0,0
"Scepter of Sargeras",189,49,2,37718,10,4870381,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",190,49,3,37719,11,2745662,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",191,49,4,37720,12,16711680,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",192,69,3,37723,13,7614128,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",193,69,2,37722,14,4870381,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",194,69,1,37721,15,2745662,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",195,69,4,37724,16,16711680,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",196,70,3,37732,17,7614128,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",197,70,2,37731,18,1172800,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",198,70,1,37725,19,15725596,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",199,70,4,37733,20,16711680,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",200,71,1,37726,21,7614128,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",201,71,2,37728,22,4870381,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",202,71,3,37729,23,2745662,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",203,71,4,37730,24,16711680,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",204,72,4,39786,25,7614128,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",205,72,2,39784,26,4907757,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",206,72,3,39785,27,2745662,0.5,0.5,0,0,0,0,0,0,0
"Scepter of Sargeras",207,72,1,42301,28,16711680,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",209,41,2,37718,10,7140935,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",210,41,3,37719,11,4496584,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",211,41,4,37720,12,13916219,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",212,73,2,37728,13,4964577,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",213,73,4,37730,14,14282300,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",214,73,3,37729,15,14631490,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",215,73,1,37726,16,7868432,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",216,74,4,37733,17,4251876,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",217,74,2,37731,18,9103712,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",218,74,3,37732,19,9189825,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",219,74,1,37725,20,14726704,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",220,75,4,37724,21,11641009,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",221,75,2,37722,22,4957916,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",222,75,3,37723,23,13382965,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",223,75,1,37721,24,-7579995,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",224,76,1,42278,25,2459070,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",225,76,2,39784,26,10483279,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",226,76,3,39785,27,15539999,0.5,0.5,0,0,0,0,0,0,0
"Thas'dorah, Legacy of the Windrunners",227,76,4,39786,28,3204308,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",228,42,1,88103,10,16711680,0.5,0.5,0,0,0,0,1,0,0
"The Kingslayers",229,42,3,37719,11,5368054,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",230,42,4,37720,12,16776960,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",231,77,3,37723,13,16107805,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",232,77,2,37722,14,10433269,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",233,78,2,37731,17,255,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",234,79,2,37728,21,255,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",235,77,1,37721,15,16711680,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",236,77,4,37724,16,4320243,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",237,78,1,37725,18,65280,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",238,78,3,37732,19,16711680,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",239,78,4,37733,20,4127224,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",240,79,1,37726,22,16036875,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",241,79,3,37729,23,4913390,0.5,0.5,0,0,0,0,0,0,0
"The Kingslayers",242,79,4,37730,24,16776960,0.5,0.5,0,0,0,0,0,0,0
"Scythe of Elune",244,81,1,88089,9,-12526923,0.5,0.5,0,0,0,0,1,61,0
"Xal'atath, Blade of the Black Empire",245,46,2,37718,10,9778147,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",246,46,3,37719,11,4775111,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",247,46,4,37720,12,15463408,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",248,82,3,37723,13,-6183280,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",249,82,2,37722,14,7463221,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",250,82,1,37721,15,7023546,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",251,82,4,37724,16,3531476,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",252,83,4,37733,17,9518140,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",253,83,2,37731,18,2986533,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",254,83,3,37732,19,6960054,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",255,83,1,37725,20,15144984,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",256,84,2,37728,21,7262259,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",257,84,1,37726,22,8929508,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",258,84,3,37729,23,4382149,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",259,84,4,37730,24,16777215,0.5,0.5,0,0,0,0,0,0,0
"Xal'atath, Blade of the Black Empire",260,85,2,52509,25,-5505025,0.5,0.5,0,0,0,0,16,0,0
"Xal'atath, Blade of the Black Empire",261,85,1,44703,26,-12714089,0.5,0.5,0,0,0,0,8,0,0
"Xal'atath, Blade of the Black Empire",262,85,3,52638,27,9450975,0.5,0.5,0,0,0,0,16,0,0
"Xal'atath, Blade of the Black Empire",263,85,4,52671,28,14804548,0.5,0.5,0,0,0,0,16,0,0
"Claws of Ursoc",264,48,2,37268,9,6233864,0.5,0.5,5,66693,0,0,3,0,34467
"Claws of Ursoc",265,48,3,37269,9,4840150,0.5,0.5,5,66683,0,0,3,0,76831
"Claws of Ursoc",266,48,4,37270,9,12137809,0.5,0.5,5,66685,0,0,3,0,76832
"Claws of Ursoc",267,48,5,37719,10,13541153,0.5,0.5,5,66687,0,0,0,0,0
"Claws of Ursoc",268,48,6,37718,11,14079702,0.5,0.5,5,66688,0,0,0,0,0
"Claws of Ursoc",269,48,7,37720,12,1525299,0.5,0.5,5,66682,0,0,0,0,0
Stonepaw,270,86,2,37722,14,5675392,0.5,0.5,5,66696,0,0,0,0,0
"Avatar of Ursol",271,87,2,37731,18,3064568,0.5,0.5,5,66704,0,0,0,0,0
"Fallen to Nightmare",272,88,1,37726,21,4646628,0.5,0.5,5,66719,0,0,0,0,0
"Guardian of the Glade",273,89,2,39784,30,4948674,0.5,0.5,5,66720,0,0,0,0,0
Stonepaw,274,86,1,37721,13,5992620,0.5,0.5,5,66697,0,0,0,0,0
Stonepaw,275,86,3,37723,15,5029219,0.5,0.5,5,66698,0,0,0,0,0
Stonepaw,276,86,4,37724,16,14042838,0.5,0.5,5,66699,0,0,0,0,0
"Avatar of Ursol",277,87,1,37725,17,7926557,0.5,0.5,5,66705,0,0,0,0,0
"Avatar of Ursol",278,87,3,37732,19,12071158,0.5,0.5,5,66706,0,0,0,0,0
"Avatar of Ursol",279,87,4,37733,20,16189962,0.5,0.5,5,66707,0,0,0,0,0
"Fallen to Nightmare",280,88,2,37728,22,16094250,0.5,0.5,5,66718,0,0,0,0,0
"Fallen to Nightmare",281,88,3,37729,23,4511604,0.5,0.5,5,66717,0,0,0,0,0
"Fallen to Nightmare",282,88,4,37730,24,15737376,0.5,0.5,5,66716,0,0,0,0,0
"Guardian of the Glade",283,89,1,42274,29,8346917,0.5,0.5,5,66721,0,0,0,0,0
"Guardian of the Glade",284,89,3,39785,31,14826299,0.5,0.5,5,66722,0,0,0,0,0
"Guardian of the Glade",285,89,4,39786,32,16777215,0.5,0.5,5,66723,0,0,0,0,0
"Fangs of Ashamane",287,91,5,37718,10,5052011,0.5,0.5,1,66775,0,0,0,0,0
Titanstrike,288,116,1,88111,9,3176653,0.5,0.5,0,0,0,0,1,0,0
"Fu Zan, the Wanderer's Companion",289,129,1,88115,9,1370755,0.69999998808,0.55000001192,0,0,0,0,1,0,0
"Fists of the Heavens",290,138,1,88114,9,3977706,0.5,0.60000002384,0,0,0,0,1,0,0
Truthguard,291,147,1,88092,9,-12849686,0.5,0.5,0,0,0,0,1,71,0
"Light's Wrath",292,152,1,88105,9,-8467201,0.5,0.5,0,0,0,0,1,0,0
"Ulthalesh, the Deadwind Harvester",294,178,1,88108,9,16439925,0.40000000596,0.64999997616,0,0,0,0,1,0,0
"Strom'kar, the Warbreaker",295,188,1,88094,9,-15823458,0.5,0.5,0,0,0,0,1,0,0
"Warswords of the Valarjar",296,193,1,88095,9,-16354,0.60000002384,0.60000002384,0,0,0,0,1,62,0
Doomhammer,297,44,2,37718,10,9511943,0.5,0.5,0,0,0,0,0,0,0
