ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID
67,0,0,-5,-1,1000,59,5257,0,0
68,0,2,0,-1,-1,0,17148,0,0
69,0,2,0,-1,-1,0,18208,0,0
70,0,0,0,3600000,0,0,18831,0,0
71,0,2,0,-1,-1,0,13480,0,0
72,0,0,-1,-1,300000,4,7396,0,0
73,0,0,-1,-1,1000,11,434,0,0
74,0,0,0,30000,0,0,4960,0,0
75,0,2,0,-1,-1,0,144272,0,0
76,0,0,-1,0,60000,24,49512,0,0
77,0,0,-1,0,1000,11,833,0,0
78,0,0,0,900000,0,0,835,0,0
79,0,0,-1,0,60000,24,13424,0,0
80,0,0,0,1800000,0,0,18826,0,0
81,0,0,-1,300000,300000,4,806,0,0
82,0,1,0,-1,-1,0,19691,0,0
83,0,0,-1,1000,-1,0,8116,0,0
84,0,0,-1,1000,-1,0,8094,0,0
85,0,1,0,-1,-1,0,265066,0,0
86,0,2,0,-1,-1,0,144268,0,0
87,0,0,-1,0,1000,11,1127,0,0
88,0,1,0,-1,-1,0,4070,0,0
89,0,0,-1,0,1000,59,1291949,0,0
92,0,0,-1,300000,300000,30,2024,0,0
93,0,0,-1,1000,-1,0,8100,0,0
94,0,0,-1,1000,-1,0,8113,0,0
95,0,0,0,300000,0,0,14053,0,0
96,0,2,0,-1,-1,0,16401,0,0
97,0,2,0,-1,-1,0,13528,0,0
98,0,2,0,-1,-1,0,18086,0,0
99,0,0,0,300000,0,0,8736,0,0
100,0,0,-1,0,120000,1153,8070,0,0
101,0,0,0,1800000,0,0,16739,0,0
102,0,1,0,-1,-1,0,19409,0,0
103,0,2,0,-1,-1,0,144250,0,0
105,0,1,0,-1,-1,0,265025,0,0
107,0,0,-1,0,60000,24,1090,0,0
108,0,1,0,-1,-1,0,29625,0,0
109,0,0,-1,0,1000,59,432,0,0
110,0,2,0,-1,-1,0,144246,0,0
111,0,2,0,-1,-1,0,18107,0,0
112,0,2,0,-1,-1,0,18217,0,0
113,0,1,0,-1,-1,0,193841,0,0
115,0,1,0,-1,-1,0,265027,0,0
117,0,0,-1,0,1000,59,431,0,0
118,0,0,-1,1000,-1,0,8119,0,0
119,0,0,-1,1000,-1,0,8097,0,0
120,0,2,0,-1,-1,0,17153,0,0
121,0,2,0,-1,-1,0,18199,0,0
122,0,0,-1,1000,-1,0,2831,0,0
123,0,0,-1,1000,-1,0,2832,0,0
133,1,6,0,-1,-1,0,470,0,0
135,1,6,0,-1,-1,0,472,0,0
136,0,0,-1,0,3000,79,2367,0,0
137,0,0,-1,300000,300000,4,437,0,0
138,0,0,-1,300000,300000,4,2370,0,0
139,0,0,-1,0,3000,79,2374,0,0
140,0,0,-1,0,3000,79,2378,0,0
141,0,0,-1,300000,300000,4,2379,0,0
148,0,0,-1,0,1000,150,1159,0,0
149,0,0,-1,0,1000,59,11008,0,0
150,0,0,-1,0,1000,59,11009,0,0
158,0,0,-1,0,1000,11,5004,0,0
160,0,0,-1,0,1000,11,2639,0,0
164,0,0,-1,-1,-1,0,11007,0,0
176,0,0,-1,0,1000,59,11007,0,0
177,0,0,0,600000,0,0,13744,0,0
178,0,0,0,1800000,0,0,14530,0,0
179,0,1,0,-1,-1,0,29501,0,0
180,0,1,0,-1,-1,0,29624,0,0
181,0,0,-1,0,0,0,2828,0,0
182,0,0,-1,0,0,0,2829,0,0
183,0,0,-1,0,0,0,2830,0,0
193,0,0,-1,0,-1,0,11007,0,0
194,0,1,0,-1,-1,0,124349,0,0
195,0,1,0,-1,-1,0,265036,0,0
196,0,2,0,-1,-1,0,16415,0,0
197,0,2,0,-1,-1,0,13491,0,0
198,0,0,-1,1000,-1,0,8115,0,0
199,0,0,-1,1000,-1,0,8091,0,0
200,0,0,0,-1,-1,0,73287,0,0
201,0,0,-1,-1,300000,4,29236,0,0
202,0,2,0,-1,-1,0,144271,0,0
204,0,0,-1,0,-1,0,3112,0,0
205,0,0,-1,0,-1,0,3113,0,0
206,0,0,-1,0,-1,0,3114,0,0
207,0,0,-10,30000,0,0,7669,0,0
209,0,2,0,-1,-1,0,18078,0,0
210,0,0,-1,0,3000,79,3219,0,0
211,0,0,-1,0,3000,79,3166,0,0
212,0,0,-1,300000,300000,4,438,0,0
213,0,0,-1,0,60000,79,26677,0,0
214,0,0,-1,300000,300000,4,3169,0,0
215,0,0,-1,0,3000,79,3222,0,0
216,0,0,-1,0,3000,79,3220,0,0
217,0,0,-1,0,3000,79,3160,0,0
218,0,0,-1,0,3000,79,3164,0,0
225,0,0,-1,-1,60000,24,700,0,0
226,0,0,-1,-1,1000,11,2639,0,0
227,0,0,0,600000,60000,1141,9515,0,0
228,0,1,0,-1,-1,0,144317,0,0
229,0,0,-1,0,1000,150,3267,0,0
230,0,0,-1,0,1000,150,3268,0,0
231,0,1,0,-1,-1,0,14565,0,0
259,0,0,-1,-1,-1,0,11008,0,0
260,0,0,0,-1,-1,0,1538,0,0
263,0,0,-1,0,1000,11,5007,0,0
273,0,0,-1,-1,-1,0,3407,0,0
275,0,0,-1,0,1000,11,1286535,0,0
276,0,0,-1,0,1000,59,1133,0,0
277,0,0,-1,0,-1,0,3408,0,0
278,0,1,0,-1,-1,0,265034,0,0
279,0,0,-1,300000,300000,4,3680,0,0
280,0,0,-1,1000,0,0,3594,0,0
281,0,0,-1,0,3000,79,3593,0,0
282,0,0,-1,0,3000,79,3223,0,0
283,0,0,-1,300000,300000,4,2023,0,0
284,0,0,-1,0,3000,79,6512,0,0
285,0,0,-1,1000,0,0,3595,0,0
292,1,2,0,-1,-1,0,144251,0,0
313,0,0,0,120000,0,0,3607,0,0
314,0,0,-1,0,1000,11,1129,0,0
315,0,0,-1,300000,300000,30,4042,0,0
316,0,0,0,1000,-1,0,3678,0,0
317,0,2,0,-1,-1,0,13496,0,0
318,0,1,0,-1,-1,0,9133,0,0
319,0,0,0,300000,0,0,9163,0,0
320,0,0,0,1200000,15000,1141,9174,0,0
321,0,0,-1,1000,-1,0,2833,0,0
340,0,0,0,1800000,-1,0,9774,0,0
365,0,0,-1,60000,60000,24,4054,0,0
366,0,0,-1,0,60000,24,4064,0,0
367,0,0,-1,0,60000,24,4061,0,0
368,0,0,-1,0,120000,1153,4071,0,0
369,0,0,-1,1000,-1,0,4056,0,0
370,0,0,-1,0,60000,24,4065,0,0
371,0,0,-1,0,60000,24,4066,0,0
372,0,0,-5,900000,0,0,4057,0,0
373,0,0,-1,0,60000,24,4062,0,0
374,0,0,-1,0,60000,24,4067,0,0
375,0,0,-10,300000,120000,1153,18805,0,0
376,0,0,-1,0,60000,24,4074,0,0
377,0,0,-5,900000,0,0,4077,0,0
378,0,0,-5,0,60000,24,4060,0,0
379,0,0,-1,0,60000,24,4068,0,0
380,0,0,-1,600000,60000,24,4078,0,0
381,0,0,-1,0,120000,1153,4072,0,0
382,0,0,-1,0,60000,24,4069,0,0
383,0,0,-1,0,60000,24,4100,0,0
384,0,0,0,300000,60000,94,4073,0,0
385,0,0,0,3600000,0,0,4079,0,0
386,0,0,-1,1000,-1,0,4075,0,0
387,0,0,-1,-1,0,0,55884,0,0
388,1,6,0,-1,-1,0,4055,0,0
389,0,0,-8,0,60000,24,4067,0,0
390,0,0,-1,-1,-1,0,3974,0,0
391,0,0,-1,1000,-1,0,3975,0,0
392,0,0,-1,-1,-1,0,3976,0,0
413,0,0,-1,1000,-1,0,8098,0,0
414,0,0,-1,1000,-1,0,8095,0,0
415,0,0,-1,1000,-1,0,8101,0,0
416,0,0,-1,1000,-1,0,8114,0,0
417,0,0,-1,1000,-1,0,8117,0,0
418,0,0,-1,1000,-1,0,8120,0,0
419,0,0,5,300000,0,0,14253,0,0
420,0,2,0,-1,-1,0,13518,0,0
421,0,2,0,-1,-1,0,16400,0,0
423,0,0,-1,-1,-1,0,4141,0,0
424,0,0,-1,10000,-1,0,4132,0,0
425,0,0,-1,10000,-1,0,4131,0,0
426,0,0,-1,10000,-1,0,4130,0,0
427,0,1,0,-1,-1,0,4152,0,0
428,0,0,-1,-1,-1,0,4239,0,0
429,0,0,-1,0,1000,11,1291825,0,0
430,0,0,-1,0,1000,11,1291827,0,0
433,0,0,-1,0,1000,11,1291822,0,0
437,0,0,-3,1000,0,0,4318,0,0
458,0,0,-1,300000,300000,4,4941,0,0
461,0,0,-1,-1,-1,0,4945,0,0
462,0,0,0,-1,-1,0,4982,0,0
464,0,0,0,600000,1000,59,1135,0,0
465,0,0,-1,-1,-1,0,4954,0,0
467,0,0,-1,-1,-1,0,4981,0,0
468,0,0,-1,0,60000,24,5134,0,0
470,0,0,-1,-1,-1,0,16375,0,0
471,0,0,-1,0,1000,59,5020,0,0
472,0,0,-1,0,1000,59,5021,0,0
473,0,0,-1,-1,-1,0,4975,0,0
474,0,0,0,300000,0,0,5024,0,0
476,0,0,-1,-1,-1,0,5099,0,0
477,0,0,-1,0,60000,24,5100,0,0
478,0,0,0,-1,-1,0,68417,0,0
479,0,0,-1,-1,-1,0,5107,0,0
480,0,0,-1,1000,0,0,5140,0,0
481,0,0,-1,-1,-1,0,68417,0,0
483,0,0,-1,1000,0,0,5161,0,0
485,0,0,0,1000,-1,0,5166,0,0
487,1,0,-1,-1,-1,0,5206,0,0
488,0,0,0,300000,0,0,1139,0,0
492,0,0,-1,-1,-1,0,483,0,0
493,1,6,0,-1,-1,0,5169,0,0
495,1,6,0,-1,-1,0,5264,0,0
497,1,6,0,-1,-1,0,5268,0,0
499,1,6,0,-1,-1,0,5267,0,0
501,1,6,0,-1,-1,0,5265,0,0
503,1,6,0,-1,-1,0,5266,0,0
504,0,0,-1,10000,-1,0,5316,0,0
505,0,2,0,-1,-1,0,18092,0,0
506,0,0,-1,-1,-1,0,4976,0,0
507,0,0,-1,0,0,1153,434,0,0
508,0,0,-1,0,0,0,5665,0,0
509,0,0,-1,-1,-1,0,5666,0,0
510,0,0,-1,0,900000,831,20707,0,0
511,0,0,-5,120000,-1,0,5809,0,0
512,0,0,0,1800000,0,0,14053,0,0
513,0,0,-1,600000,60000,24,6084,0,0
514,0,0,-1,-1,-1,0,6234,0,0
515,0,0,-1,0,1000,59,6114,0,0
517,0,0,-1,0,1000,59,430,0,0
518,0,0,1,1000,-1,0,6298,0,0
520,0,0,-1,-1,-1,0,4977,0,0
521,0,0,-1,-1,-1,0,4978,0,0
522,0,0,0,-1,-1,0,265,0,0
523,0,0,0,-1,-1,0,5,0,0
524,0,0,-1,1000,-1,0,6296,0,0
525,0,2,0,-1,-1,0,18197,0,0
526,0,0,-1,-1,-1,0,6310,0,0
527,0,0,-1,0,60000,24,8277,0,0
528,0,0,0,60000,-1,0,6405,0,0
530,0,0,-1,0,1000,11,6410,0,0
532,0,0,-1,-1,-1,0,6527,0,0
552,0,0,0,0,0,0,12883,0,0
553,1,0,-3,-1,60000,1711,6262,0,0
554,1,0,-3,0,120000,100,5405,0,0
556,0,0,0,-1,-1,0,3366,0,0
557,0,0,-1,-1,-1,0,58172,0,0
570,0,0,3,300000,0,0,14134,0,0
571,0,1,0,-1,-1,0,265233,0,0
572,0,0,-1,-1,-1,0,6609,0,0
573,0,0,-1,-1,-1,0,6610,0,0
574,0,0,-1,-1,-1,0,6611,0,0
575,0,0,-1,300000,300000,4,6612,0,0
576,0,0,-1,300000,300000,4,6613,0,0
577,0,0,-1,300000,300000,4,6615,0,0
578,0,0,-1,-1,-1,0,6620,0,0
586,1,6,0,-1,-1,0,6648,0,0
588,1,6,0,-1,-1,0,458,0,0
590,1,6,0,-1,-1,0,6653,0,0
592,1,6,0,-1,-1,0,6654,0,0
593,0,0,0,1000,-1,0,6658,0,0
594,0,0,-1,-1,-1,0,6627,0,0
595,0,0,-1,-1,-1,0,6656,0,0
596,0,0,-1,-1,-1,0,6630,0,0
597,0,0,-1,-1,-1,0,6626,0,0
598,0,0,-1,1000,-1,0,47004,0,0
599,0,2,0,-1,-1,0,144265,0,0
600,0,2,0,-1,-1,0,144254,0,0
619,0,0,-1,-1,-1,0,6717,0,0
620,0,2,0,-1,-1,0,20869,0,0
621,0,0,-1,300000,300000,4,6724,0,0
623,0,0,-1,1000,-1,0,6802,0,0
624,0,0,-1,-1,-1,0,6758,0,0
626,1,6,0,-1,-1,0,6777,0,0
627,0,0,-1,-1,-1,0,6803,0,0
628,0,0,-1,1000,-1,0,6805,0,0
630,1,6,0,-1,-1,0,6899,0,0
632,1,6,0,-1,-1,0,6898,0,0
637,0,0,-1,-1,-1,0,6902,0,0
638,0,0,-5,30000,-1,0,6918,0,0
639,0,0,-1,-1,-1,0,7108,0,0
646,0,0,-1,0,3000,79,7178,0,0
647,0,0,-1,0,3000,79,673,0,0
651,0,0,-1,-1,-1,0,7220,0,0
652,0,0,-1,-1,-1,0,7216,0,0
653,0,0,-1,-1,-1,0,7218,0,0
662,0,0,-1,300000,300000,4,7242,0,0
663,0,0,-1,300000,300000,4,7233,0,0
664,0,0,-1,300000,300000,4,7239,0,0
665,0,0,-1,300000,300000,4,7245,0,0
666,0,0,-1,300000,300000,4,7254,0,0
679,0,0,-1,-1,-1,0,7285,0,0
680,0,0,0,-1,-1,0,8001,0,0
681,0,0,-1,300000,300000,4,11903,0,0
682,0,1,0,-1,-1,0,7363,0,0
683,0,0,-1,-1,-1,0,7364,0,0
686,0,1,0,-1,-1,0,245729,0,0
699,0,0,0,180000,0,0,9221,0,0
700,0,0,0,180000,0,0,9223,0,0
703,0,0,-1,0,1000,11,7737,0,0
719,0,2,0,-1,-1,0,13490,0,0
734,0,1,0,-1,-1,0,7823,0,0
735,0,1,0,-1,-1,0,124034,0,0
736,0,1,0,-1,-1,0,71435,0,0
741,0,0,-1,300000,300000,4,7840,0,0
742,0,0,-1,0,3000,79,7844,0,0
753,0,0,0,-1,-1,0,7914,0,0
754,0,0,-1,0,1000,150,7926,0,0
755,0,0,-1,0,1000,150,7927,0,0
756,0,0,-1,60000,0,150,7932,0,0
757,0,0,-1,60000,0,150,7933,0,0
761,0,1,0,-1,-1,0,259006,0,0
762,0,1,0,-1,-1,0,258972,0,0
771,0,0,-1,10000,1000,11,8063,0,0
772,0,0,-1,-1,-1,0,8087,0,0
773,0,0,-1,-1,-1,0,8088,0,0
774,0,0,-1,-1,-1,0,8090,0,0
775,0,0,-1,-1,-1,0,8089,0,0
777,1,6,0,-1,-1,0,697,0,0
778,0,2,0,-1,-1,0,8191,0,0
780,1,6,0,-1,-1,0,712,0,0
781,0,0,0,180000,0,0,9224,0,0
782,0,0,-1,-1,-1,0,8202,0,0
783,0,0,-1,-1,-1,0,8898,0,0
784,0,0,-1,-1,-1,0,8899,0,0
785,0,0,-1,-1,-1,0,8900,0,0
787,1,6,0,-1,-1,0,8071,0,0
789,1,6,0,-1,-1,0,3599,0,0
791,1,6,0,-1,-1,0,5394,0,0
792,0,0,-1,1000,1000,11,8213,0,0
793,0,2,0,-1,-1,0,8348,0,0
796,0,0,-1,0,3000,79,8212,0,0
801,0,0,0,1000,-1,0,8283,0,0
804,0,0,-1,0,0,0,105518,0,0
805,0,0,-1,0,60000,24,8331,0,0
814,0,1,0,-1,-1,0,265057,0,0
815,0,0,-1,-1,-1,0,8517,0,0
816,0,1,0,-1,-1,0,63751,0,0
818,0,0,-1,-1,-1,0,8532,0,0
819,0,1,0,-1,-1,0,265071,0,0
820,0,0,-1,-1,-1,0,8593,0,0
828,2,0,0,300000,300000,30,18956,0,0
829,0,1,0,-1,-1,0,258896,0,0
830,0,1,0,-1,-1,0,259009,0,0
831,0,0,0,180000,0,0,8674,0,0
832,0,0,0,180000,0,0,7728,0,0
833,0,0,0,180000,-1,0,8712,0,0
834,0,0,0,-1,-1,1176,8690,0,0
835,0,0,0,3600000,15000,1141,70537,0,0
837,1,6,0,-1,-1,0,691,0,0
840,0,1,0,-1,-1,0,124181,0,0
841,0,1,0,-1,-1,0,8747,0,0
865,0,0,-1,-1,-1,0,8856,0,0
867,0,0,0,1800000,1800000,1051,8342,0,0
868,0,0,0,300000,300000,1203,8892,0,0
869,0,0,-1,-1,-1,0,8919,0,0
870,0,0,-1,-1,-1,0,8917,0,0
872,0,0,10,8000,-1,0,9082,0,0
873,0,0,-1,-1,-1,0,9052,0,0
874,0,0,-1,-1,-1,0,9055,0,0
875,0,1,0,-1,-1,0,9233,0,0
882,0,0,0,180000,0,0,8913,0,0
883,0,0,-1,-1,-1,0,9092,0,0
884,0,0,0,10000,-1,0,9095,0,0
896,0,1,0,-1,-1,0,9160,0,0
897,0,0,0,10000,-1,0,9172,0,0
898,0,0,0,1200000,300000,1203,9175,0,0
909,0,0,0,180000,0,0,9222,0,0
910,0,0,0,180000,0,0,8344,0,0
911,0,0,0,300000,300000,30,9252,0,0
913,1,0,0,300000,300000,30,9253,0,0
918,0,0,-1,-1,-1,0,9437,0,0
921,0,0,-5,120000,-1,0,9489,0,0
922,0,0,-1,300000,300000,4,9512,0,0
923,0,2,0,-1,-1,0,9632,0,0
924,0,2,0,-1,-1,0,18204,0,0
925,0,0,-1,-1,-1,0,9577,0,0
926,0,0,0,180000,10000,1141,14537,0,0
927,0,0,-1,-1,-1,0,9594,0,0
928,0,0,-1,-1,-1,0,9595,0,0
931,0,1,0,-1,-1,0,7619,0,0
932,0,2,0,-1,-1,0,18200,0,0
933,0,0,-1,-1,-1,0,9586,0,0
934,0,0,-1,-1,-1,0,9584,0,0
935,0,0,-1,-1,-1,0,9583,0,0
939,0,0,0,60000,-1,0,9712,0,0
940,1,0,0,1800000,0,0,9774,0,0
941,0,1,0,-1,-1,0,9778,0,0
942,0,1,0,-1,-1,0,17746,0,0
944,0,2,0,-1,-1,0,9796,0,0
945,0,2,0,-1,-1,0,9800,0,0
946,0,2,0,-1,-1,0,9806,0,0
947,0,0,-1,0,0,0,9900,0,0
948,0,0,-1,0,-1,0,9903,0,0
949,0,0,-1,-1,-1,0,9781,0,0
950,0,0,-1,-1,-1,0,9783,0,0
951,0,0,0,-1,-1,0,9976,0,0
952,0,0,-1,-1,-1,0,58165,0,0
996,0,1,0,-1,-1,0,265072,0,0
1005,0,0,10,-1,-1,0,10113,0,0
1006,0,0,0,-1,-1,0,10137,0,0
1008,0,0,-1,0,1000,11,1131,0,0
1009,0,0,-1,0,1000,59,1135,0,0
1010,0,0,-1,0,1000,59,1137,0,0
1011,0,0,-1,0,1000,59,22734,0,0
1012,0,0,-1,-1,-1,0,10723,0,0
1013,0,0,-1,-1,-1,0,10617,0,0
1014,0,0,-1,-1,-1,0,10459,0,0
1015,0,0,-1,1000,-1,0,10344,0,0
1016,0,2,0,-1,-1,0,144244,0,0
1018,0,2,0,-1,-1,0,10351,0,0
1019,0,1,0,-1,-1,0,265073,0,0
1020,0,2,0,-1,-1,0,13530,0,0
1021,0,0,-1,-1,-1,0,10369,0,0
1022,0,1,0,-1,-1,0,17768,0,0
1023,0,0,0,1800000,0,0,10577,0,0
1024,0,0,0,300000,10000,1141,10578,0,0
1027,0,0,0,3600000,600000,0,10618,0,0
1070,0,0,-1,0,3600000,103,10667,0,0
1071,0,0,-1,0,3600000,103,10668,0,0
1072,0,0,-1,0,3600000,103,10669,0,0
1073,0,0,-1,0,3600000,103,10692,0,0
1074,0,0,-1,0,3600000,103,10693,0,0
1076,0,0,-1,-1,-1,0,10738,0,0
1077,0,0,-1,-1,-1,0,55884,0,0
1078,1,6,0,-1,-1,0,10673,0,0
1080,1,6,0,-1,-1,0,10674,0,0
1082,1,6,0,-1,-1,0,10676,0,0
1084,1,6,0,-1,-1,0,10678,0,0
1086,1,6,0,-1,-1,0,10679,0,0
1088,1,6,0,-1,-1,0,10677,0,0
1090,1,6,0,-1,-1,0,10675,0,0
1092,1,6,0,-1,-1,0,10683,0,0
1093,0,0,-1,-1,-1,0,10772,0,0
1095,1,6,0,-1,-1,0,10682,0,0
1097,1,6,0,-1,-1,0,10684,0,0
1099,1,6,0,-1,-1,0,10680,0,0
1101,1,6,0,-1,-1,0,10711,0,0
1103,1,6,0,-1,-1,0,10698,0,0
1105,1,6,0,-1,-1,0,10697,0,0
1107,1,6,0,-1,-1,0,10707,0,0
1109,1,6,0,-1,-1,0,10706,0,0
1110,0,0,-1,0,1000,11,6727,0,0
1111,0,0,-1,0,3000,79,16589,0,0
1112,0,0,-1,0,1000,150,10838,0,0
1113,0,0,-1,0,1000,150,10839,0,0
1115,1,6,0,-1,-1,0,10873,0,0
1118,0,0,-1,-1,-1,0,11758,0,0
1120,1,6,0,-1,-1,0,16084,0,0
1122,1,6,0,-1,-1,0,8395,0,0
1124,1,6,0,-1,-1,0,10796,0,0
1126,1,6,0,-1,-1,0,10799,0,0
1128,1,6,0,-1,-1,0,10969,0,0
1132,1,6,0,-1,-1,0,10793,0,0
1136,1,6,0,-1,-1,0,8394,0,0
1138,1,6,0,-1,-1,0,10789,0,0
1143,0,0,0,10800000,-1,0,11209,0,0
1145,0,0,-1,0,3000,79,11319,0,0
1148,0,0,-1,0,3000,79,11328,0,0
1150,0,0,-1,0,3000,79,11349,0,0
1151,0,0,-1,0,1000,11,1269922,0,0
1153,0,0,-1,300000,300000,4,11350,0,0
1156,0,0,-1,300000,300000,4,11359,0,0
1157,0,0,-1,0,3000,79,11371,0,0
1158,0,0,-1,300000,300000,4,11387,0,0
1159,0,0,-1,0,3000,79,11389,0,0
1160,0,0,-1,0,3000,79,11390,0,0
1161,0,0,-1,300000,300000,4,11392,0,0
1162,0,0,-1,0,3000,79,11396,0,0
1163,0,0,-1,0,3000,79,11334,0,0
1164,0,0,0,60000,-1,0,11402,0,0
1165,0,0,-1,0,3000,79,11403,0,0
1166,0,0,-1,0,3000,79,11405,0,0
1167,0,0,-1,0,3000,79,11406,0,0
1168,0,0,-1,0,3000,79,11407,0,0
1169,0,0,-1,-1,-1,0,11435,0,0
1170,0,0,-1,-1,-1,0,11437,0,0
1171,0,0,-1,-1,-1,0,11009,0,0
1172,0,0,-1,-1,-1,0,11537,0,0
1173,0,0,-1,0,3000,79,11474,0,0
1174,0,0,-1,-1,-1,0,11513,0,0
1197,0,0,-1,1000,-1,0,11540,0,0
1198,0,0,-1,1000,-1,0,11541,0,0
1199,0,0,-1,1000,-1,0,11542,0,0
1200,0,0,-1,1000,-1,0,11544,0,0
1201,0,0,-1,1000,-1,0,11543,0,0
1202,0,0,-1,1000,-1,0,6668,0,0
1203,0,0,-1,-1,-1,0,11547,0,0
1204,0,0,-1,-1,-1,0,11548,0,0
1205,0,0,0,1000,-1,0,11610,0,0
1207,0,0,-1,-1,-1,0,11629,0,0
1208,0,0,0,-1,-1,0,12709,0,0
1211,0,1,0,-1,-1,0,258933,0,0
1212,0,2,0,-1,-1,0,13438,0,0
1213,0,0,0,180000,0,0,22641,0,0
1214,0,0,0,3600000,180000,0,5405,0,0
1215,0,0,0,3600000,0,0,12438,0,0
1216,0,1,0,-1,-1,0,29633,0,0
1217,0,1,0,-1,-1,0,248198,0,0
1218,0,1,0,-1,-1,0,248274,0,0
1219,0,2,0,-1,-1,0,13533,0,0
1220,0,2,0,-1,-1,0,10373,0,0
1221,0,1,0,-1,-1,0,245745,0,0
1222,0,0,0,180000,0,0,245705,0,0
1224,0,1,0,-1,-1,0,11789,0,0
1225,0,1,0,-1,-1,0,245749,0,0
1226,0,1,0,-1,-1,0,245739,0,0
1227,1,2,0,-1,-1,0,11791,0,0
1228,0,0,0,-1,-1,0,11757,0,0
1229,0,1,0,-1,-1,0,258885,0,0
1230,0,0,-1,-1,-1,0,11792,0,0
1231,0,1,0,-1,-1,0,258976,0,0
1233,0,1,0,-1,-1,0,258946,0,0
1234,0,2,0,-1,-1,0,144260,0,0
1235,0,2,0,-1,-1,0,13527,0,0
1236,0,0,0,60000,10000,1141,245708,0,0
1237,0,2,0,-1,-1,0,13486,0,0
1238,0,0,-1,-1,-1,0,11840,0,0
1239,0,0,0,1500,-1,0,11885,0,0
1240,0,1,0,-1,-1,0,265078,0,0
1241,0,0,0,1500,-1,0,11886,0,0
1242,0,0,0,1500,-1,0,11887,0,0
1243,0,0,0,1500,-1,0,11888,0,0
1244,0,0,0,1500,-1,0,11889,0,0
1245,0,1,0,-1,-1,0,258942,0,0
1246,0,1,0,-1,-1,0,265079,0,0
1248,0,0,0,-1,-1,0,11923,0,0
1249,0,1,0,-1,-1,0,11992,0,0
1250,0,0,0,60000,0,0,12022,0,0
1251,0,1,0,-1,-1,0,17816,0,0
1262,0,0,-1,1000,-1,0,12175,0,0
1263,0,0,-1,1000,-1,0,12177,0,0
1264,0,0,-1,1000,-1,0,12178,0,0
1265,0,0,-1,1000,-1,0,12176,0,0
1266,0,0,-1,1000,-1,0,12174,0,0
1267,0,0,-1,1000,-1,0,12179,0,0
1300,0,0,0,30000,-1,0,12189,0,0
1301,0,0,-1,-1,-1,0,12199,0,0
1303,1,6,0,-1,-1,0,10714,0,0
1305,1,6,0,-1,-1,0,10716,0,0
1307,1,6,0,-1,-1,0,10717,0,0
1309,1,6,0,-1,-1,0,10688,0,0
1311,1,6,0,-1,-1,0,10709,0,0
1313,1,6,0,-1,-1,0,12243,0,0
1314,0,0,0,1200000,0,0,12733,0,0
1317,0,0,2,-1,-1,0,12283,0,0
1318,0,0,0,-1,-1,0,12304,0,0
1319,0,0,0,900000,45000,1141,12766,0,0
1322,0,0,0,-1,-1,0,12347,0,0
1323,0,0,0,300000,-1,0,12346,0,0
1324,0,1,0,-1,-1,0,12418,0,0
1326,0,0,-1,0,60000,24,12419,0,0
