ID,ItemEffectID,ItemID
302,264,3729
303,109014,3734
304,109015,3734
305,109016,3735
306,109017,3735
307,109010,3736
308,109011,3736
309,109012,3737
310,109013,3737
311,273,3745
312,274,3770
313,275,3771
314,276,3772
315,277,3776
316,278,3822
317,279,3823
318,280,3824
319,281,3825
320,282,3826
321,283,3827
322,284,3828
323,285,3829
324,105671,3830
325,105672,3830
326,105629,3831
327,105630,3831
328,105569,3832
329,105570,3832
330,292,3854
331,105259,3866
332,105260,3866
333,105237,3867
334,105238,3867
335,105257,3868
336,105258,3868
337,105247,3869
338,105248,3869
339,105231,3870
340,105232,3870
341,105253,3871
342,105254,3871
343,105279,3872
344,105280,3872
345,105283,3873
346,105284,3873
347,105281,3874
348,105282,3874
349,105241,3875
350,105242,3875
351,313,3912
352,314,3927
353,315,3928
354,316,4027
355,317,4090
356,318,4248
357,319,4262
358,320,4264
359,321,4265
360,108589,4292
361,108590,4292
362,108057,4293
363,108058,4293
364,108047,4294
365,108048,4294
366,108063,4296
367,108064,4296
368,108051,4297
369,108052,4297
370,108003,4298
371,108004,4298
372,108029,4299
373,108030,4299
374,108073,4300
375,108074,4300
376,107999,4301
377,108000,4301
378,340,4328
379,108641,4345
380,108642,4345
381,108649,4346
382,108650,4346
383,108631,4347
384,108632,4347
385,108679,4348
386,108680,4348
387,108619,4349
388,108620,4349
389,108621,4350
390,108622,4350
391,108629,4351
392,108630,4351
393,108623,4352
394,108624,4352
395,108693,4353
396,108694,4353
397,108719,4354
398,108720,4354
399,108669,4355
400,108670,4355
401,108613,4356
402,108614,4356
403,365,4358
404,366,4360
405,367,4365
406,368,4366
407,369,4367
408,370,4370
409,371,4374
410,372,4376
411,373,4378
412,374,4380
413,375,4381
414,376,4384
415,377,4386
416,378,4388
417,379,4390
418,380,4391
419,381,4392
420,382,4394
421,383,4395
422,384,4396
423,385,4397
424,386,4398
425,387,4401
426,388,4401
427,389,4403
428,390,4405
429,391,4406
430,392,4407
431,105985,4408
432,105986,4408
433,105925,4409
434,105926,4409
435,105979,4410
436,105980,4410
437,105955,4411
438,105956,4411
439,105959,4412
440,105960,4412
441,105941,4413
442,105942,4413
443,105987,4414
444,105988,4414
445,105963,4415
446,105964,4415
447,105977,4416
448,105978,4416
449,105939,4417
450,105940,4417
451,413,4419
452,414,4421
453,415,4422
454,416,4424
455,417,4425
456,418,4426
457,419,4444
458,420,4446
459,421,4449
460,422,4457
461,423,4472
462,424,4479
463,425,4480
464,426,4481
465,427,4491
466,428,4529
467,429,4536
468,430,4537
469,431,4538
470,432,4539
471,433,4540
472,434,4541
473,435,4542
474,436,4544
475,437,4546
476,438,4592
477,439,4593
478,440,4594
479,441,4595
480,442,4596
481,105615,4597
482,105616,4597
483,445,4598
484,446,4599
485,447,4600
486,448,4601
487,449,4602
488,450,4603
489,451,4604
490,452,4605
491,453,4606
492,454,4607
493,455,4608
494,109088,4609
495,109089,4609
496,458,4623
497,105585,4624
498,105586,4624
499,461,4639
500,462,4640
501,463,4656
502,464,4696
503,465,4702
504,466,4791
505,467,4823
506,468,4852
507,469,4941
508,470,4945
509,471,4952
510,472,4953
511,473,4956
512,474,4984
513,476,4986
514,477,5013
515,478,5014
516,479,5020
517,480,5021
518,481,5042
519,482,5048
520,483,5052
521,484,5057
522,485,5059
523,486,5066
524,487,5068
525,488,5079
526,107805,5083
527,107806,5083
528,491,5095
529,492,5126
530,493,5126
531,494,5127
532,495,5127
533,496,5129
534,497,5129
535,498,5130
536,499,5130
537,500,5131
538,501,5131
539,502,5132
540,503,5132
541,504,5165
542,505,5182
543,506,5185
544,507,5205
545,508,5206
546,509,5218
547,510,5232
548,511,5251
549,512,5323
550,513,5332
551,514,5338
552,515,5342
553,516,5349
554,517,5350
555,518,5387
556,519,5411
557,520,5415
558,521,5416
559,522,5417
560,523,5418
561,524,5421
562,525,5426
563,526,5456
564,527,5457
565,528,5462
566,529,5472
567,530,5473
568,531,5474
569,532,5475
570,533,5476
571,534,5477
572,535,5478
573,536,5479
574,537,5480
575,109036,5482
576,109037,5482
577,108999,5483
578,109000,5483
579,109024,5484
580,109025,5484
581,108991,5485
582,108992,5485
583,108987,5486
584,108988,5486
585,108985,5488
586,108986,5488
587,108983,5489
588,108984,5489
589,552,5507
590,553,5512
591,554,5513
592,555,5514
593,556,5521
594,557,5523
595,116104,5524
596,559,5525
597,560,5526
598,561,5527
599,109128,5528
600,109129,5528
601,105229,5543
602,105230,5543
603,105289,5577
604,105290,5577
605,105295,5578
606,105296,5578
607,570,5613
608,571,5616
609,572,5619
610,573,5621
611,574,5623
612,575,5631
613,576,5633
614,577,5634
615,578,5638
616,105661,5640
617,105662,5640
618,105593,5642
619,105594,5642
620,105687,5643
621,105688,5643
622,585,5655
623,586,5655
624,587,5656
625,588,5656
626,589,5665
627,590,5665
628,591,5668
629,592,5668
630,593,5687
631,594,5692
632,595,5693
633,596,5694
634,597,5695
635,598,5740
636,599,5752
637,600,5756
638,108617,5771
639,108618,5771
640,108673,5772
641,108674,5772
642,108595,5773
643,108596,5773
644,108593,5774
645,108594,5774
646,108713,5775
647,108714,5775
648,108049,5786
649,108050,5786
650,108065,5787
651,108066,5787
652,108017,5788
653,108018,5788
654,108053,5789
655,108054,5789
656,619,5810
657,620,5815
658,621,5816
659,622,5845
660,623,5851
661,624,5859
662,625,5864
663,626,5864
664,627,5867
665,628,5868
666,629,5872
667,630,5872
668,631,5873
669,632,5873
670,19317,5874
671,19318,5874
672,19315,5875
673,19316,5875
674,637,5878
675,638,5880
676,639,5951
677,108071,5972
678,108072,5972
679,108033,5973
680,108034,5973
681,108087,5974
682,108088,5974
683,646,5996
684,647,5997
685,648,6038
686,109034,6039
687,109035,6039
688,651,6041
689,652,6042
690,653,6043
691,105293,6044
692,105294,6044
693,105267,6045
694,105268,6045
695,105227,6046
696,105228,6046
697,105381,6047
698,105382,6047
699,662,6048
700,663,6049
701,664,6050
702,665,6051
703,666,6052
704,105639,6053
705,105640,6053
706,105573,6054
707,105574,6054
708,105609,6055
709,105610,6055
710,105653,6056
711,105654,6056
712,105647,6057
713,105648,6057
714,105669,6068
715,105670,6068
716,679,6074
717,680,6145
718,681,6149
719,682,6182
720,683,6183
721,105659,6211
722,105660,6211
723,686,6220
724,108607,6270
725,108608,6270
726,108655,6271
727,108656,6271
728,108651,6272
729,108652,6272
730,108587,6273
731,108588,6273
732,108723,6274
733,108724,6274
734,108697,6275
735,108698,6275
736,699,6284
737,700,6286
738,701,6289
739,702,6290
740,703,6291
741,704,6299
742,705,6303
743,706,6308
744,707,6316
745,708,6317
746,109056,6325
747,109057,6325
748,109066,6326
749,109067,6326
750,109072,6328
751,109073,6328
752,109022,6329
753,109023,6329
754,109050,6330
755,109051,6330
756,719,6331
757,23155,6342
758,23156,6342
759,23157,6344
760,23158,6344
761,23159,6346
762,23160,6346
763,23161,6347
764,23162,6347
765,23163,6348
766,23164,6348
767,23165,6349
768,23166,6349
769,732,6361
770,733,6362
771,734,6365
772,735,6366
773,736,6367
774,109070,6368
775,109071,6368
776,109064,6369
777,109065,6369
778,741,6372
779,742,6373
780,23167,6375
781,23168,6375
782,23169,6377
783,23170,6377
784,108627,6390
785,108628,6390
786,108637,6391
787,108638,6391
788,108721,6401
789,108722,6401
790,753,6436
791,754,6450
792,755,6451
793,756,6452
794,757,6453
795,104661,6454
796,104662,6454
797,760,6458
798,761,6469
799,762,6472
800,107853,6474
801,107854,6474
802,107855,6475
803,107856,6475
804,108031,6476
805,108032,6476
806,771,6522
807,772,6529
808,773,6530
809,774,6532
810,775,6533
811,776,6544
812,777,6544
813,778,6622
814,779,6623
815,780,6623
816,781,6626
817,782,6635
818,783,6636
819,784,6637
820,785,6638
821,786,6648
822,787,6648
823,788,6649
824,789,6649
825,790,6650
826,791,6650
827,792,6657
828,793,6660
829,108989,6661
830,108990,6661
831,796,6662
832,105683,6663
833,105684,6663
834,105957,6672
835,105958,6672
836,801,6684
837,107803,6710
838,107804,6710
839,804,6712
840,805,6714
841,105929,6716
842,105930,6716
843,105173,6734
844,105174,6734
845,105377,6735
846,105378,6735
847,105171,6736
848,105172,6736
849,814,6738
850,815,6783
851,816,6786
852,817,6807
853,818,6811
854,819,6831
855,820,6866
856,821,6887
857,822,6888
858,823,6890
859,109076,6891
860,109077,6891
861,109054,6892
862,109055,6892
863,828,6898
864,829,6904
865,830,6909
866,831,6913
867,832,6928
868,833,6931
869,834,6948
870,835,6972
871,836,6988
872,837,6988
873,838,6997
874,839,6999
875,840,7005
876,841,7052
877,108695,7084
878,108696,7084
879,108699,7085
880,108700,7085
881,108685,7086
882,108686,7086
883,108727,7087
884,108728,7087
885,108705,7088
886,108706,7088
887,108677,7089
888,108678,7089
889,108663,7090
890,108664,7090
891,108609,7091
892,108610,7091
893,108709,7092
894,108710,7092
895,108615,7093
896,108616,7093
897,862,7097
898,108675,7114
899,108676,7114
900,865,7131
901,866,7133
902,867,7148
903,868,7189
904,869,7207
905,870,7208
906,871,7228
907,872,7247
908,873,7269
909,874,7273
910,875,7284
911,108025,7288
912,108026,7288
913,108021,7289
914,108022,7289
915,108079,7290
916,108080,7290
917,882,7297
918,883,7307
919,884,7308
921,108011,7360
922,108012,7360
923,108055,7361
924,108056,7361
925,108041,7362
926,108042,7362
927,108035,7363
928,108036,7363
929,108039,7364
930,108040,7364
931,896,7375
932,897,7388
933,898,7391
934,108015,7449
935,108016,7449
936,108005,7450
937,108006,7450
938,108019,7451
939,108020,7451
940,108001,7452
941,108002,7452
942,108013,7453
943,108014,7453
944,909,7464
945,910,7506
946,911,7507
947,912,7508
948,913,7515
949,105949,7560
950,105950,7560
951,105937,7561
952,105938,7561
953,918,7586
954,108077,7613
955,108078,7613
956,921,7667
957,922,7676
959,923,7717
960,924,7730
961,925,7733
962,926,7734
963,927,7740
964,928,7741
965,105983,7742
966,105984,7742
967,931,7747
968,932,7753
969,933,7766
970,934,7767
971,935,7768
972,936,7806
973,937,7807
974,938,7808
975,939,7866
976,940,7936
977,941,7939
978,942,7953
979,944,7959
980,945,7960
981,946,7961
982,947,7964
983,948,7965
984,949,7967
985,950,7969
986,951,7970
987,952,7973
988,105271,7975
989,105272,7975
990,105245,7976
991,105246,7976
992,105255,7977
993,105256,7977
994,105265,7978
995,105266,7978
996,105187,7979
997,105188,7979
998,105225,7980
999,105226,7980
1000,105193,7981
1001,105194,7981
1002,105189,7982
1003,105190,7982
1004,105333,7983
1005,105334,7983
1006,105335,7984
1007,105336,7984
1008,105313,7985
1009,105314,7985
1010,105317,7986
1011,105318,7986
1012,105309,7987
1013,105310,7987
1014,105347,7988
1015,105348,7988
1016,105277,7989
1017,105278,7989
1018,105249,7990
1019,105250,7990
1020,105235,7991
1021,105236,7991
1022,105263,7992
1023,105264,7992
1024,105275,7993
1025,105276,7993
1026,105327,7994
1027,105328,7994
1028,105379,7995
1029,105380,7995
1031,996,8006
1032,997,8007
1033,998,8008
1034,105223,8028
1035,105224,8028
1036,105321,8029
1037,105322,8029
1038,105191,8030
1039,105192,8030
1040,1005,8051
1041,1006,8066
1042,1007,8075
1043,1008,8076
1044,1009,8077
1045,1010,8078
1046,1011,8079
1047,1012,8095
1048,1013,8149
1049,1014,8155
1050,1015,8173
1051,1016,8190
1052,1017,8197
1053,1018,8223
1054,1019,8224
1055,1020,8225
1056,1021,8243
1057,1022,8345
1058,1023,8346
1059,1024,8348
1060,1025,8364
1061,1026,8365
1062,1027,8367
1063,107997,8384
1064,107998,8384
1065,108009,8385
1066,108010,8385
1067,108061,8386
1068,108062,8386
1069,108069,8387
1070,108070,8387
1071,108023,8388
1072,108024,8388
1073,108067,8389
1074,108068,8389
1075,108007,8390
1076,108008,8390
1077,107845,8395
1078,107846,8395
1079,107835,8397
1080,107836,8397
1081,107837,8398
1082,107838,8398
1083,107839,8399
1084,107840,8399
1085,107841,8400
1086,107842,8400
1087,107847,8401
1088,107848,8401
1089,107843,8402
1090,107844,8402
1091,107775,8403
1092,107776,8403
1093,107783,8404
1094,107784,8404
1095,107779,8405
1096,107780,8405
1097,107781,8406
1098,107782,8406
1099,107773,8407
1100,107774,8407
1101,107777,8408
1102,107778,8408
1103,108037,8409
1104,108038,8409
1105,1070,8410
1106,1071,8411
1107,1072,8412
1108,1073,8423
1109,1074,8424
1110,1075,8432
1111,1076,8444
1112,1077,8485
1113,1078,8485
1114,1079,8486
1115,1080,8486
1116,1081,8487
1117,1082,8487
1118,1083,8488
1119,1084,8488
1120,1085,8489
1121,1086,8489
1122,1087,8490
1123,1088,8490
1124,1089,8491
1125,1090,8491
1126,1091,8492
1127,1092,8492
1128,1093,8493
1129,1094,8494
1130,1095,8494
1131,1096,8495
1132,1097,8495
1133,1098,8496
1134,1099,8496
1135,1100,8497
1136,1101,8497
1137,1102,8498
1138,1103,8498
1139,1104,8499
1140,1105,8499
1141,1106,8500
1142,1107,8500
1143,1108,8501
1144,1109,8501
1145,1110,8526
1146,1111,8529
1147,1112,8544
1148,1113,8545
1149,1114,8563
1150,1115,8563
1151,19311,8583
1152,19312,8583
1153,1118,8584
1154,1119,8586
1155,1120,8586
1156,1121,8588
1157,1122,8588
1158,1123,8591
1159,1124,8591
1160,1125,8592
1161,1126,8592
1162,1127,8595
1163,1128,8595
1164,19295,8628
1165,19296,8628
1166,1131,8629
1167,1132,8629
1168,19299,8630
1169,19300,8630
1170,1135,8631
1171,1136,8631
1172,1137,8632
1173,1138,8632
1174,19297,8633
1175,19298,8633
1176,1141,8683
1177,1142,8688
1178,1143,8703
1179,1144,8766
1180,1145,8827
1181,1146,8932
1182,1147,8948
1183,1148,8949
1184,1149,8950
1185,1150,8951
1186,1151,8952
1187,1152,8953
1188,1153,8956
1189,1154,8957
1190,1155,8959
1191,1156,9030
1192,1157,9088
1193,1158,9144
1194,1159,9154
1195,1160,9155
1196,1161,9172
1197,1162,9179
1198,1163,9187
1199,1164,9189
1200,1165,9197
1201,1166,9206
1202,1167,9224
1203,1168,9233
1204,1169,9241
1205,1170,9249
1206,1171,9260
1207,1172,9263
1208,1173,9264
1209,1174,9283
1210,105561,9294
1211,105562,9294
1212,105575,9295
1213,105576,9295
1214,105557,9296
1215,105558,9296
1216,105623,9297
1217,105624,9297
1218,105559,9298
1219,105560,9298
1220,105581,9300
1221,105582,9300
1222,105679,9301
1223,105680,9301
1224,105707,9302
1225,105708,9302
1226,105699,9303
1227,105700,9303
1228,105705,9304
1229,105706,9304
1230,105701,9305
1231,105702,9305
1232,1197,9312
1233,1198,9313
1234,1199,9314
1235,1200,9315
1236,1201,9317
1237,1202,9318
1238,1203,9319
1239,1204,9323
1240,1205,9328
1241,1206,9360
1242,1207,9361
1243,1208,9364
1244,105339,9367
1245,105340,9367
1246,1211,9372
1247,1212,9386
1248,1213,9394
1249,1214,9397
1250,1215,9404
1251,1216,9412
1252,1217,9418
1253,1218,9419
1254,1219,9423
1255,1220,9425
1256,1221,9446
1257,1222,9449
1258,1223,9451
1259,1224,9452
1260,1225,9453
1261,1226,9458
1262,1227,9465
1263,1228,9466
1264,1229,9467
1265,1230,9472
1266,1231,9475
1268,1233,9478
1269,1234,9485
1270,1235,9486
1271,1236,9492
1272,1237,9511
1273,1238,9530
1274,1239,9606
1275,1240,9608
1276,1241,9618
1277,1242,9619
1278,1243,9620
1279,1244,9621
1280,1245,9639
1281,1246,9651
1282,1247,9681
1283,1248,9719
1284,1249,9978
1285,1250,10030
1286,1251,10036
1287,108691,10300
1288,108692,10300
1289,108597,10301
1290,108598,10301
1291,108703,10302
1292,108704,10302
1293,108665,10303
1294,108666,10303
1295,108671,10304
1296,108672,10304
1297,1262,10305
1298,1263,10306
1299,1264,10307
1300,1265,10308
1301,1266,10309
1302,1267,10310
1303,108647,10311
1304,108648,10311
1305,108681,10312
1306,108682,10312
1307,108635,10313
1308,108636,10313
1309,108701,10314
1310,108702,10314
1311,108653,10315
1312,108654,10315
1313,108605,10316
1314,108606,10316
1315,108657,10317
1316,108658,10317
1317,108603,10318
1318,108604,10318
1319,108683,10319
1320,108684,10319
1321,108643,10320
1322,108644,10320
1323,108707,10321
1324,108708,10321
1325,108633,10322
1326,108634,10322
1327,108725,10323
1328,108726,10323
1329,108599,10324
1330,108600,10324
1331,108591,10325
1332,108592,10325
1333,108625,10326
1334,108626,10326
1335,1300,10327
1336,1301,10338
1337,1302,10360
1338,1303,10360
1339,1304,10361
1340,1305,10361
1341,1306,10392
1342,1307,10392
1343,1308,10393
1344,1309,10393
1345,1310,10394
1346,1311,10394
1347,1312,10398
1348,1313,10398
1349,1314,10418
1350,105239,10424
1351,105240,10424
1352,1317,10444
1353,1318,10445
1354,1319,10455
1355,108733,10463
1356,108734,10463
1357,1322,10464
1358,1323,10465
1359,1324,10501
1360,1325,10506
1361,1326,10507
1362,1327,10514
1363,1328,10515
1364,1329,10518
1366,1331,10543
1367,1332,10546
1368,1333,10548
1369,1334,10562
1370,1335,10567
1371,1336,10576
1372,1337,10577
1373,1338,10586
1374,1339,10587
1375,1340,10588
1376,1341,10592
1377,105981,10601
1378,105982,10601
1379,105951,10602
1380,105952,10602
1381,105971,10603
1382,105972,10603
1383,105945,10604
1384,105946,10604
1385,105975,10605
1386,105976,10605
1387,105989,10606
1388,105990,10606
1389,105965,10607
1390,105966,10607
1391,105967,10608
1392,105968,10608
1393,105931,10609
1394,105932,10609
1395,1360,10622
1396,1361,10623
1397,1362,10625
1398,1363,10626
1399,1364,10627
1400,1365,10628
1401,105587,10644
1402,105588,10644
1403,1368,10645
1404,1369,10646
1405,1370,10659
1406,1371,10663
1407,1372,10684
1408,1373,10687
1409,1374,10688
1410,1375,10689
1411,1376,10690
1412,19939,10696
1413,19940,10696
1414,19941,10697
1415,19942,10697
1416,19943,10698
1417,19944,10698
1418,1383,10699
1419,105185,10713
1420,105186,10713
1421,1386,10716
1422,1387,10719
1423,1388,10720
1424,1389,10721
1425,1390,10724
1426,1391,10725
1427,1392,10726
1428,1393,10727
1429,108689,10728
1430,108690,10728
1431,1396,10761
1432,1397,10772
1433,1398,10792
1434,1399,10793
1435,1400,10794
1436,1401,10797
1437,1402,10803
1438,1403,10804
1439,1404,10818
1440,1405,10822
1441,1406,10822
1442,1407,10830
1443,1408,10831
1444,1409,10841
1445,1410,10847
1446,105419,10858
1447,105420,10858
1448,1413,10938
1449,1414,10939
1450,1416,11020
1451,1417,11023
1452,1418,11023
1453,1419,11026
1454,1420,11026
1455,1421,11027
1456,1422,11027
1457,23171,11038
1458,23172,11038
1459,23173,11039
1460,23174,11039
1461,1427,11078
1462,23175,11081
1463,23176,11081
1464,19945,11086
1465,19946,11086
1466,23177,11101
1467,23178,11101
1468,1435,11109
1469,1436,11110
1470,1437,11110
1471,1438,11115
1472,1439,11121
1473,1440,11122
1474,1441,11132
1475,1444,11140
1476,1445,11147
1477,1446,11148
1478,23179,11150
1479,23180,11150
1480,23181,11152
1481,23182,11152
1482,23183,11163
1483,23184,11163
1484,23185,11164
1485,23186,11164
1486,23187,11165
1487,23188,11165
1488,23189,11166
1489,23190,11166
1490,23191,11167
1491,23192,11167
1492,23193,11168
1493,23194,11168
1494,1463,11169
1495,1466,11197
1496,23195,11202
1497,23196,11202
1498,23197,11203
1499,23198,11203
1500,23199,11204
1501,23200,11204
1502,23201,11205
1503,23202,11205
1504,23203,11207
1505,23204,11207
1506,23205,11208
1507,23206,11208
1508,23207,11223
1509,23208,11223
1510,23209,11225
1511,23210,11225
1512,23211,11226
1513,23212,11226
1514,1485,11231
1515,1486,11243
1516,1487,11286
1517,1488,11302
1518,1489,11320
1519,1490,11325
1520,1491,11412
1521,1492,11415
1522,1493,11444
1523,1494,11445
1524,1495,11473
1525,1496,11474
1526,1497,11474
1527,1498,11522
1528,1499,11562
1529,1500,11563
1530,1501,11564
1531,1502,11565
1532,1503,11566
1533,1504,11567
1534,1505,11569
1535,1506,11570
1536,1507,11582
1537,1508,11584
1538,1509,11590
1539,1510,11602
1540,1511,11603
1541,1512,11607
1542,1513,11608
1543,1514,11609
1544,105127,11610
1545,105128,11610
1546,105129,11611
1547,105130,11611
1548,105131,11612
1549,105132,11612
1550,1521,11613
1551,105133,11614
1552,105134,11614
1553,105125,11615
1554,105126,11615
1555,1526,11622
1556,1527,11628
1557,1528,11629
1558,1529,11635
1559,1530,11642
1560,1531,11643
1561,1532,11645
1562,1533,11646
1563,1534,11647
1564,1535,11648
1565,1536,11649
1566,1541,11669
1567,1547,11682
1568,1549,11684
1569,1550,11744
1570,1551,11803
1571,1552,11804
1572,1553,11808
1573,1554,11809
1574,1555,11810
1575,105743,11813
1576,105744,11813
1577,1558,11815
1578,1559,11817
1579,1560,11819
1580,1561,11825
1581,1562,11825
1582,1563,11826
1583,1564,11826
1584,105919,11827
1585,105920,11827
1586,105921,11828
1587,105922,11828
1588,1569,11832
1589,1570,11833
1590,1571,11846
1591,1572,11861
1592,1573,11885
1593,1574,11902
1594,1575,11903
1595,1576,11903
1596,1577,11905
1597,1578,11906
1598,1579,11907
1599,1580,11914
1600,1581,11920
1601,1582,11948
1602,1583,11950
1603,1584,11951
1604,1585,11952
1605,1586,11953
1606,1587,12003
1607,105273,12162
1608,105274,12162
1609,105423,12163
1610,105424,12163
1611,105421,12164
1612,105422,12164
1613,19947,12185
1614,19948,12185
1615,1596,12190
1616,1597,12209
1617,1598,12210
1618,1599,12211
1619,1600,12212
1620,1601,12213
1621,1602,12214
1622,1603,12215
1623,1604,12216
1624,1605,12217
1625,1606,12218
1626,1607,12224
1627,1608,12225
1628,109058,12226
1629,109059,12226
1630,109044,12227
1631,109045,12227
1632,109166,12228
1633,109167,12228
1634,109136,12229
1635,109137,12229
1636,109132,12231
1637,109133,12231
1638,109160,12232
1639,109161,12232
1640,109134,12233
1641,109135,12233
1642,1623,12238
1643,109138,12239
1644,109139,12239
1645,109144,12240
1646,109145,12240
1647,1628,12243
1648,1629,12250
1649,105269,12261
1650,105270,12261
1651,1632,12262
1652,1633,12264
1653,1634,12264
1654,1635,12284
1655,1636,12286
1656,1637,12287
1657,1638,12288
1658,1639,12300
1659,1640,12302
1660,1641,12302
1661,1642,12303
1662,1643,12303
1663,1644,12323
1664,1645,12325
1665,1646,12325
1666,1647,12326
1667,1648,12326
1668,1649,12327
1669,1650,12327
1670,1651,12330
1671,1652,12330
1672,25028,12344
1673,1655,12346
1674,1656,12347
1675,1657,12350
1676,1658,12351
1677,1659,12351
1678,1660,12353
1679,1661,12353
1680,1662,12354
1681,1663,12354
1682,1664,12368
1683,1665,12404
1684,1666,12440
1685,1667,12443
1686,1668,12450
1687,1669,12451
1688,1670,12455
1689,1671,12457
1690,1672,12458
1691,1673,12459
1692,1674,12460
1693,1675,12463
1694,1676,12469
1695,1677,12472
1696,1678,12526
1697,1679,12528
1698,19291,12529
1699,19292,12529
1700,1682,12531
1701,1683,12532
1702,1684,12534
1703,1685,12549
1704,1686,12565
1705,1687,12566
1706,1688,12582
1707,1689,12583
1708,1691,12586
1709,1692,12588
1710,1693,12590
1711,1694,12592
1712,1695,12621
1713,1696,12622
1714,1697,12627
1715,1698,12628
1716,1699,12631
1717,1700,12632
1718,1701,12639
1719,1702,12641
1720,1703,12643
1721,1704,12645
1722,1705,12646
1723,1706,12647
1724,1707,12650
1725,1708,12662
1726,105405,12682
1727,105406,12682
1728,105399,12683
1729,105400,12683
1730,105417,12684
1731,105418,12684
1732,105373,12685
1733,105374,12685
1734,105323,12687
1735,105324,12687
1736,105307,12688
1737,105308,12688
1738,105409,12689
1739,105410,12689
1740,105337,12690
1741,105338,12690
1742,105215,12691
1743,105216,12691
1744,105371,12692
1745,105372,12692
1746,105397,12693
1747,105398,12693
1748,105395,12694
1749,105396,12694
1750,105401,12695
1751,105402,12695
1752,105135,12696
1753,105136,12696
1754,105411,12697
1755,105412,12697
1756,105195,12698
1757,105196,12698
1758,105137,12699
1759,105138,12699
1760,105329,12700
1761,105330,12700
1762,105355,12701
1763,105356,12701
1764,105407,12702
1765,105408,12702
1766,105207,12703
1767,105208,12703
1768,105415,12704
