ID,ItemID,ItemAppearanceModifierID,ItemAppearanceID,OrderIndex,TransmogSourceTypeEnum,Flags
144,892,0,283,0,4,0
145,897,0,284,0,4,0
146,899,0,285,0,4,0
147,906,0,286,0,9,0
148,907,0,287,0,9,0
149,908,0,288,0,9,0
150,909,0,289,0,9,0
151,911,0,290,0,4,0
152,913,0,291,0,9,0
153,914,0,292,0,4,0
154,920,0,293,0,4,0
155,922,0,294,0,3,0
156,923,0,295,0,3,0
157,924,0,296,0,3,0
158,925,0,297,0,3,0
159,926,0,298,0,3,0
160,927,0,228,0,3,0
161,928,0,299,0,3,0
162,934,0,300,0,4,0
163,935,0,301,0,4,0
164,936,0,302,0,4,0
165,937,0,303,0,4,0
166,940,0,304,0,4,0
167,943,0,305,0,4,0
168,944,0,306,0,4,0
169,945,0,307,0,9,0
170,948,0,307,0,9,0
171,983,0,308,0,2,0
172,1008,0,309,0,0,0
173,1009,0,310,0,5,0
174,1010,0,311,0,2,0
175,1011,0,312,0,2,0
176,1018,0,313,0,9,0
177,1117,0,314,0,9,0
178,1121,0,315,0,4,0
179,1131,0,316,0,5,0
180,1154,0,247,0,5,0
181,1155,0,317,0,1,0
182,1158,0,318,0,2,0
183,1159,0,319,0,5,0
184,1161,0,320,0,5,0
185,1162,0,321,0,9,0
186,1163,0,322,0,9,0
187,1168,0,323,0,4,0
188,1169,0,324,0,4,0
189,1171,0,325,0,2,0
190,1172,0,326,0,2,0
191,1173,0,327,0,2,0
192,1182,0,328,0,2,0
193,1183,0,329,0,2,0
194,1190,0,330,0,4,0
195,1194,0,331,0,3,0
196,1195,0,332,0,4,0
197,1196,0,333,0,3,0
198,1197,0,334,0,3,0
199,1198,0,335,0,3,0
200,1200,0,336,0,3,0
201,1201,0,337,0,3,0
202,1202,0,338,0,3,0
203,1203,0,339,0,4,0
204,1204,0,340,0,4,0
205,1207,0,341,0,4,0
206,1211,0,342,0,4,0
207,1213,0,343,0,4,0
208,1214,0,344,0,4,0
209,1215,0,345,0,4,0
210,1216,0,346,0,9,0
211,1218,0,347,0,4,0
212,1219,0,348,0,4,0
213,1220,0,349,0,4,0
214,1259,0,350,0,9,0
215,1263,0,351,0,4,0
216,1264,0,352,0,5,0
217,1265,0,353,0,4,0
218,1270,0,354,0,5,0
219,1273,0,355,0,5,0
220,1275,0,256,0,5,0
221,1276,0,356,0,5,0
222,1280,0,357,0,4,0
223,1282,0,358,0,5,0
224,1287,0,359,0,4,0
225,1292,0,360,0,1,0
226,1296,0,361,0,4,0
227,1297,0,362,0,4,0
228,1299,0,363,0,4,0
229,1300,0,364,0,4,0
230,1302,0,365,0,5,0
231,1303,0,259,0,5,0
232,1304,0,366,0,5,0
233,1306,0,367,0,5,0
234,1310,0,368,0,5,0
235,1314,0,369,0,4,0
236,1317,0,370,0,5,0
237,1318,0,371,0,4,0
238,1351,0,372,0,4,0
239,1355,0,373,0,4,0
240,1359,0,374,0,2,0
241,1360,0,375,0,2,0
242,1364,0,376,0,3,0
243,1366,0,377,0,3,0
244,1367,0,378,0,3,0
245,1368,0,379,0,3,0
246,1369,0,380,0,3,0
247,1370,0,381,0,3,0
248,1372,0,373,0,3,0
249,1374,0,382,0,3,0
250,1376,0,383,0,3,0
251,1377,0,384,0,3,0
252,1378,0,385,0,3,0
253,1380,0,386,0,3,0
254,1382,0,387,0,5,0
255,1383,0,388,0,5,0
256,1384,0,389,0,4,0
257,1386,0,390,0,0,0
258,1387,0,391,0,4,0
259,1388,0,392,0,4,0
260,1389,0,393,0,4,0
261,1391,0,394,0,4,0
262,1394,0,395,0,4,0
263,1395,0,162,0,3,0
264,1396,0,396,0,3,0
265,1405,0,397,0,4,0
266,1406,0,398,0,4,0
267,1411,0,399,0,4,0
268,1412,0,400,0,4,0
269,1413,0,401,0,4,0
270,1414,0,402,0,4,0
271,1415,0,403,0,4,0
272,1416,0,388,0,4,0
273,1417,0,404,0,4,0
274,1418,0,405,0,4,0
275,1419,0,406,0,4,0
276,1420,0,407,0,4,0
277,1421,0,373,0,0,0
278,1422,0,408,0,4,0
279,1423,0,409,0,4,0
280,1425,0,410,0,4,0
281,1427,0,411,0,4,0
282,1429,0,412,0,4,0
283,1430,0,413,0,4,0
284,1431,0,414,0,4,0
285,1433,0,415,0,4,0
286,1436,0,416,0,5,0
287,1438,0,417,0,4,0
288,1440,0,418,0,4,0
289,1445,0,419,0,4,0
290,1446,0,420,0,4,0
291,1448,0,421,0,4,0
292,1454,0,422,0,4,0
293,1455,0,423,0,4,0
294,1457,0,424,0,4,0
295,1458,0,425,0,4,0
296,1459,0,426,0,4,0
297,1460,0,427,0,4,0
298,1461,0,428,0,4,0
299,1465,0,429,0,4,0
300,1469,0,430,0,4,0
301,1473,0,431,0,4,0
302,1479,0,432,0,5,0
303,1480,0,433,0,5,0
304,1481,0,434,0,4,0
305,1482,0,435,0,4,0
306,1483,0,436,0,4,0
307,1484,0,437,0,4,0
308,1485,0,438,0,4,0
309,1486,0,439,0,4,0
310,1488,0,440,0,4,0
311,1489,0,441,0,4,0
312,1493,0,442,0,4,0
313,1495,0,443,0,4,0
314,1497,0,444,0,4,0
315,1498,0,445,0,4,0
316,1499,0,446,0,4,0
317,1501,0,447,0,4,0
318,1502,0,448,0,4,0
319,1503,0,449,0,4,0
320,1504,0,450,0,4,0
321,1505,0,451,0,0,0
322,1506,0,452,0,4,0
323,1507,0,453,0,4,0
324,1509,0,454,0,4,0
325,1510,0,455,0,4,0
326,1511,0,456,0,4,0
327,1512,0,457,0,4,0
328,1513,0,458,0,4,0
329,1514,0,459,0,4,0
330,1515,0,460,0,3,0
331,1516,0,461,0,4,0
332,1521,0,462,0,4,0
333,1522,0,463,0,4,0
334,1523,0,464,0,4,0
335,1539,0,465,0,4,0
336,1547,0,466,0,5,0
337,1557,0,467,0,2,0
338,1560,0,468,0,4,0
339,1561,0,469,0,5,0
340,1566,0,470,0,5,0
341,1602,0,471,0,4,0
342,1604,0,472,0,5,0
343,1607,0,473,0,4,0
344,1608,0,474,0,4,0
345,1613,0,475,0,4,0
346,1624,0,476,0,4,0
347,1625,0,477,0,4,0
348,1639,0,478,0,4,0
349,1640,0,479,0,4,0
350,1659,0,480,0,4,0
351,1664,0,481,0,4,0
352,1677,0,482,0,4,0
353,1678,0,483,0,4,0
354,1679,0,484,0,4,0
355,1680,0,485,0,4,0
356,1715,0,482,0,4,0
357,1716,0,486,0,4,0
358,1717,0,440,0,4,0
359,1718,0,487,0,4,0
360,1720,0,488,0,4,0
361,1721,0,489,0,4,0
362,1722,0,490,0,4,0
363,1726,0,491,0,4,0
364,1727,0,492,0,4,0
365,1728,0,493,0,4,0
366,1730,0,494,0,4,0
367,1731,0,495,0,4,0
368,1732,0,496,0,4,0
369,1733,0,497,0,0,0
370,1734,0,498,0,4,0
371,1735,0,499,0,4,0
372,1737,0,500,0,4,0
373,1738,0,494,0,4,0
374,1739,0,495,0,4,0
375,1740,0,496,0,4,0
376,1741,0,501,0,0,0
377,1742,0,498,0,4,0
378,1743,0,499,0,4,0
379,1744,0,502,0,4,0
380,1745,0,500,0,4,0
381,1746,0,494,0,4,0
382,1747,0,495,0,4,0
383,1748,0,496,0,4,0
384,1749,0,503,0,4,0
385,1750,0,498,0,4,0
386,1751,0,499,0,4,0
387,1752,0,502,0,4,0
388,1753,0,500,0,4,0
389,1754,0,494,0,4,0
390,1755,0,495,0,4,0
391,1756,0,496,0,4,0
392,1757,0,504,0,4,0
393,1758,0,498,0,4,0
394,1759,0,499,0,4,0
395,1760,0,502,0,4,0
396,1761,0,500,0,4,0
397,1764,0,505,0,4,0
398,1766,0,412,0,4,0
399,1767,0,506,0,4,0
400,1768,0,507,0,3,0
401,1769,0,508,0,4,0
402,1770,0,509,0,4,0
403,1772,0,510,0,4,0
404,1774,0,511,0,4,0
405,1775,0,512,0,4,0
406,1776,0,513,0,3,0
407,1777,0,514,0,4,0
408,1778,0,515,0,4,0
409,1780,0,516,0,4,0
410,1782,0,517,0,4,0
411,1783,0,518,0,4,0
412,1784,0,519,0,4,0
413,1785,0,520,0,4,0
414,1786,0,28524,0,4,0
415,1787,0,521,0,4,0
416,1788,0,522,0,4,0
417,1789,0,523,0,4,0
418,1790,0,451,0,0,0
419,1791,0,524,0,4,0
420,1792,0,525,0,4,0
421,1793,0,286,0,4,0
422,1794,0,526,0,4,0
423,1795,0,527,0,4,0
424,1796,0,528,0,4,0
425,1797,0,529,0,4,0
426,1798,0,373,0,4,0
427,1799,0,530,0,4,0
428,1800,0,531,0,4,0
429,1801,0,532,0,4,0
430,1802,0,533,0,4,0
431,1803,0,534,0,4,0
432,1804,0,535,0,4,0
433,1805,0,536,0,4,0
434,1806,0,537,0,4,0
435,1807,0,538,0,4,0
436,1808,0,539,0,4,0
437,1809,0,540,0,4,0
438,1810,0,541,0,4,0
439,1811,0,542,0,4,0
440,1812,0,543,0,4,0
441,1813,0,544,0,4,0
442,1814,0,545,0,4,0
443,1815,0,156,0,4,0
444,1816,0,388,0,4,0
445,1817,0,546,0,4,0
446,1818,0,547,0,4,0
447,1819,0,224,0,9,0
448,1820,0,548,0,4,0
449,1821,0,549,0,4,0
450,1822,0,550,0,4,0
451,1823,0,551,0,4,0
452,1824,0,552,0,4,0
453,1825,0,553,0,4,0
454,1826,0,554,0,4,0
455,1827,0,360,0,4,0
456,1828,0,555,0,4,0
457,1829,0,556,0,4,0
458,1830,0,557,0,4,0
459,1831,0,558,0,4,0
460,1832,0,559,0,5,0
461,1835,0,560,0,3,0
462,1836,0,561,0,3,0
463,1839,0,562,0,3,0
464,1840,0,563,0,3,0
465,1843,0,564,0,3,0
466,1844,0,565,0,3,0
467,1845,0,494,0,3,0
468,1846,0,566,0,3,0
469,1849,0,567,0,3,0
470,1850,0,568,0,3,0
471,1852,0,569,0,3,0
472,1853,0,247,0,3,0
473,1893,0,224,0,5,0
474,1895,0,389,0,9,0
475,1896,0,570,0,9,0
476,1897,0,571,0,9,0
477,1899,0,309,0,9,0
478,1900,0,260,0,9,0
479,1901,0,393,0,9,0
480,1902,0,572,0,9,0
481,1903,0,573,0,9,0
482,1904,0,388,0,9,0
483,1905,0,574,0,9,0
484,1906,0,326,0,9,0
485,1907,0,575,0,9,0
486,1908,0,155,0,9,0
487,1909,0,576,0,9,0
488,1910,0,224,0,9,0
489,1911,0,577,0,9,0
490,1913,0,578,0,4,0
491,1917,0,579,0,4,0
492,1925,0,580,0,4,0
493,1926,0,581,0,4,0
494,1927,0,582,0,4,0
495,1928,0,583,0,4,0
496,1929,0,584,0,1,0
497,1930,0,585,0,4,0
498,1933,0,586,0,4,0
499,1934,0,587,0,1,0
500,1935,0,588,0,4,0
501,1936,0,589,0,4,0
502,1937,0,590,0,1,0
503,1938,0,591,0,4,0
504,1943,0,257,0,4,0
505,1944,0,592,0,4,0
506,1945,0,593,0,4,0
507,1951,0,594,0,4,0
508,1955,0,595,0,4,0
509,1957,0,596,0,9,0
510,1958,0,597,0,4,0
511,1959,0,224,0,1,0
512,1961,0,598,0,9,0
513,1965,0,599,0,4,0
514,1974,0,600,0,4,0
515,1975,0,601,0,4,0
516,1976,0,602,0,4,0
517,1978,0,603,0,4,0
518,1979,0,604,0,4,0
519,1981,0,605,0,4,0
520,1982,0,606,0,4,0
521,1983,0,607,0,9,0
522,1984,0,337,0,9,0
523,1985,0,608,0,9,0
524,1986,0,609,0,5,0
525,1988,0,610,0,4,0
526,1990,0,611,0,4,0
527,1991,0,332,0,4,0
528,1992,0,612,0,5,0
529,1994,0,613,0,4,0
530,1997,0,614,0,4,0
531,1998,0,615,0,4,0
532,2000,0,616,0,5,0
533,2011,0,617,0,4,0
534,2013,0,618,0,4,0
535,2014,0,619,0,4,0
536,2015,0,620,0,4,0
537,2016,0,292,0,4,0
538,2017,0,621,0,4,0
539,2018,0,622,0,4,0
540,2020,0,285,0,4,0
541,2021,0,623,0,4,0
542,2023,0,624,0,9,0
543,2024,0,625,0,3,0
544,2025,0,626,0,3,0
545,2026,0,627,0,3,0
546,2027,0,556,0,3,0
547,2028,0,628,0,3,0
548,2029,0,629,0,3,0
549,2030,0,630,0,3,0
550,2032,0,631,0,5,0
551,2033,0,632,0,5,0
552,2034,0,633,0,4,0
553,2035,0,634,0,4,0
554,2036,0,635,0,5,0
555,2037,0,636,0,5,0
556,2040,0,637,0,4,0
557,2041,0,638,0,5,0
558,2042,0,639,0,5,0
559,2044,0,640,0,5,0
560,2046,0,307,0,4,0
561,2047,0,641,0,2,0
562,2048,0,642,0,4,0
563,2051,0,643,0,9,0
564,2052,0,643,0,9,0
565,2053,0,644,0,9,0
566,2054,0,645,0,4,0
567,2055,0,572,0,4,0
568,2056,0,642,0,9,0
569,2057,0,646,0,4,0
570,2058,0,647,0,4,0
571,2059,0,648,0,4,0
572,2064,0,649,0,4,0
573,2065,0,650,0,4,0
574,2066,0,651,0,4,0
575,2067,0,652,0,4,0
576,2069,0,653,0,4,0
577,2072,0,654,0,4,0
578,2073,0,655,0,4,0
579,2074,0,656,0,5,0
580,2075,0,581,0,4,0
581,2077,0,657,0,4,0
582,2078,0,658,0,4,0
583,2079,0,659,0,4,0
584,2080,0,660,0,4,0
585,2081,0,326,0,9,0
586,2084,0,661,0,4,0
587,2087,0,662,0,4,0
588,2088,0,663,0,4,0
589,2089,0,664,0,5,0
590,2092,0,665,0,5,0
591,2098,0,666,0,4,0
592,2099,0,667,0,4,0
593,2100,0,668,0,4,0
594,2105,0,669,0,5,0
595,2108,0,670,0,4,0
596,2109,0,500,0,4,0
597,2110,0,671,0,4,0
598,2112,0,672,0,4,0
599,2114,0,673,0,4,0
600,2117,0,674,0,3,0
601,2119,0,675,0,3,0
602,2120,0,676,0,3,0
603,2121,0,677,0,3,0
604,2122,0,678,0,3,0
605,2123,0,679,0,3,0
606,2124,0,680,0,3,0
607,2125,0,681,0,3,0
608,2126,0,682,0,3,0
609,2127,0,683,0,3,0
610,2129,0,684,0,3,0
611,2130,0,395,0,3,0
612,2131,0,685,0,3,0
613,2132,0,686,0,3,0
614,2134,0,687,0,3,0
615,2137,0,688,0,5,0
616,2138,0,689,0,4,0
617,2139,0,690,0,3,0
618,2140,0,691,0,4,0
619,2141,0,692,0,3,0
620,2142,0,693,0,3,0
621,2143,0,694,0,3,0
622,2144,0,695,0,3,0
623,2145,0,696,0,3,0
624,2146,0,697,0,3,0
625,2147,0,698,0,9,0
626,2148,0,699,0,3,0
627,2149,0,700,0,3,0
628,2150,0,701,0,3,0
629,2151,0,702,0,3,0
630,2152,0,703,0,3,0
631,2153,0,482,0,3,0
632,2156,0,704,0,3,0
633,2158,0,705,0,3,0
634,2159,0,706,0,3,0
635,2160,0,707,0,3,0
636,2163,0,708,0,4,0
637,2164,0,709,0,4,0
638,2165,0,373,0,5,0
639,2166,0,710,0,4,0
640,2167,0,711,0,4,0
641,2168,0,712,0,1,0
642,2169,0,713,0,1,0
643,2172,0,714,0,5,0
644,2173,0,715,0,2,0
645,2175,0,716,0,4,0
646,2176,0,717,0,9,0
647,2177,0,718,0,9,0
648,2178,0,719,0,9,0
649,2179,0,720,0,9,0
650,2180,0,721,0,9,0
651,2181,0,722,0,9,0
652,2182,0,723,0,9,0
653,2183,0,724,0,9,0
654,2184,0,665,0,9,0
655,2186,0,235,0,2,0
656,2189,0,725,0,9,0
657,2194,0,726,0,4,0
658,2195,0,665,0,2,0
659,2196,0,727,0,9,0
660,2197,0,728,0,9,0
661,2198,0,729,0,9,0
662,2199,0,730,0,9,0
663,2200,0,731,0,9,0
664,2201,0,732,0,9,0
665,2202,0,733,0,9,0
666,2203,0,734,0,4,0
667,2204,0,735,0,4,0
668,2205,0,736,0,4,0
669,2207,0,737,0,3,0
670,2208,0,738,0,3,0
671,2209,0,739,0,3,0
672,2210,0,740,0,4,0
673,2211,0,741,0,4,0
674,2212,0,742,0,4,0
675,2213,0,643,0,4,0
676,2214,0,743,0,4,0
677,2215,0,744,0,4,0
678,2216,0,745,0,4,0
679,2217,0,746,0,4,0
680,2218,0,747,0,5,0
681,2219,0,748,0,4,0
682,2220,0,749,0,4,0
683,2221,0,750,0,4,0
684,2222,0,608,0,4,0
685,2224,0,751,0,5,0
686,2225,0,752,0,5,0
687,2226,0,753,0,4,0
688,2227,0,754,0,4,0
689,2230,0,755,0,5,0
690,2231,0,756,0,5,0
691,2232,0,757,0,4,0
692,2233,0,758,0,4,0
693,2234,0,759,0,4,0
694,2235,0,760,0,4,0
695,2236,0,761,0,4,0
696,2237,0,762,0,2,0
697,2238,0,763,0,2,0
698,2240,0,764,0,0,0
699,2241,0,765,0,4,0
700,2243,0,766,0,4,0
701,2244,0,767,0,4,0
702,2245,0,768,0,4,0
703,2249,0,356,0,5,0
704,2254,0,769,0,4,0
705,2256,0,770,0,4,0
706,2257,0,771,0,4,0
707,2258,0,320,0,4,0
708,2259,0,772,0,4,0
709,2260,0,773,0,4,0
710,2263,0,774,0,5,0
711,2264,0,775,0,4,0
712,2265,0,776,0,4,0
713,2266,0,777,0,4,0
714,2267,0,261,0,4,0
715,2268,0,778,0,4,0
716,2271,0,779,0,4,0
717,2273,0,780,0,4,0
718,2274,0,211,0,4,0
719,2276,0,781,0,4,0
720,2277,0,782,0,4,0
721,2278,0,783,0,4,0
722,2280,0,784,0,4,0
723,2281,0,776,0,4,0
724,2282,0,785,0,4,0
725,2283,0,786,0,4,0
726,2284,0,787,0,4,0
727,2291,0,788,0,4,0
728,2292,0,789,0,4,0
729,2299,0,790,0,4,0
730,2300,0,791,0,8,0
731,2302,0,252,0,8,0
732,2303,0,254,0,8,0
733,2307,0,792,0,8,0
734,2308,0,537,0,8,0
735,2309,0,793,0,8,0
736,2310,0,794,0,8,0
737,2311,0,795,0,8,0
738,2312,0,796,0,8,0
739,2314,0,797,0,8,0
740,2315,0,798,0,8,0
741,2316,0,764,0,8,0
742,2317,0,799,0,8,0
743,2326,0,329,0,2,0
744,2327,0,800,0,4,0
745,2361,0,801,0,3,0
746,2362,0,802,0,5,0
747,2364,0,803,0,3,0
748,2366,0,804,0,3,0
749,2367,0,805,0,3,0
750,2369,0,806,0,3,0
751,2370,0,807,0,3,0
752,2371,0,808,0,3,0
753,2372,0,809,0,3,0
754,2373,0,810,0,3,0
755,2374,0,811,0,3,0
756,2375,0,812,0,3,0
757,2376,0,813,0,3,0
758,2379,0,500,0,3,0
759,2380,0,494,0,3,0
760,2381,0,499,0,3,0
761,2383,0,495,0,3,0
762,2384,0,496,0,3,0
763,2385,0,498,0,3,0
764,2386,0,814,0,3,0
765,2387,0,494,0,3,0
766,2388,0,710,0,3,0
767,2389,0,815,0,3,0
768,2390,0,816,0,3,0
769,2391,0,421,0,3,0
770,2392,0,817,0,3,0
771,2393,0,494,0,3,0
772,2394,0,499,0,3,0
773,2395,0,495,0,3,0
774,2396,0,496,0,3,0
775,2397,0,818,0,3,0
776,2398,0,292,0,3,0
777,2399,0,494,0,3,0
778,2400,0,710,0,3,0
779,2401,0,815,0,3,0
780,2402,0,816,0,3,0
781,2403,0,421,0,3,0
782,2410,0,326,0,9,0
783,2417,0,819,0,3,0
784,2418,0,820,0,3,0
785,2419,0,821,0,3,0
786,2420,0,822,0,3,0
787,2421,0,823,0,3,0
788,2422,0,824,0,3,0
789,2423,0,825,0,3,0
790,2424,0,826,0,3,0
791,2425,0,827,0,3,0
792,2426,0,828,0,3,0
793,2427,0,829,0,3,0
794,2428,0,830,0,3,0
795,2429,0,831,0,3,0
796,2431,0,832,0,3,0
797,2432,0,833,0,3,0
798,2434,0,834,0,3,0
799,2435,0,835,0,3,0
800,2437,0,836,0,3,0
801,2438,0,837,0,3,0
802,2440,0,838,0,3,0
803,2445,0,839,0,3,0
804,2446,0,840,0,3,0
805,2448,0,841,0,3,0
806,2451,0,842,0,3,0
807,2463,0,843,0,3,0
808,2464,0,844,0,3,0
809,2465,0,845,0,3,0
810,2467,0,846,0,3,0
811,2468,0,847,0,3,0
812,2469,0,848,0,3,0
813,2470,0,849,0,3,0
814,2471,0,850,0,3,0
815,2472,0,851,0,3,0
816,2473,0,852,0,3,0
817,2474,0,853,0,3,0
818,2475,0,854,0,3,0
819,2479,0,855,0,3,0
820,2480,0,856,0,3,0
821,2488,0,154,0,3,0
822,2489,0,607,0,3,0
823,2490,0,388,0,3,0
824,2491,0,857,0,3,0
825,2492,0,858,0,3,0
826,2493,0,859,0,3,0
827,2494,0,860,0,3,0
828,2495,0,861,0,3,0
829,2504,0,862,0,5,0
830,2505,0,863,0,3,0
831,2506,0,864,0,3,0
832,2507,0,865,0,3,0
833,2508,0,866,0,5,0
834,2509,0,867,0,3,0
835,2510,0,866,0,3,0
836,2511,0,868,0,3,0
837,2512,0,869,0,9,0
838,2515,0,869,0,9,0
839,2516,0,870,0,9,0
840,2519,0,870,0,9,0
841,2520,0,871,0,3,0
842,2521,0,872,0,3,0
843,2522,0,873,0,3,0
844,2523,0,874,0,3,0
845,2524,0,875,0,3,0
846,2525,0,876,0,3,0
847,2526,0,877,0,3,0
848,2527,0,878,0,3,0
849,2528,0,698,0,3,0
850,2529,0,879,0,3,0
851,2530,0,880,0,3,0
852,2531,0,881,0,3,0
853,2532,0,882,0,3,0
854,2533,0,883,0,3,0
855,2534,0,884,0,3,0
856,2535,0,885,0,3,0
857,2545,0,886,0,5,0
858,2546,0,887,0,4,0
859,2547,0,375,0,5,0
860,2549,0,888,0,4,0
861,2550,0,862,0,9,0
862,2551,0,889,0,9,0
863,2552,0,867,0,9,0
864,2557,0,890,0,9,0
865,2558,0,891,0,9,0
866,2559,0,892,0,9,0
867,2562,0,893,0,2,0
868,2564,0,894,0,4,0
869,2565,0,895,0,4,0
870,2566,0,896,0,4,0
871,2567,0,897,0,4,0
872,2568,0,898,0,8,0
873,2569,0,899,0,8,0
874,2570,0,412,0,8,0
875,2571,0,900,0,2,0
876,2572,0,901,0,8,0
877,2575,0,902,0,2,0
878,2576,0,903,0,8,0
879,2577,0,904,0,8,0
880,2578,0,905,0,8,0
881,2579,0,906,0,8,0
882,2580,0,517,0,8,0
883,2582,0,907,0,8,0
884,2583,0,908,0,8,0
885,2584,0,909,0,8,0
886,2585,0,910,0,8,0
887,2586,0,911,0,0,0
888,2587,0,912,0,8,0
889,2612,0,913,0,3,0
890,2613,0,914,0,3,0
891,2614,0,915,0,3,0
892,2615,0,916,0,3,0
893,2616,0,917,0,3,0
894,2617,0,918,0,3,0
895,2618,0,919,0,3,0
896,2620,0,920,0,4,0
897,2621,0,921,0,4,0
898,2622,0,922,0,4,0
899,2623,0,923,0,4,0
900,2624,0,7483,0,4,0
901,2632,0,925,0,4,0
902,2635,0,494,0,4,0
903,2642,0,495,0,4,0
904,2643,0,496,0,4,0
905,2644,0,926,0,0,0
906,2645,0,498,0,4,0
907,2646,0,499,0,4,0
908,2648,0,500,0,4,0
909,2649,0,494,0,4,0
910,2650,0,495,0,4,0
911,2651,0,496,0,4,0
912,2652,0,927,0,0,0
913,2653,0,498,0,4,0
914,2654,0,499,0,4,0
915,2656,0,500,0,4,0
916,2664,0,928,0,4,0
917,2690,0,929,0,0,0
918,2691,0,495,0,2,0
919,2694,0,930,0,5,0
920,2695,0,395,0,9,0
921,2703,0,931,0,9,0
922,2704,0,932,0,9,0
923,2705,0,933,0,9,0
924,2706,0,934,0,9,0
925,2707,0,935,0,9,0
926,2708,0,936,0,9,0
927,2709,0,937,0,9,0
928,2710,0,893,0,9,0
929,2711,0,223,0,9,0
930,2714,0,938,0,9,0
931,2715,0,939,0,9,0
932,2716,0,940,0,9,0
933,2717,0,941,0,9,0
934,2718,0,942,0,9,0
935,2721,0,943,0,4,0
936,2754,0,944,0,4,0
937,2763,0,688,0,4,0
938,2764,0,579,0,4,0
939,2765,0,945,0,4,0
940,2766,0,946,0,4,0
941,2773,0,947,0,4,0
942,2774,0,948,0,4,0
943,2777,0,949,0,4,0
944,2778,0,948,0,4,0
945,2780,0,950,0,4,0
946,2781,0,951,0,4,0
947,2782,0,952,0,4,0
948,2783,0,953,0,4,0
949,2785,0,954,0,4,0
