ID,Display_lang,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,AllowableRaces_0,AllowableRaces_1
195,"Tattered Cloth Boots",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
200,"Thick Cloth Vest",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
201,"Thick Cloth Pants",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
202,"Thick Cloth Shoes",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
203,"Thick Cloth Gloves",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
209,"Dirty Leather Pants",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
210,"Dirty Leather Boots",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
236,"Cured Leather Armor",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
237,"Cured Leather Pants",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
238,"Cured Leather Boots",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
239,"Cured Leather Gloves",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
285,"Scalemail Vest",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
286,"Scalemail Pants",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
287,"Scalemail Boots",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
647,Destiny,4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
710,"Bracers of the People's Militia",1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
711,"Tattered Cloth Gloves",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
714,"Dirty Leather Gloves",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
718,"Scalemail Gloves",1,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
719,"Rabbit Handler Gloves",1,0,0,0,-1,0,0,0,0,1,0,8192,8388608,0,0,-1,-1
720,"Brawler Gloves",3,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
727,"Notched Shortsword",2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
753,"Dragonmaw Shortsword",2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
754,"Shortsword of Vengeance",3,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
756,"Tunnel Pick",2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
763,"Ice-Covered Bracers",1,0,0,0,-1,3,0,0,0,6,0,8192,0,0,0,-1,-1
766,"Flanged Mace",1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
767,"Long Bo Staff",1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
768,"Lumberjack Axe",1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
776,Vendetta,3,0,0,0,-1,13,0,0,0,20,524288,8192,0,0,0,-1,-1
778,"Kobold Excavation Pick",1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
781,"Stone Gnoll Hammer",1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
789,"Stout Battlehammer",2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
790,"Forester's Axe",2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
791,"Gnarled Ash Staff",3,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
792,"Knitted Sandals",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
793,"Knitted Gloves",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
794,"Knitted Pants",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
795,"Knitted Tunic",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
796,"Rough Leather Boots",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
797,"Rough Leather Gloves",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
798,"Rough Leather Pants",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
799,"Rough Leather Vest",1,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
809,Bloodrazor,4,0,0,0,-1,20,0,0,0,26,0,8192,0,0,0,-1,-1
810,"Hammer of the Northern Wind",4,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
811,"Axe of the Deep Woods",4,0,0,0,-1,22,0,0,0,28,0,8192,0,0,0,-1,-1
812,"Glowing Brightwood Staff",4,0,0,0,-1,21,0,0,0,27,0,8704,0,0,0,-1,-1
816,"Small Hand Blade",2,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
820,"Slicer Blade",2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
821,"Riverpaw Leather Vest",2,0,0,0,-1,4,0,0,0,6,0,8192,0,0,0,-1,-1
826,"Brutish Riverpaw Axe",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
827,"Wicked Blackjack",2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
832,"Silver Defias Belt",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
837,"Heavy Weave Armor",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
838,"Heavy Weave Pants",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
839,"Heavy Weave Gloves",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
840,"Heavy Weave Shoes",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
843,"Tanned Leather Boots",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
844,"Tanned Leather Gloves",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
845,"Tanned Leather Pants",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
846,"Tanned Leather Jerkin",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
847,"Chainmail Armor",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
848,"Chainmail Pants",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
849,"Chainmail Boots",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
850,"Chainmail Gloves",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
851,Cutlass,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
852,Mace,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
853,Hatchet,1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
854,"Quarter Staff",1,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
859,"Fine Cloth Shirt",2,0,0,0,-1,0,0,0,0,1,32768,8192,8388608,0,0,-1,-1
860,"Cavalier's Boots",1,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
863,"Gloom Reaper",2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
864,"Knightly Longsword",2,0,0,0,-1,0,0,0,0,21,0,8192,0,0,0,-1,-1
865,"Leaden Mace",2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
866,"Monk's Staff",2,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
867,"Gloves of Holy Might",4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
868,"Ardent Custodian",4,0,0,0,-1,16,0,0,0,23,0,8192,0,0,0,-1,-1
869,"Dazzling Longsword",4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
870,"Fiery War Axe",4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
871,"Flurry Axe",4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
872,Rockslicer,3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
873,"Staff of Jordan",4,0,0,0,-1,0,0,0,0,22,0,8704,0,0,0,-1,-1
876,"Worn Wooden Buckler",1,0,0,0,-1,1,0,0,0,1,0,8192,8388608,0,0,-1,-1
880,"Staff of Horrors",2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
885,"Black Metal Axe",2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
886,"Black Metal Shortsword",2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
888,"Naga Battle Gloves",3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
890,"Twisted Chanter's Staff",3,0,0,0,-1,9,0,0,0,15,0,8704,0,0,0,-1,-1
892,"Gnoll Casting Gloves",2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
897,"Madwolf Bracers",2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
899,"Venom Web Fang",2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
911,"Ironwood Treebranch",2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
914,"Large Ogre Chain Armor",2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
920,"Wicked Spiked Mace",2,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
922,"Dacian Falx",1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
923,Longsword,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
924,Maul,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
925,Flail,1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
926,"Battle Axe",1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
927,"Double Axe",1,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
928,"Long Staff",1,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
934,"Stalvan's Reaper",3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
935,"Night Watch Shortsword",3,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
936,"Midnight Mace",3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
937,"Black Duskwood Staff",3,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
940,"Robes of Insight",4,0,0,0,-1,18,0,0,0,25,0,8192,0,0,0,-1,-1
943,"Warden Staff",4,0,0,0,-1,19,0,0,0,25,0,8192,0,0,0,-1,-1
944,"Elemental Mage Staff",4,0,0,0,-1,23,0,0,0,29,0,8704,0,0,0,-1,-1
983,"Red Linen Sash",2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1008,"Well-Used Sword",1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1009,"Compact Hammer",2,0,0,0,-1,0,0,0,0,6,0,8192,8388608,0,0,-1,-1
1010,"Gnarled Short Staff",1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1011,"Sharp Axe",1,0,0,0,-1,0,0,0,0,3,0,8192,0,0,0,-1,-1
1121,"Feet of the Lynx",3,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1131,"Totem of Infliction",2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1154,"Belt of the People's Militia",1,0,0,0,-1,0,0,0,0,7,0,8192,8388608,0,0,-1,-1
1155,"Rod of the Sleepwalker",3,0,0,0,-1,10,0,0,0,16,0,8704,0,0,0,-1,-1
1156,"Lavishly Jeweled Ring",3,0,0,0,-1,7,0,0,0,12,524288,24576,0,0,0,-1,-1
1158,"Solid Metal Club",2,0,0,0,-1,0,0,0,0,5,0,8704,0,0,0,-1,-1
1159,"Militia Quarterstaff",1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1161,"Militia Shortsword",1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1168,"Skullflame Shield",4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1169,"Blackskull Shield",4,0,0,0,-1,18,0,0,0,24,0,8192,0,0,0,-1,-1
1171,"Well-Stitched Robe",2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1172,"Grayson's Torch",2,0,0,0,-1,0,0,0,0,13,0,8192,0,0,0,-1,-1
1173,"Weather-Worn Boots",1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1182,"Brass-Studded Bracers",1,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1183,"Elastic Wristguards",2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1190,"Overseer's Cloak",2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1194,"Bastard Sword",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1195,"Kobold Mining Shovel",1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1196,Tabar,1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1197,"Giant Mace",1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1198,Claymore,1,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1200,"Large Wooden Shield",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1201,"Dull Heater Shield",1,0,0,0,-1,3,0,0,0,5,0,8194,0,0,0,-1,-1
1202,"Wall Shield",1,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1203,"Aegis of Stormwind",3,0,0,0,-1,21,0,0,0,27,0,8192,0,0,0,-1,-1
1204,"The Green Tower",4,0,0,0,-1,15,0,0,0,22,0,8192,0,0,0,-1,-1
1207,Murphstar,2,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1211,"Gnoll War Harness",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1213,"Gnoll Kindred Bracers",1,0,0,0,-1,4,0,0,0,7,0,8192,0,0,0,-1,-1
1214,"Gnoll Punisher",2,0,0,0,-1,6,0,0,0,10,0,8192,0,0,0,-1,-1
1215,"Support Girdle",2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1218,"Heavy Gnoll War Club",2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1219,"Redridge Machete",2,0,0,0,-1,5,0,0,0,9,0,8192,0,0,0,-1,-1
1220,"Lupine Axe",2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1263,"Brain Hacker",4,0,0,0,-1,23,0,0,0,29,0,8192,0,0,0,-1,-1
1264,Headbasher,2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1265,"Scorpion Sting",3,0,0,0,-1,14,0,0,0,22,0,8192,0,0,0,-1,-1
1270,"Finely Woven Cloak",2,0,0,0,-1,0,0,0,0,8,0,8192,8388608,0,0,-1,-1
1273,"Forest Chain",2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1275,"Deputy Chain Coat",2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1276,"Fire Hardened Buckler",2,0,0,0,-1,0,0,0,0,17,0,8192,8388608,0,0,-1,-1
1280,"Cloaked Hood",2,0,0,0,-1,14,0,0,0,21,0,8192,0,0,0,-1,-1
1282,"Sparkmetal Coif",2,0,0,0,-1,0,0,0,0,19,0,8192,8388608,0,0,-1,-1
1287,"Giant Tarantula Fang",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1292,"Butcher's Cleaver",3,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1296,"Blackrock Mace",2,0,0,0,-1,8,0,0,0,13,0,8192,0,0,0,-1,-1
1297,"Robes of the Shadowcaster",2,0,0,0,-1,12,0,0,0,19,0,8192,0,0,0,-1,-1
1299,"Lesser Belt of the Spire",2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1300,"Lesser Staff of the Spire",2,0,0,0,-1,7,0,0,0,12,0,8704,0,0,0,-1,-1
1302,"Black Whelp Gloves",2,0,0,0,-1,0,0,0,0,11,0,8192,8388608,0,0,-1,-1
1303,"Bridgeworker's Gloves",2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1304,"Riding Gloves",2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1306,"Wolfmane Wristguards",2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1310,"Smith's Trousers",2,0,0,0,-1,0,0,0,0,12,0,8192,8388608,0,0,-1,-1
1314,"Ghoul Fingers",2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1317,"Hardened Root Staff",2,0,0,0,-1,0,0,0,0,16,0,8192,8388608,0,0,-1,-1
1318,"Night Reaver",3,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1351,"Fingerbone Bracers",2,0,0,0,-1,11,0,0,0,18,0,8192,0,0,0,-1,-1
1355,"Buckskin Cape",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1359,"Lion-Stamped Gloves",1,0,0,0,-1,0,0,0,0,4,0,8192,0,0,0,-1,-1
1360,"Stormwind Plate Gloves",2,0,0,0,-1,0,0,0,0,5,0,8192,0,0,0,-1,-1
1364,"Ragged Leather Vest",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1366,"Ragged Leather Pants",0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1367,"Ragged Leather Boots",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1368,"Ragged Leather Gloves",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1369,"Ragged Leather Belt",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1370,"Ragged Leather Bracers",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1372,"Ragged Cloak",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1374,"Frayed Shoes",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1376,"Frayed Cloak",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1377,"Frayed Gloves",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1378,"Frayed Pants",0,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1380,"Frayed Robe",0,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1382,"Rock Mace",1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1383,"Stone Tomahawk",1,0,0,0,-1,0,0,0,0,2,0,8192,8388608,0,0,-1,-1
1384,"Dull Blade",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1386,"Thistlewood Axe",1,0,0,0,-1,0,0,0,0,2,0,8192,0,0,0,-1,-1
1387,Ghoulfang,2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1388,"Crooked Staff",1,0,0,0,-1,1,0,0,0,2,0,8192,0,0,0,-1,-1
1389,"Kobold Mining Mallet",1,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1391,"Riverpaw Mystic Staff",2,0,0,0,-1,6,0,0,0,11,0,8704,0,0,0,-1,-1
1394,"Driftwood Club",2,0,0,0,-1,5,0,0,0,8,0,8192,0,0,0,-1,-1
1395,"Apprentice's Pants",1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1396,"Acolyte's Pants",1,0,0,0,-1,1,0,0,0,1,0,8192,0,0,0,-1,-1
1405,"Foamspittle Staff",2,0,0,0,-1,6,0,0,0,10,0,8704,0,0,0,-1,-1
1406,"Pearl-Encrusted Spear",2,0,0,0,-1,10,0,0,0,13,0,8192,0,0,0,-1,-1
1411,"Withered Staff",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1412,"Crude Bastard Sword",0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1413,"Feeble Sword",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1414,"Cracked Sledge",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1415,"Carpenter's Mallet",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1416,"Rusty Hatchet",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1417,"Beaten Battle Axe",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1418,"Worn Leather Belt",0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1419,"Worn Leather Boots",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1420,"Worn Leather Bracers",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1421,"Worn Hide Cloak",0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1422,"Worn Leather Gloves",0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1423,"Worn Leather Pants",0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1425,"Worn Leather Vest",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1427,"Patchwork Shoes",0,0,0,0,-1,3,0,0,0,5,0,8192,0,0,0,-1,-1
1429,"Patchwork Cloak",0,0,0,0,-1,1,0,0,0,3,0,8192,0,0,0,-1,-1
1430,"Patchwork Gloves",0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1431,"Patchwork Pants",0,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1433,"Patchwork Armor",0,0,0,0,-1,2,0,0,0,3,0,8192,0,0,0,-1,-1
1436,"Frontier Britches",2,0,0,0,-1,0,0,0,0,10,0,8192,8388608,0,0,-1,-1
1438,"Warrior's Shield",1,0,0,0,-1,2,0,0,0,4,0,8192,0,0,0,-1,-1
1440,"Gnoll Skull Basher",2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1445,"Blackrock Pauldrons",1,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
1446,"Blackrock Boots",2,0,0,0,-1,7,0,0,0,11,0,8192,0,0,0,-1,-1
1448,"Blackrock Gauntlets",2,0,0,0,-1,7,0,0,0,12,0,8192,0,0,0,-1,-1
1454,"Axe of the Enforcer",3,0,0,0,-1,10,0,0,0,16,0,8192,0,0,0,-1,-1
1455,"Blackrock Champion's Axe",2,0,0,0,-1,9,0,0,0,15,0,8192,0,0,0,-1,-1
1457,"Shadowhide Mace",2,0,0,0,-1,8,0,0,0,14,0,8192,0,0,0,-1,-1
1458,"Shadowhide Maul",2,0,0,0,-1,9,0,0,0,14,0,8192,0,0,0,-1,-1
