ID,Flags,ExpansionID,HPScalingCurveID,DMGScalingCurveID,HPPrimaryStatScalingCurveID,DMGPrimaryStatScalingCurveID,PrimaryStatScalingModPlayerDataElementCharacterID,PrimaryStatScalingModPlayerDataElementCharacterMultiplier,MinLevelSquish,MaxLevelSquish,MinLevelScalingOffset,MaxLevelScalingOffset,AllowedMinOffset,AllowedMaxOffset,LfgMinLevel,LfgMaxLevel,ILevel,XpMultQuest
25,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
26,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
27,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
28,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
29,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
30,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
31,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
32,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
33,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
34,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
35,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
36,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
37,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
38,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
39,0,1,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
40,0,1,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
41,0,1,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,1
42,0,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
43,0,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
44,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
45,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
46,0,2,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
47,0,2,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
48,0,2,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,1
49,0,2,0,0,0,0,0,0,20,30,0,0,0,0,0,0,0,1
50,0,2,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
51,0,2,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
52,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
53,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
54,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
55,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
56,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
57,0,4,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,1
58,0,4,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,1
59,0,4,0,0,0,0,0,0,15,35,0,0,0,0,0,0,0,1
60,0,4,0,0,0,0,0,0,20,35,0,0,0,0,0,0,0,1
61,0,4,0,0,0,0,0,0,25,35,0,0,0,0,0,0,0,1
62,0,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
63,0,5,0,0,0,0,0,0,10,40,0,0,0,255,0,0,0,1
64,0,5,0,0,0,0,0,0,10,40,0,0,0,255,0,0,0,1
65,0,5,0,0,0,0,0,0,15,40,0,0,0,255,0,0,0,1
66,0,5,0,0,0,0,0,0,20,40,0,0,0,255,0,0,0,1
67,0,5,0,0,0,0,0,0,30,40,0,0,0,0,0,0,0,1
68,0,5,0,0,0,0,0,0,35,40,0,0,0,255,0,0,0,1
69,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
71,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
72,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
73,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
74,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
75,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
76,0,1,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
77,0,1,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
78,0,3,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1
79,0,3,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1
80,0,4,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1
81,0,-3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
82,4,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,1
83,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
84,4,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
85,4,0,0,0,0,0,0,0,5,25,0,0,0,0,0,0,0,1
86,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
87,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
88,4,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
89,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
90,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
91,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
92,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
93,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
94,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
95,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
96,4,0,0,0,0,0,0,0,11,25,0,0,0,0,0,0,0,1
97,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
98,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
99,4,0,0,0,0,0,0,0,13,25,0,0,0,0,0,0,0,1
100,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
101,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
102,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
103,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
104,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
105,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
106,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
107,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
108,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
109,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
110,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
111,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
112,4,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,1
113,4,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,1
114,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
115,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
116,4,0,0,0,0,0,0,0,17,25,0,0,0,0,0,0,0,1
117,4,1,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,1
118,4,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
119,4,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
120,4,1,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
121,4,1,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
124,0,2,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,1
125,4,2,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,1
126,4,2,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
127,4,2,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
128,4,2,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
129,4,2,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
130,4,2,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
131,4,2,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
132,4,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
133,4,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
134,4,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
135,4,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
136,4,3,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,1
137,4,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
138,4,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
139,4,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
140,4,4,0,0,0,0,0,0,31,35,0,0,0,0,0,0,0,1
141,4,4,0,0,0,0,0,0,31,35,0,0,0,0,0,0,0,1
142,4,4,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,1
143,4,5,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,1
144,4,5,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,1
145,4,5,0,0,0,0,0,0,36,40,0,0,0,0,0,0,0,1
146,4,5,0,0,0,0,0,0,37,40,0,0,0,0,0,0,0,1
147,4,5,0,0,0,0,0,0,38,40,0,0,0,0,0,0,0,1
148,4,5,0,0,0,0,0,0,39,40,0,0,0,0,0,0,0,1
149,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
151,4,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1
152,4,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1
154,4,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1
155,4,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
156,4,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1
157,4,1,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,1
159,0,3,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,1
160,4,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,1
161,0,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
162,4,1,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,1
163,0,2,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
164,4,2,0,0,0,0,0,0,26,30,0,0,0,0,0,0,0,1
165,0,3,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,1
166,4,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
167,0,4,0,0,0,0,0,0,32,35,0,0,0,255,0,0,0,1
168,0,4,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
169,0,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
170,4,4,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
171,4,4,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,1
172,0,4,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,1
173,0,4,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
174,4,4,0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,1
175,0,7,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,1
176,0,5,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,1
177,4,5,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,1
178,0,5,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,1
179,4,5,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
182,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
183,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
184,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
185,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
186,0,7,8426,0,0,0,0,0,10,60,0,0,0,0,0,0,0,1
187,0,7,8426,0,0,0,0,0,20,60,0,0,0,255,0,0,0,1
188,0,7,8426,0,0,0,0,0,30,60,0,0,0,0,0,0,0,1
189,0,7,8426,0,0,0,0,0,10,60,0,0,0,255,0,0,0,1
190,0,7,8426,0,0,0,0,0,20,60,0,0,0,0,0,0,0,1
191,0,7,8426,0,0,0,0,0,30,60,0,0,0,0,0,0,0,1
192,0,3,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
193,0,0,0,0,0,0,0,0,8,30,0,0,0,0,10,30,0,1
194,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
195,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
196,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
197,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
198,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
199,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
200,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
201,0,0,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
202,0,0,0,0,0,0,0,0,7,30,0,0,0,0,10,30,0,1
203,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
204,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
205,0,0,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
206,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
207,0,0,0,0,0,0,0,0,7,30,0,0,0,0,10,30,0,1
208,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
209,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
210,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
211,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
212,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
213,0,0,0,0,0,0,0,0,8,30,0,0,0,0,10,30,0,1
214,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
215,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
216,0,0,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
217,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
218,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
219,0,1,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
220,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
221,0,1,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
222,0,1,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
223,0,1,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
224,0,1,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
225,0,1,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
226,0,1,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
227,0,1,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
228,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
229,0,1,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
230,0,1,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
231,0,1,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
232,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
233,0,1,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
234,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
235,0,2,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
236,0,2,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
237,0,2,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
238,0,2,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
239,0,2,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
240,0,2,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
241,0,2,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
242,0,2,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
243,0,2,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
244,0,2,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
245,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
246,0,2,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
247,0,2,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
248,0,2,0,0,0,0,0,0,25,30,0,0,0,0,26,30,0,1
249,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
250,0,2,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
251,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
252,0,3,0,0,0,0,0,0,35,35,0,0,0,0,36,36,0,1
253,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
254,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
255,0,3,0,0,0,0,0,0,35,35,0,0,0,0,36,36,0,1
256,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
257,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
258,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
259,0,3,0,0,0,0,0,0,30,35,0,0,0,0,31,35,0,1
260,0,3,0,0,0,0,0,0,35,35,0,0,0,0,36,36,0,1
261,0,3,0,0,0,0,0,0,35,35,0,0,0,0,36,36,0,1
262,0,3,0,0,0,0,0,0,35,35,0,0,0,0,36,36,0,1
263,0,4,0,0,0,0,0,0,25,35,0,0,0,0,26,35,0,1
264,0,4,0,0,0,0,0,0,20,35,0,0,0,0,21,35,0,1
265,0,4,0,0,0,0,0,0,20,35,0,0,0,0,21,35,0,1
266,0,4,0,0,0,0,0,0,25,35,0,0,0,0,26,35,0,1
267,0,4,0,0,0,0,0,0,15,35,0,0,0,0,16,35,0,1
268,0,4,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,1
269,0,5,0,0,0,0,0,0,20,40,0,0,0,0,21,40,0,1
270,0,5,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,1
271,0,5,0,0,0,0,0,0,35,40,0,0,0,0,36,40,0,1
272,0,5,0,0,0,0,0,0,15,40,0,0,0,0,16,40,0,1
273,0,5,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,1
274,0,5,0,0,0,0,0,0,30,40,0,0,0,0,31,40,0,1
275,0,5,0,0,0,0,0,0,35,40,0,0,0,0,36,40,0,1
276,0,5,0,0,0,0,0,0,35,40,0,0,0,0,36,40,0,1
278,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
279,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,30,0,1
280,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
281,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
282,0,0,0,0,0,0,0,0,20,30,0,0,0,0,21,30,0,1
283,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,0,7,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,1
289,32,7,0,0,0,0,0,0,10,60,0,0,0,255,0,0,0,1
290,32,7,0,0,0,0,0,0,50,50,0,0,0,255,0,0,0,1
292,0,7,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,1
293,0,6,0,0,0,0,0,0,40,0,0,2,0,255,0,0,0,1
294,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
295,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
296,0,-3,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,1
297,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
298,0,-3,104041,104042,0,0,0,0,10,0,0,2,0,255,0,0,0,1
300,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
301,0,5,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,1
302,0,5,0,0,0,0,0,0,10,40,0,0,0,255,0,0,0,1
303,0,3,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
304,0,4,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
305,0,5,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,1
306,0,5,0,0,0,0,0,0,10,40,0,0,0,0,0,0,0,1
307,0,4,0,0,0,0,0,0,10,35,0,0,0,0,0,0,0,1
308,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
309,0,1,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
310,0,2,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,1
311,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,1
313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
316,0,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
317,0,5,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,1
318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321,0,1,0,0,0,0,0,0,25,30,0,0,0,0,0,0,0,1
322,0,3,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,1
323,0,5,0,0,0,0,0,0,37,40,0,0,0,0,0,0,0,1
324,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
325,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,0,3,0,0,0,0,0,0,35,35,0,0,0,0,0,0,0,1
327,0,5,0,0,0,0,0,0,35,40,0,2,0,0,0,0,0,1
328,0,-3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
330,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
331,32,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
332,32,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
333,32,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
334,32,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
335,32,6,0,0,0,0,0,0,45,45,0,0,0,255,0,0,0,1
336,32,6,0,0,0,0,0,0,45,45,0,0,0,255,0,0,0,1
337,32,6,0,0,0,0,0,0,45,45,0,0,0,255,0,0,0,1
338,0,-3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
339,32,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
340,0,6,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,1
341,0,6,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,1
342,0,6,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,1
343,32,6,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,1
344,0,6,0,0,0,0,0,0,45,45,0,0,0,255,0,0,0,1
345,0,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
346,32,6,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,1
347,32,6,0,0,0,0,0,0,45,45,0,0,0,255,0,0,0,1
348,0,6,0,0,0,0,0,0,10,45,0,0,0,255,0,0,0,1
349,0,6,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,1
350,0,6,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,1
351,0,6,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,1
352,0,6,0,0,0,0,0,0,43,45,0,0,0,0,0,0,0,1
353,0,6,0,0,0,0,0,0,44,45,0,0,0,0,0,0,0,1
354,0,6,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,1
355,0,6,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,1
356,0,6,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,1
357,0,6,0,0,0,0,0,0,10,45,0,0,0,0,0,0,0,1
358,0,5,0,0,0,0,0,0,15,40,0,0,0,0,0,0,0,1
359,0,5,0,0,0,0,0,0,35,40,0,0,0,0,0,0,0,1
360,0,5,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,1
361,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
362,0,-3,0,0,0,0,0,0,30,0,0,2,0,0,0,0,0,1
363,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
364,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
365,0,-3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1
366,0,-3,0,0,0,0,0,0,15,0,0,2,0,0,0,0,0,1
