Display_lang,ID,OverallQualityID,ExpansionID,MinFactionID,MinReputation,AllowableClass,RequiredLevel,RequiredSkill,RequiredSkillRank,RequiredAbility,ItemLevel,Flags_0,Flags_1,Flags_2,Flags_3,Flags_4,AllowableRace_0,AllowableRace_1
"Tattered Cloth Vest",193,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Tattered Cloth Pants",194,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Tattered Cloth Boots",195,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Thick Cloth Vest",200,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Thick Cloth Pants",201,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Thick Cloth Shoes",202,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Thick Cloth Gloves",203,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Dirty Leather Pants",209,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Dirty Leather Boots",210,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Cured Leather Armor",236,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Cured Leather Pants",237,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Cured Leather Boots",238,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Cured Leather Gloves",239,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Scalemail Vest",285,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Scalemail Pants",286,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Scalemail Boots",287,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
Destiny,647,4,-2,0,0,-1,0,0,0,0,57,0,24580,0,0,0,-1,-1
"Bracers of the People's Militia",710,1,-2,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
"Tattered Cloth Gloves",711,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Dirty Leather Gloves",714,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Scalemail Gloves",718,1,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Rabbit Handler Gloves",719,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Brawler Gloves",720,3,-2,0,0,-1,0,0,0,0,28,0,24580,0,0,0,-1,-1
"Notched Shortsword",727,2,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Lord Brandon's Tabard (Test)",746,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Dragonmaw Shortsword",753,2,-2,0,0,-1,0,0,0,0,28,0,24580,0,0,0,-1,-1
"Shortsword of Vengeance",754,3,-2,0,0,-1,0,0,0,0,47,0,24580,0,0,0,-1,-1
"Tunnel Pick",756,2,-2,0,0,-1,0,0,0,0,29,0,24580,0,0,0,-1,-1
"Ice-covered Bracers",763,1,-2,0,0,-1,0,0,0,0,12,0,24580,0,0,0,-1,-1
"Flanged Mace",766,1,-2,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
"Long Bo Staff",767,1,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Lumberjack Axe",768,1,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
Vendetta,776,3,-2,0,0,-1,0,0,0,0,31,524288,24580,0,0,0,-1,-1
"Kobold Excavation Pick",778,1,-2,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
"Stone Gnoll Hammer",781,1,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Test Fire Sword",788,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Stout Battlehammer",789,2,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Forester's Axe",790,2,-2,0,0,-1,0,0,0,0,23,0,24580,0,0,0,-1,-1
"Gnarled Ash Staff",791,3,-2,0,0,-1,0,0,0,0,31,0,24580,0,0,0,-1,-1
"Knitted Sandals",792,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Knitted Gloves",793,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Knitted Pants",794,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Knitted Tunic",795,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Rough Leather Boots",796,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Rough Leather Gloves",797,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Rough Leather Pants",798,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Rough Leather Vest",799,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
Bloodrazor,809,4,-2,0,0,-1,0,0,0,0,50,0,24580,0,0,0,-1,-1
"Hammer of the Northern Wind",810,4,-2,0,0,-1,0,0,0,0,54,0,24580,0,0,0,-1,-1
"Axe of the Deep Woods",811,4,-2,0,0,-1,0,0,0,0,57,0,24580,0,0,0,-1,-1
"Glowing Brightwood Staff",812,4,-2,0,0,-1,0,0,0,0,54,0,24580,0,0,0,-1,-1
"Small Hand Blade",816,2,-2,0,0,-1,0,0,0,0,11,0,24580,0,0,0,-1,-1
"Slicer Blade",820,2,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Riverpaw Leather Vest",821,2,-2,0,0,-1,0,0,0,0,13,0,24580,0,0,0,-1,-1
"Brutish Riverpaw Axe",826,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Wicked Blackjack",827,2,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Silver Defias Belt",832,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Heavy Weave Armor",837,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Heavy Weave Pants",838,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Heavy Weave Gloves",839,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Heavy Weave Shoes",840,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Tanned Leather Boots",843,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Tanned Leather Gloves",844,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Tanned Leather Pants",845,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Tanned Leather Jerkin",846,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Chainmail Armor",847,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Chainmail Pants",848,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Chainmail Boots",849,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Chainmail Gloves",850,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
Cutlass,851,1,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
Mace,852,1,-2,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
Hatchet,853,1,-2,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
"Quarter Staff",854,1,-2,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
"Fine Cloth Shirt",859,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Cavalier's Boots",860,1,-2,0,0,-1,0,0,0,0,13,0,24580,0,0,0,-1,-1
"Gloom Reaper",863,2,-2,0,0,-1,0,0,0,0,37,0,24580,0,0,0,-1,-1
"Knightly Longsword",864,2,-2,0,0,-1,0,0,0,0,38,0,24580,0,0,0,-1,-1
"Leaden Mace",865,2,-2,0,0,-1,0,0,0,0,31,0,24580,0,0,0,-1,-1
"Monk's Staff",866,2,-2,0,0,-1,0,0,0,0,42,0,24580,0,0,0,-1,-1
"Gloves of Holy Might",867,4,-2,0,0,-1,0,0,0,0,42,0,24580,0,0,0,-1,-1
"Ardent Custodian",868,4,-2,0,0,-1,0,0,0,0,43,0,24580,0,0,0,-1,-1
"Dazzling Longsword",869,4,-2,0,0,-1,0,0,0,0,41,0,24580,0,0,0,-1,-1
"Fiery War Axe",870,4,-2,0,0,-1,0,0,0,0,40,0,24580,0,0,0,-1,-1
"Flurry Axe",871,4,-2,0,0,-1,0,0,0,0,47,0,24580,0,0,0,-1,-1
Rockslicer,872,3,-2,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
"Staff of Jordan",873,4,-2,0,0,-1,0,0,0,0,40,0,24580,0,0,0,-1,-1
"Worn Wooden Buckler",876,0,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Staff of Horrors",880,2,-2,0,0,-1,0,0,0,0,23,0,24580,0,0,0,-1,-1
"Black Metal Axe",885,2,-2,0,0,-1,0,0,0,0,24,0,24580,0,0,0,-1,-1
"Black Metal Shortsword",886,2,-2,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
"Naga Battle Gloves",888,3,-2,0,0,-1,0,0,0,0,27,0,24580,0,0,0,-1,-1
"Twisted Chanter's Staff",890,3,-2,0,0,-1,0,0,0,0,24,0,24580,0,0,0,-1,-1
"Gnoll Casting Gloves",892,2,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Madwolf Bracers",897,2,-2,0,0,-1,0,0,0,0,29,0,24580,0,0,0,-1,-1
"Venom Web Fang",899,2,-2,0,0,-1,0,0,0,0,19,0,24580,0,0,0,-1,-1
"Tan Leather Shoulderpads (Test)",906,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Black Mail Shoulderpads of might (Test)",907,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Plate Shoulderpad (Test)",908,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Silver Mail Shoulderpads (Test)",909,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Ironwood Treebranch",911,2,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Huge Ogre Sword",913,2,-2,0,0,-1,0,0,0,0,29,0,24580,0,0,0,-1,-1
"Large Ogre Chain Armor",914,2,-2,0,0,-1,0,0,0,0,30,0,24580,0,0,0,-1,-1
"Wicked Spiked Mace",920,2,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Dacian Falx",922,1,-2,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
Longsword,923,1,-2,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
Maul,924,1,-2,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
Flail,925,1,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Battle Axe",926,1,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Double Axe",927,1,-2,0,0,-1,0,0,0,0,24,0,24580,0,0,0,-1,-1
"Long Staff",928,1,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Stalvan's Reaper",934,3,-2,0,0,-1,0,0,0,0,37,0,24580,0,0,0,-1,-1
"Night Watch Shortsword",935,3,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Midnight Mace",936,3,-2,0,0,-1,0,0,0,0,38,0,24580,0,0,0,-1,-1
"Black Duskwood Staff",937,3,-2,0,0,-1,0,0,0,0,38,0,24580,0,0,0,-1,-1
"Robes of Insight",940,4,-2,0,0,-1,0,0,0,0,47,0,24580,0,0,0,-1,-1
"Warden Staff",943,4,-2,0,0,-1,0,0,0,0,48,0,24580,0,0,0,-1,-1
"Elemental Mage Staff",944,4,-2,0,0,-1,0,0,0,0,61,0,24580,0,0,0,-1,-1
"Shadow Sword",945,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Nature Sword",948,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Red Linen Sash",983,1,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Well-used Sword",1008,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Compact Hammer",1009,2,-2,0,0,-1,0,0,0,0,13,0,24580,0,0,0,-1,-1
"Gnarled Short Staff",1010,1,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Sharp Axe",1011,1,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Chows Blade of DOOM! (Test)",1018,1,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Monster - Item, Fishing Pole",1117,0,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Feet of the Lynx",1121,3,-2,0,0,-1,0,0,0,0,24,0,24580,0,0,0,-1,-1
"Totem of Infliction",1131,2,-2,0,0,-1,0,0,0,0,25,64,24580,0,0,0,-1,-1
"Belt of the People's Militia",1154,1,-2,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
"Rod of the Sleepwalker",1155,3,-2,0,0,-1,0,0,0,0,29,0,24580,0,0,0,-1,-1
"Solid Metal Club",1158,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Militia Quarterstaff",1159,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Militia Shortsword",1161,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Pirates Patch (Test)",1162,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Dwarven Explorer's Monocle (Test)",1163,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Skullflame Shield",1168,4,-2,0,0,-1,0,0,0,0,59,0,24580,0,0,0,-1,-1
"Blackskull Shield",1169,4,-2,0,0,-1,0,0,0,0,46,0,24580,0,0,0,-1,-1
"Well-stitched Robe",1171,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Grayson's Torch",1172,2,-2,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
"Weather-worn Boots",1173,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Brass-studded Bracers",1182,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Elastic Wristguards",1183,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Overseer's Cloak",1190,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Bastard Sword",1194,1,-2,0,0,-1,0,0,0,0,4,0,24580,0,0,0,-1,-1
"Kobold Mining Shovel",1195,1,-2,0,0,-1,0,0,0,0,6,0,24580,0,0,0,-1,-1
Tabar,1196,1,-2,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
"Giant Mace",1197,1,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
Claymore,1198,1,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Large Wooden Shield",1200,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Dull Heater Shield",1201,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Wall Shield",1202,1,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Aegis of Stormwind",1203,3,-2,0,0,-1,0,0,0,0,54,0,24580,0,0,0,-1,-1
"The Green Tower",1204,4,-2,0,0,-1,0,0,0,0,41,0,24580,0,0,0,-1,-1
Murphstar,1207,2,-2,0,0,-1,0,0,0,0,39,0,24580,0,0,0,-1,-1
"Gnoll War Harness",1211,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Gnoll Kindred Bracers",1213,1,-2,0,0,-1,0,0,0,0,14,0,24580,0,0,0,-1,-1
"Gnoll Punisher",1214,2,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Support Girdle",1215,2,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Frost Bracers",1216,2,-2,0,0,-1,0,0,0,0,33,0,24580,0,0,0,-1,-1
"Heavy Gnoll War Club",1218,2,-2,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
"Redridge Machete",1219,2,-2,0,0,-1,0,0,0,0,16,0,24580,0,0,0,-1,-1
"Lupine Axe",1220,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"JYoo test item",1259,0,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Brain Hacker",1263,4,-2,0,0,-1,0,0,0,0,60,0,24580,0,0,0,-1,-1
Headbasher,1264,2,-2,0,0,-1,0,0,0,0,26,0,24580,0,0,0,-1,-1
"Scorpion Sting",1265,3,-2,0,0,-1,0,0,0,0,39,0,24580,0,0,0,-1,-1
"Finely Woven Cloak",1270,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Forest Chain",1273,2,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Deputy Chain Coat",1275,2,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Fire Hardened Buckler",1276,2,-2,0,0,-1,0,0,0,0,27,0,24580,0,0,0,-1,-1
"Cloaked Hood",1280,2,-2,0,0,-1,0,0,0,0,38,0,24580,0,0,0,-1,-1
"Sparkmetal Coif",1282,2,-2,0,0,-1,0,0,0,0,33,0,24580,0,0,0,-1,-1
"Giant Tarantula Fang",1287,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Butcher's Cleaver",1292,3,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Blackrock Mace",1296,2,-2,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
"Robes of the Shadowcaster",1297,2,-2,0,0,-1,0,0,0,0,31,0,24580,0,0,0,-1,-1
"Lesser Belt of the Spire",1299,2,-2,0,0,-1,0,0,0,0,22,0,24580,0,0,0,-1,-1
"Lesser Staff of the Spire",1300,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Black Whelp Gloves",1302,2,-2,0,0,-1,0,0,0,0,18,0,24580,0,0,0,-1,-1
"Bridgeworker's Gloves",1303,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Riding Gloves",1304,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Wolfmane Wristguards",1306,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Smith's Trousers",1310,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Ghoul Fingers",1314,2,-2,0,0,-1,0,0,0,0,20,0,24580,0,0,0,-1,-1
"Hardened Root Staff",1317,2,-2,0,0,-1,0,0,0,0,25,0,24580,0,0,0,-1,-1
"Night Reaver",1318,3,-2,0,0,-1,0,0,0,0,23,0,24580,0,0,0,-1,-1
"Fingerbone Bracers",1351,2,-2,0,0,-1,0,0,0,0,28,0,24580,0,0,0,-1,-1
"Buckskin Cape",1355,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Lion-stamped Gloves",1359,1,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Stormwind Chain Gloves",1360,1,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
"Ragged Leather Vest",1364,0,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Ragged Leather Pants",1366,0,-2,0,0,-1,0,0,0,0,2,0,24580,0,0,0,-1,-1
"Ragged Leather Boots",1367,0,-2,0,0,-1,0,0,0,0,3,0,24580,0,0,0,-1,-1
"Ragged Leather Gloves",1368,0,-2,0,0,-1,0,0,0,0,4,0,24580,0,0,0,-1,-1
"Ragged Leather Belt",1369,0,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Ragged Leather Bracers",1370,0,-2,0,0,-1,0,0,0,0,4,0,24580,0,0,0,-1,-1
"Ragged Cloak",1372,0,-2,0,0,-1,0,0,0,0,3,0,24580,0,0,0,-1,-1
"Frayed Shoes",1374,0,-2,0,0,-1,0,0,0,0,4,0,24580,0,0,0,-1,-1
"Frayed Cloak",1376,0,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Frayed Gloves",1377,0,-2,0,0,-1,0,0,0,0,3,0,24580,0,0,0,-1,-1
"Frayed Pants",1378,0,-2,0,0,-1,0,0,0,0,2,0,24580,0,0,0,-1,-1
"Frayed Robe",1380,0,-2,0,0,-1,0,0,0,0,4,0,24580,0,0,0,-1,-1
"Rock Mace",1382,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Stone Tomahawk",1383,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
"Dull Blade",1384,1,-2,0,0,-1,0,0,0,0,3,0,24580,0,0,0,-1,-1
"Thistlewood Axe",1386,1,-2,0,0,-1,0,0,0,0,5,0,24580,0,0,0,-1,-1
Ghoulfang,1387,2,-2,0,0,-1,0,0,0,0,19,0,24580,0,0,0,-1,-1
"Crooked Staff",1388,1,-2,0,0,-1,0,0,0,0,3,0,24580,0,0,0,-1,-1
"Kobold Mining Mallet",1389,1,-2,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
"Riverpaw Mystic Staff",1391,2,-2,0,0,-1,0,0,0,0,18,0,24580,0,0,0,-1,-1
"Driftwood Club",1394,2,-2,0,0,-1,0,0,0,0,15,0,24580,0,0,0,-1,-1
"Apprentice's Pants",1395,0,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Acolyte's Pants",1396,0,-2,0,0,-1,0,0,0,0,1,0,24580,0,0,0,-1,-1
"Foamspittle Staff",1405,2,-2,0,0,-1,0,0,0,0,17,0,24580,0,0,0,-1,-1
"Pearl-encrusted Spear",1406,2,-2,0,0,-1,0,0,0,0,21,0,24580,0,0,0,-1,-1
"Withered Staff",1411,0,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Crude Bastard Sword",1412,0,-2,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
"Feeble Sword",1413,0,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Cracked Sledge",1414,0,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Carpenter's Mallet",1415,0,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Rusty Hatchet",1416,0,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Beaten Battle Axe",1417,0,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Worn Leather Belt",1418,0,-2,0,0,-1,0,0,0,0,7,0,24580,0,0,0,-1,-1
"Worn Leather Boots",1419,0,-2,0,0,-1,0,0,0,0,8,0,24580,0,0,0,-1,-1
"Worn Leather Bracers",1420,0,-2,0,0,-1,0,0,0,0,9,0,24580,0,0,0,-1,-1
"Worn Hide Cloak",1421,0,-2,0,0,-1,0,0,0,0,10,0,24580,0,0,0,-1,-1
