ID,TransmogSetID,ItemModifiedAppearanceID,Flags
715,85,70534,1
716,85,70530,3
717,86,70832,1
718,86,70838,1
719,86,70834,1
720,86,70909,1
721,86,70910,1
722,86,70911,1
723,86,70912,1
724,86,70908,3
725,87,70831,1
726,87,70837,1
727,87,70836,1
728,87,70874,1
729,87,70875,1
730,87,70876,1
731,87,70877,1
732,87,70878,3
733,88,70453,1
734,88,70459,1
735,88,70458,1
736,88,70496,1
737,88,70497,1
738,88,70498,1
739,88,70499,1
740,88,70500,3
741,89,70890,1
742,89,70801,3
743,89,70802,1
744,89,70803,1
745,89,70804,1
746,89,70805,1
747,89,70884,1
748,89,70889,1
749,90,70512,1
750,90,70423,3
751,90,70424,1
752,90,70425,1
753,90,70426,1
754,90,70427,1
755,90,70506,1
756,90,70511,1
757,91,70891,1
758,91,70885,1
759,91,70934,3
760,91,70935,1
761,91,70936,1
762,91,70937,1
764,91,70887,1
765,92,70513,1
766,92,70507,1
767,92,70556,3
768,92,70557,1
769,92,70558,1
770,92,70559,1
772,92,70509,1
773,93,70892,1
774,93,70886,1
775,93,70879,3
776,93,70880,1
777,93,70881,1
778,93,70882,1
779,93,70883,1
780,93,70888,1
781,94,70514,1
782,94,70508,1
783,94,70501,3
784,94,70502,1
785,94,70503,1
786,94,70504,1
787,94,70505,1
788,94,70510,1
790,95,70783,1
791,95,70789,1
793,95,70930,1
794,95,70929,1
795,95,70932,3
796,95,70931,1
797,96,70417,0
798,96,70405,1
799,96,70411,1
800,96,70555,1
801,96,70552,1
802,96,70551,1
803,96,70554,3
804,96,70553,1
805,97,70784,1
806,97,70790,1
807,97,70903,1
808,97,70904,1
809,97,70905,3
810,97,70907,1
811,97,70906,1
812,97,70785,1
813,98,70406,1
814,98,70412,1
815,98,70525,1
816,98,70526,1
817,98,70527,3
818,98,70529,1
819,98,70528,1
820,98,70407,1
821,99,70782,1
822,99,70788,1
823,99,70854,1
824,99,70851,1
825,99,70850,1
826,99,70853,3
827,99,70852,1
828,99,70786,1
829,100,70404,1
830,100,70410,1
831,100,70476,1
832,100,70473,1
833,100,70472,1
834,100,70475,3
835,100,70474,1
836,100,70408,1
837,101,71722,3
838,101,71723,1
839,101,71724,1
840,101,71725,1
841,101,71726,1
842,101,71773,1
843,101,71770,1
844,101,71766,1
845,102,71344,3
846,102,71345,1
847,102,71346,1
848,102,71347,1
849,102,71348,1
850,102,71395,1
851,102,71392,1
852,102,71388,1
853,103,71824,3
854,103,71825,1
855,103,71826,1
856,103,71827,1
857,103,71828,1
858,103,71769,1
860,103,80396,1
861,104,80397,1
862,104,71446,3
863,104,71447,1
864,104,71448,1
865,104,71449,1
866,104,71450,1
867,104,71391,1
868,104,71389,1
869,105,71744,1
870,105,71750,1
871,105,71746,1
872,105,71717,1
873,105,71718,1
874,105,71719,1
875,105,71720,3
876,105,71721,1
877,106,71366,1
878,106,71372,1
879,106,71368,1
880,106,71339,1
881,106,71340,1
882,106,71341,1
883,106,71342,3
884,106,71343,1
885,107,71801,1
886,107,71712,3
887,107,71713,1
888,107,71714,1
889,107,71715,1
890,107,71716,1
891,107,71795,1
892,107,71800,1
893,108,71423,1
894,108,71334,3
895,108,71335,1
896,108,71336,1
897,108,71337,1
898,108,71338,1
899,108,71417,1
900,108,71422,1
901,109,71694,1
902,109,71700,1
903,109,71844,1
904,109,71841,1
905,109,71840,1
906,109,71843,3
907,109,71842,1
908,109,71698,1
909,110,71316,1
910,110,71322,1
912,110,71463,1
913,110,71462,1
914,110,71465,3
915,110,71464,1
916,110,71320,1
917,111,71742,1
918,111,71748,1
919,111,71747,1
920,111,71785,1
921,111,71786,1
922,111,71787,1
923,111,71788,1
924,111,71789,3
925,112,71364,1
926,112,71370,1
927,112,71369,1
928,112,71407,1
929,112,71408,1
930,112,71409,1
931,112,71410,1
932,112,71411,3
933,113,71743,1
934,113,71749,1
935,113,71745,1
936,113,71820,1
937,113,71821,1
938,113,71822,1
939,113,71823,1
940,113,71819,3
941,114,71365,1
942,114,71371,1
943,114,71367,1
944,114,71442,1
945,114,71443,1
946,114,71444,1
947,114,71445,1
948,114,71441,3
949,115,71802,1
950,115,71796,1
951,115,71845,3
952,115,71846,1
953,115,71847,1
954,115,71848,1
956,115,71798,1
957,116,71424,1
958,116,71418,1
959,116,71467,3
960,116,71468,1
961,116,71469,1
962,116,71470,1
964,116,71420,1
965,117,71695,1
966,117,71701,1
967,117,71814,1
968,117,71815,1
969,117,71816,3
970,117,71818,1
971,117,71817,1
972,117,71696,1
973,118,71317,1
974,118,71323,1
975,118,71436,1
976,118,71437,1
977,118,71438,3
978,118,71440,1
979,118,71439,1
980,118,71318,1
981,119,71803,1
982,119,71797,1
983,119,71790,3
984,119,71791,1
985,119,71792,1
986,119,71793,1
987,119,71794,1
988,119,71799,1
989,120,71425,1
990,120,71419,1
991,120,71412,3
992,120,71413,1
993,120,71414,1
994,120,71415,1
995,120,71416,1
996,120,71421,1
997,121,71693,1
998,121,71699,1
999,121,71765,1
1000,121,71762,1
1001,121,71761,1
1002,121,71764,3
1003,121,71763,1
1004,121,71697,1
1005,122,71315,1
1006,122,71321,1
1007,122,71387,1
1008,122,71384,1
1009,122,71383,1
1010,122,71386,3
1011,122,71385,1
1012,122,71319,1
1013,123,60217,1
1014,123,60176,3
1015,123,60177,1
1016,123,60178,1
1017,123,60179,1
1018,123,60180,1
1019,123,60214,1
1020,123,60210,1
1021,124,64556,1
1022,124,64519,3
1023,124,64520,1
1024,124,64521,1
1025,124,64522,1
1026,124,64523,1
1027,124,64553,1
1028,124,64549,1
1029,125,60198,1
1030,125,60204,1
1031,125,60200,1
1032,125,60171,1
1033,125,60172,1
1034,125,60173,1
1035,125,60174,3
1036,125,60175,1
1037,126,64537,1
1038,126,64543,1
1039,126,64539,1
1040,126,64514,1
1041,126,64515,1
1042,126,64516,1
1043,126,64517,3
1044,126,64518,1
1061,127,60235,1
1062,127,60166,3
1063,127,60167,1
1064,127,60168,1
1065,127,60169,1
1066,127,60170,1
1067,127,60229,1
1068,127,60234,1
1069,128,64574,1
1070,128,64509,3
1071,128,64510,1
1072,128,64511,1
1073,128,64512,1
1074,128,64513,1
1075,128,64568,1
1076,128,64573,1
1077,129,60158,1
1078,129,60164,1
1079,129,60277,1
1080,129,60274,1
1081,129,60273,1
1082,129,60276,3
1083,129,60275,1
1084,129,60162,1
1085,130,64501,1
1086,130,64507,1
1087,130,64614,1
1088,130,64611,1
1089,130,64610,1
1090,130,64613,3
1091,130,64612,1
1092,130,64505,1
1093,131,60196,1
1094,131,60202,1
1095,131,60201,1
1096,131,60219,1
1097,131,60220,1
1098,131,60221,1
1099,131,60222,1
1100,131,60223,3
1101,132,64535,1
1102,132,64541,1
1103,132,64540,1
1104,132,64558,1
1105,132,64559,1
1106,132,64560,1
1107,132,64561,1
1108,132,64562,3
1109,133,60197,1
1110,133,60203,1
1111,133,60199,1
1112,133,60244,1
1113,133,60245,1
1114,133,60246,1
1115,133,60247,1
1116,133,60243,3
1117,134,64536,1
1118,134,64542,1
1119,134,64538,1
1120,134,64583,1
1121,134,64584,1
1122,134,64585,1
1123,134,64586,1
1124,134,64582,3
1125,135,60236,1
1126,135,60230,1
1127,135,60278,3
1128,135,60279,1
1130,135,60281,1
1132,135,60232,1
1133,136,64575,1
1134,136,64569,1
1135,136,64615,3
1136,136,64616,1
1138,136,64618,1
1140,136,64571,1
1141,137,60216,1
1142,137,60213,1
1143,137,60248,3
1144,137,60249,1
1145,137,60250,1
1146,137,60251,1
1147,137,60252,1
1148,137,60211,1
1149,138,64555,1
1150,138,64552,1
1151,138,64587,3
1152,138,64588,1
1153,138,64589,1
1154,138,64590,1
1155,138,64591,1
1156,138,64550,1
1157,139,60159,1
1158,139,60165,1
1159,139,60238,1
1160,139,60239,1
1161,139,60240,3
1162,139,60242,1
1163,139,60241,1
1164,139,60160,1
1165,140,64502,1
1166,140,64508,1
1167,140,64577,1
1168,140,64578,1
1169,140,64579,3
1170,140,64581,1
1171,140,64580,1
1172,140,64503,1
1173,141,60237,1
1174,141,60231,1
1175,141,60224,3
1176,141,60225,1
1177,141,60226,1
1178,141,60227,1
1179,141,60228,1
1180,141,60233,1
1181,142,64576,1
1182,142,64570,1
1183,142,64563,3
1184,142,64564,1
1185,142,64565,1
1186,142,64566,1
1187,142,64567,1
1188,142,64572,1
1189,143,60157,1
1190,143,60163,1
1191,143,60209,1
1192,143,60206,1
1193,143,60205,1
1194,143,60208,3
1195,143,60207,1
1196,143,60161,1
1197,144,64500,1
1198,144,64506,1
1199,144,64548,1
1200,144,64545,1
1201,144,64544,1
1202,144,64547,3
1203,144,64546,1
1204,144,64504,1
1205,145,60137,1
1206,145,60254,1
1207,145,60136,1
1208,145,60195,1
1209,145,60194,1
1210,145,60142,1
1211,145,60253,1
1212,145,60135,1
1213,145,60257,1
1214,145,60140,1
1215,145,60181,1
1216,145,60138,1
1217,145,60255,1
1218,145,60182,1
1219,145,60258,1
1220,145,60192,1
1221,145,60193,1
1222,145,60143,1
1223,145,60272,1
1224,145,60186,1
1225,145,60187,1
1226,145,60139,1
1227,145,60256,1
1228,145,60183,1
1229,145,60259,1
1230,145,60184,1
1231,145,60185,1
1232,146,64593,1
1233,146,64482,1
1234,146,64481,1
1235,146,64534,1
1236,146,64533,1
1237,146,64487,1
1238,146,64480,1
1239,146,64592,1
1240,146,64596,1
1241,146,64485,1
1242,146,64524,1
1243,146,64594,1
1244,146,64483,1
1245,146,64525,1
1246,146,64597,1
1247,146,64531,1
1248,146,64532,1
1249,146,64488,1
1250,146,64609,1
1251,146,64529,1
1252,146,64530,1
1253,146,64484,1
1254,146,64595,1
1255,146,64526,1
1256,146,64598,1
1257,146,64527,1
1258,146,64528,1
1259,147,70918,1
1260,147,70770,1
1261,147,74367,1
1262,147,70922,1
1263,147,70775,1
1264,147,70776,1
1265,147,70777,1
1266,147,70919,1
1267,147,70772,1
1268,147,70771,1
1269,147,70816,1
1270,147,70773,1
1271,147,70920,1
1272,147,70817,1
1273,147,70923,1
1274,147,70827,1
1275,147,70828,1
1276,147,70778,1
1277,147,70927,1
1278,147,70829,1
1279,147,70830,1
1280,147,70821,1
1281,147,70822,1
1282,147,70779,1
1283,147,70774,1
1284,147,70921,1
1285,147,70818,1
1286,147,70924,1
1287,147,70819,1
1288,147,70820,1
1289,148,70540,1
1290,148,70392,1
1291,148,74366,1
1292,148,70544,1
1293,148,70397,1
1294,148,70398,1
1295,148,70399,1
1296,148,70541,1
1297,148,70394,1
1298,148,70393,1
1299,148,70438,1
1300,148,70395,1
1301,148,70542,1
1302,148,70439,1
1303,148,70545,1
1304,148,70449,1
1305,148,70450,1
1306,148,70400,1
1307,148,70549,1
1308,148,70451,1
1309,148,70452,1
1310,148,70443,1
1311,148,70444,1
1312,148,70401,1
1313,148,70396,1
1314,148,70543,1
1315,148,70440,1
1316,148,70546,1
1317,148,70441,1
1318,148,70442,1
1319,149,71829,1
1320,149,71681,1
1321,149,71833,1
1322,149,71686,1
1323,149,71687,1
1324,149,71688,1
1325,149,71683,1
1326,149,71830,1
1327,149,71682,1
1328,149,71727,1
1329,149,71831,1
1330,149,71684,1
1331,149,71728,1
1332,149,71834,1
1333,149,71739,1
1334,149,71738,1
1335,149,71689,1
1336,149,71838,1
1337,149,71740,1
1338,149,71741,1
1339,149,71732,1
1340,149,71733,1
1341,149,71690,1
1342,149,71685,1
1343,149,71832,1
1344,149,71729,1
1345,149,71835,1
1346,149,71730,1
1347,149,71731,1
1348,150,71451,1
1349,150,71303,1
1350,150,71455,1
1351,150,71308,1
1352,150,71309,1
1353,150,71310,1
1354,150,71452,1
1355,150,71305,1
1356,150,71304,1
1357,150,71349,1
1358,150,71306,1
1359,150,71453,1
1360,150,71350,1
1361,150,71456,1
1362,150,71361,1
1363,150,71360,1
1364,150,71311,1
1365,150,71460,1
1366,150,71362,1
1367,150,71363,1
1368,150,71354,1
1369,150,71355,1
1370,150,71312,1
1371,150,71307,1
1372,150,71454,1
1373,150,71351,1
1374,150,71457,1
1375,150,71352,1
1376,150,71353,1
1377,151,71966,1
1378,151,71850,1
1379,151,72540,1
1380,151,71970,1
1381,151,71855,1
1382,151,71856,1
1383,151,71857,1
1384,151,71852,1
1385,151,71967,1
1386,151,71851,1
1387,151,71888,1
1388,151,71968,1
1389,151,71853,1
1390,151,71889,1
1391,151,71971,1
1392,151,71900,1
1393,151,71899,1
1394,151,71858,1
1395,151,71975,1
1396,151,71902,1
1397,151,71901,1
1398,151,71894,1
1399,151,71893,1
1400,151,71859,1
1401,151,71854,1
1402,151,71969,1
1403,151,71890,1
1404,151,71972,1
1405,151,71892,1
1406,151,71891,1
1407,152,71588,1
1408,152,71472,1
1409,152,72541,1
1410,152,71592,1
1411,152,71477,1
1412,152,71478,1
1413,152,71479,1
1414,152,71589,1
1415,152,71474,1
1416,152,71473,1
1417,152,71510,1
1418,152,71475,1
1419,152,71590,1
1420,152,71511,1
1421,152,71593,1
1422,152,71521,1
1423,152,71522,1
1424,152,71480,1
1425,152,71597,1
1426,152,71523,1
1427,152,71524,1
1428,152,71516,1
1429,152,71515,1
1430,152,71481,1
1431,152,71476,1
1432,152,71591,1
1433,152,71512,1
1434,152,71594,1
1435,152,71513,1
1436,152,71514,1
1437,153,71055,1
1438,153,70939,1
1439,153,72542,1
1440,153,71059,1
1441,153,70944,1
1442,153,70945,1
1443,153,70946,1
1444,153,70941,1
1445,153,71056,1
1446,153,70940,1
1447,153,70977,1
1448,153,70942,1
1449,153,71057,1
1450,153,70978,1
1451,153,71060,1
1452,153,70988,1
1453,153,70989,1
1454,153,70947,1
1455,153,71064,1
1456,153,70991,1
1457,153,70990,1
1458,153,70983,1
1459,153,70982,1
1460,153,70948,1
1461,153,71058,1
1462,153,70943,1
1463,153,70979,1
1464,153,71061,1
1465,153,70981,1
1466,153,70980,1
1467,154,70561,1
1468,154,70677,1
1469,154,72543,1
1470,154,70681,1
1471,154,70566,1
1472,154,70567,1
1473,154,70568,1
1474,154,70563,1
1475,154,72473,1
1476,154,70562,1
1477,154,70599,1
1478,154,70564,1
1479,154,70679,1
1480,154,70600,1
1481,154,70682,1
1482,154,70611,1
1483,154,70610,1
1484,154,70569,1
1485,154,70686,1
1486,154,70613,1
1487,154,70612,1
1488,154,70605,1
1489,154,70604,1
1490,154,70570,1
1491,154,70565,1
1492,154,70680,1
1493,154,70601,1
1494,154,70683,1
1495,154,70603,1
1496,154,70602,1
1497,155,63970,1
1498,155,64058,1
1499,155,63963,1
1500,155,64062,1
1501,155,63968,1
1502,155,63965,1
1503,155,64059,1
1504,155,63964,1
1505,155,63999,1
1506,155,64060,1
1507,155,63966,1
1508,155,64000,1
1509,155,64063,1
1510,155,67583,1
1511,155,67582,1
1512,155,63971,1
1513,155,67640,1
1514,155,67584,1
1515,155,67585,1
1516,155,64004,1
1517,155,64005,1
1518,155,63972,1
1519,155,64061,1
1520,155,63967,1
1521,155,64064,1
1522,155,64003,1
1523,155,64002,1
1524,156,67765,1
1525,156,67758,1
1526,156,67775,1
1527,156,67779,1
1528,156,67763,1
1529,156,67760,1
1530,156,67776,1
1531,156,67759,1
1532,156,67768,1
1533,156,67761,1
1534,156,67777,1
1535,156,67769,1
1536,156,67780,1
1537,156,64007,1
1538,156,64006,1
1539,156,67766,1
1540,156,64070,1
1541,156,64008,1
1542,156,64009,1
1543,156,67773,1
1544,156,67774,1
1545,156,67767,1
1546,156,67778,1
1547,156,67762,1
1548,156,67781,1
1549,156,67771,1
1550,156,67772,1
1551,157,79508,1
1552,157,79509,1
1553,157,79511,1
1554,157,79512,1
1555,157,79513,1
1556,157,79515,1
1557,157,79510,1
1558,157,79514,1
1561,158,79526,1
1562,158,79524,1
1563,158,79523,1
1564,158,79525,1
1565,158,79530,1
1566,158,79527,1
1567,158,79528,1
1568,158,79529,1
1570,159,79522,1
1571,159,79516,1
1572,159,79517,1
1573,159,79519,1
1574,159,79520,1
1575,159,79518,1
1576,159,79521,1
1577,159,79541,1
1579,160,79534,1
1580,160,79532,1
1581,160,79531,1
1582,160,79533,1
1583,160,79538,1
1584,160,79535,1
1585,160,79536,1
1586,160,79537,1
1587,4,66549,1
1589,162,82063,1
1590,162,82064,1
1591,162,82065,1
1592,162,82066,1
1593,163,7448,1
1594,163,7449,1
1595,164,7416,1
1596,164,7417,1
1602,167,3951,1
1603,167,3955,1
1604,167,3954,1
1605,167,3953,1
1606,167,3952,1
1607,169,24521,1
1608,169,24518,1
1609,169,24517,1
1610,169,24520,1
1611,169,24516,1
1612,169,24515,1
1613,169,24519,1
1614,168,66693,1
1615,168,66694,1
1616,168,66696,1
1617,168,66695,1
