Name_lang,Pos_0,Pos_1,Pos_2,MapOffset_0,MapOffset_1,FlightMapOffset_0,FlightMapOffset_1,ID,ContinentID,ConditionID,CharacterBitNumber,Flags,UiTextureKitID,Facing,SpecialIconConditionID,VisibilityConditionID,MountCreatureID_0,MountCreatureID_1
"Rut'theran Village, Teldrassil",8383.75,980.96398925781,30.82920074463,0,0,0,0,27,1,0,27,1,0,0,0,0,0,3837
"Astranaar, Ashenvale",2827.3400878906,-289.23999023438,107.16000366211,0.00800000038,0,0,0,28,1,0,28,1,0,0,0,0,0,3837
"Sun Rock Retreat, Stonetalon Mountains",966.57000732422,1040.3199462891,104.26999664307,0.02099999972,0.00499999989,0,0,29,1,0,29,2,0,0,0,0,2224,0
"Westreach Summit, Thousand Needles",-4310.6098632812,-927.06402587891,81.17960357666,0,0,0,0,30,1,0,30,2,0,0,0,0,2224,0
"Shadebough, Feralas",-4996.8798828125,73.94270324707,99.83850097656,0,0,0,0,31,1,0,31,1,0,0,0,0,0,3837
"Theramore, Dustwallow Marsh",-3825.3701171875,-4516.580078125,10.43999958038,0,0.00800000038,0,0,32,1,19444,32,9,0,0,0,0,0,541
"Thal'darah Overlook, Stonetalon Mountains",2147.25,1537.8699951172,341.23999023438,-0.01700000092,0,0,0,33,1,0,33,1,0,0,0,0,0,3837
"Transport, Booty Bay",-1965.1700439453,-5824.2900390625,-1.05999994278,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0
"Transport, Orgrimmar",1320.0699462891,-4649.2001953125,21.56999969482,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0
"Generic, World Target 001",-8644.6201171875,433.2799987793,59.45999908447,0,0,0,0,36,0,0,0,0,0,0,0,0,15665,0
"Nijel's Point, Desolace",139.24000549316,1325.8199462891,193.5,0.00700000022,0,0,0,37,1,0,37,1,0,0,0,0,0,3837
"Shadowprey Village, Desolace",-1767.6400146484,3263.8898925781,4.94000005722,0,0,0,0,38,1,0,38,2,0,0,0,0,2224,0
"Gadgetzan, Tanaris",-7185.9702148438,-3768.2399902344,9.30053043365,0,0,0,0,39,1,0,39,1,0,0,0,0,0,541
"Gadgetzan, Tanaris",-7094.0297851562,-3813.6899414062,9.49695014954,0,0,0,0,40,1,0,40,2,0,0,0,0,2224,0
"Feathermoon, Feralas",-4467.0400390625,2188.6398925781,17.8938999176,0,-0.00999999978,0,0,41,1,0,41,1,0,0,0,0,0,3837
"Camp Mojache, Feralas",-4419.8598632812,199.30999755859,25.05999946594,-0.00400000019,0,0,0,42,1,0,42,2,0,0,0,0,2224,0
"Aerie Peak, The Hinterlands",283.73999023438,-2002.7600097656,194.74000549316,0,-0.00999999978,0,0,43,0,0,43,1,0,0,0,0,0,541
"Bilgewater Harbor, Azshara",3547.1999511719,-6294.66015625,0.7542449832,0,0,0,0,44,1,0,44,2,0,0,0,0,2224,0
"Nethergarde Keep, Blasted Lands",-11112.299804688,-3435.7399902344,79.08999633789,0,0.01499999966,0,0,45,0,0,45,1,0,0,0,0,0,541
"Transport, Southshore",-986.42999267578,-547.85998535156,-3.8599998951,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
"Transport, Grom'gol",-12418.76953125,235.42999267578,1.12000000477,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
"Bloodvenom Post, Felwood [DISABLED in 4.x]",5123.509765625,-321.18099975586,359.54000854492,0,0,0,0,48,1,5793,48,0,0,0,0,0,2224,0
Moonglade,7458.4501953125,-2487.2099609375,462.32998657227,0,0,0,0,49,1,0,49,1,0,0,0,0,0,3837
"Transport, Menethil Harbor",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
"Transport, Auberdine",0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0
"Everlook, Winterspring",6796.7998046875,-4742.3901367188,701.5,0,-0.00999999978,0,0,52,1,0,52,1,0,0,0,0,0,3837
"Everlook, Winterspring",6813.0600585938,-4611.1201171875,710.66998291016,0,-0.00899999961,0,0,53,1,0,53,2,0,0,0,0,2224,0
"Transport, Feathermoon",-4203.8701171875,3284,-12.85999965668,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0
"Brackenwall Village, Dustwallow Marsh",-3147.3898925781,-2842.1799316406,34.61000061035,-0.00600000005,0,0,0,55,1,0,55,2,0,0,0,0,2224,0
"Stonard, Swamp of Sorrows",-10457,-3279.25,21.35000038147,-0.00800000038,0,0,0,56,0,0,56,2,0,0,0,0,2224,0
"Fishing Village, Teldrassil",8701.509765625,991.36999511719,14.21000003815,0,0,0,0,57,1,0,0,0,0,0,0,0,0,3837
"Zoram'gar Outpost, Ashenvale",3351.8200683594,1052.3000488281,3.06999993324,-0.00800000038,-0.00899999961,0,0,58,1,0,58,2,0,0,0,0,2224,0
"Dun Baldar, Alterac Valley",574.21002197266,-46.65000152588,37.61000061035,0,0,0,0,59,30,0,0,0,0,0,0,0,0,541
"Frostwolf Keep, Alterac Valley",-1335.4399414062,-319.69000244141,90.66000366211,0,0,0,0,60,30,0,0,0,0,0,0,0,3574,0
"Splintertree Post, Ashenvale",2302.3898925781,-2524.5500488281,104.40000152588,0,-0.0120000001,0,0,61,1,0,61,2,0,0,0,0,2224,0
"Nighthaven, Moonglade",7793.6098632812,-2403.4699707031,489.32000732422,0,0,0,0,62,1,0,0,1,0,0,0,0,0,3837
"Nighthaven, Moonglade",7787.7202148438,-2404.1000976562,489.55999755859,0,0,0,0,63,1,0,0,2,0,0,0,0,2224,0
"Talrendis Point, Azshara (NEVER in 4.x)",2721.9899902344,-3880.6398925781,100.87000274658,0,0,0,0,64,1,5793,64,0,0,0,0,0,0,3837
"Talonbranch Glade, Felwood",6214.3198242188,-1874.2800292969,565.95599365234,0.00400000019,0,0,0,65,1,0,65,1,0,0,0,0,0,3837
"Chillwind Camp, Western Plaguelands",931.32000732422,-1430.1099853516,64.66999816895,-0.00700000022,0.01499999966,0,0,66,0,0,66,1,0,0,0,0,0,541
"Light's Hope Chapel, Eastern Plaguelands",2271.0900878906,-5340.7998046875,87.11000061035,0,0,0,0,67,0,924,67,1,0,0,0,0,0,44248
"Light's Hope Chapel, Eastern Plaguelands",2270.1999511719,-5343.1098632812,86.97329711914,-0.00800000038,-0.00499999989,0,0,68,0,923,68,2,0,0,0,0,44248,0
Moonglade,7470.3901367188,-2123.3798828125,492.33999633789,0,0,0,0,69,1,0,69,2,0,0,0,0,2224,0
"Flame Crest, Burning Steppes",-7504.0297851562,-2187.5400390625,165.5299987793,0.01499999966,0,0,0,70,0,0,70,2,0,0,0,0,2224,0
"Morgan's Vigil, Burning Steppes",-8364.6103515625,-2738.3500976562,185.46000671387,0,0,0,0,71,0,0,71,1,0,0,0,0,0,541
"Cenarion Hold, Silithus",-6811.3901367188,836.73999023438,49.81000137329,0,0,0,0,72,1,0,72,2,0,0,0,0,2224,0
"Cenarion Hold, Silithus",-6761.830078125,772.03002929688,88.91000366211,0,-0.00499999989,0,0,73,1,0,73,1,0,0,0,0,0,3837
"Thorium Point, Searing Gorge",-6552.58984375,-1168.2700195312,309.30999755859,-0.00400000019,0.0270000007,0,0,74,0,0,74,1,0,0,0,0,0,541
"Thorium Point, Searing Gorge",-6554.9301757812,-1100.0500488281,309.57000732422,0.0270000007,0.0270000007,0,0,75,0,0,75,2,0,0,0,0,2224,0
"Revantusk Village, The Hinterlands",-635.26000976563,-4720.5,5.38000011444,-0.00700000022,0.00700000022,0,0,76,0,0,76,2,0,0,0,0,2224,0
"Vendetta Point, Southern Barrens",-2152.3500976562,-1724.3399658203,92.52799987793,0.01999999955,0,0,0,77,1,0,227,2,0,0,0,0,2224,0
Naxxramas,3133.3100585938,-3399.9299316406,139.5299987793,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
"Marshal's Stand, Un'Goro Crater",-7548.0498046875,-1541.1300048828,-271.04998779297,-0.00300000003,0.00999999978,0,0,79,1,0,79,3,0,0,0,0,2224,541
"Ratchet, Northern Barrens",-894.59002685547,-3773.0100097656,11.47999954224,-0.00598801998,-0.01453489996,0,0,80,1,0,80,3,0,0,0,0,2224,541
Filming,0,0,0,0,0,0,0,81,530,0,0,0,0,0,0,0,0,0
"Silvermoon City",9375.240234375,-7165.8901367188,9.02999973297,0,0,0,0,82,530,0,82,6,0,0,0,0,19917,0
"Tranquillien, Ghostlands",7594.4702148438,-6784.2900390625,86.45999908447,0.00600000005,0,0,0,83,530,0,83,2,0,0,0,0,19917,0
"Plaguewood Tower, Eastern Plaguelands",2965.5500488281,-3033.6101074219,126.92900085449,0,-0.01499999966,0,0,84,0,0,154,3,0,0,0,0,44248,44248
"Northpass Tower, Eastern Plaguelands",3134.2600097656,-4354.7797851562,133.46299743652,0,0,0,0,85,0,0,153,3,0,0,0,0,44248,44248
"Eastwall Tower, Eastern Plaguelands",2524.4399414062,-4769.5600585938,104.08699798584,0.01400000043,0.00999999978,0,0,86,0,0,147,3,0,0,0,0,44248,44248
"Crown Guard Tower, Eastern Plaguelands",1876.4000244141,-3693.3200683594,157.68699645996,0.01700000092,-0.0120000001,0,0,87,0,0,152,3,0,0,0,0,44248,44248
"Transport, Exodar",-4284.009765625,-11194.740234375,13.01000022888,0,0,0,0,88,530,0,0,0,0,0,0,0,0,0
"Transport, Theramore",0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
"Transport, Undercity",0,0,0,0,0,0,0,90,1,0,0,0,0,0,0,0,0,0
"Quest - Azuremyst Shaman Target",-3996.0100097656,-11892.969726562,0.21999999881,0,0,0,0,91,530,0,0,0,0,0,0,0,0,0
"Quest - Azuremyst Shaman Start",-3679.3100585938,-11413.040039062,310.57000732422,0,0,0,0,92,530,0,0,0,0,0,0,0,0,0
"Blood Watch, Bloodmyst Isle",-1933.2700195312,-11954.599609375,57.18999862671,0,0,0,0,93,530,0,93,1,0,0,0,0,0,3837
"The Exodar",-3867.5600585938,-11641.099609375,-137.66400146484,0,0,0,0,94,530,0,94,1,0,0,0,0,0,3837
"Zangarmarsh - Quest - As the Crow Flies",-146.28999328613,5532.5600585938,30.88999938965,0,0,0,0,95,530,0,0,0,0,0,0,0,17972,0
"Zangarmarsh - Quest - As the Crow Flies - End",-145.22999572754,5533.0297851562,30.95000076294,0,0,0,0,96,530,0,0,0,0,0,0,0,0,0
"Quest - Elekk Path to Kessel",-3968.3701171875,-11929.150390625,-1.22000002861,0,0,0,0,97,530,0,0,0,0,0,0,0,0,18167
"Quest - Elekk to Kessel Target",-2662.3000488281,-12144.599609375,16.90999984741,0,0,0,0,98,530,0,0,0,0,0,0,0,0,0
"Thrallmar, Hellfire Peninsula",228.5,2633.5700683594,87.66999816895,0.01300000027,-0.00899999961,0,0,99,530,0,99,2,0,0,0,0,2224,0
"Honor Hold, Hellfire Peninsula",-673.41998291016,2717.2700195312,94.18000030518,0.0120000001,0.00999999978,0,0,100,530,0,100,1,0,0,0,0,0,541
"Temple of Telhamat, Hellfire Peninsula",199.16000366211,4241.5600585938,121.75,0,-0.01999999955,0,0,101,530,0,101,1,0,0,0,0,0,3837
"Falcon Watch, Hellfire Peninsula",-587.40997314453,4101.009765625,91.37000274658,0.00200000009,-0.00999999978,0,0,102,530,0,102,2,0,0,0,0,2224,0
"Nagrand - PvP - Attack Run Start 1 ",-1810.1600341797,8032.1098632812,-25.95000076294,0,0,0,0,103,530,0,0,0,0,0,0,0,18345,18345
"Nagrand - PvP - Attack Run End 1",-1824.1800537109,8049.2900390625,-26.85000038147,0,0,0,0,104,530,0,0,0,0,0,0,0,13161,13161
"Nagrand - PvP - Attack Run Start 2",-1513.4000244141,8140.9301757812,-19.60000038147,0,0,0,0,105,530,0,0,0,0,0,0,0,18345,18345
"Nagrand - PvP - Attack Run End 2",-1511.2600097656,8149.7099609375,-18.57999992371,0,0,0,0,106,530,0,0,0,0,0,0,0,0,541
"Nagrand - PvP - Attack Run Start 3",-1387.0699462891,7782.41015625,-11.47000026703,0,0,0,0,107,530,0,0,0,0,0,0,0,18345,18345
"Nagrand - PvP - Attack Run End 3",-1376.7199707031,7771.169921875,-10.07999992371,0,0,0,0,108,530,0,0,0,0,0,0,0,0,541
"Nagrand - PvP - Attack Run Start 4",-1656.5999755859,7724.91015625,-15.59000015259,0,0,0,0,109,530,0,0,0,0,0,0,0,18345,18345
"Nagrand - PvP - Attack Run End 4",-1658.9000244141,7724.7099609375,-15.78999996185,0,0,0,0,110,530,0,0,0,0,0,0,0,0,541
"Eversong - Duskwither Teleport",9335.830078125,-7883.0698242188,74.91000366211,0,0,0,0,111,530,0,0,0,0,0,0,0,18392,18392
"Eversong - Duskwither Teleport End",9335.669921875,-7809.7099609375,136.57000732422,0,0,0,0,112,530,0,0,0,0,0,0,0,17972,17972
"Quest - Nethrandamus Start",-1544.3599853516,8792.0703125,35.2200012207,0,0,0,0,113,530,0,0,0,0,0,0,0,18543,18543
"Quest - Nethrandamus End Target",-1544.3599853516,8792.08984375,35.2200012207,0,0,0,0,114,530,0,0,0,0,0,0,0,0,0
"Quest - Caverns of Time OH - Begin",2384.7299804688,1169.3800048828,66.86000061035,0,0,0,0,115,560,0,0,0,0,0,0,0,18768,18768
"Quest - Caverns of Time OH - End",2014.6500244141,239.64999389648,68.51999664307,0,0,0,0,116,560,0,0,0,0,0,0,0,0,0
"Telredor, Zangarmarsh",213.75,6063.75,148.30999755859,0,0,0,0,117,530,0,117,1,0,0,0,0,0,3837
"Zabra'jin, Zangarmarsh",219.44999694824,7816,22.71999931335,0,0,0,0,118,530,0,118,2,0,0,0,0,2224,0
"Telaar, Nagrand",-2729,7305.2998046875,88.63999938965,0.00200000009,0.02400000021,0,0,119,530,0,119,1,0,0,0,0,0,3837
"Garadar, Nagrand",-1261.0899658203,7133.3901367188,57.34000015259,0.00999999978,-0.00700000022,0,0,120,530,0,120,2,0,0,0,0,2224,0
"Allerian Stronghold, Terokkar Forest",-2987.2399902344,3872.7800292969,9.13000011444,0,0,0,0,121,530,0,121,1,0,0,0,0,0,541
"Area 52, Netherstorm",3082.3100585938,3596.1101074219,144.02000427246,-0.0270000007,-0.02300000004,0,0,122,530,0,122,3,0,0,0,0,2224,541
"Shadowmoon Village, Shadowmoon Valley",-3018.6201171875,2557.0900878906,79.08999633789,0.00999999978,0,0,0,123,530,0,123,2,0,0,0,0,2224,0
"Wildhammer Stronghold, Shadowmoon Valley",-3982.0700683594,2156.4699707031,105.15000152588,0,0,0,0,124,530,0,124,1,0,0,0,0,0,541
"Sylvanaar, Blade's Edge Mountains",2183.6499023438,6794.4599609375,183.2799987793,0,0,0,0,125,530,0,125,1,0,0,0,0,0,3837
"Thunderlord Stronghold, Blade's Edge Mountains",2446.3701171875,6020.9301757812,154.33999633789,0,0.00400000019,0,0,126,530,0,126,2,0,0,0,0,2224,0
"Stonebreaker Hold, Terokkar Forest",-2567.330078125,4423.830078125,39.33000183105,0,0,0,0,127,530,0,127,2,0,0,0,0,2224,0
"Shattrath, Terokkar Forest",-1837.2299804688,5301.8999023438,-12.43000030518,0,0,0,0,128,530,0,128,3,0,0,0,0,2224,541
"Hellfire Peninsula, The Dark Portal",-327.35000610352,1020.4899902344,54.25,0.00200000009,0.02999999933,0,0,129,530,0,129,1,0,0,0,0,0,541
"Hellfire Peninsula, The Dark Portal",-178.08999633789,1026.7199707031,54.18999862671,0.00400000019,-0.00800000038,0,0,130,530,0,130,2,0,0,0,0,2224,0
"Quest - Horde Hellfire Start",-25.51000022888,2133.4499511719,112.59999847412,0,0,0,0,131,530,0,0,0,0,0,0,0,19275,18376
"Quest - Horde Hellfire End",-25.60000038147,2133.3999023438,112.58000183105,0,0,0,0,132,530,0,0,0,0,0,0,0,19275,0
"Quest - Hellfire Peninsula (Alliance Path) Start",-673.72998046875,1855.2900390625,68.9700012207,0,0,0,0,133,530,0,0,0,0,0,0,0,19324,19324
"Quest - Hellfire Peninsula (Alliance) End",-673.75,1855.3199462891,68.95999908447,0,0,0,0,134,530,0,0,0,0,0,0,0,19324,19324
"Quest - Hellfire, Aerial Mission (Horde) Start",-27.64999961853,2126.5700683594,111.84999847412,0,0,0,0,135,530,0,0,0,0,0,0,0,19275,19324
"Quest - Hellfire, Aerial Mission (Horde) End",-27.52000045776,2126.5,111.87999725342,0,0,0,0,136,530,0,0,0,0,0,0,0,19275,19324
"Quest - Hellfire, Aerial Mission (Alliance) Start",298.5,1501.2600097656,-14.27999973297,0,0,0,0,137,530,0,0,0,0,0,0,0,19275,19324
"Quest - Hellfire, Aerial Mission (Alliance) End",298.58999633789,1501.1300048828,-14.25,0,0,0,0,138,530,0,0,0,0,0,0,0,19275,19324
"The Stormspire, Netherstorm",4157.580078125,2959.6899414062,352.07998657227,-0.00499999989,-0.01799999923,0,0,139,530,0,139,3,0,0,0,0,2224,541
"Altar of Sha'tar, Shadowmoon Valley",-3065.6000976562,749.41998291016,-10.10000038147,0,0,0,0,140,530,6211,140,3,0,0,0,0,2224,541
"Spinebreaker Ridge, Hellfire Peninsula",-1316.8399658203,2358.6201171875,88.95999908447,0,0,0,0,141,530,0,141,2,0,0,0,0,2224,0
"Hellfire Peninsula - Reaver's Fall",-29.15999984741,2125.7199707031,111.4700012207,0.00700000022,0,0,0,142,530,0,0,0,0,0,0,0,2224,0
"Quest - Caverns of Time (Intro Flight Path) (End)",-8360.73046875,-4327.7299804688,-208.33000183105,0,0,0,0,143,1,0,0,0,0,0,0,0,16081,16081
"Quest - Caverns of Time (Intro Flight Path) (Start)",-8162.009765625,-4796.2299804688,35.7799987793,0,0,0,0,144,1,0,0,0,0,0,0,0,18768,18768
"Quest - Netherstorm - Stealth Flight - Begin",3079.0100097656,3599.080078125,144.07000732422,0,0,0,0,145,530,0,0,0,0,0,0,0,2224,0
"Quest - Netherstorm - Stealth Flight - End",2235.3400878906,2793.7700195312,128.0299987793,0,0,0,0,146,530,0,0,0,0,0,0,0,0,0
"Hellfire Peninsula - Force Camp Beach Head",509.17001342773,1988.6899414062,109.62000274658,0,0,0,0,147,530,0,0,0,0,0,0,0,0,19324
"Shatter Point, Hellfire Peninsula (Beach Assault)",298.45999145508,1501.1800537109,-14.27999973297,0,0,0,0,148,530,0,0,0,0,0,0,0,0,19324
"Shatter Point, Hellfire Peninsula",276.20001220703,1486.9100341797,-15.10000038147,0,0,0,0,149,530,0,149,0,0,0,0,0,0,541
"Cosmowrench, Netherstorm",2974.9499511719,1848.2399902344,141.2799987793,0,0.00999999978,0,0,150,530,0,150,3,0,0,0,0,2224,541
"Swamprat Post, Zangarmarsh",91.66999816895,5214.919921875,23.10000038147,0.01700000092,0.01600000076,0,0,151,530,0,151,2,0,0,0,0,2224,0
"Quest - Netherstorm - Manaforge Ultris (Start)",4262.3901367188,2136.919921875,139.44000244141,0,0,0,0,152,530,0,0,0,0,0,0,0,20903,20903
"Quest - Netherstorm - Manaforge Ultris (End)",4266.7001953125,2133.3798828125,138.82000732422,0,0,0,0,153,530,0,0,0,0,0,0,0,20903,20903
"Quest - Netherstorm - Manaforge Ultris (Second Pass) Start",20047.880859375,5200.6899414062,19742.779296875,0,0,0,0,154,530,0,0,0,0,0,0,0,20903,20903
"Quest - Netherstorm - Manaforge Ultris (Second Pass) End",4267.1401367188,2133.0300292969,138.77000427246,0,0,0,0,155,530,0,0,0,0,0,0,0,0,0
"Toshley's Station, Blade's Edge Mountains",1857.3499755859,5531.8701171875,277.01000976563,0,0,0,0,156,530,0,156,1,0,0,0,0,0,541
"Quest - Blade's Edge - Vision Guide - Start",2277.7399902344,5983.3500976562,142.60000610352,0,0,0,0,157,530,0,0,0,0,0,0,0,21396,0
"Quest - Blade's Edge - Vision Guide - End",2278.5600585938,5983.7099609375,142.57000732422,0,0,0,0,158,530,0,0,0,0,0,0,0,0,0
"Sanctum of the Stars, Shadowmoon Valley",-4073.169921875,1123.6099853516,42.4700012207,0.01400000043,0,0,0,159,530,6212,159,3,0,0,0,0,2224,541
"Evergrove, Blade's Edge Mountains",2976.0100097656,5501.1298828125,143.66999816895,0,0,0,0,160,530,0,160,3,0,0,0,0,2224,541
"Quest - Nether Dragon Ally - Start",0,0,0,0,0,0,0,161,530,0,0,0,0,0,0,0,22360,22360
"Quest - Nether Dragon Ally - End",-4100.2700195312,950.38000488281,22.11000061035,0,0,0,0,162,530,0,0,0,0,0,0,0,0,0
"Mok'Nathal Village, Blade's Edge Mountains",2028.7900390625,4705.2700195312,150.50999450684,0,0,0,0,163,530,0,163,2,0,0,0,0,2224,0
"Orebor Harborage, Zangarmarsh",966.66998291016,7399.16015625,29.13999938965,0,0.00999999978,0,0,164,530,0,164,1,0,0,0,0,0,3837
"Transport, Northrend 2",0,0,0,0,0,0,0,165,571,0,0,0,0,0,0,0,0,0
"Emerald Sanctuary, Felwood",3972.8400878906,-1324.5100097656,244.80299377441,0,0,0,0,166,1,0,166,3,0,0,0,0,2224,3837
"Forest Song, Ashenvale",3000.25,-3202.4099121094,189.77000427246,0,-0.01400000043,0,0,167,1,0,167,1,0,0,0,0,0,3837
Filming,-9441.1796875,65.05000305176,56.18000030518,0,0,0,0,168,0,0,0,0,0,0,0,0,0,3837
"Quest - Netherwing Ledge - Mine Cart Ride - South - Start",-5224.5297851562,631.84997558594,48.36000061035,0,0,0,0,169,530,0,0,0,0,0,0,0,23372,23372
"Quest - Netherwing Ledge - Mine Cart Ride - South - End",-5185.7099609375,172.94999694824,-11.56999969482,0,0,0,0,170,530,0,0,0,0,0,0,0,23289,23289
Skettis,-3364.6799316406,3650.1799316406,284.7799987793,0,0,0,0,171,530,0,0,0,0,0,0,0,23422,23422
Ogri'La,2531.1000976562,7322.08984375,373.64001464844,0,0,0,0,172,530,0,0,0,0,0,0,0,23422,23422
"Quest - Yarzill Flight Start",-5141.3598632812,620.10998535156,82.69999694824,0,0,0,0,173,530,0,0,0,0,0,0,0,23468,23468
"Quest - Yarzill Flight Start End",-1636.0899658203,5275.8701171875,-41.09999847412,0,0,0,0,174,530,0,0,0,0,0,0,0,0,0
"Transport, Howling Fjord",784.89001464844,-5066.1801757812,-7.88000011444,0,0,0,0,175,571,0,0,0,0,0,0,0,0,0
"Quest - Howling Fjord Tauren Canoe (Start)",245.36000061035,-3309.1999511719,0.91000002623,0,0,0,0,176,571,0,0,0,0,0,0,0,23518,23518
"Quest - Howling Fjord Tauren Canoe (End)",-147.4700012207,-3587.3601074219,0.34000000358,0,0,0,0,177,571,0,0,0,0,0,0,0,23518,23518
"Transport, Borean Tundra",0,0,0,0,0,0,0,178,571,0,0,0,0,0,0,0,0,0
"Mudsprocket, Dustwallow Marsh",-4566.2299804688,-3226.0500488281,34.70000076294,-0.00700000022,-0.01999999955,0,0,179,1,0,179,3,0,0,0,0,2224,541
"Quest - Dustwallow - Alcaz Survey Start",-3822.6599121094,-4511.330078125,10.84000015259,0,0,0,0,180,1,0,0,0,0,0,0,0,0,541
"Quest - Dustwallow - Alcaz Survey End",-3822.7099609375,-4509.6499023438,10.97999954224,0,0,0,0,181,1,0,0,0,0,0,0,0,0,541
"Quest - Howling Fjord - Break the Blockade Zeppelin",1415.8900146484,-3082.4899902344,121.91000366211,0,0,0,0,182,571,0,0,0,0,0,0,0,0,0
"Valgarde Port, Howling Fjord",567.40997314453,-5010.9702148438,11.5,0,0,0,0,183,571,0,183,1,0,0,0,0,0,541
"Fort Wildervar, Howling Fjord",2468.7700195312,-5029.8198242188,283.48999023438,0.00999999978,-0.00999999978,0,0,184,571,0,184,1,0,0,0,0,0,541
"Westguard Keep, Howling Fjord",1342.8399658203,-3287.8999023438,174.44999694824,0.00999999978,-0.00499999989,0,0,185,571,0,185,1,0,0,0,0,0,541
"Quest - Howling Fjord - Flight to the Windrunner - Start",1911.8199462891,-6179.0698242188,24.61000061035,0,0,0,0,186,571,0,0,0,0,0,0,0,3574,0
