ID,UiMapArtID,TextureWidth,TextureHeight,OffsetX,OffsetY,HitRectTop,HitRectBottom,HitRectLeft,HitRectRight,PlayerConditionID,Flags,AreaID_0,AreaID_1,AreaID_2,AreaID_3
324,53,455,295,0,146,277,361,307,398,0,0,144,0,0,0
325,53,273,294,177,345,448,600,282,368,0,0,923,0,0,0
326,53,310,345,0,311,471,579,145,261,0,0,924,806,0,0
341,67,200,263,517,28,105,190,602,679,0,0,443,0,0,0
346,67,326,145,294,330,388,422,419,457,0,0,447,0,0,0
349,67,303,185,277,483,548,605,381,428,0,0,449,0,0,0
361,54,323,406,0,256,357,435,144,251,0,0,1002,0,0,0
362,54,392,352,148,316,428,487,273,493,0,0,1001,0,0,0
363,54,464,250,81,214,304,400,340,498,0,0,68,0,0,0
364,54,410,256,0,110,250,330,165,345,0,0,69,0,0,0
365,54,413,292,37,0,131,219,231,373,0,0,95,98,0,0
366,54,357,246,214,0,51,123,298,406,0,0,996,998,0,0
367,54,228,247,350,139,230,295,444,502,0,0,97,0,0,0
369,54,427,291,451,377,433,520,580,715,0,0,997,0,0,0
370,54,316,182,525,302,0,0,0,0,0,0,71,0,0,0
371,54,428,463,574,0,0,0,0,0,0,0,1000,96,0,0
381,61,325,363,0,297,339,442,44,161,0,0,150,0,0,0
382,61,301,232,37,240,0,0,0,0,0,0,1018,0,0,0
383,61,321,248,31,102,0,0,0,0,0,0,1022,0,0,0
384,61,298,447,185,195,285,370,319,399,0,0,118,0,0,0
385,61,276,243,121,63,0,0,0,0,0,0,1024,0,0,0
387,61,185,224,372,76,152,195,406,467,0,0,309,0,0,0
388,61,257,185,356,7,89,133,426,514,0,0,205,0,0,0
389,61,236,256,359,201,282,361,440,533,0,0,1036,0,0,0
390,61,258,207,371,335,386,436,492,554,0,0,1021,836,0,0
392,61,369,235,506,232,329,428,574,666,0,0,1020,0,0,0
394,61,256,245,599,123,201,266,649,712,0,0,1017,0,0,0
421,52,189,307,0,152,191,403,56,145,0,0,1097,0,0,0
422,52,299,296,32,348,433,502,177,251,0,0,536,0,0,0
424,52,323,309,91,132,216,337,141,252,0,0,492,243,0,0
425,52,268,282,228,355,449,524,296,423,0,0,93,0,0,0
427,52,233,248,401,396,461,529,466,555,0,0,245,0,0,0
428,52,279,399,497,112,185,321,598,698,0,0,242,0,0,0
429,52,291,263,539,368,441,521,595,683,0,0,241,0,0,0
431,52,329,314,640,128,279,340,706,788,0,0,42,576,0,0
432,52,219,182,661,122,224,258,752,795,0,0,1098,42,0,0
433,52,931,235,71,26,85,200,125,970,0,0,799,0,0,0
461,11,278,209,511,7,57,104,653,696,0,0,381,5117,0,0
462,11,257,249,403,6,99,150,518,600,0,0,382,0,0,0
464,11,241,195,290,104,212,262,388,475,0,0,384,383,0,0
465,11,283,270,116,57,182,244,213,301,0,0,383,0,0,0
466,11,446,256,100,208,276,338,334,405,0,0,386,0,0,0
468,11,243,217,448,127,258,292,528,571,0,0,1704,0,0,0
469,11,207,332,555,129,251,313,626,709,0,0,379,0,0,0
470,11,239,231,481,254,312,357,544,632,0,0,1699,0,0,0
471,11,233,193,362,275,357,409,467,540,0,0,380,0,0,0
472,11,336,289,344,379,495,554,519,597,0,0,388,0,0,0
473,11,219,175,547,379,450,509,626,704,0,0,392,0,0,0
474,11,315,212,556,456,516,608,678,730,0,0,391,0,0,0
513,55,239,205,397,243,343,396,555,627,0,0,127,0,0,0
514,55,157,173,387,246,334,375,435,489,0,0,129,0,0,0
515,55,167,179,298,228,287,361,343,414,0,0,117,0,0,0
516,55,234,206,543,253,313,368,628,714,0,0,105,0,0,0
518,55,240,228,413,95,0,0,0,0,0,0,37,1740,0,0
519,55,139,150,354,184,226,288,392,455,0,0,125,0,0,0
520,55,159,137,267,168,218,268,309,377,0,0,123,0,0,0
521,55,236,224,140,208,0,0,0,0,0,0,104,0,0,0
523,55,228,265,158,0,88,183,218,312,0,0,102,0,0,0
524,55,227,190,306,63,98,168,392,493,0,0,100,0,0,0
525,55,302,166,306,0,36,92,422,514,0,0,99,0,0,0
526,55,244,238,499,0,91,175,546,661,0,0,101,0,0,0
527,55,376,560,626,0,72,364,728,952,0,0,19,0,0,0
561,15,220,287,85,24,182,226,166,211,0,0,334,0,0,0
562,15,227,268,132,105,142,222,227,313,0,0,313,0,0,0
563,15,249,278,171,123,273,320,242,310,0,0,1858,0,0,0
565,15,284,306,21,269,374,483,81,249,0,0,324,0,0,0
566,15,273,268,77,400,509,586,160,317,0,0,327,0,0,0
567,15,228,227,201,312,376,420,266,336,0,0,335,0,0,0
568,15,237,252,261,416,585,631,371,456,0,0,880,0,0,0
569,15,252,258,327,367,498,558,449,534,0,0,316,0,0,0
570,15,196,270,293,145,277,344,362,435,0,0,320,0,0,0
572,15,260,220,476,359,427,514,562,671,0,0,317,0,0,0
573,15,306,248,430,249,354,417,531,599,0,0,314,0,0,0
574,15,210,227,404,144,240,312,455,545,0,0,315,0,0,0
575,15,183,238,506,126,196,244,563,626,0,0,333,0,0,0
576,15,270,271,581,118,209,290,650,740,0,0,321,318,0,0
601,27,238,267,0,236,278,327,97,182,0,0,348,0,0,0
602,27,191,278,133,105,146,303,194,269,0,0,1882,0,0,0
604,27,241,211,220,181,274,338,288,379,0,0,350,0,0,0
605,27,240,196,220,379,439,525,286,407,0,0,353,0,0,0
606,27,199,212,286,269,377,417,382,430,0,0,1883,0,0,0
607,27,208,204,367,159,241,283,441,503,0,0,1884,0,0,0
608,27,199,199,390,252,322,375,466,517,0,0,1886,0,0,0
609,27,225,196,357,343,418,478,440,530,0,0,355,0,0,0
610,27,303,311,475,5,90,235,560,697,0,0,356,0,0,0
611,27,176,235,490,195,254,318,554,600,0,0,351,0,0,0
612,27,281,261,565,208,341,385,700,768,0,0,1917,5323,0,0
613,27,287,289,487,334,414,579,555,709,0,0,354,0,0,0
614,27,244,401,677,267,0,0,0,0,0,0,307,3317,0,0
621,83,321,288,356,192,271,372,464,571,0,0,537,0,0,0
622,83,309,277,145,226,317,407,253,377,0,0,543,0,0,0
623,83,316,293,162,357,427,519,287,382,0,0,539,0,0,0
624,83,381,274,335,384,455,580,443,581,0,0,540,0,0,0
625,83,263,412,573,256,308,423,620,740,0,0,1942,0,0,0
626,83,197,222,706,201,0,0,0,0,0,0,1943,0,0,0
627,83,432,294,305,0,125,218,443,588,0,0,538,0,0,0
641,76,221,293,185,280,417,470,270,339,0,0,980,0,0,0
643,76,232,211,301,349,456,488,387,431,0,0,992,0,0,0
644,76,224,216,431,452,576,650,496,578,0,0,987,0,0,0
645,76,173,163,380,341,414,453,448,498,0,0,984,0,0,0
646,76,225,187,448,364,411,493,497,580,0,0,981,0,0,0
647,76,274,186,437,289,0,0,0,0,0,0,1940,0,0,0
648,76,231,177,305,257,340,404,368,455,0,0,983,0,0,0
649,76,179,190,258,211,264,346,310,380,0,0,982,0,0,0
650,76,195,163,413,211,284,325,500,549,0,0,1938,0,0,0
651,76,255,194,297,148,0,0,0,0,0,0,1939,0,0,0
657,76,213,173,507,238,302,366,609,677,0,0,2300,0,0,0
658,76,189,180,412,92,0,0,0,0,0,0,976,0,0,0
659,76,214,149,293,99,157,209,360,462,0,0,979,0,0,0
660,76,315,190,184,0,40,154,312,436,0,0,978,0,0,0
661,75,305,247,542,223,271,398,617,729,0,0,513,0,0,0
662,75,270,353,428,0,0,0,0,0,0,0,502,518,0,0
666,75,436,299,359,369,458,553,491,578,0,0,511,0,0,0
667,75,206,200,656,21,62,174,706,819,0,0,2079,0,0,0
701,85,431,319,219,273,331,412,444,609,0,0,656,2361,0,0
741,68,262,390,0,0,0,0,0,0,0,0,414,0,0,0
742,68,184,232,112,148,246,304,177,229,0,0,441,0,0,0
744,68,314,241,255,78,186,255,330,413,0,0,2301,0,0,0
747,68,251,271,255,164,307,366,320,400,0,0,415,4691,0,0
749,68,236,271,210,331,417,462,302,353,0,0,418,0,0,0
751,68,325,239,473,97,182,256,509,558,0,0,419,0,0,0
752,68,231,256,481,221,305,364,558,638,0,0,426,0,0,0
753,68,287,276,529,385,524,566,646,684,0,0,422,432,2360,0
754,68,221,257,595,253,270,372,648,719,0,0,428,431,0,0
755,68,235,236,696,154,315,350,784,829,0,0,430,2358,0,0
756,68,166,211,836,148,227,298,894,978,0,0,438,0,0,0
757,68,231,223,771,265,346,438,825,928,0,0,437,0,0,0
758,68,277,333,714,317,0,0,0,0,0,0,434,0,0,0
762,71,292,266,637,402,497,564,761,847,0,0,2198,0,0,0
764,71,326,311,381,357,476,572,457,573,0,0,602,0,0,0
765,71,274,196,207,472,550,636,316,409,0,0,606,0,0,0
766,71,222,299,142,369,443,504,198,288,0,0,2408,0,0,0
767,71,250,215,360,273,365,425,474,544,0,0,596,0,0,0
768,71,321,275,170,196,337,427,323,385,0,0,607,0,0,0
772,71,220,205,440,49,139,200,504,589,0,0,599,0,0,0
773,71,317,293,655,0,108,182,741,828,0,0,603,0,0,0
774,71,231,257,573,0,28,90,621,716,0,0,608,0,0,0
775,71,274,145,399,0,39,96,481,552,0,0,2404,0,0,0
821,18,272,206,258,0,54,121,346,447,0,0,1437,0,0,0
823,18,295,205,530,6,60,151,571,719,0,0,1438,0,0,0
824,18,218,183,459,97,173,208,580,630,0,0,1440,1438,0,0
826,18,238,195,225,110,151,203,338,404,0,0,1441,0,0,0
827,18,235,188,327,182,246,291,434,510,0,0,1439,0,0,0
828,18,308,226,144,175,272,341,268,378,0,0,73,0,0,0
829,18,168,170,375,102,154,205,425,478,0,0,2517,0,0,0
842,81,206,329,316,168,242,420,400,472,0,0,1228,0,0,0
844,81,321,247,477,0,124,195,577,714,0,0,2497,0,0,0
845,81,306,337,684,22,162,230,764,844,0,0,1229,0,0,0
853,81,0,0,0,0,0,0,0,0,0,0,1235,0,0,0
854,81,218,237,228,229,286,404,290,401,0,0,1221,0,0,0
856,81,295,267,476,401,506,582,610,712,0,0,1232,0,0,0
857,81,210,232,245,377,474,522,334,349,0,0,1234,0,0,0
858,81,395,128,396,540,575,637,531,650,0,0,1256,0,0,0
861,82,307,161,471,0,45,111,589,638,0,0,1762,1769,0,0
862,82,209,226,531,57,141,218,580,675,0,0,1998,0,0,0
863,82,261,273,406,55,136,212,471,539,0,0,1767,0,0,0
864,82,263,199,303,9,92,158,402,473,0,0,2618,0,0,0
865,82,343,250,243,107,248,302,384,482,0,0,1766,0,0,0
866,82,345,192,220,231,0,0,0,0,0,0,1765,0,0,0
867,82,319,176,234,317,367,423,328,415,0,0,1763,0,0,0
868,82,268,214,278,359,445,522,335,427,0,0,2481,0,0,0
869,82,229,210,288,458,539,603,385,452,0,0,2480,0,0,0
870,82,274,212,394,382,495,552,482,566,0,0,2479,0,0,0
871,82,173,163,410,505,571,622,457,506,0,0,1761,0,0,0
872,82,187,176,476,484,548,613,536,597,0,0,2478,0,0,0
921,70,305,244,265,0,106,161,354,466,0,0,467,0,0,0
922,70,244,247,417,143,0,0,0,0,0,0,464,0,0,0
923,70,277,274,199,368,445,512,252,381,0,0,465,0,0,0
924,70,222,222,353,285,386,462,468,522,0,0,460,0,0,0
925,70,374,287,533,179,293,367,621,721,0,0,461,1277,0,0
927,70,194,156,532,512,569,617,598,675,0,0,2540,0,0,0
928,70,267,352,468,263,0,0,0,0,0,0,1076,0,0,0
929,70,211,131,618,537,588,645,687,773,0,0,2539,0,0,0
941,46,617,522,83,0,125,355,315,590,0,0,2697,2938,0,0
961,23,492,314,510,354,0,0,0,0,0,0,2297,0,0,0
962,23,194,208,601,390,0,0,0,0,0,0,2298,0,0,0
963,23,368,220,261,448,0,0,0,0,0,0,197,3197,0,0
965,23,316,316,48,235,349,423,231,312,0,0,813,0,0,0
966,23,241,212,229,228,330,400,335,395,0,0,199,0,0,0
968,23,169,195,472,332,411,476,510,590,0,0,202,0,0,0
969,23,359,182,231,123,194,254,426,520,0,0,192,0,0,0
970,23,432,271,235,0,66,163,387,513,0,0,190,0,0,0
971,23,241,252,495,213,359,420,606,676,0,0,201,0,0,0
972,23,185,230,551,151,244,294,620,670,0,0,198,0,0,0
973,23,311,436,533,0,0,0,0,0,0,0,2620,0,0,0
984,74,350,334,271,0,88,153,429,500,0,0,1119,0,0,0
985,74,194,304,375,343,0,0,0,0,0,0,1108,0,0,0
986,74,265,284,485,101,167,310,550,659,0,0,2577,0,0,0
989,74,206,237,467,354,447,529,550,624,0,0,2522,0,0,0
991,74,174,220,671,181,273,323,737,795,0,0,1099,0,0,0
993,74,192,157,663,116,164,235,714,801,0,0,1103,0,0,0
997,74,207,209,756,191,234,314,800,864,0,0,1137,0,0,0
1021,86,329,246,126,0,69,147,259,360,0,0,2740,0,0,0
1022,86,405,267,345,4,100,202,451,539,0,0,2742,3426,0,0
1023,86,309,243,550,181,275,360,614,695,0,0,2738,0,0,0
1025,86,542,367,0,206,310,411,254,374,0,0,2743,0,0,0
1026,86,489,358,380,310,412,548,536,666,0,0,2744,3427,0,0
1027,86,580,213,0,455,0,0,0,0,0,0,2737,2741,0,0
1041,28,376,347,398,0,0,0,0,0,0,0,809,0,0,0
1061,46,350,449,433,208,325,540,510,665,0,0,2561,0,0,0
1062,46,513,358,92,310,380,540,335,520,0,0,2562,0,0,0
1101,109,512,512,348,8,130,222,407,501,0,0,3750,3749,0,0
1103,109,512,358,343,310,399,495,402,498,0,0,3822,0,0,0
1104,109,512,512,104,155,211,316,184,298,0,0,3743,0,0,0
1105,109,492,223,510,445,513,634,605,814,0,0,3759,0,0,0
1107,109,512,512,116,35,129,221,238,350,0,0,3744,0,0,0
1110,109,396,512,606,126,181,364,657,899,0,0,3840,3757,3756,0
1112,109,256,512,290,129,231,300,350,444,0,0,3748,0,0,0
1116,109,512,512,394,90,224,328,443,555,0,0,3746,3747,0,0
1118,109,512,410,469,258,306,365,516,633,0,0,3821,0,0,0
1121,109,512,439,168,229,370,436,308,403,0,0,3745,0,0,0
1125,107,256,256,88,50,119,191,147,214,0,0,3650,3640,0,0
1126,107,308,256,694,321,386,461,755,870,0,0,3565,0,0,0
1127,99,512,512,195,5,27,188,226,402,0,0,3431,3432,0,0
1128,99,256,256,307,136,223,303,401,460,0,0,3533,3531,3534,3532
1129,99,128,256,292,319,362,409,335,372,0,0,3466,0,0,0
1130,99,256,128,231,404,440,487,250,339,0,0,3461,0,0,0
1132,99,256,256,361,298,321,353,392,463,0,0,3465,0,0,0
1133,107,512,336,314,332,383,504,381,516,0,0,3642,3668,0,0
1134,99,256,256,460,373,473,505,497,550,0,0,3467,0,0,0
1135,99,256,128,524,359,405,447,588,636,0,0,3464,0,0,0
1136,107,256,512,219,51,174,300,265,407,0,0,3667,0,0,0
1137,99,256,256,474,314,362,393,541,576,0,0,3470,0,0,0
1138,99,256,256,605,253,0,0,0,0,0,0,3480,0,0,0
1139,107,256,256,81,152,211,320,165,270,0,0,3656,0,3657,0
1140,99,256,256,386,386,463,522,406,474,0,0,3462,0,0,0
1141,107,256,343,141,325,376,438,257,324,0,0,3646,3895,0,0
1142,99,128,248,511,420,462,500,468,618,0,0,3471,0,0,0
1143,99,256,353,648,315,455,607,677,765,0,0,3476,0,0,0
1145,99,256,128,255,507,550,600,309,417,0,0,3474,0,0,0
1146,107,256,512,569,112,276,383,633,740,0,0,3644,0,0,0
1147,107,286,512,716,128,177,326,756,900,0,0,3648,3718,0,0
1148,100,256,512,365,2,187,252,438,506,0,0,3488,3497,0,0
1149,107,256,256,512,303,364,464,524,650,0,0,3659,3819,0,0
1150,100,512,256,460,0,45,114,566,645,0,0,3489,3510,0,0
1151,100,512,512,44,0,69,135,202,297,0,0,3490,3515,0,0
1152,100,256,512,60,117,230,325,138,222,0,0,3491,3503,0,0
1153,100,256,256,210,126,187,244,309,361,0,0,3494,0,0,0
1154,107,256,256,342,249,307,385,378,580,0,0,3720,0,0,0
1155,100,256,512,448,150,296,347,538,587,0,0,3493,3509,3498,0
1156,107,256,207,720,461,510,587,793,880,0,0,3641,0,0,0
1157,100,427,256,575,0,103,148,753,822,0,0,3495,3512,3513,3823
1158,100,429,256,573,136,198,231,701,747,0,0,3496,0,3516,0
1161,113,256,256,480,277,335,424,523,621,0,0,3684,3691,0,0
1162,100,256,449,340,219,312,354,393,432,0,0,3502,3506,0,0
1163,100,512,293,95,375,455,613,264,400,0,0,3500,0,0,0
1164,100,512,431,466,237,324,493,613,713,0,0,3517,3499,3507,0
1165,100,404,436,598,232,390,472,731,818,0,0,3508,0,0,0
1166,113,256,367,103,301,402,473,120,238,0,0,3719,3686,0,0
1167,113,256,256,314,0,112,160,403,475,0,0,3674,3859,0,0
1168,113,385,512,617,149,182,283,668,769,0,0,3681,0,0,0
1169,113,512,256,143,171,248,280,379,413,0,0,3682,3677,0,0
1170,113,512,320,449,348,428,593,565,616,0,0,3693,3679,3690,3680
1171,113,256,256,397,165,254,324,415,520,0,0,3683,3692,0,0
1173,113,256,512,455,34,160,232,495,567,0,0,3675,3676,0,0
1174,100,256,256,40,287,357,390,116,157,0,0,3492,0,0,0
1175,99,512,512,440,87,190,338,371,679,0,0,3487,0,0,0
1176,113,512,512,104,4,92,221,201,383,0,0,3703,0,0,0
1177,100,256,256,184,238,294,331,324,361,0,0,3501,3505,0,0
1178,107,512,256,20,202,310,354,147,210,0,0,3649,3658,0,0
1179,114,256,128,241,388,406,476,294,378,0,0,3712,0,0,0
1180,114,256,387,147,281,441,535,189,283,0,0,3726,0,0,0
1181,114,256,179,357,489,528,602,442,534,0,0,3730,0,0,0
1182,114,256,256,465,336,416,496,550,643,0,0,3734,0,0,0
1183,114,256,256,171,155,222,307,217,321,0,0,3722,0,0,0
1184,114,256,256,513,138,200,312,563,672,0,0,3736,0,0,0
1185,114,512,256,354,49,96,191,479,612,0,0,3741,0,0,0
1186,114,409,384,593,284,311,524,638,879,0,0,3842,3731,3724,0
1187,114,256,213,239,455,496,541,238,331,0,0,3729,0,0,0
1189,112,512,420,36,248,305,383,145,268,0,0,3624,0,0,0
1190,112,256,256,431,143,206,281,518,607,0,0,3613,3614,0,0
1191,112,256,256,335,193,260,329,390,462,0,0,3628,3666,3627,0
1192,112,256,241,558,427,493,575,642,739,0,0,3637,0,0,0
1193,112,256,256,351,52,82,173,415,525,0,0,3616,3700,3699,0
1194,112,512,334,168,334,0,0,0,0,0,0,3631,3630,0,0
1195,112,256,256,219,199,264,335,291,380,0,0,3622,3621,3672,0
1196,112,256,256,387,390,426,500,479,579,0,0,3626,0,0,0
1197,112,256,256,533,267,322,401,619,700,0,0,3638,0,0,0
1198,112,256,256,504,53,103,180,564,655,0,0,3615,3636,0,0
1199,112,256,256,157,32,110,219,255,339,0,0,3617,0,0,0
1200,105,512,255,261,413,524,604,491,597,0,0,3546,0,0,0
1201,105,512,342,183,326,383,437,244,295,0,0,3554,3543,0,0
1202,105,256,458,338,210,324,384,423,523,0,0,3545,3670,3671,3669
1203,105,256,256,469,298,393,471,495,604,0,0,3538,3794,3814,0
1208,105,256,256,206,110,149,213,256,372,0,0,3555,3801,0,0
1215,105,256,512,326,45,189,249,352,473,0,0,3553,3799,3810,0
1216,105,256,378,25,290,359,436,95,172,0,0,3551,3795,3808,3800
1217,105,512,512,38,152,235,301,167,305,0,0,3552,0,0,0
1218,105,256,512,579,128,278,396,666,738,0,0,3804,3807,3813,0
1219,105,256,512,737,156,216,459,833,926,0,0,3539,0,0,0
1220,105,256,256,467,154,226,293,507,602,0,0,3536,0,0,0
1221,105,512,256,477,6,82,158,554,689,0,0,3547,0,0,0
1222,105,422,238,580,430,451,533,654,751,0,0,3582,3838,3815,0
1225,100,512,256,326,0,0,0,0,0,0,0,3856,0,0,0
1226,112,256,334,660,334,412,482,725,780,0,0,3610,3788,0,0
1227,112,256,256,532,363,408,454,602,649,0,0,3611,0,0,0
1228,112,256,256,162,154,223,274,218,302,0,0,3625,0,0,0
1229,112,256,256,391,258,349,398,474,524,0,0,3629,3839,0,0
1230,112,256,512,10,107,218,307,68,148,0,0,3764,0,0,0
1231,112,256,256,598,79,226,261,692,758,0,0,3762,3673,0,0
1232,112,256,256,666,233,324,384,711,776,0,0,3634,3760,0,0
1233,112,256,256,277,54,101,146,317,362,0,0,3763,0,0,0
1234,107,256,128,124,0,31,79,164,209,0,0,3651,0,0,0
1236,107,256,512,462,90,251,300,600,655,0,0,3818,3653,3905,0
1237,107,256,512,329,25,142,197,407,492,0,0,3766,0,0,0
1238,107,256,256,31,339,383,447,108,182,0,0,3647,0,0,0
1239,107,256,256,175,232,325,376,281,356,0,0,3645,0,0,0
1240,100,256,256,585,0,22,75,675,718,0,0,3823,0,0,0
1241,100,256,262,364,406,535,593,446,519,0,0,3861,0,0,0
1260,114,256,256,328,397,472,511,361,436,0,0,3723,0,0,0
1261,114,256,256,644,173,226,293,695,758,0,0,3737,0,0,0
1262,114,256,256,237,22,94,150,362,435,0,0,3740,3739,0,0
1263,114,256,145,490,523,560,623,538,605,0,0,3732,3935,3879,3934
1265,114,256,256,411,20,97,131,480,513,0,0,3850,0,0,0
1266,114,256,256,253,301,339,396,297,364,0,0,3725,0,0,0
1267,114,256,217,454,451,512,529,548,573,0,0,3837,0,0,0
1268,114,256,256,356,261,355,411,478,539,0,0,3727,3877,0,0
1269,114,256,256,298,134,205,275,409,494,0,0,3738,3875,3876,0
1270,114,256,256,132,294,358,391,194,270,0,0,3868,0,0,0
1273,109,256,256,520,93,140,210,579,652,0,0,3754,3753,0,0
1274,109,256,256,143,256,314,386,266,332,0,0,3752,0,0,0
1275,109,256,256,554,308,0,0,0,0,0,0,3758,0,0,0
1276,113,256,256,505,154,238,300,575,640,0,0,3860,0,0,0
1277,113,256,256,116,4,49,93,194,254,0,0,3696,0,0,0
1279,107,256,256,596,412,0,0,0,0,0,0,3841,0,0,0
1280,113,256,256,478,19,96,132,575,627,0,0,3858,0,0,0
1281,105,256,256,182,412,478,552,237,313,0,0,3556,3798,0,0
1282,105,256,256,34,142,247,302,114,171,0,0,3797,0,0,0
1283,105,512,512,478,25,186,234,567,614,0,0,3548,3541,3549,3803
1285,105,256,256,705,368,421,555,759,823,0,0,3802,0,0,0
1286,105,256,260,308,408,521,583,423,485,0,0,3796,3816,3811,0
1288,110,256,256,422,0,80,145,489,548,0,0,3864,0,0,0
1289,110,256,256,623,147,0,0,0,0,0,0,3867,0,0,0
1290,110,256,507,314,161,307,403,376,441,0,0,3773,0,0,0
1291,110,256,256,412,95,151,201,537,576,0,0,3777,0,0,0
1292,110,256,297,342,371,478,552,422,506,0,0,3776,3778,0,0
1293,110,256,256,733,109,0,0,0,0,0,0,3863,0,0,0
1294,110,256,256,439,210,281,307,512,561,0,0,3775,0,0,0
