ID,TransmogSetID,ItemModifiedAppearanceID,Flags
2125,236,282041,1
2126,236,282119,3
2127,236,282057,1
2128,237,282149,1
2129,237,282068,1
2130,237,282071,1
2131,237,282109,1
2132,237,282129,1
2133,237,282130,1
2134,237,282126,3
2135,237,282107,1
2136,238,282127,3
2137,238,282034,1
2138,238,282035,1
2139,238,282131,1
2140,238,282087,1
2141,238,282102,1
2142,238,282123,1
2143,238,282100,1
2144,239,282040,1
2145,239,282039,1
2146,239,282116,3
2147,239,282165,1
2148,239,282117,1
2149,239,282118,1
2150,239,282064,1
2151,239,282076,1
2152,240,282108,1
2153,240,282074,1
2154,240,282106,1
2155,240,282146,1
2156,240,282037,3
2157,240,282079,1
2158,240,282038,1
2159,240,282147,1
2160,241,282158,1
2161,241,282144,1
2162,241,282052,1
2163,241,282143,3
2164,241,282045,1
2165,241,282170,1
2166,241,282171,1
2167,241,282141,1
2168,242,282086,1
2169,242,282132,1
2170,242,282080,1
2171,242,282075,1
2172,242,282134,1
2173,242,282114,3
2174,242,282058,1
2175,242,282088,1
2176,243,282740,3
2177,243,282741,1
2178,243,282742,1
2179,243,282743,1
2180,243,282744,1
2181,243,282735,1
2182,243,282737,1
2183,243,282738,1
2184,244,282713,1
2185,244,282715,1
2186,244,282708,1
2187,244,282709,1
2188,244,282710,1
2189,244,282711,3
2190,244,282712,1
2191,244,282714,1
2192,245,282784,1
2193,245,282703,3
2194,245,282704,1
2195,245,282705,1
2196,245,282706,1
2197,245,282707,1
2198,245,282779,1
2199,245,282782,1
2200,246,282685,1
2201,246,282690,1
2202,246,282840,1
2203,246,282837,1
2204,246,282836,1
2205,246,282839,3
2206,246,282838,1
2207,246,282688,1
2208,247,282752,1
2209,247,282751,1
2210,247,282753,1
2211,247,282754,1
2212,247,282755,1
2213,247,282756,1
2214,247,282757,3
2215,247,282750,1
2216,248,282798,1
2217,248,282797,1
2218,248,282800,1
2219,248,282801,1
2220,248,282802,1
2221,248,282803,1
2222,248,282799,3
2223,248,282796,1
2224,249,282783,1
2225,249,282780,1
2226,249,282841,3
2227,249,282842,1
2229,249,282844,1
2231,249,282781,1
2232,250,282808,1
2233,250,282806,1
2234,250,282809,3
2235,250,282810,1
2236,250,282811,1
2237,250,282812,1
2238,250,282813,1
2239,250,282804,1
2241,251,282692,1
2242,251,282791,1
2243,251,282792,1
2244,251,282793,3
2245,251,282795,1
2246,251,282794,1
2247,251,282689,1
2248,252,282773,1
2249,252,282769,1
2250,252,282771,1
2251,252,282763,3
2252,252,282764,1
2253,252,282765,1
2254,252,282766,1
2255,252,282767,1
2256,253,282684,1
2257,253,282691,1
2258,253,282749,1
2259,253,282746,1
2260,253,282745,1
2261,253,282748,3
2262,253,282747,1
2263,253,282687,1
2264,254,280476,2
2265,254,280520,0
2266,254,280477,0
2267,254,280463,0
2268,254,280518,0
2269,254,280440,0
2270,254,280441,0
2271,254,280533,0
2272,255,280551,0
2273,255,280478,0
2274,255,280521,0
2275,255,280447,0
2276,255,280448,0
2277,255,280522,2
2278,255,280523,0
2279,255,280538,0
2280,256,280467,2
2281,256,280444,0
2282,256,280497,0
2283,256,280445,0
2284,256,280446,0
2285,256,280548,0
2286,256,280438,0
2287,256,280527,0
2288,257,280470,1
2289,257,280510,1
2290,257,280509,1
2291,257,280454,3
2292,257,280535,1
2293,257,280455,1
2294,257,280412,1
2295,257,280474,1
2296,258,280493,0
2297,258,280532,0
2298,258,280459,0
2299,258,280491,0
2300,258,280531,0
2301,258,280414,2
2302,258,280464,0
2303,258,280416,0
2304,259,280442,0
2305,259,280504,2
2306,259,280426,0
2307,259,280450,0
2308,259,280496,0
2309,259,280466,0
2310,259,280500,0
2311,259,280495,0
2312,260,280492,0
2313,260,280511,2
2314,260,280515,0
2315,260,280514,0
2316,260,280494,0
2317,260,280456,0
2318,260,280453,0
2319,260,280534,0
2320,261,280485,1
2321,261,280472,1
2322,261,280516,1
2323,261,280411,1
2324,261,280410,1
2325,261,280512,3
2326,261,280508,1
2327,261,280487,1
2328,262,280419,0
2329,262,280503,0
2330,262,280501,2
2331,262,280550,0
2332,262,280502,0
2333,262,280449,0
2334,262,280422,0
2335,262,280461,0
2337,263,280556,0
2339,263,280430,0
2340,263,280528,2
2341,263,280437,0
2342,263,280529,0
2343,263,280543,0
2344,264,280473,0
2345,264,280443,0
2346,264,280499,2
2347,264,280519,0
2348,264,280460,0
2350,264,280517,0
2351,264,280471,0
2352,265,280273,0
2353,265,280271,0
2354,265,280269,0
2355,265,280278,0
2356,265,280277,0
2357,265,280276,0
2358,265,280275,0
2359,265,280274,2
2360,266,280247,0
2361,266,280245,0
2362,266,280244,2
2363,266,280243,0
2364,266,280242,0
2365,266,280241,0
2366,266,280248,0
2367,266,280246,0
2368,267,280316,0
2369,267,280313,0
2370,267,280240,0
2371,267,280239,0
2372,267,280238,0
2373,267,280237,0
2374,267,280236,2
2375,267,280318,0
2376,268,280221,1
2377,268,280373,1
2378,268,280374,3
2379,268,280371,1
2380,268,280372,1
2381,268,280375,1
2382,268,280223,1
2383,268,280218,1
2384,269,280284,0
2385,269,280291,2
2386,269,280290,0
2387,269,280289,0
2388,269,280288,0
2389,269,280287,0
2390,269,280285,0
2391,269,280286,0
2392,270,280330,0
2393,270,280333,2
2394,270,280337,0
2395,270,280336,0
2396,270,280335,0
2397,270,280334,0
2398,270,280331,0
2399,270,280332,0
2400,271,280315,1
2401,271,280380,1
2402,271,280379,1
2403,271,280378,1
2404,271,280377,1
2405,271,280376,3
2406,271,280314,1
2407,271,280317,1
2408,272,280338,0
2409,272,280347,0
2410,272,280346,0
2411,272,280345,0
2412,272,280344,0
2413,272,280343,2
2414,272,280340,0
2415,272,280342,0
2416,273,280222,0
2417,273,280328,0
2418,273,280329,0
2419,273,280327,2
2420,273,280326,0
2421,273,280325,0
2423,273,280219,0
2425,274,280300,0
2427,274,280298,0
2428,274,280297,2
2429,274,280305,0
2430,274,280303,0
2431,274,280307,0
2432,275,280220,0
2433,275,280281,0
2435,275,280279,0
2436,275,280280,0
2438,275,280224,0
2439,275,280217,0
2440,276,274984,0
2441,276,275045,0
2442,276,275046,2
2443,276,275043,0
2444,276,275044,0
2445,276,275047,0
2446,276,274988,0
2447,276,274981,0
2448,277,275065,0
2449,277,275064,0
2450,277,275063,0
2451,277,275062,0
2452,277,275061,2
2453,277,275069,0
2454,277,275067,0
2455,277,275071,0
2456,278,275144,0
2457,278,275143,0
2458,278,275142,0
2459,278,275141,0
2460,278,275140,2
2461,278,275078,0
2472,280,275094,0
2473,280,275097,2
2474,280,275101,0
2475,280,275100,0
2476,280,275099,0
2477,280,275098,0
2478,280,275095,0
2479,280,275096,0
2480,281,275011,0
2481,281,275009,0
2482,281,275008,2
2483,281,275007,0
2484,281,275006,0
2485,281,275005,0
2486,281,275012,0
2487,281,275010,0
2488,282,275092,0
2489,282,275093,0
2490,282,275091,0
2491,282,275090,2
2492,282,275089,0
2493,282,274986,0
2494,282,274983,0
2495,282,274989,0
2496,283,274982,0
2497,283,274987,0
2498,283,275139,0
2499,283,275136,0
2500,283,275135,0
2501,283,275138,2
2502,283,275137,0
2503,283,274985,0
2504,284,275106,0
2505,284,275104,0
2506,284,275107,2
2507,284,275108,0
2509,284,275110,0
2510,284,275111,0
2511,284,275102,0
2513,285,275000,2
2514,285,275001,0
2515,285,275002,0
2516,285,275003,0
2517,285,275004,0
2518,285,275077,0
2520,286,275038,2
2521,286,275039,0
2522,286,275040,0
2523,286,275041,0
2524,286,275042,0
2525,286,275033,0
2526,286,275035,0
2527,286,275037,0
2724,298,179148,3
2725,298,179149,1
2726,298,179150,1
2727,298,179151,1
2728,298,179152,1
2764,285,275079,0
2765,285,275081,0
3180,310,277289,0
3181,310,276523,0
3182,310,276885,1
3183,310,277294,0
3184,310,277776,0
3185,310,277292,2
3186,310,276901,1
3187,310,277105,0
3188,310,277137,0
3189,310,277297,0
3190,310,277791,0
3191,310,277919,0
3192,310,277201,0
3193,310,277031,1
3194,310,277130,0
3195,310,277182,0
3196,310,277852,0
3197,310,278007,0
3198,310,277295,0
3199,310,277015,1
3200,310,277027,0
3201,310,277158,0
3202,310,277290,0
3203,310,277835,0
3204,310,277853,0
3205,310,277217,0
3206,310,276522,0
3207,310,276867,1
3208,310,277758,0
3209,310,278009,0
3210,310,277750,0
3211,310,276856,1
3212,310,277171,0
3213,310,277293,0
3214,310,277009,1
3215,310,277052,0
3216,310,277141,0
3217,310,277191,0
3218,310,277288,0
3219,310,277834,0
3220,310,277877,0
3221,310,277296,0
3222,310,276839,1
3223,310,277038,0
3224,310,277121,0
3225,310,277180,0
3226,310,277291,0
3227,310,277735,0
3228,310,277861,0
3844,282,270568,1
3845,282,270569,0
3846,282,275085,0
3847,282,279458,0
3848,282,279463,0
3849,282,270626,1
3850,282,270627,0
3851,282,275088,0
3852,282,279461,0
3853,282,279466,0
3854,282,270639,1
3855,282,279366,0
3856,282,270588,1
3857,282,270589,0
3858,282,275086,0
3859,282,279459,0
3860,282,279464,0
3861,282,270528,1
3862,282,279369,0
3863,282,270662,1
3865,282,279372,0
3867,282,270543,1
3868,282,270551,0
3869,282,275084,0
3870,282,279457,0
3871,282,279462,0
3872,282,270606,1
3873,282,270607,0
3874,282,275087,0
3875,282,279460,0
3876,282,279465,0
3877,331,280119,0
3878,331,279649,0
3879,331,279654,1
3880,331,280123,0
3881,331,283125,0
3882,331,283126,0
3883,331,283559,0
3884,331,283585,0
3885,331,283961,0
3886,331,283987,0
3887,331,284336,0
3890,331,280160,0
3891,331,279643,1
3892,331,279652,0
3893,331,280117,0
3894,331,282975,0
3895,331,282976,0
3896,331,283462,0
3897,331,283525,0
3898,331,283864,0
3899,331,283927,0
3900,331,284321,0
3903,331,283643,0
3904,331,283054,1
3905,331,283055,0
3906,331,283499,0
3907,331,283901,0
3908,331,284045,0
3909,331,284304,0
3912,331,280120,2
3914,331,279655,1
3915,331,280124,0
3917,331,283091,1
3918,331,283093,0
3919,331,283524,0
3920,331,283567,0
3921,331,283926,0
3922,331,283969,0
3925,331,283017,1
3926,331,283018,0
3927,331,283019,0
3928,331,283481,0
3929,331,283542,0
3930,331,283626,0
3931,331,283883,0
3932,331,283944,0
3933,331,284028,0
3934,331,284314,0
3937,331,280118,0
3938,331,279653,1
3939,331,279663,0
3940,331,280122,0
3941,331,282972,0
3942,331,282973,0
3943,331,282974,0
3944,331,283461,0
3945,331,283543,0
3946,331,283863,0
3947,331,283945,0
3948,331,284354,0
3952,331,280159,0
3953,331,279642,1
3954,331,279651,0
3955,331,280116,0
3956,331,283109,0
3957,331,283110,0
3958,331,283544,0
3959,331,283586,0
3960,331,283946,0
3961,331,283988,0
3962,331,284300,0
3965,332,279892,0
3966,332,279898,1
3967,332,283358,0
3968,332,283384,0
3969,332,284162,0
3970,332,284188,0
3973,332,279895,0
3974,332,279890,1
3975,332,283261,0
3976,332,283324,0
3977,332,284065,0
3978,332,284128,0
3981,332,283442,0
3982,332,283298,1
3983,332,284102,0
3984,332,284246,0
3989,332,284170,0
3990,332,283323,1
3991,332,283366,0
3992,332,284127,0
3995,332,284229,0
3996,332,283280,1
3997,332,283341,0
3998,332,283425,0
3999,332,284084,0
4000,332,284145,0
4004,332,279891,0
4005,332,279897,1
4006,332,283260,0
4007,332,283342,0
4008,332,284064,0
4009,332,284146,0
4010,332,284368,0
4014,332,279894,0
4015,332,279889,1
4016,332,283343,0
4017,332,283385,0
4018,332,284147,0
4019,332,284189,0
4022,333,279552,1
4023,333,279556,0
4024,333,283760,0
4025,333,283786,0
4028,333,279537,1
4029,333,279550,0
4030,333,283663,0
4031,333,283726,0
4034,333,283844,0
4035,333,283700,1
4038,333,279553,3
4040,333,283768,0
4041,333,283725,1
4044,333,283827,0
4045,333,283682,1
4046,333,283743,0
4050,333,279551,1
4051,333,279555,0
4052,333,283662,0
4053,333,283744,0
4054,333,284340,0
4058,333,279536,1
4059,333,279549,0
4060,333,283745,0
4061,333,283787,0
4064,334,278287,2
4065,334,278088,1
4066,334,278292,0
4067,334,278400,0
4068,334,278290,0
4069,334,278103,1
4070,334,278231,0
4071,334,278295,0
4072,334,278415,0
4073,334,278543,0
4074,334,278631,0
4075,334,277053,0
4076,334,278164,1
4077,334,278319,0
4078,334,278476,0
4079,334,278288,0
4080,334,277084,1
4081,334,278147,0
4082,334,278165,0
4083,334,278293,0
4084,334,278459,0
4085,334,278477,0
4086,334,278633,0
4087,334,277062,0
4088,334,278070,1
4089,334,278321,0
4090,334,278382,0
4091,334,278062,1
4092,334,278374,0
4093,334,278286,0
4094,334,278146,1
4095,334,278189,0
4096,334,278291,0
4097,334,278458,0
4098,334,278501,0
4099,334,278289,0
4100,334,277092,1
4101,334,278047,0
4102,334,278173,0
4103,334,278294,0
4104,334,278359,0
4105,334,278485,0
4106,335,277663,2
4107,335,277464,1
4108,335,277668,0
4109,335,277666,0
4110,335,277479,1
4111,335,277607,0
4112,335,277671,0
4113,335,277695,0
4114,335,277540,1
4115,335,277664,0
4116,335,277523,1
4117,335,277541,0
4118,335,277669,0
4119,335,277697,0
4120,335,277446,1
4121,335,279140,0
4122,335,277438,1
4123,335,277662,0
4124,335,277522,1
4125,335,277565,0
4126,335,277667,0
4127,335,277665,0
4128,335,277423,1
4129,335,277549,0
4130,335,277670,0
4131,336,270963,0
4132,336,270960,0
4133,336,274227,0
4134,336,270966,0
4135,336,270957,0
4136,336,273852,1
4137,336,273843,0
4138,336,271617,1
4139,336,271625,0
4140,336,274254,0
4141,336,270964,0
4143,336,273848,1
4144,336,274246,0
4145,336,274313,1
4146,336,271569,0
4147,336,271610,0
4148,336,270962,0
4149,336,270961,0
4150,336,271542,1
4151,336,271608,0
4152,336,270965,2
4153,336,270958,0
4154,336,271606,0
4155,336,271722,1
4156,336,273876,0
4157,336,274236,0
4158,337,271843,0
4160,337,271846,0
4161,337,271837,0
4162,337,273926,1
4163,337,271990,1
4164,337,271998,0
4165,337,271844,0
4167,337,273920,1
4168,337,271983,1
4169,337,271965,0
4170,337,271842,0
4171,337,271841,0
4172,337,271938,1
4173,337,271845,2
4174,337,271838,0
4175,337,272013,1
4176,337,273948,0
4198,339,215317,1
4199,339,215321,0
4200,339,215624,0
4201,339,215314,1
4202,339,215324,0
4203,339,216724,0
4204,339,215659,1
4206,339,215316,3
4207,339,213717,0
4208,339,215322,0
4209,339,215650,1
4210,339,215728,1
4211,339,213726,0
4213,339,215318,1
4214,339,215320,0
4215,339,215633,0
4216,339,216282,0
4217,339,215315,1
4218,339,215323,0
4219,339,215617,0
4220,339,215713,0
4222,340,216674,1
4223,340,216506,0
4224,340,216671,0
4225,340,216721,1
4226,340,216718,0
4228,340,216693,3
4229,340,216690,0
4232,340,216653,1
4233,340,216382,0
4234,340,216493,0
4235,340,216654,0
4236,340,216702,1
4237,340,216303,0
4238,340,216511,0
4239,340,216699,0
4240,341,216579,1
4241,341,216443,0
4242,341,216576,0
4243,341,216626,1
4244,341,216623,0
4246,341,216598,3
4247,341,216595,0
4250,341,216558,1
4251,341,216377,0
4252,341,216434,0
4253,341,216559,0
4254,341,216607,1
4255,341,216288,0
4256,341,216447,0
4257,341,216604,0
4258,342,213399,1
4259,342,213394,0
4261,342,213402,1
4262,342,213397,0
4263,342,213452,1
4264,342,213400,3
4265,342,213395,0
4266,342,212458,1
4267,342,213388,1
4268,342,213398,1
4269,342,212449,0
4270,342,213393,0
4271,342,213401,1
4272,342,213396,0
4273,343,213599,1
4274,343,213594,0
4275,343,213602,1
4276,343,213597,0
4277,343,213660,1
4278,343,213600,3
4279,343,213595,0
4281,343,213598,1
4282,343,213593,0
4283,343,213601,1
4284,343,213596,0
4285,344,206845,1
4286,344,206516,0
4287,344,206847,0
4288,344,208703,0
4289,344,211032,0
4290,344,274331,0
4291,344,206842,1
4292,344,206425,0
4293,344,206850,0
4294,344,208691,1
4295,344,206326,0
4296,344,208183,0
4297,344,206844,3
4298,344,206436,0
4299,344,206849,0
4300,344,205870,0
4301,344,206557,1
4302,344,206413,1
4303,344,206846,1
4304,344,206405,0
4305,344,206851,0
4306,344,211031,0
4307,344,274332,0
4308,344,206843,1
4309,344,206540,0
4310,344,206848,0
4311,345,209636,1
4312,345,209456,0
4313,345,209516,0
4314,345,209631,0
4315,345,209639,1
4316,345,209476,0
4317,345,209634,0
4318,345,209753,1
4319,345,209506,0
4320,345,209637,3
4321,345,209465,0
4322,345,209632,0
4323,345,209532,1
4324,345,209487,1
4325,345,206831,0
4326,345,209635,1
4327,345,209495,0
4328,345,209630,0
4329,345,209638,1
4330,345,209547,0
4331,345,209633,0
4332,346,178453,1
4333,346,178706,0
4334,346,178745,0
4335,346,179618,0
4336,346,179619,0
4337,346,179621,0
4338,346,178457,1
4339,346,178708,0
4340,346,178918,0
4341,346,179616,0
4342,346,202578,1
4343,346,202568,3
4344,346,202577,0
4345,346,202614,0
4346,346,202617,0
4347,346,202621,0
4348,346,202601,1
4349,346,178725,1
4350,346,178452,1
4351,346,178707,0
4352,346,202584,0
4353,346,179617,0
4354,346,179620,0
4355,346,178455,1
4356,346,178709,0
4357,346,179283,0
4358,346,202615,0
4359,346,202616,0
4360,347,179107,1
4361,347,178233,0
4362,347,179101,0
4363,347,179105,1
4364,347,178477,0
4365,347,179098,0
4366,347,178927,1
4367,347,178276,0
4370,347,179104,3
4371,347,179100,0
4372,347,178183,1
4373,347,178250,1
4374,347,179106,1
4375,347,178336,0
4376,347,178915,0
4377,347,179102,0
4378,347,179103,1
4379,347,178333,0
4380,347,178906,0
4381,347,179099,0
4383,348,179178,1
4384,348,178625,0
4385,348,179184,0
4386,348,179180,1
4387,348,179187,0
4388,348,202574,1
4389,348,202588,3
4390,348,202589,0
4391,348,178643,1
4392,348,179179,1
4393,348,202576,0
4394,348,179183,0
4395,348,179182,1
4396,348,178670,0
4397,348,179186,0
4398,349,177753,0
4399,349,176879,0
4400,349,177048,0
4401,349,177106,0
4402,349,177145,0
4403,349,177183,1
4404,349,177188,0
4405,349,177195,0
4406,349,177743,0
4407,349,274174,0
4408,349,177755,0
4409,349,176898,0
4410,349,177103,0
4411,349,177109,0
4412,349,177140,0
4413,349,177186,1
4414,349,177191,0
4415,349,177192,0
4416,349,177747,0
4417,349,202122,0
4418,349,201966,0
4419,349,201967,0
4420,349,202101,1
4421,349,202260,0
4422,349,201974,0
4423,349,201979,0
4424,349,202063,0
4425,349,202114,0
4426,349,202123,0
4427,349,202124,0
4428,349,202131,0
4429,349,202134,1
4430,349,202136,0
4431,349,202139,0
4432,349,202258,0
4433,349,202315,1
4434,349,201988,0
4435,349,201989,0
4436,349,202316,0
4437,349,274201,0
4438,349,202014,0
4439,349,202012,1
4440,349,202055,0
4441,349,177754,0
4442,349,177104,0
4443,349,177105,0
4444,349,177147,0
4445,349,177182,3
4446,349,177187,0
4447,349,177196,0
4448,349,177744,0
4449,349,202261,0
4450,349,201970,0
4451,349,201971,0
4452,349,202057,0
4453,349,202116,0
4454,349,202125,0
4455,349,202130,0
4456,349,202135,1
4457,349,202137,0
4458,349,202138,0
4459,349,202259,0
4460,349,274183,0
4461,273,274857,1
4462,273,274867,0
4463,273,280321,0
4464,273,274863,1
4465,273,274873,0
4466,273,280324,0
4467,273,274668,1
4468,273,274859,1
4469,273,274869,0
4470,273,280322,0
4471,273,274674,1
4472,273,274855,1
4473,273,274865,0
4474,273,280320,0
4475,273,274861,1
4476,273,274871,0
4477,273,280323,0
4478,350,177758,0
4479,350,176880,0
4480,350,177168,0
4481,350,177175,0
4482,350,177178,0
4483,350,177198,0
4484,350,177205,0
4485,350,177208,1
4486,350,177748,0
4487,350,274122,0
4488,350,177760,0
4489,350,176899,0
4490,350,177171,0
4491,350,177172,0
4492,350,177181,0
4493,350,177201,0
4494,350,177202,0
4495,350,177211,1
4496,350,177752,0
4497,350,177044,1
4498,350,176557,0
4499,350,176691,0
4500,350,177164,0
4501,350,177761,0
4502,350,176571,0
4503,350,176705,0
4504,350,177008,0
4505,350,177122,0
4506,350,177169,0
4507,350,177174,0
4508,350,177179,0
4509,350,177199,0
4510,350,177204,0
4511,350,177209,1
4512,350,177750,0
4513,350,274140,0
4514,350,177974,0
4515,350,176587,0
4516,350,176721,0
4517,350,177973,1
4518,350,176612,1
4519,350,176746,0
4520,350,176824,0
4521,350,177759,0
4522,350,177167,0
4523,350,177176,0
4524,350,177177,0
4525,350,177197,0
4526,350,177206,0
4527,350,177207,3
4528,350,177749,0
4529,350,177762,0
4530,350,176563,0
4531,350,176697,0
4532,350,176842,0
4533,350,177170,0
4534,350,177173,0
4535,350,177180,0
4536,350,177200,0
4537,350,177203,0
4538,350,177210,1
4539,350,177751,0
4540,350,274131,0
4541,351,141410,1
4542,351,141409,0
4543,351,141416,1
4544,351,141415,0
4545,351,142865,1
4546,351,201428,3
4547,351,201429,0
4548,351,141231,1
4549,351,142859,1
4550,351,201427,1
4551,351,201426,0
4552,351,141411,1
4553,351,141412,0
4554,352,144296,1
4555,352,144173,1
4556,352,144483,1
4557,352,144482,0
4558,352,144142,1
4559,352,144516,3
4560,352,144515,0
4561,352,144390,1
4562,352,144391,0
4563,352,144299,1
4564,352,144324,0
4565,352,144196,1
4566,352,144322,0
4567,353,140507,1
4568,353,140498,0
4569,353,140509,1
4570,353,140500,0
4571,353,140382,1
4572,353,139145,0
4573,353,140508,3
4574,353,140499,0
4575,353,140446,1
4576,353,140381,0
4577,353,140506,1
4578,353,140497,0
4579,353,140505,1
4580,353,140496,0
4581,354,139404,1
4582,354,139395,0
4583,354,139406,1
4584,354,139400,0
4585,354,138998,1
4586,354,139405,1
4587,354,139399,0
4588,354,139009,1
4590,354,142862,0
4591,354,138857,1
4593,354,139403,3
4594,354,139401,0
4595,354,139402,1
4596,354,139396,0
4597,355,132914,1
4598,355,132917,1
4599,355,132912,3
