ID,Type,Asset,Modifier_tree_ID,Start_event,Start_asset,Start_timer,Fail_event,Fail_asset,Flags,Eligibility_world_state_ID,Eligibility_world_state_value
779,36,18863,0,0,0,0,0,0,0,0,0
780,36,18864,0,0,0,0,0,0,0,0,0
781,36,18857,0,0,0,0,0,0,0,0,0
782,36,18862,0,0,0,0,0,0,0,0,0
783,36,18856,0,0,0,0,0,0,0,0,0
784,36,18858,0,0,0,0,0,0,0,0,0
785,36,18859,0,0,0,0,0,0,0,0,0
786,36,18854,0,0,0,0,0,0,0,0,0
787,36,29593,0,0,0,0,0,0,0,0,0
788,36,28234,0,0,0,0,0,0,0,0,0
789,36,28235,0,0,0,0,0,0,0,0,0
790,36,28236,0,0,0,0,0,0,0,0,0
791,36,28237,0,0,0,0,0,0,0,0,0
792,36,30349,0,0,0,0,0,0,0,0,0
793,36,30351,0,0,0,0,0,0,0,0,0
794,36,38589,0,0,0,0,0,0,0,0,0
795,36,37864,0,0,0,0,0,0,0,0,0
796,36,30350,0,0,0,0,0,0,0,0,0
797,36,30348,0,0,0,0,0,0,0,0,0
798,36,28238,0,0,0,0,0,0,0,0,0
799,36,27445,0,0,0,0,0,0,0,0,0
822,43,242,0,0,0,0,0,0,0,0,0
823,43,244,0,0,0,0,0,0,0,0,0
825,43,248,0,0,0,0,0,0,0,0,0
826,43,250,0,0,0,0,0,0,0,0,0
827,43,252,0,0,0,0,0,0,0,0,0
828,43,254,0,0,0,0,0,0,0,0,0
829,43,256,0,0,0,0,0,0,0,0,0
830,43,258,0,0,0,0,0,0,0,0,0
831,43,260,0,0,0,0,0,0,0,0,0
832,43,262,0,0,0,0,0,0,0,0,0
845,8,130,0,0,0,0,0,0,0,0,0
846,8,135,0,0,0,0,0,0,0,0,0
847,8,125,0,0,0,0,0,0,0,0,0
903,43,2709,0,0,0,0,0,0,0,0,0
904,43,2707,0,0,0,0,0,0,0,0,0
905,43,2719,0,0,0,0,0,0,0,0,0
906,43,2713,0,0,0,0,0,0,0,0,0
907,43,2714,0,0,0,0,0,0,0,0,0
908,43,2708,0,0,0,0,0,0,0,0,0
909,43,2716,0,0,0,0,0,0,0,0,0
910,43,2705,0,0,0,0,0,0,0,0,0
912,43,2710,0,0,0,0,0,0,0,0,0
913,43,2718,0,0,0,0,0,0,0,0,0
914,43,2706,0,0,0,0,0,0,0,0,0
915,43,2717,0,0,0,0,0,0,0,0,0
916,43,2712,0,0,0,0,0,0,0,0,0
917,43,461,0,0,0,0,0,0,0,0,0
918,43,462,0,0,0,0,0,0,0,0,0
920,43,464,0,0,0,0,0,0,0,0,0
921,43,465,0,0,0,0,0,0,0,0,0
922,43,466,0,0,0,0,0,0,0,0,0
924,43,468,0,0,0,0,0,0,0,0,0
925,43,469,0,0,0,0,0,0,0,0,0
926,43,470,0,0,0,0,0,0,0,0,0
927,43,471,0,0,0,0,0,0,0,0,0
928,43,472,0,0,0,0,0,0,0,0,0
929,43,473,0,0,0,0,0,0,0,0,0
930,43,474,0,0,0,0,0,0,0,0,0
943,16,533,0,0,0,0,0,0,0,0,0
962,43,561,0,0,0,0,0,0,0,0,0
963,43,562,0,0,0,0,0,0,0,0,0
964,43,2427,0,0,0,0,0,0,0,0,0
965,43,565,0,0,0,0,0,0,0,0,0
966,43,566,0,0,0,0,0,0,0,0,0
967,43,567,0,0,0,0,0,0,0,0,0
968,43,568,0,0,0,0,0,0,0,0,0
969,43,569,0,0,0,0,0,0,0,0,0
970,43,570,0,0,0,0,0,0,0,0,0
971,43,2426,0,0,0,0,0,0,0,0,0
972,43,572,0,0,0,0,0,0,0,0,0
973,43,573,0,0,0,0,0,0,0,0,0
974,43,574,0,0,0,0,0,0,0,0,0
975,43,575,0,0,0,0,0,0,0,0,0
976,43,576,0,0,0,0,0,0,0,0,0
982,47,0,0,0,0,0,0,0,0,0,0
1014,43,2650,0,0,0,0,0,0,0,0,0
1016,43,2643,0,0,0,0,0,0,0,0,0
1017,43,2652,0,0,0,0,0,0,0,0,0
1018,43,2647,0,0,0,0,0,0,0,0,0
1020,43,2690,0,0,0,0,0,0,0,0,0
1021,43,2651,0,0,0,0,0,0,0,0,0
1023,43,2644,0,0,0,0,0,0,0,0,0
1027,43,2648,0,0,0,0,0,0,0,0,0
1028,43,821,0,0,0,0,0,0,0,0,0
1029,43,2444,0,0,0,0,0,0,0,0,0
1030,43,823,0,0,0,0,0,0,0,0,0
1031,43,824,0,0,0,0,0,0,0,0,0
1032,43,2448,0,0,0,0,0,0,0,0,0
1033,43,826,0,0,0,0,0,0,0,0,0
1034,43,827,0,0,0,0,0,0,0,0,0
1035,43,828,0,0,0,0,0,0,0,0,0
1036,43,829,0,0,0,0,0,0,0,0,0
1037,43,236,0,0,0,0,0,0,0,0,0
1038,43,235,0,0,0,0,0,0,0,0,0
1039,43,234,0,0,0,0,0,0,0,0,0
1041,43,232,0,0,0,0,0,0,0,0,0
1042,43,231,0,0,0,0,0,0,0,0,0
1043,43,230,0,0,0,0,0,0,0,0,0
1044,43,229,0,0,0,0,0,0,0,0,0
1045,43,2587,0,0,0,0,0,0,0,0,0
1046,43,227,0,0,0,0,0,0,0,0,0
1047,43,226,0,0,0,0,0,0,0,0,0
1048,43,225,0,0,0,0,0,0,0,0,0
1049,43,224,0,0,0,0,0,0,0,0,0
1051,43,222,0,0,0,0,0,0,0,0,0
1053,43,2541,0,0,0,0,0,0,0,0,0
1054,43,2542,0,0,0,0,0,0,0,0,0
1055,43,2543,0,0,0,0,0,0,0,0,0
1056,43,304,0,0,0,0,0,0,0,0,0
1057,43,2539,0,0,0,0,0,0,0,0,0
1058,43,306,0,0,0,0,0,0,0,0,0
1059,43,2544,0,0,0,0,0,0,0,0,0
1060,43,308,0,0,0,0,0,0,0,0,0
1061,43,309,0,0,0,0,0,0,0,0,0
1062,43,310,0,0,0,0,0,0,0,0,0
1063,43,311,0,0,0,0,0,0,0,0,0
1064,43,312,0,0,0,0,0,0,0,0,0
1065,43,2537,0,0,0,0,0,0,0,0,0
1068,43,961,0,0,0,0,0,0,0,0,0
1069,43,962,0,0,0,0,0,0,0,0,0
1070,43,963,0,0,0,0,0,0,0,0,0
1071,43,2617,0,0,0,0,0,0,0,0,0
1072,43,965,0,0,0,0,0,0,0,0,0
1073,43,966,0,0,0,0,0,0,0,0,0
1074,43,2618,0,0,0,0,0,0,0,0,0
1075,43,968,0,0,0,0,0,0,0,0,0
1076,43,969,0,0,0,0,0,0,0,0,0
1077,43,970,0,0,0,0,0,0,0,0,0
1078,43,971,0,0,0,0,0,0,0,0,0
1079,43,972,0,0,0,0,0,0,0,0,0
1080,43,973,0,0,0,0,0,0,0,0,0
1081,43,2675,0,0,0,0,0,0,0,0,0
1082,43,2671,0,0,0,0,0,0,0,0,0
1083,43,2674,0,0,0,0,0,0,0,0,0
1084,43,2656,0,0,0,0,0,0,0,0,0
1085,43,2669,0,0,0,0,0,0,0,0,0
1086,43,2657,0,0,0,0,0,0,0,0,0
1087,43,2673,0,0,0,0,0,0,0,0,0
1088,43,2655,0,0,0,0,0,0,0,0,0
1089,43,2659,0,0,0,0,0,0,0,0,0
1090,43,2676,0,0,0,0,0,0,0,0,0
1091,43,2660,0,0,0,0,0,0,0,0,0
1092,43,2670,0,0,0,0,0,0,0,0,0
1093,43,2672,0,0,0,0,0,0,0,0,0
1094,43,2658,0,0,0,0,0,0,0,0,0
1095,43,2654,0,0,0,0,0,0,0,0,0
1096,43,2662,0,0,0,0,0,0,0,0,0
1097,43,2677,0,0,0,0,0,0,0,0,0
1098,43,2663,0,0,0,0,0,0,0,0,0
1099,43,2665,0,0,0,0,0,0,0,0,0
1100,43,2668,0,0,0,0,0,0,0,0,0
1101,43,2664,0,0,0,0,0,0,0,0,0
1102,43,2667,0,0,0,0,0,0,0,0,0
1103,43,2730,0,0,0,0,0,0,0,0,0
1104,43,2732,0,0,0,0,0,0,0,0,0
1105,43,2733,0,0,0,0,0,0,0,0,0
1106,43,2734,0,0,0,0,0,0,0,0,0
1107,43,2735,0,0,0,0,0,0,0,0,0
1108,43,2736,0,0,0,0,0,0,0,0,0
1109,43,2737,0,0,0,0,0,0,0,0,0
1110,43,2738,0,0,0,0,0,0,0,0,0
1111,43,2739,0,0,0,0,0,0,0,0,0
1112,43,2740,0,0,0,0,0,0,0,0,0
1113,43,2741,0,0,0,0,0,0,0,0,0
1114,43,2990,0,0,0,0,0,0,0,0,0
1115,43,601,0,0,0,0,0,0,0,0,0
1116,43,602,0,0,0,0,0,0,0,0,0
1117,43,2490,0,0,0,0,0,0,0,0,0
1118,43,604,0,0,0,0,0,0,0,0,0
1119,43,605,0,0,0,0,0,0,0,0,0
1120,43,606,0,0,0,0,0,0,0,0,0
1121,43,607,0,0,0,0,0,0,0,0,0
1122,43,608,0,0,0,0,0,0,0,0,0
1123,43,609,0,0,0,0,0,0,0,0,0
1124,43,610,0,0,0,0,0,0,0,0,0
1125,43,611,0,0,0,0,0,0,0,0,0
1126,43,612,0,0,0,0,0,0,0,0,0
1127,43,613,0,0,0,0,0,0,0,0,0
1128,43,614,0,0,0,0,0,0,0,0,0
1129,43,2759,0,0,0,0,0,0,0,0,0
1130,43,2762,0,0,0,0,0,0,0,0,0
1131,43,2756,0,0,0,0,0,0,0,0,0
1132,43,2883,0,0,0,0,0,0,0,0,0
1134,43,2760,0,0,0,0,0,0,0,0,0
1135,43,2758,0,0,0,0,0,0,0,0,0
1136,43,2725,0,0,0,0,0,0,0,0,0
1137,43,2726,0,0,0,0,0,0,0,0,0
1138,43,2729,0,0,0,0,0,0,0,0,0
1139,43,2722,0,0,0,0,0,0,0,0,0
1140,43,2728,0,0,0,0,0,0,0,0,0
1141,43,2997,0,0,0,0,0,0,0,0,0
1142,43,2723,0,0,0,0,0,0,0,0,0
1143,43,2724,0,0,0,0,0,0,0,0,0
1144,43,2720,0,0,0,0,0,0,0,0,0
1145,43,2721,0,0,0,0,0,0,0,0,0
1146,43,125,0,0,0,0,0,0,0,0,0
1147,43,122,0,0,0,0,0,0,0,0,0
1148,43,124,0,0,0,0,0,0,0,0,0
1151,43,126,0,0,0,0,0,0,0,0,0
1152,43,127,0,0,0,0,0,0,0,0,0
1153,43,128,0,0,0,0,0,0,0,0,0
1154,43,129,0,0,0,0,0,0,0,0,0
1155,43,130,0,0,0,0,0,0,0,0,0
1156,43,131,0,0,0,0,0,0,0,0,0
1157,43,132,0,0,0,0,0,0,0,0,0
1158,43,941,0,0,0,0,0,0,0,0,0
1159,43,1061,0,0,0,0,0,0,0,0,0
1160,43,1062,0,0,0,0,0,0,0,0,0
1161,43,421,0,0,0,0,0,0,0,0,0
1162,43,422,0,0,0,0,0,0,0,0,0
1163,43,2474,0,0,0,0,0,0,0,0,0
1164,43,424,0,0,0,0,0,0,0,0,0
1165,43,425,0,0,0,0,0,0,0,0,0
1166,43,2476,0,0,0,0,0,0,0,0,0
1167,43,427,0,0,0,0,0,0,0,0,0
1168,43,428,0,0,0,0,0,0,0,0,0
1169,43,429,0,0,0,0,0,0,0,0,0
1170,43,2475,0,0,0,0,0,0,0,0,0
1171,43,431,0,0,0,0,0,0,0,0,0
1172,43,432,0,0,0,0,0,0,0,0,0
1173,43,433,0,0,0,0,0,0,0,0,0
1174,43,2513,0,0,0,0,0,0,0,0,0
1175,43,317,0,0,0,0,0,0,0,0,0
1176,43,318,0,0,0,0,0,0,0,0,0
1177,43,319,0,0,0,0,0,0,0,0,0
1178,43,320,0,0,0,0,0,0,0,0,0
1179,43,321,0,0,0,0,0,0,0,0,0
1180,43,322,0,0,0,0,0,0,0,0,0
1181,43,323,0,0,0,0,0,0,0,0,0
1182,43,324,0,0,0,0,0,0,0,0,0
1183,43,325,0,0,0,0,0,0,0,0,0
1184,43,326,0,0,0,0,0,0,0,0,0
1185,43,364,0,0,0,0,0,0,0,0,0
1186,43,361,0,0,0,0,0,0,0,0,0
1187,43,362,0,0,0,0,0,0,0,0,0
1188,43,363,0,0,0,0,0,0,0,0,0
1189,43,365,0,0,0,0,0,0,0,0,0
1190,43,366,0,0,0,0,0,0,0,0,0
1191,43,367,0,0,0,0,0,0,0,0,0
1192,43,370,0,0,0,0,0,0,0,0,0
1193,43,369,0,0,0,0,0,0,0,0,0
1194,43,2519,0,0,0,0,0,0,0,0,0
1195,43,371,0,0,0,0,0,0,0,0,0
1197,43,524,0,0,0,0,0,0,0,0,0
1198,43,515,0,0,0,0,0,0,0,0,0
1199,43,525,0,0,0,0,0,0,0,0,0
1200,43,526,0,0,0,0,0,0,0,0,0
1211,43,513,0,0,0,0,0,0,0,0,0
1212,43,514,0,0,0,0,0,0,0,0,0
1213,43,516,0,0,0,0,0,0,0,0,0
1215,43,518,0,0,0,0,0,0,0,0,0
1216,43,519,0,0,0,0,0,0,0,0,0
1217,43,520,0,0,0,0,0,0,0,0,0
1218,43,521,0,0,0,0,0,0,0,0,0
1220,43,523,0,0,0,0,0,0,0,0,0
1222,43,527,0,0,0,0,0,0,0,0,0
1224,43,2682,0,0,0,0,0,0,0,0,0
1225,43,2688,0,0,0,0,0,0,0,0,0
1226,43,2685,0,0,0,0,0,0,0,0,0
1227,43,2689,0,0,0,0,0,0,0,0,0
1228,43,2687,0,0,0,0,0,0,0,0,0
1229,43,2683,0,0,0,0,0,0,0,0,0
1230,43,2686,0,0,0,0,0,0,0,0,0
1231,43,2684,0,0,0,0,0,0,0,0,0
1232,43,2678,0,0,0,0,0,0,0,0,0
1233,43,2681,0,0,0,0,0,0,0,0,0
1234,1,529,29,0,0,0,0,0,0,0,0
1235,1,529,31,3,529,0,3,529,0,0,0
1236,1,489,1270,3,489,0,3,489,0,0,0
1237,1,529,0,13,9158,360,3,529,0,0,0
1238,1,566,45,3,566,0,3,566,0,0,0
1239,1,566,33,0,0,0,0,0,0,0,0
1240,1,566,0,13,13180,360,3,566,0,0,0
1241,1,30,0,13,9166,360,3,30,0,0,0
1242,1,30,380,3,30,0,3,30,1,0,0
1243,28,48171,0,0,0,0,0,0,0,0,0
1244,110,123064,3704,0,0,0,0,0,0,0,0
1245,28,48950,0,0,0,0,0,0,0,0,0
1246,28,49277,0,0,0,0,0,0,0,0,0
1247,28,48477,0,0,0,0,0,0,0,0,0
1248,43,288,0,0,0,0,0,0,0,0,0
1249,43,284,0,0,0,0,0,0,0,0,0
1250,43,282,0,0,0,0,0,0,0,0,0
1251,43,281,0,0,0,0,0,0,0,0,0
1252,43,2620,0,0,0,0,0,0,0,0,0
1253,43,285,0,0,0,0,0,0,0,0,0
1255,43,287,0,0,0,0,0,0,0,0,0
1256,43,289,0,0,0,0,0,0,0,0,0
1257,43,290,0,0,0,0,0,0,0,0,0
1258,43,291,0,0,0,0,0,0,0,0,0
1260,43,293,0,0,0,0,0,0,0,0,0
1261,43,294,0,0,0,0,0,0,0,0,0
1262,43,381,0,0,0,0,0,0,0,0,0
1263,43,382,0,0,0,0,0,0,0,0,0
1264,43,383,0,0,0,0,0,0,0,0,0
1265,43,384,0,0,0,0,0,0,0,0,0
1266,43,385,0,0,0,0,0,0,0,0,0
1267,43,2625,0,0,0,0,0,0,0,0,0
1268,43,387,0,0,0,0,0,0,0,0,0
1269,43,388,0,0,0,0,0,0,0,0,0
1270,43,389,0,0,0,0,0,0,0,0,0
1271,43,390,0,0,0,0,0,0,0,0,0
1272,43,2624,0,0,0,0,0,0,0,0,0
1273,43,392,0,0,0,0,0,0,0,0,0
1274,43,2622,0,0,0,0,0,0,0,0,0
1275,43,394,0,0,0,0,0,0,0,0,0
1277,8,4995,0,0,0,0,0,0,0,0,0
1278,8,761,0,0,0,0,0,0,0,0,0
1279,8,765,0,0,0,0,0,0,0,0,0
1280,8,766,0,0,0,0,0,0,0,0,0
1281,8,775,0,0,0,0,0,0,0,0,0
1282,8,777,0,0,0,0,0,0,0,0,0
1283,8,627,0,0,0,0,0,0,0,0,0
1284,8,778,0,0,0,0,0,0,0,0,0
1285,8,776,0,0,0,0,0,0,0,0,0
1286,8,771,0,0,0,0,0,0,0,0,0
1287,8,772,0,0,0,0,0,0,0,0,0
1288,8,779,0,0,0,0,0,0,0,0,0
1289,8,780,0,0,0,0,0,0,0,0,0
1290,8,768,0,0,0,0,0,0,0,0,0
1291,8,774,0,0,0,0,0,0,0,0,0
1292,8,769,0,0,0,0,0,0,0,0,0
1293,8,781,0,0,0,0,0,0,0,0,0
1294,8,782,0,0,0,0,0,0,0,0,0
1295,8,773,0,0,0,0,0,0,0,0,0
1296,8,770,0,0,0,0,0,0,0,0,0
1297,8,802,0,0,0,0,0,0,0,0,0
1298,8,841,0,0,0,0,0,0,0,0,0
1299,43,91,0,0,0,0,0,0,0,0,0
1300,43,84,0,0,0,0,0,0,0,0,0
1302,43,87,0,0,0,0,0,0,0,0,0
1303,43,88,0,0,0,0,0,0,0,0,0
1304,43,89,0,0,0,0,0,0,0,0,0
1305,43,92,0,0,0,0,0,0,0,0,0
1306,43,93,0,0,0,0,0,0,0,0,0
1307,43,94,0,0,0,0,0,0,0,0,0
1308,43,85,0,0,0,0,0,0,0,0,0
1309,43,2573,0,0,0,0,0,0,0,0,0
1310,43,1179,0,0,0,0,0,0,0,0,0
1311,43,1180,0,0,0,0,0,0,0,0,0
1312,43,1181,0,0,0,0,0,0,0,0,0
1313,43,1182,0,0,0,0,0,0,0,0,0
1314,43,2454,0,0,0,0,0,0,0,0,0
1315,43,341,0,0,0,0,0,0,0,0,0
1318,43,2451,0,0,0,0,0,0,0,0,0
1319,43,346,0,0,0,0,0,0,0,0,0
1320,43,2452,0,0,0,0,0,0,0,0,0
1321,43,2453,0,0,0,0,0,0,0,0,0
1322,43,349,0,0,0,0,0,0,0,0,0
1323,43,741,0,0,0,0,0,0,0,0,0
1324,43,742,0,0,0,0,0,0,0,0,0
1325,43,2428,0,0,0,0,0,0,0,0,0
1326,43,744,0,0,0,0,0,0,0,0,0
1327,43,2431,0,0,0,0,0,0,0,0,0
1329,43,747,0,0,0,0,0,0,0,0,0
1331,43,749,0,0,0,0,0,0,0,0,0
1333,43,751,0,0,0,0,0,0,0,0,0
1334,43,752,0,0,0,0,0,0,0,0,0
1335,43,753,0,0,0,0,0,0,0,0,0
1336,43,754,0,0,0,0,0,0,0,0,0
1337,43,755,0,0,0,0,0,0,0,0,0
1338,43,756,0,0,0,0,0,0,0,0,0
1339,43,757,0,0,0,0,0,0,0,0,0
1340,43,758,0,0,0,0,0,0,0,0,0
1341,43,2638,0,0,0,0,0,0,0,0,0
