ID,ClassID,SubclassID,Material,InventoryType,RequiredLevel,SheatheType,RandomSelect,ItemRandomSuffixGroupID,Sound_override_subclassID,ScalingStatDistributionID,IconFileDataID,ItemGroupSoundsID,ContentTuningID,MaxDurability,AmmunitionType,Field_5_5_4_67090_015,ScalingStatValue,DamageType_0,DamageType_1,DamageType_2,DamageType_3,DamageType_4,Resistances_0,Resistances_1,Resistances_2,Resistances_3,Resistances_4,Resistances_5,Resistances_6,MinDamage_0,MinDamage_1,MinDamage_2,MinDamage_3,MinDamage_4,MaxDamage_0,MaxDamage_1,MaxDamage_2,MaxDamage_3,MaxDamage_4
61,4,2,8,7,0,0,0,0,-1,0,443401,7,0,45,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4,1,7,5,0,0,0,0,-1,0,135006,7,0,60,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,4,1,7,7,0,0,0,0,-1,0,443400,7,0,45,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,4,1,7,8,0,0,0,0,-1,0,132543,7,0,30,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4,2,8,5,1,0,0,0,-1,0,135011,7,0,60,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,4,0,7,6,0,0,0,0,-1,0,132493,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,4,0,7,8,0,0,0,0,-1,0,132535,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,4,1,7,7,1,0,0,0,-1,0,134582,7,0,40,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4,0,7,4,0,0,0,0,-1,0,135011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,4,0,7,8,1,0,0,0,-1,0,132535,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4,1,7,20,1,0,0,0,-1,0,132662,7,0,55,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,5,0,0,1,0,0,0,-1,0,133972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,1,3,0,1,0,0,0,-1,0,134829,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4,0,7,6,1,0,0,0,-1,0,133693,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,4,0,7,8,1,0,0,0,-1,0,132536,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,4,0,7,4,0,0,0,0,-1,0,132719,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,4,0,7,6,1,0,0,0,-1,0,132491,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,4,6,1,14,1,4,0,0,-1,0,134951,9,0,16,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,4,2,8,7,1,0,0,0,-1,0,134582,7,0,40,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4,0,7,4,0,0,0,0,-1,0,133766,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,0,5,0,0,1,0,0,0,-1,0,132794,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,12,0,0,0,0,0,0,0,-1,0,134166,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,1,0,8,18,0,0,0,0,-1,0,133622,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,2,14,6,21,0,3,0,0,-1,0,133476,8,0,55,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,9,0,6,0,0,17,0,60,0,0
193,4,1,7,5,1,0,0,0,-1,0,135022,7,0,60,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,4,1,7,7,1,0,0,0,-1,0,134592,7,0,45,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,4,1,7,8,1,0,0,0,-1,0,132539,7,0,30,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,4,1,7,5,17,0,0,0,-1,0,135006,7,0,100,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,4,1,7,7,17,0,0,0,-1,0,134592,7,0,75,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,4,1,7,8,17,0,0,0,-1,0,132539,7,0,50,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,4,1,7,10,17,0,0,0,-1,0,132955,7,0,35,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,4,2,8,7,1,0,0,0,-1,0,134706,7,0,45,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,4,2,8,8,1,0,0,0,-1,0,132540,7,0,30,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,4,2,8,5,17,0,0,0,-1,0,132725,7,0,100,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,4,2,8,7,17,0,0,0,-1,0,134586,7,0,75,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,4,2,8,8,17,0,0,0,-1,0,132537,7,0,50,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,4,2,8,10,17,0,0,0,-1,0,132955,7,0,35,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,4,3,5,5,17,0,0,0,-1,0,132631,10,0,100,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,4,3,5,7,17,0,0,0,-1,0,134583,10,0,75,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,4,3,5,8,17,0,0,0,-1,0,132535,10,0,50,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,5,0,0,5,0,0,0,-1,0,133995,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,0,5,0,0,15,0,0,0,-1,0,133949,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,12,0,2,0,0,0,0,0,-1,0,133280,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,15,0,2,0,0,0,0,0,-1,0,134304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,15,0,7,0,0,0,0,0,-1,0,135992,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,15,0,2,0,0,0,0,0,-1,0,133707,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,2,8,1,17,52,1,0,0,-1,0,135317,9,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,55,0,0,0,0
710,4,1,7,9,0,0,0,0,-1,0,132610,7,0,25,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,4,1,7,10,1,0,0,0,-1,0,132961,7,0,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,4,2,8,10,1,0,0,0,-1,0,132952,7,0,20,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,4,3,5,10,17,0,0,0,-1,0,132938,10,0,35,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,4,1,7,10,0,0,0,0,-1,0,445518,7,0,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,4,2,8,10,23,0,0,0,-1,0,132939,7,0,50,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,7,8,8,0,0,0,0,0,-1,0,134341,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,0,5,0,0,5,0,0,0,-1,0,133952,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,12,0,8,0,0,0,0,0,-1,0,134297,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,7,1,13,5,3,5168,0,-1,0,135274,8,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0
728,9,5,2,0,0,0,0,0,-1,0,134939,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,7,8,4,0,0,0,0,0,-1,0,133972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,7,8,4,0,0,0,0,0,-1,0,133884,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,7,8,4,0,0,0,0,0,-1,0,135997,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,7,0,4,0,0,0,0,0,-1,0,134189,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,0,5,7,0,15,0,0,0,-1,0,133748,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,12,0,0,0,0,0,0,0,-1,0,133278,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,12,0,0,0,0,0,0,0,-1,0,134712,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,12,0,0,0,0,0,0,0,-1,0,134058,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,12,0,0,0,0,0,0,0,-1,0,134059,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,7,7,1,0,0,0,0,0,-1,0,133216,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,12,0,2,0,0,0,0,0,-1,0,133749,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,12,0,2,0,0,0,0,0,-1,0,135437,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,4,0,4,12,0,0,0,0,-1,0,132788,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,12,0,0,0,0,0,0,0,-1,0,134939,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,4,1,1,5,14,0,0,0,-1,0,132483,7,0,65,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,12,0,0,0,0,0,0,0,-1,0,133972,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,2,4,2,21,1,3,0,0,-1,0,133718,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
752,12,0,7,0,0,0,0,0,-1,0,133694,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,2,7,1,13,23,3,0,0,-1,0,135346,8,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,25,0,0,0,0
754,2,7,1,13,42,3,0,0,-1,0,135312,8,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,45,0,0,0,0
755,15,0,4,0,0,0,0,0,-1,0,133750,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,2,1,1,17,24,1,0,0,-1,0,134708,9,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,34,0,0,0,0
761,0,8,8,0,1,0,0,0,-1,0,133888,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,4,2,8,9,7,0,0,0,-1,0,132607,7,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,7,9,2,0,0,0,0,0,-1,0,134190,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,2,4,2,21,2,3,0,0,-1,0,133482,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0
767,2,10,2,17,3,2,0,0,-1,0,135145,13,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0
768,2,0,1,21,4,3,0,0,-1,0,132392,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0
769,7,8,4,0,0,0,0,0,-1,0,133970,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,15,0,4,0,0,0,0,0,-1,0,133725,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,15,0,4,0,0,0,0,0,-1,0,133721,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,12,0,0,0,0,0,0,0,-1,0,133750,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,12,0,0,0,0,0,0,0,-1,0,133848,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,3,7,3,0,0,0,0,0,-1,0,134106,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,2,15,1,13,30,3,0,0,-1,0,135638,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,26,0,0,0,0
777,15,0,4,0,0,0,0,0,-1,0,134298,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,2,0,1,21,2,1,0,0,-1,0,134708,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0
779,15,0,4,0,0,0,0,0,-1,0,134431,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,12,0,0,0,0,0,0,0,-1,0,134304,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,2,4,2,21,4,3,0,0,-1,0,133046,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0
782,12,0,7,0,0,0,0,0,-1,0,133693,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,7,6,8,0,0,0,0,0,-1,0,134369,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,7,11,0,0,0,0,0,0,-1,0,134343,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,7,9,2,0,0,0,0,0,-1,0,133436,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,0,5,8,0,1,0,0,0,-1,0,133910,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,2,7,1,21,0,5,0,0,-1,0,135323,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
789,2,4,2,13,17,3,5197,0,-1,0,133045,8,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,33,0,0,0,0
790,2,0,1,13,18,3,5196,0,-1,0,132405,8,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,38,0,0,0,0
791,2,10,2,17,26,2,0,0,-1,0,135139,13,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,37,0,0,0,0
792,4,1,7,8,5,0,0,0,-1,0,132579,7,0,35,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,4,1,7,10,5,0,0,0,-1,0,132952,7,0,25,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,4,1,7,7,5,0,0,0,-1,0,134591,7,0,55,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,4,1,7,5,5,0,0,0,-1,0,135014,7,0,75,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,4,2,8,8,5,0,0,0,-1,0,132543,7,0,35,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,4,2,8,10,5,0,0,0,-1,0,132952,7,0,25,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,4,2,8,7,5,0,0,0,-1,0,134589,7,0,55,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,4,2,8,5,5,0,0,0,-1,0,132760,7,0,75,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,1,0,8,18,0,0,0,0,-1,0,133641,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,1,0,8,18,0,0,0,0,-1,0,133638,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1,0,0,18,0,0,0,0,-1,0,133634,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,7,7,1,0,0,0,0,0,-1,0,133218,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,7,11,0,0,0,0,0,0,-1,0,134106,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,2,7,1,13,45,3,0,0,-1,0,135329,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,54,0,0,0,0
810,2,4,2,13,49,3,0,0,-1,0,133048,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,46,0,0,0,0
811,2,0,1,13,52,3,0,0,-1,0,132398,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,62,0,0,0,0
812,2,10,2,17,49,2,0,0,-1,0,135166,13,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,62,0,0,0,0
813,15,0,4,0,0,0,0,0,-1,0,134063,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,7,1,0,0,0,0,0,0,-1,0,132794,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,2,15,1,13,6,3,0,0,-1,0,135637,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0
818,3,7,3,0,0,0,0,0,-1,0,134118,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,2,15,1,13,12,3,0,0,-1,0,135637,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,20,0,0,0,0
821,4,2,8,5,8,0,0,0,-1,0,135011,7,0,80,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,15,0,0,0,1,0,0,0,-1,0,134937,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,2,0,1,13,10,3,0,0,-1,0,132392,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0
827,2,4,2,13,12,3,0,0,-1,0,133476,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,0,0,0
828,1,0,8,18,0,0,0,0,-1,0,133636,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,12,0,8,0,0,0,0,0,-1,0,133694,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,4,3,5,6,10,0,0,0,-1,0,132492,10,0,30,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
833,4,0,4,12,51,0,0,0,-1,0,134580,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,0,0,8,0,2,0,0,0,-1,0,134325,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,8,8,0,5,3,0,0,-1,0,134325,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,4,1,7,5,12,0,0,0,-1,0,135010,7,0,90,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,4,1,7,7,12,0,0,0,-1,0,134594,7,0,65,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,4,1,7,10,12,0,0,0,-1,0,132952,7,0,30,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
