ID,LegacySlotIndex,TriggerType,Charges,CoolDownMSec,CategoryCoolDownMSec,SpellCategoryID,SpellID,ChrSpecializationID,PlayerConditionID,ParentItemID
97350,0,0,-1,0,60000,4,438,0,0,3385
97351,0,0,-10,1800000,-1,0,1459,0,0,1912
97352,0,0,-1,-1,-1,0,483,0,0,4211
97353,0,0,-1,0,0,0,483,0,0,4170
97355,0,0,-1,0,0,79,483,0,0,3394
97356,0,2,0,-1,-1,0,144272,0,0,1387
97357,0,0,-1,0,120000,1153,4071,0,0,4366
97358,0,0,-1,1000,-1,0,4056,0,0,4367
97359,0,0,-1,0,1000,59,11008,0,0,2596
97360,0,0,-1,-1,-1,0,483,0,0,2598
97363,0,0,-1,-1,-1,0,483,0,0,4217
97364,0,0,-1,-1,-1,0,483,0,0,1536
97365,0,0,0,900000,0,0,835,0,0,1404
97366,0,0,-1,-1,-1,0,483,0,0,1571
97367,0,0,-1,0,0,0,483,0,0,1589
97368,0,1,0,-1,-1,0,144317,0,0,3475
97369,0,0,-1,0,600000,4,3680,0,0,3823
97370,0,0,-1,-1,-1,0,483,0,0,3872
97371,0,0,-1,-1,-1,0,483,0,0,3873
97372,0,0,-1,0,0,0,483,0,0,1591
97373,0,0,-1,-1,-1,0,483,0,0,4355
97375,0,0,-1,-1,-1,0,483,0,0,3874
97377,0,0,-1,-1,-1,0,483,0,0,4216
97378,0,0,-1,0,3000,79,2381,0,0,2461
97379,0,0,-1,0,1000,11,5005,0,0,3662
97380,0,0,-1,0,0,0,483,0,0,4171
97381,0,0,-1,-1,-1,0,483,0,0,4356
97384,0,0,-1,-1,-1,0,483,0,0,2553
97386,0,0,-1,0,1000,59,432,0,0,2136
97387,0,0,-1,-1,-1,0,483,0,0,3119
97388,0,0,-1,-1,-1,0,483,0,0,3120
97389,0,0,-1,-1,-1,0,483,0,0,3121
97390,0,0,-1,-1,3000,330,55884,0,0,2411
97392,0,1,0,-1,-1,0,29625,0,0,2099
97394,0,0,-1,-1,-1,0,483,0,0,2601
97396,0,0,-1,-1,-1,0,483,0,0,3102
97397,0,0,-1,0,0,0,2830,0,0,2871
97398,0,0,-1,1000,-1,0,8119,0,0,2289
97399,0,0,-1,1000,-1,0,8097,0,0,2290
97401,0,0,-1,-1,-1,0,11007,0,0,2686
97402,0,0,-1,0,1000,11,5005,0,0,2687
97404,0,2,0,-1,-1,0,18091,0,0,2000
97406,0,0,-1,0,1000,11,433,0,0,2679
97407,0,0,-1,0,-1,0,11007,0,0,2894
97410,0,0,-1,0,0,0,483,0,0,3132
97411,0,0,-1,-1,-1,0,483,0,0,2881
97414,0,2,0,-1,-1,0,14119,0,0,2263
97415,0,0,-1,0,0,0,483,0,0,3130
97418,0,0,-1,-1,-1,0,483,0,0,2698
97419,0,0,-1,0,0,0,483,0,0,3127
97420,0,0,-1,0,1000,59,431,0,0,2288
97422,0,2,0,-1,-1,0,18217,0,0,2205
97423,0,2,0,-1,-1,0,17153,0,0,2291
97424,0,0,-1,0,0,0,483,0,0,3129
97425,0,0,-1,-1,-1,0,483,0,0,2404
97426,0,0,-1,-1,-1,0,483,0,0,2405
97427,0,0,-1,0,0,0,483,0,0,3133
97428,0,0,-1,-1,-1,0,483,0,0,3134
97430,0,0,-1,0,1000,59,11007,0,0,2723
97431,0,0,-1,-1,-1,0,483,0,0,3089
97432,0,0,-1,-1,-1,0,483,0,0,3611
97433,0,1,0,-1,-1,0,29501,0,0,2824
97434,0,1,0,-1,-1,0,29624,0,0,2825
97435,0,2,0,-1,-1,0,144271,0,0,3194
97437,0,0,0,1800000,0,0,14530,0,0,2820
97438,0,0,-1,-1,-1,0,483,0,0,3866
97439,0,0,-1,-1,-1,0,483,0,0,3868
97440,0,0,-1,-1,-1,0,483,0,0,3123
97441,0,0,-1,-1,-1,0,483,0,0,3124
97442,0,0,-1,0,0,0,483,0,0,3125
97443,0,0,-1,0,0,0,483,0,0,3126
97444,0,0,0,600000,0,0,13744,0,0,2802
97446,0,0,-1,-1,-1,0,483,0,0,3140
97447,0,0,-1,0,1000,11,5004,0,0,2888
97448,0,0,-1,-1,-1,0,483,0,0,3141
97449,0,0,-1,-1,-1,0,483,0,0,3144
97450,0,0,-1,-1,60000,4,29236,0,0,3087
97451,0,0,-1,-1,-1,0,483,0,0,3088
97453,0,0,-1,-1,-1,0,483,0,0,3875
97454,0,0,-1,-1,-1,0,483,0,0,2882
97455,0,2,0,-1,-1,0,144246,0,0,2163
97456,0,0,-1,-1,-1,0,483,0,0,3869
97457,0,0,-1,-1,-1,0,483,0,0,3870
97458,0,0,-1,-1,-1,0,483,0,0,3871
97459,0,0,-1,-1,-1,0,483,0,0,3091
97460,0,0,-1,-1,-1,0,483,0,0,3678
97461,0,0,-1,-1,-1,0,483,0,0,3679
97462,0,0,-1,-1,-1,0,483,0,0,3832
97463,0,0,-1,-1,-1,0,483,0,0,3608
97466,0,0,0,60000,-1,0,437,0,0,2478
97467,0,0,-1,0,0,59,1135,0,0,3773
97469,0,0,-1,0,3000,79,2378,0,0,2458
97470,0,0,-1,1000,-1,0,8115,0,0,3012
97471,0,0,-1,0,-1,0,3408,0,0,3776
97472,0,0,-1,0,1000,59,11008,0,0,2593
97473,0,0,-1,0,1000,59,11009,0,0,2594
97474,0,0,-1,-1,-1,0,483,0,0,2883
97475,0,0,-1,1000,-1,0,8091,0,0,3013
97476,0,2,0,-1,-1,0,18107,0,0,2164
97477,0,0,-1,-1,-1,0,483,0,0,3099
97478,0,0,-1,-1,-1,0,483,0,0,3100
97479,0,0,-1,-1,3000,330,55884,0,0,2414
97480,0,0,-1,0,1000,59,11009,0,0,2595
97482,0,0,-1,0,1000,11,5006,0,0,3666
97483,0,0,-1,0,1000,11,435,0,0,2685
97484,0,2,0,-1,-1,0,16409,0,0,2912
97485,0,0,-1,0,60000,24,1090,0,0,2091
97488,0,0,-1,-1,-1,0,483,0,0,3113
97489,0,2,0,-1,-1,0,18803,0,0,2243
97491,0,0,-5,120000,-1,0,9489,0,0,7667
97492,0,0,-1,-1,3000,330,55884,0,0,2413
97493,0,2,0,-1,-1,0,16415,0,0,2915
97494,0,0,-1,-1,-1,0,483,0,0,2699
97495,0,0,-1,-1,-1,0,483,0,0,2701
97496,0,0,-1,0,1000,11,5005,0,0,3220
97497,0,0,-1,0,60000,4,4042,0,0,3928
97498,0,0,-1,-1,-1,0,483,0,0,5141
97500,0,0,-1,-1,-1,0,483,0,0,4223
97501,0,0,-1,1000,0,0,3594,0,0,3824
97502,0,0,-1,-1,-1,0,483,0,0,4226
97503,0,0,-1,-1,-1,0,483,0,0,4351
97504,0,0,-1,-1,-1,0,483,0,0,4352
97505,0,0,-1,-1,-1,0,483,0,0,4353
97506,0,0,-1,0,60000,24,4068,0,0,4390
97508,0,0,-1,-1,-1,0,483,0,0,5163
97509,0,0,-1,-1,-1,0,483,0,0,4411
97510,0,0,0,2000,-1,0,4954,0,0,4704
97511,0,0,-1,10000,-1,0,4130,0,0,4481
97512,0,0,-1,-1,0,0,55884,0,0,4401
97513,0,0,-1,0,0,0,483,0,0,4176
97514,0,0,-1,0,0,0,483,0,0,4177
97515,0,0,-1,0,0,0,483,0,0,4178
97516,0,0,-1,600000,60000,24,4078,0,0,4391
97517,0,0,-1,0,120000,1153,4072,0,0,4392
97518,0,0,-1,-1,-1,0,483,0,0,5126
97519,0,0,-1,-1,-1,0,483,0,0,5127
97520,0,0,-1,-1,-1,0,483,0,0,4218
97521,0,0,-1,-1,-1,0,483,0,0,4220
97522,0,0,-1,-1,-1,0,483,0,0,4221
97523,0,0,-1,-1,-1,0,483,0,0,5142
97524,0,0,-1,-1,-1,0,483,0,0,5153
97525,0,0,0,-1,-1,0,1538,0,0,3710
97526,0,0,-1,-1,-1,0,483,0,0,5129
97527,0,0,-1,-1,-1,0,483,0,0,4282
97528,0,0,-1,-1,-1,0,483,0,0,4283
97529,0,0,-1,10000,-1,0,5316,0,0,5165
97530,0,0,-1,-1,-1,0,483,0,0,4296
97531,0,0,-1,-1,-1,0,483,0,0,4297
97532,0,0,-1,-1,-1,0,483,0,0,4298
97533,0,0,-1,-1,-1,0,483,0,0,4300
97535,0,0,-1,-1,-1,0,3670,0,0,3930
97536,0,0,-3,1000,0,0,4318,0,0,4546
97538,0,0,-1,-1,-1,0,483,0,0,4225
97539,0,0,-1,600000,60000,24,6084,0,0,5332
97542,0,0,-1,0,1000,11,433,0,0,5349
97544,0,0,-1,0,1000,11,434,0,0,2287
97546,0,0,-1,-1,-1,0,3974,0,0,4405
97547,0,0,-1,1000,-1,0,3975,0,0,4406
97548,0,0,-1,-1,-1,0,483,0,0,4161
97549,0,0,-1,-1,-1,0,483,0,0,4162
97550,0,0,-1,0,1000,59,430,0,0,5350
97551,0,0,-1,0,1000,11,5006,0,0,3726
97554,0,2,0,-1,-1,0,18078,0,0,3336
97555,0,0,-1,0,0,0,483,0,0,4188
97556,0,0,-1,0,0,0,483,0,0,4189
97557,0,0,0,1200000,15000,1141,9174,0,0,4264
97558,0,0,-1,1000,-1,0,2833,0,0,4265
97559,0,0,-1,0,3000,79,2367,0,0,2454
97560,0,0,-1,0,60000,4,437,0,0,2455
97561,0,0,-1,0,60000,4,2370,0,0,2456
97562,0,0,-1,0,1000,11,5006,0,0,3727
97563,0,0,-1,-1,-1,0,483,0,0,3138
97564,0,0,-1,-1,-1,0,483,0,0,4267
97565,0,0,-1,0,1000,11,5007,0,0,4457
97566,0,0,-1,1000,-1,0,8101,0,0,4422
97567,0,0,-1,-1,-1,0,483,0,0,4165
97568,0,0,-1,-1,-1,0,483,0,0,4166
97569,0,0,-1,-1,-1,0,483,0,0,4167
97570,0,0,-1,0,0,0,483,0,0,4168
97571,0,0,-1,0,0,0,483,0,0,4169
97572,0,0,-1,-1,-1,0,483,0,0,4268
97574,0,0,-1,0,1000,11,435,0,0,4593
97575,0,0,-1,0,1000,11,1127,0,0,4594
97576,0,0,-1,0,1000,59,11009,0,0,4595
97578,0,0,-1,-1,-1,0,4975,0,0,4750
97579,0,0,-1,-1,-1,0,483,0,0,4141
97581,0,0,-1,-1,-1,0,483,0,0,4143
97582,0,0,-1,-1,-1,0,483,0,0,4301
97583,0,0,-1,-1,-1,0,483,0,0,4147
97586,0,0,-1,0,60000,24,4062,0,0,4598
97587,0,0,-1,0,1000,59,11009,0,0,4600
97588,0,0,-1,0,1000,11,1129,0,0,4601
97589,0,0,-1,0,1000,11,1129,0,0,4602
97590,0,0,-1,0,1000,11,1127,0,0,4603
97591,0,0,-1,-1,-1,0,483,0,0,4624
97592,0,0,-1,-1,-1,0,483,0,0,4416
97593,0,0,-1,-1,-1,0,483,0,0,4157
97594,0,0,-1,-1,-1,0,483,0,0,4158
97595,0,0,-1,0,1000,11,434,0,0,4592
97596,0,0,-1,-1,-1,0,483,0,0,4412
97597,0,0,-1,-1,-1,0,483,0,0,4413
97598,0,0,-1,-1,-1,0,483,0,0,4414
97599,0,0,-1,-1,-1,0,483,0,0,4415
97600,0,0,-1,10000,-1,0,4131,0,0,4480
97601,0,2,0,-1,-1,0,13496,0,0,4090
97602,0,0,-1,-1,-1,0,483,0,0,5484
97603,0,0,-1,-1,-1,0,483,0,0,5485
97604,0,1,0,-1,-1,0,9133,0,0,4248
97605,0,0,-1,-1,-1,0,483,0,0,4409
97606,0,0,-1,-1,-1,0,483,0,0,4410
97609,0,0,-1,-1,-1,0,483,0,0,3115
97610,0,0,-1,0,60000,24,4065,0,0,4370
97611,0,0,-1,0,60000,4,440,0,0,4596
97612,0,0,-1,-1,-1,0,483,0,0,4597
97613,0,0,-1,-1,-1,0,483,0,0,4163
97614,0,0,-1,-1,-1,0,483,0,0,4345
97615,0,0,-1,-1,-1,0,483,0,0,4202
97616,0,0,-1,0,-1,0,3113,0,0,3240
97617,0,0,-1,0,-1,0,3114,0,0,3241
97618,0,0,-1,-1,-1,0,483,0,0,4198
97619,0,0,-1,-1,-1,0,483,0,0,4199
97620,0,0,-10,300000,120000,1153,18805,0,0,4381
97621,0,0,-5,5000,-1,0,65,0,0,3507
97622,0,0,-1,-1,-1,0,483,0,0,3682
97623,0,0,-1,0,1000,11,1127,0,0,4544
97624,0,0,-1,-1,-1,0,483,0,0,4354
97625,0,0,-1,60000,60000,24,4054,0,0,4358
97626,0,0,-1,-1,-1,0,483,0,0,3395
97627,0,0,-1,-1,-1,0,483,0,0,4293
97628,0,0,-1,-1,-1,0,483,0,0,4294
97629,0,0,-1,-1,-1,0,483,0,0,4295
97630,0,0,-1,0,1000,11,5006,0,0,3663
97631,0,0,-1,0,1000,11,5006,0,0,3664
97633,0,0,0,3600000,0,0,4079,0,0,4397
97634,0,0,-1,1000,-1,0,4075,0,0,4398
97635,0,0,-1,-1,-1,0,483,0,0,4347
97636,0,0,-1,-1,-1,0,483,0,0,2554
97637,0,2,0,-1,-1,0,3742,0,0,3278
97638,0,0,-1,-1,-1,0,483,0,0,4212
97639,0,0,-1,-1,-1,0,483,0,0,3116
97640,0,0,-1,-1,-1,0,483,0,0,4348
97641,0,0,-1,-1,-1,0,483,0,0,4350
97642,0,0,-1,-1,-1,0,483,0,0,4152
97643,0,0,-1,-1,-1,0,483,0,0,4153
97648,0,0,-1,-1,-1,0,483,0,0,4154
97649,0,0,-1,-1,-1,0,483,0,0,4155
97650,0,0,-1,-1,-1,0,483,0,0,4156
97651,0,0,-1,0,1000,11,434,0,0,4605
97652,0,0,-1,0,1000,11,435,0,0,4606
97653,0,0,-1,0,1000,11,1127,0,0,4607
97654,0,0,0,600000,60000,1141,9515,0,0,3456
97655,0,0,-1,-1,-1,0,483,0,0,3609
97656,0,0,-1,1000,0,0,3595,0,0,3829
97657,0,0,-1,-1,-1,0,483,0,0,3830
97658,0,0,-1,0,1000,11,5007,0,0,3728
97659,0,0,-1,0,1000,11,5007,0,0,3729
97660,0,0,-1,-1,-1,0,483,0,0,4207
97661,0,0,-1,-1,-1,0,483,0,0,4208
97662,0,0,-1,-1,-1,0,483,0,0,4209
97663,1,0,-3,0,120000,100,5405,0,0,5513
97664,1,0,-3,0,120000,100,5405,0,0,5514
97665,0,0,-1,0,0,0,483,0,0,4172
97666,0,0,-1,-1,-1,0,483,0,0,3396
97667,0,0,-5,900000,0,0,4077,0,0,4386
