Name_lang,ID,ClassMask,TrackingQuestID,Flags,TransmogSetGroupID,ItemNameDescriptionID,ParentTransmogSetID,CompleteWorldStateID,ExpansionID,PatchIntroduced,UiOrder,ConditionID
"Prideful Gladiator's Ironskin Armor",236,512,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Leather Armor",237,8,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Plate Armor",238,1,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Ringmail Armor",239,64,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Satin Armor",240,16,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Scaled Armor",241,2,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Silk Armor",242,128,0,276,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Chain Armor",243,4,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Dragonhide Armor",244,1024,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Dreadplate Armor",245,32,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Felweave Armor",246,256,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Ironskin Armor",247,512,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Leather Armor",248,8,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Plate Armor",249,1,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Ringmail Armor",250,64,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Satin Armor",251,16,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Scaled Armor",252,2,0,280,14,13301,0,1,4,50400,5500,141788
"Prideful Gladiator's Silk Armor",253,128,0,280,14,13301,0,1,4,50400,5500,141788
"Tyrannical Gladiator's Chain Armor",254,4,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Dragonhide Armor",255,1024,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Dreadplate Armor",256,32,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Felweave Armor",257,256,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Satin Armor",258,16,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Ironskin Armor",259,512,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Leather Armor",260,8,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Plate Armor",261,1,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Ringmail Shaman",262,64,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Scaled Armor",263,2,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Silk Armor",264,128,0,280,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Chain Armor",265,4,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Dragonhide Armor",266,1024,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Dreadplate Armor",267,32,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Felweave Armor",268,256,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Ironskin Armor",269,512,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Leather Armor",270,8,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Plate Armor",271,1,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Ringmail Armor",272,64,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Satin Armor",273,16,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Scaled Armor",274,2,0,276,16,13301,0,1,4,50100,4960,141786
"Tyrannical Gladiator's Silk Armor",275,128,0,276,16,13301,0,1,4,50100,4960,141786
"Malevolent Gladiator's Silk Armor",276,128,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Scaled Armor",277,2,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Plate Armor",278,1,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Ironskin Armor",279,512,0,274,9,3859,1059,1,4,50003,4762,0
"Malevolent Gladiator's Leather Armor",280,8,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Dragonhide Armor",281,1024,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Satin Armor",282,16,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Felweave Armor",283,256,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Ringmail Armor",284,64,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Dreadplate Armor",285,32,0,272,9,13301,0,1,4,50003,4760,0
"Malevolent Gladiator's Chain Armor",286,4,0,272,9,13301,0,1,4,50003,4760,0
"Sanctified Ymirjar Lord's Battlegear",298,1,0,0,35,13292,655,1,2,30300,2770,0
"Regalia of the Exorcist",310,16,0,256,10,13193,0,1,4,50200,5220,140398
"Regalia of Ternion Glory",331,16,0,256,30,13193,0,1,4,50400,5400,140400
"Regalia of Ternion Glory",332,16,0,256,30,2015,331,1,4,50400,5660,140400
"Regalia of Ternion Glory",333,16,0,256,30,2923,331,1,4,50400,5280,140400
"Regalia of the Exorcist",334,16,0,256,10,2015,310,1,4,50200,5350,140398
"Regalia of the Exorcist",335,16,0,256,10,2923,310,1,4,50200,5020,140398
"Guardian Serpent Regalia",336,16,0,256,31,13193,0,1,4,50003,4960,140410
"Guardian Serpent Regalia",337,16,0,256,31,2923,336,1,4,50003,4830,140410
"Regalia of the Firebird",338,64,0,256,31,2015,427,1,4,50003,5090,140410
"Regalia of Dying Light",339,16,0,0,32,13193,0,1,3,40300,3970,0
"Regalia of Dying Light",340,16,0,0,32,14352,339,1,3,40300,3840,0
"Regalia of Dying Light",341,16,0,0,32,2015,339,1,3,40300,4100,0
"Regalia of the Cleansing Flame",342,16,0,0,33,13193,0,1,3,40200,3780,0
"Regalia of the Cleansing Flame",343,16,0,0,33,2015,342,1,3,40200,3910,0
"Mercurial Regalia",344,16,0,0,34,13193,0,1,3,40000,3590,0
"Mercurial Regalia",345,16,0,0,34,2015,344,1,3,40200,3720,0
"Crimson Acolyte Regalia",346,16,0,0,35,13293,0,1,2,30300,2510,0
"Sanctified Crimson Acolyte Regalia",347,16,0,0,35,13291,346,1,2,30300,2640,0
"Sanctified Crimson Acolyte Regalia",348,16,0,0,35,13292,346,1,2,30300,2770,0
"Velen's Regalia",349,16,0,4,36,13293,0,1,2,30200,2320,0
"Zabra's Regalia",350,16,0,8,36,13293,0,1,2,30200,2320,0
"Absolution Regalia",351,16,0,0,39,13193,0,1,1,20100,1460,0
"Vestments of Absolution",352,16,0,0,50,13305,0,1,1,20400,1540,0
"Avatar Regalia",353,16,0,0,40,13193,0,1,1,20003,1330,0
"Incarnate Regalia",354,16,0,0,41,13193,0,1,1,20000,1200,0
"Vestments of Faith",355,16,0,2,42,13193,0,1,0,20000,920,0
"Vestments of Transcendence",356,16,0,0,43,13193,0,1,0,10600,760,0
"Vestments of Prophecy",357,16,0,0,44,13193,0,1,0,0,660,0
"Garments of the Oracle",358,16,0,0,51,13193,0,1,0,10900,880,0
"Vestments of the Devout",359,400,0,2,52,13193,0,1,0,0,600,0
"Vestments of the Virtuous",360,16,0,2,53,13193,0,1,0,0,650,0
"Heroes' Regalia of Faith",361,16,0,0,38,13293,0,1,2,30001,2000,0
"Valorous Regalia of Faith",362,16,0,0,38,13291,361,1,2,30001,2130,0
"Valorous Sanctification Regalia",363,16,0,0,37,13293,0,1,2,30100,2190,0
"Conqueror's Sanctification Regalia",364,16,0,0,37,13291,363,1,2,30100,2260,0
"Cataclysmic Gladiator's Satin Armor",365,16,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Satin Armor",366,16,0,274,17,3859,365,1,3,40300,3902,0
"Vicious Gladiator's Satin Armor",369,16,0,272,19,13301,0,1,3,40000,3520,0
"Vicious Gladiator's Satin Armor",370,16,0,274,19,3859,369,1,3,40000,3522,0
"Bloodthirsty Gladiator's Satin Armor",371,16,0,272,19,13304,369,1,3,40000,3390,0
"Wrathful Gladiator's Satin Armor",372,16,0,272,20,13301,0,1,2,30300,2700,0
"Relentless Gladiator's Satin Armor",373,16,0,272,21,13301,0,1,2,30200,2510,0
"Furious Gladiator's Satin Armor",374,16,0,272,22,13301,0,1,2,30100,2321,0
"Deadly Gladiator's Satin Armor",375,16,0,272,23,13301,0,1,2,30001,2131,0
"Hateful Gladiator's Satin Armor",376,16,0,272,23,13304,375,1,2,30001,2001,0
"Savage Gladiator's Satin Armor",377,16,0,272,23,13306,375,1,2,30001,2001,0
"Brutal Gladiator's Satin Armor",378,16,0,272,24,13301,0,1,1,20400,1591,0
"Vengeful Gladiator's Satin Armor",379,16,0,272,25,13301,0,1,1,20100,1461,0
"Merciless Gladiator's Satin Armor",380,16,0,272,26,13301,0,1,1,20003,1361,0
"Gladiator's Plate Armor",381,1,0,272,27,13301,0,1,1,20000,1231,0
"Malevolent Gladiator's Satin Armor",396,16,0,274,9,3859,282,1,4,50003,4762,0
"Tyrannical Gladiator's Satin Armor",397,16,0,278,16,3859,273,1,4,50100,4962,141786
"Tyrannical Gladiator's Satin Armor",398,16,0,282,16,3859,258,1,4,50100,4962,141786
"Prideful Gladiator's Satin Armor",399,16,0,278,14,3859,240,1,4,50400,5502,141788
"Prideful Gladiator's Satin Armor",400,16,0,282,14,3859,251,1,4,50400,5502,141788
"Grievous Gladiator's Satin Armor",401,16,0,278,15,3859,217,1,4,50200,5222,141787
"Grievous Gladiator's Satin Armor",402,16,0,282,15,3859,207,1,4,50200,5222,141787
"Regalia of Celestial Harmony",421,64,0,256,30,13193,0,1,4,50400,5400,140400
"Regalia of Celestial Harmony",422,64,0,256,30,2015,421,1,4,50400,5660,140400
"Regalia of Celestial Harmony",423,64,0,256,30,2923,421,1,4,50400,5280,140400
"Regalia of the Witch Doctor",424,64,0,256,10,13193,0,1,4,50200,5220,140398
"Regalia of the Witch Doctor",425,64,0,256,10,2015,424,1,4,50200,5350,140398
"Regalia of the Witch Doctor",426,64,0,256,10,2923,424,1,4,50200,5020,140398
"Regalia of the Firebird",427,64,0,256,31,13193,0,1,4,50003,4960,140410
"Regalia of the Firebird",428,64,0,256,31,2923,427,1,4,50003,4830,140410
"Guardian Serpent Regalia",429,16,0,256,31,2015,336,1,4,50003,5090,140410
"Battleplate of the Prehistoric Marauder",438,1,0,256,30,13193,0,1,4,50400,5400,140400
"Battleplate of the Prehistoric Marauder",439,1,0,256,30,2015,438,1,4,50400,5660,140400
"Battleplate of the Prehistoric Marauder",440,1,0,256,30,2923,438,1,4,50400,5280,140400
"Battleplate of the Last Mogu",441,1,0,256,10,13193,0,1,4,50200,5220,140398
"Battleplate of the Last Mogu",442,1,0,256,10,2923,441,1,4,50200,5020,140398
"Battleplate of the Last Mogu",443,1,0,256,10,2015,441,1,4,50200,5350,140398
"Battleplate of Resounding Rings",444,1,0,256,31,13193,0,1,4,50003,4960,140410
"Battleplate of Resounding Rings",445,1,0,256,31,2015,444,1,4,50003,5090,140410
"Battleplate of Resounding Rings",446,1,0,256,31,2923,444,1,4,50003,4830,140410
"Regalia of the Horned Nightmare",455,256,0,256,30,13193,0,1,4,50400,5400,140400
"Regalia of the Horned Nightmare",456,256,0,256,30,2015,455,1,4,50400,5660,140400
"Regalia of the Horned Nightmare",457,256,0,256,30,2923,455,1,4,50400,5280,140400
"Regalia of the Thousandfold Hells",458,256,0,256,10,13193,0,1,4,50200,5220,140398
"Regalia of the Thousandfold Hells",459,256,0,256,10,2923,458,1,4,50200,5020,140398
"Regalia of the Thousandfold Hells",460,256,0,256,10,2015,458,1,4,50200,5350,140398
"Sha Skin Regalia",461,256,0,256,31,13193,0,1,4,50003,4960,140410
"Sha Skin Regalia",462,256,0,256,31,2923,461,1,4,50003,4830,140410
"Sha Skin Regalia",463,256,0,256,31,2015,461,1,4,50003,5090,140410
"Barbed Assassin Battlegear",471,8,0,256,30,13193,0,1,4,50400,5400,140400
"Barbed Assassin Battlegear",472,8,0,256,30,2015,471,1,4,50400,5660,140400
"Barbed Assassin Battlegear",473,8,0,256,30,2923,471,1,4,50400,5280,140400
"Nine-Tail Battlegear",474,8,0,256,10,13193,0,1,4,50200,5220,140398
"Nine-Tail Battlegear",475,8,0,256,10,2015,474,1,4,50200,5350,140398
"Nine-Tail Battlegear",476,8,0,256,10,2923,474,1,4,50200,5020,140398
"Battlegear of the Thousandfold Blades",477,8,0,256,31,2015,478,1,4,50003,5090,140410
"Battlegear of the Thousandfold Blades",478,8,0,256,31,13193,0,1,4,50003,4960,140410
"Battlegear of the Thousandfold Blades",479,8,0,256,31,2923,478,1,4,50003,4830,140410
"Vestments of Winged Triumph",487,2,0,256,30,13193,0,1,4,50400,5400,140400
"Vestments of Winged Triumph",488,2,0,256,30,2015,487,1,4,50400,5660,140400
"Vestments of Winged Triumph",489,2,0,256,30,2923,487,1,4,50400,5280,140400
"Battlegear of the Lightning Emperor",490,2,0,256,10,13193,0,1,4,50200,5220,140398
"Battlegear of the Lightning Emperor",491,2,0,256,10,2015,490,1,4,50200,5350,140398
"Battlegear of the Lightning Emperor",492,2,0,256,10,2923,490,1,4,50200,5020,140398
"White Tiger Battlegear",493,2,0,256,31,13193,0,1,4,50003,4960,140410
"White Tiger Battlegear",494,2,0,256,31,2015,493,1,4,50003,5090,140410
"White Tiger Battlegear",495,2,0,256,31,2923,493,1,4,50003,4830,140410
"Vestments of the Seven Sacred Seals",506,512,0,256,30,13193,0,1,4,50400,5400,140400
"Vestments of the Seven Sacred Seals",507,512,0,256,30,2015,506,1,4,50400,5660,140400
"Vestments of the Seven Sacred Seals",508,512,0,256,30,2923,506,1,4,50400,5280,140400
"Fire-Charm Vestments",510,512,0,256,10,13193,0,1,4,50200,5220,140398
"Fire-Charm Vestments",511,512,0,256,10,2015,510,1,4,50200,5350,140398
"Fire-Charm Vestments",512,512,0,256,10,2923,510,1,4,50200,5020,140398
"Vestments of the Red Crane",513,512,0,256,31,13193,0,1,4,50003,4960,140410
"Vestments of the Red Crane",514,512,0,256,31,2015,513,1,4,50003,5090,140410
"Vestments of the Red Crane",515,512,0,256,31,2923,513,1,4,50003,4830,140410
"Chronomancer Regalia",523,128,0,256,30,13193,0,1,4,50400,5400,140400
"Chronomancer Regalia",524,128,0,256,30,2015,523,1,4,50400,5660,140400
"Chronomancer Regalia",525,128,0,256,30,2923,523,1,4,50400,5280,140400
"Regalia of the Chromatic Hydra",526,128,0,256,10,13193,0,1,4,50200,5220,140398
"Regalia of the Chromatic Hydra",527,128,0,256,10,2015,526,1,4,50200,5350,140398
"Regalia of the Chromatic Hydra",528,128,0,256,10,2923,526,1,4,50200,5020,140398
"Regalia of the Burning Scroll",529,128,0,256,31,13193,0,1,4,50003,4960,140410
"Regalia of the Burning Scroll",530,128,0,256,31,2015,529,1,4,50003,5090,140410
"Regalia of the Burning Scroll",531,128,0,256,31,2923,529,1,4,50003,4830,140410
"Battlegear of the Unblinking Vigil",539,4,0,256,30,13193,0,1,4,50400,5400,140400
"Battlegear of the Unblinking Vigil",540,4,0,256,30,2015,539,1,4,50400,5660,140400
"Battlegear of the Unblinking Vigil",541,4,0,256,30,2923,539,1,4,50400,5280,140400
"Battlegear of the Saurok Stalker",542,4,0,256,10,13193,0,1,4,50200,5220,140398
"Battlegear of the Saurok Stalker",543,4,0,256,10,2923,542,1,4,50200,5020,140398
"Battlegear of the Saurok Stalker",544,4,0,256,10,2015,542,1,4,50200,5350,140398
"Yaungol Slayer Battlegear",545,4,0,256,31,13193,0,1,4,50003,4960,140410
"Yaungol Slayer Battlegear",546,4,0,256,31,2923,545,1,4,50003,4830,140410
"Yaungol Slayer Battlegear",547,4,0,256,31,2015,545,1,4,50003,5090,140410
"Vestments of the Shattered Vale",557,1024,0,256,30,13193,0,1,4,50400,5400,140400
"Vestments of the Shattered Vale",558,1024,0,256,30,2015,557,1,4,50400,5660,140400
"Vestments of the Shattered Vale",559,1024,0,256,30,2923,557,1,4,50400,5280,140400
"Vestments of the Haunted Forest",560,1024,0,256,10,13193,0,1,4,50200,5220,140398
"Vestments of the Haunted Forest",561,1024,0,256,10,2015,560,1,4,50200,5350,140398
"Vestments of the Haunted Forest",562,1024,0,256,10,2923,560,1,4,50200,5020,140398
"Vestments of the Eternal Blossom",563,1024,0,256,31,13193,0,1,4,50003,4960,140410
"Vestments of the Eternal Blossom",564,1024,0,256,31,2015,563,1,4,50003,5090,140410
"Vestments of the Eternal Blossom",565,1024,0,256,31,2923,563,1,4,50003,4830,140410
"Battleplate of Cyclopean Dread",572,32,0,256,30,13193,0,1,4,50400,5400,140400
"Battleplate of Cyclopean Dread",573,32,0,256,30,2015,572,1,4,50400,5660,140400
"Battleplate of Cyclopean Dread",574,32,0,256,30,2923,572,1,4,50400,5280,140400
"Battleplate of the All-Consuming Maw",575,32,0,256,10,13193,0,1,4,50200,5220,140398
"Battleplate of the All-Consuming Maw",576,32,0,256,10,2923,575,1,4,50200,5020,140398
"Battleplate of the All-Consuming Maw",577,32,0,256,10,2015,575,1,4,50200,5350,140398
"Plate of the Lost Catacomb",578,32,0,256,31,13193,0,1,4,50003,4960,140410
"Plate of the Lost Catacomb",579,32,0,256,31,2923,578,1,4,50003,4830,140410
"Plate of the Lost Catacomb",580,32,0,256,31,2015,578,1,4,50003,5090,140410
"Cataclysmic Gladiator's Plate Armor",588,1,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Plate Armor",589,1,0,274,17,3859,588,1,3,40300,3902,0
"Cataclysmic Gladiator's Felweave Armor",590,256,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Felweave Armor",591,256,0,274,17,3859,590,1,3,40300,3902,0
"Cataclysmic Gladiator's Ringmail Armor",592,64,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Ringmail Armor",593,64,0,274,17,3859,592,1,3,40300,3902,0
"Cataclysmic Gladiator's Leather Armor",594,8,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Leather Armor",595,8,0,274,17,3859,594,1,3,40300,3902,0
"Cataclysmic Gladiator's Scaled Armor",596,2,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Scaled Armor",597,2,0,274,17,3859,596,1,3,40300,3902,0
"Cataclysmic Gladiator's Silk Armor",598,128,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Silk Armor",599,128,0,274,17,3859,598,1,3,40300,3902,0
"Cataclysmic Gladiator's Chain Armor",600,4,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Chain Armor",601,4,0,274,17,3859,600,1,3,40300,3902,0
"Cataclysmic Gladiator's Dragonhide Armor",602,1024,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Dragonhide Armor",603,1024,0,274,17,3859,602,1,3,40300,3902,0
"Cataclysmic Gladiator's Dreadplate Armor",604,32,0,272,17,13301,0,1,3,40300,3900,0
"Cataclysmic Gladiator's Dreadplate Armor",605,32,0,274,17,3859,604,1,3,40300,3902,0
"Ruthless Gladiator's Plate Armor",606,1,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Plate Armor",607,1,0,274,18,3859,606,1,3,40200,3712,0
"Ruthless Gladiator's Felweave Armor",608,256,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Felweave Armor",609,256,0,274,18,3859,608,1,3,40200,3712,0
"Ruthless Gladiator's Ringmail Armor",610,64,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Ringmail Armor",611,64,0,274,18,3859,610,1,3,40200,3712,0
"Ruthless Gladiator's Satin Armor",612,16,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Leather Armor",613,8,0,274,18,3859,615,1,3,40200,3712,0
"Ruthless Gladiator's Satin Armor",614,16,0,274,18,3859,612,1,3,40200,3712,0
"Ruthless Gladiator's Leather Armor",615,8,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Scaled Armor",616,2,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Scaled Armor",617,2,0,274,18,3859,616,1,3,40200,3712,0
"Ruthless Gladiator's Silk Armor",618,128,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Silk Armor",619,128,0,274,18,3859,618,1,3,40200,3712,0
"Ruthless Gladiator's Chain Armor",620,4,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Chain Armor",621,4,0,274,18,3859,620,1,3,40200,3712,0
"Ruthless Gladiator's Dragonhide Armor",622,1024,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Dragonhide Armor",623,1024,0,274,18,3859,622,1,3,40200,3712,0
"Ruthless Gladiator's Dreadplate Armor",624,32,0,272,18,13301,0,1,3,40200,3710,0
"Ruthless Gladiator's Dreadplate Armor",625,32,0,274,18,3859,624,1,3,40200,3712,0
"Vicious Gladiator's Plate Armor",626,1,0,272,19,13301,0,1,3,40000,3520,0
"Vicious Gladiator's Plate Armor",627,1,0,274,19,3859,626,1,3,40000,3522,0
"Vicious Gladiator's Felweave Armor",628,256,0,272,19,13301,0,1,3,40000,3520,0
"Vicious Gladiator's Felweave Armor",629,256,0,274,19,3859,628,1,3,40000,3522,0
"Spiritwalker's Regalia",630,64,0,0,32,13193,0,1,3,40300,3970,0
"Colossal Dragonplate Battlegear",631,1,0,0,32,2015,649,1,3,40300,4100,0
"Spiritwalker's Regalia",632,64,0,0,32,14352,630,1,3,40300,3840,0
"Volcanic Regalia",633,64,0,0,33,13193,0,1,3,40200,3780,0
"Volcanic Regalia",634,64,0,0,33,2015,633,1,3,40200,3910,0
"Regalia of the Raging Elements",635,64,0,0,34,13193,0,1,3,40000,3590,0
"Regalia of the Raging Elements",636,64,0,0,34,2015,635,1,3,40200,3720,0
"Frost Witch's Regalia",637,64,0,0,35,13293,0,1,2,30300,2510,0
"Frost Witch's Regalia",638,64,0,0,35,13291,637,1,2,30300,2640,0
"Frost Witch's Regalia",639,64,0,0,35,13292,637,1,2,30300,2770,0
"Nobundo's Garb",640,64,0,4,36,13293,0,1,2,30200,2320,0
"Thrall's Garb",641,64,0,8,36,13293,0,1,2,30200,2320,0
"Valorous Worldbreaker Regalia",642,64,0,0,37,13293,0,1,2,30100,2190,0
"Conqueror's Worldbreaker Regalia",643,64,0,0,37,13291,642,1,2,30100,2260,0
"Heroes' Earthshatter Regalia",644,64,0,0,38,13293,0,1,2,30001,2000,0
"Valorous Earthshatter Regalia",645,64,0,0,38,13291,644,1,2,30001,2130,0
"Colossal Dragonplate Battlegear",649,1,0,0,32,13193,0,1,3,40300,3970,0
"Colossal Dragonplate Battlegear",650,1,0,0,32,14352,649,1,3,40300,3840,0
"Molten Giant Battleplate",651,1,0,0,33,13193,0,1,3,40200,3780,0
"Molten Giant Battleplate",652,1,0,0,33,2015,651,1,3,40200,3910,0
"Earthen Battleplate",653,1,0,0,34,13193,0,1,3,40000,3590,0
"Earthen Battleplate",654,1,0,0,34,2015,653,1,3,40200,3720,0
"Ymirjar Lord's Battlegear",655,1,0,0,35,13293,0,1,2,30300,2510,0
"Sanctified Ymirjar Lord's Battlegear",656,1,0,0,35,13291,655,1,2,30300,2640,0
"Hellscream's Battlegear",657,1,0,8,36,13293,0,1,2,30200,2320,0
"Wrynn's Battlegear",658,1,0,4,36,13293,0,1,2,30200,2320,0
"Valorous Siegebreaker Battlegear",659,1,0,0,37,13293,0,1,2,30100,2190,0
"Conqueror's Siegebreaker Battlegear",660,1,0,0,37,13291,659,1,2,30100,2260,0
"Heroes' Dreadnaught Battlegear",661,1,0,0,38,13293,0,1,2,30001,2000,0
